Generation: 7 | maxFitness: 0,3362008 | maxFitnessGen: 0,3362008 | maxFitnessGenBuf: 0,2753894
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2753894|-0,3505791;-1,522822;5,121254;3,692012;-1,697435;-1,356282;2,110383;1,397615;4,155459;-4,171622;3,969763;-0,09229544;-4,757341;-1,672019;0,9130691;-1,333631;4,419768;-3,521544;-0,6807304;3,535653;0,6474463;-2,150581;1,227666;4,003611;-2,874002;2,221638;2,665801;-2,336896;-4,296156
1|RandomParents|0,2600745|-0,7887613;-1,07821;4,691915;3,696551;-1,200817;-2,123105;1,597911;2,356397;3,547428;-3,712622;2,407755;0,1351352;-4,16422;-1,65795;0,1143994;-1,977221;4,143654;-2,779849;-1,160309;3,488933;-0,3474003;-2,943281;1,907608;3,893659;-2,683081;2,029357;3,254879;-2,293166;-4,313224
2|RandomParents|0,2537675|-0,5378374;-1,212493;4,99177;2,474381;-1,148922;-1,991783;1,192335;1,617501;3,803735;-4,586003;2,363929;-1,090824;-5,297975;-3,028067;0,379775;-1,45784;3,446398;-3,390504;-1,482606;3,065664;-0,5587772;-2,522134;2,309138;2,840555;-2,902676;1,994186;3,465195;-2,262843;-3,572903
3|RandomParents|0,252306|-0,6360083;-1,602261;4,503757;2,823075;-1,258045;-1,856515;1,589106;2,248344;3,223995;-4,751732;3,063538;-0,5182724;-4,923826;-2,400655;0,5373912;-1,539915;3,640785;-3,13887;-1,033949;3,082017;0,3700752;-2,893398;1,673137;2,866001;-2,282477;2,093424;3,254879;-1,620275;-3,870566
4|RandomParents|0,2275495|-0,7220186;-1,391015;4,99177;2,435392;-1,56636;-1,856515;1,192335;1,576784;3,852325;-4,586003;2,349092;-1,557028;-5,413991;-2,204742;0,379775;-1,798233;3,621525;-3,43132;-1,114769;3,096419;-0,5059845;-2,578829;2,428711;2,531215;-3,563096;1,703088;3,341465;-2,262843;-3,572903
5|RandomParents|0,1831594|-2,440536;0,5048367;4,502815;-3,428144;1,028288;-1,752668;-0,8394178;-3,300818;-1,425429;-4,042482;3,999191;2,349808;-1,267559;-2,575107;4,276477;4,693809;5,14419;-3,558471;-2,891982;-3,536737;1,038272;0,4655378;4,151313;-2,296025;-0,0274301;4,907166;4,81811;-0,1542182;3,172303
6|RandomParents|0,1610898|-0,7863991;-1,266474;4,659027;3,56185;-1,258045;-0,9063914;1,613398;1,687922;4,1145;-4,060176;3,365268;-0,3719667;-5,12339;-2,231888;0,6462588;-1,334664;4,986413;-3,268347;-0,6155921;3,570953;0,6474463;-1,614705;0,9400976;3,539471;-3,697085;2,329598;3,218984;-1,699571;-3,870566
7|RandomParents|0,1487454|-0,7863991;-0,9982338;4,852128;3,45544;-1,416952;-2,00631;1,831241;1,226742;3,700387;-3,663157;3,951699;-0,3663366;-4,247588;-2,561592;1,02741;-1,684462;4,058058;-2,865871;-1,027934;3,395881;0,6474463;-2,039284;1,227666;3,1281;-3,074553;1,556723;3,388242;-1,59025;-3,870566
8|RandomParents|0,1465129|-1,04894;-1,880238;5,340582;3,134169;-0,3887383;-1,492232;1,793336;2,094291;2,225432;-5,014568;3,563631;-0,6468056;-4,434836;-3,25058;0,9325408;-1,501272;3,711513;-3,91197;-1,033949;2,663086;0,8334569;-2,731524;0,8179965;2,48232;-2,127946;1,877072;2,41682;-1,591197;-3,06794
9|RandomParents|0,1302945|-1,507134;-0,9551219;4,71198;3,021426;-1,416952;-0,8191167;1,857239;2,103226;3,776261;-4,187888;3,623008;-0,831823;-4,650988;-2,267926;0,7669258;-2,158441;3,823225;-2,197637;-1,091826;3,289746;0,7531527;-2,039284;0,4766179;3,908058;-2,772978;2,234738;3,017063;-1,378414;-3,725807
10|RandomParents|0,127119|-0,417615;-1,602261;4,468659;2,753794;-1,258045;-1,661412;1,589106;2,248344;2,960375;-4,751732;2,570055;-0,7460926;-4,883942;-2,552696;0,5373912;-1,28747;3,640785;-2,714448;-0,8793455;3,45725;0,4307826;-2,536252;1,523286;2,832285;-2,139281;1,718288;3,254879;-1,620275;-4,257656
11|RandomParents|0,1180634|3,720833;0,7257204;0,276144;4,695391;-1,200583;-3,739208;3,660955;3,248263;4,673118;-0,4228969;-1,791342;0,473773;-2,795389;0,5127616;-3,583427;4,87198;0,1519613;-3,417554;-4,842934;3,303841;-4,31281;-2,567597;0,6944127;-2,167249;-4,014;-1,964858;3,972024;1,501087;4,296307
12|RandomParents|0,1176867|-0,8624039;-0,7187754;4,601685;3,01509;-1,065694;-1,633256;1,522027;1,777238;4,5173;-4,378347;3,713412;0,03518018;-4,650988;-2,07564;1,392896;-1,723695;4,400013;-2,464906;-0,4597608;3,550204;0,3509267;-2,22795;0,8202524;2,777764;-2,551022;2,532434;3,104437;-1,543543;-4,273747
13|RandomParents|0,1147401|-2,337938;4,848686;-2,93053;1,11878;-2,365633;2,641512;1,383272;-3,575168;2,609449;-1,201863;1,260878;-2,798527;-5,097031;2,620099;-0,01267478;-3,277493;-3,338322;0,1150403;0,2196477;-0,06522295;3,379498;-0,8866434;0,2808616;2,915345;-2,08652;-2,592255;4,096924;4,852394;-4,660469
14|RandomParents|0,1021978|-4,759113;4,105601;2,655224;5,798417;-2,282763;4,888296;-3,596315;-0,906203;1,312232;-2,579486;-1,722864;2,910218;2,171011;-2,913912;-2,152846;-2,184285;-2,621904;-2,049545;-2,668944;-4,466887;0,7632599;1,652751;-1,401241;3,528422;5,35802;-4,057144;1,169023;-4,885415;0,7936651
15|RandomParents|0,09673697|-1,313671;1,858167;2,683433;-3,113359;4,112732;-0,04931426;-0,3871797;-5,379925;3,574291;-1,965261;3,24037;-2,171051;-1,037122;-4,280534;3,296968;-0,3068638;1,927889;-2,175159;0,2477075;-0,680971;2,630552;4,084586;-0,9671587;-0,5000423;-2,603474;2,558143;-4,523794;-3,672613;-1,401955
16|RandomParents|0,09496493|-2,291407;4,407863;-2,652606;0,9532849;-2,327006;3,240947;1,572206;-3,570064;3,433693;-0,9888279;1,405695;-2,626849;-5,467848;1,837516;0,9318703;-3,111552;-2,652442;-0,417126;0,1742184;0,4854058;3,793771;-0,06664759;-0,5709161;2,170246;-2,245269;-2,239292;4,573468;4,659212;-4,713244
17|RandomParents|0,09281573|-1,678813;2,098923;2,683433;-3,113359;4,288123;0,2648524;-0,633482;-5,379925;3,574291;-2,356637;3,704979;-2,171051;-0,4249112;-3,750013;3,157019;-0,03367826;1,560347;-2,175159;0,0686215;-0,4041737;2,189652;4,207277;-1,409687;-0,7095374;-2,850817;2,558143;-4,523794;-3,809514;-1,401955
18|RandomParents|0,09219655|-1,385452;1,744523;3,242065;-3,438799;4,207551;-0,009700179;0,03999227;-6,048447;3,845512;-2,064907;3,834754;-2,531842;-0,193684;-4,630105;4,060714;0,3654186;2,586298;-1,656881;0,1764614;-0,3306623;2,067737;4,017533;-1,533327;-0,4635184;-3,093728;3,489307;-4,715716;-4,015954;-1,401955
19|RandomParents|0,08979972|-0,7887613;-0,8896874;4,691915;3,266327;-1,557301;-1,931702;1,597911;2,240529;2,654269;-3,847706;2,407755;0,2014571;-4,540149;-1,65795;0,3757826;-1,977221;4,614139;-3,047728;-0,8634297;3,777735;0,06902835;-2,707706;1,682366;3,569301;-3,172602;2,029357;2,81916;-2,064498;-4,581142
20|RandomParents|0,08825503|-0,3933969;1,879437;3,900955;-3,58942;3,686398;1,016277;-0,07547542;-5,960275;4,131152;-2,429186;2,52455;-3,261264;-0,01174015;-4,272406;3,873976;0,7794606;1,567495;-1,638923;-0,4459893;-0,9306102;2,669943;4,336423;-1,205182;-0,5082008;-2,951201;2,332256;-4,065896;-5,11606;-1,268088
21|RandomParents|0,08732425|-1,510607;4,433585;-3,316139;0,5604248;-1,516988;2,930764;1,726809;-3,691457;2,911244;-1,416253;1,965701;-2,682702;-4,460685;2,670093;0,4629432;-3,300141;-3,260466;-0,1481503;0,2172025;0,006339788;3,86922;-0,7193931;-0,5810108;2,788374;-2,119588;-2,47222;4,050778;3,927225;-4,525425
22|RandomParents|0,08399343|-1,521956;4,653689;-3,042272;0,3662416;-2,635206;3,527595;2,02418;-3,436833;3,710805;-1,769061;1,518011;-3,424587;-4,45472;2,658891;0,4479833;-3,135727;-3,182724;-0,6272092;0,2172025;0,5011587;3,86922;-0,7703573;-0,3668389;3,196057;-2,562825;-2,837686;3,70973;4,234851;-4,786917
23|RandomParents|0,08384734|-0,7887613;-1,07821;4,691915;3,515703;-1,158887;-2,618204;1,800932;2,338337;3,201349;-3,550198;2,407755;0,1351352;-4,985196;-1,65795;0,3757826;-1,900314;4,143654;-2,779849;-0,8863187;3,777735;0,06902835;-2,489814;1,809411;3,197912;-2,683081;2,390747;3,254879;-2,350605;-4,577868
24|RandomParents|0,08173252|-1,47075;4,433585;-3,316139;0,5604248;-1,697384;2,930764;1,360478;-3,24349;2,911244;-1,035886;1,33315;-2,682702;-4,154613;3,163734;0,209996;-3,338329;-3,282281;-0,1481503;-0,01503204;0,06750244;3,760894;-0,4813629;-0,4022138;2,788374;-1,502074;-2,93012;4,301084;3,767436;-4,525425
25|RandomParents|0,07786578|0,2159309;0,4632604;-1,526456;1,45139;-1,501829;-2,588786;2,525359;-3,772858;-3,5739;-5,479971;2,419231;-2,520537;-3,8846;4,521363;-3,485536;-1,095454;-1,733759;3,375862;-1,953162;4,706436;-3,866989;-3,116711;4,456596;0,2890641;5,113026;2,341118;-0,6755248;-0,6025423;-2,780458
