Generation: 20 | maxFitness: 0,4117483 | maxFitnessGen: 0,2823053 | maxFitnessGenBuf: 0,2641552
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2641552|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;0,7654837;1,285626;4,249406;-5,200218;3,073731;0,3663088;-5,284776;-2,510522;1,702971;-1,246851;4,119365;-2,696914;-0,9871496;3,478534;-0,2344924;-3,834589;0,85754;2,798766;-3,018141;2,085785;3,034491;-1,760949;-2,816818
1|RandomParents|0,2506809|-1,084746;-1,197288;5,210067;3,066393;-0,1344777;-1,126883;1,605429;2,709837;1,924815;-5,229825;4,754962;-1,034742;-6,889538;-2,500434;-0,2948056;-1,592754;1,518853;-4,457971;-1,459186;2,146909;1,091121;-2,772849;0,7855857;2,072285;-2,403961;1,960948;1,981304;-0,8680078;-2,943192
2|RandomParents|0,2462662|-0,3573476;-1,60917;3,314516;2,727846;-0,4205635;-2,293579;1,766933;1,097421;3,249923;-4,140585;2,846502;-0,1713996;-5,013752;-2,880025;2,685299;-1,441782;3,477723;-3,307354;-1,949458;2,571931;-0,2567634;-3,093626;2,659631;2,430373;-1,680821;2,408857;3,921541;-2,935329;-3,948471
3|RandomParents|0,2418766|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
4|RandomParents|0,2414802|-0,9498239;-0,7320687;5,206129;3,101653;-0,1775459;-1,526465;1,107798;1,98078;1,774722;-5,705255;5,112454;-0,6566916;-6,578861;-3,138408;0,559774;-1,463372;1,407355;-4,516402;-1,459186;1,908859;1,047017;-2,646357;1,101602;2,293501;-2,594796;2,756618;2,234304;-0,840283;-3,327523
5|RandomParents|0,2409088|-0,2402686;-1,923487;5,055753;3,095522;-0,1775459;-1,14459;1,770624;2,64549;1,520924;-5,440939;4,24607;-1,119713;-6,715678;-2,150448;0,03104362;-2,429611;2,408186;-3,791593;-1,211185;2,762793;1,056391;-2,390109;0,3424351;2,746457;-2,885117;2,628663;2,980042;-1,102424;-2,695656
6|RandomParents|0,1212237|-0,5433226;-1,399288;5,149764;3,179602;-0,1775459;-1,14459;1,851717;2,89424;1,047797;-4,681731;4,185501;-0,6674904;-6,175434;-2,894371;0,3717763;-2,028644;2,097516;-3,933661;-1,211185;2,398413;0,8520343;-2,710195;0,2690901;2,592634;-2,412725;2,66117;2,83951;-1,222951;-2,695656
7|RandomParents|0,1170387|-0,1538264;-1,804803;4,690383;2,678985;0,1792117;-4,034691;1,589106;1,501205;3,14733;-4,739727;3,943518;-0,3820427;-5,028846;-2,805307;0,6184918;-1,372656;4,331273;-3,54881;-1,010342;2,438806;0,2722879;-3,216987;1,327928;2,390289;-2,206881;1,685452;2,645764;-1,866342;-3,652374
8|RandomParents|0,1156484|0,6467904;-1,804803;4,694026;2,675617;-0,2911448;-3,966892;1,589106;0,767252;3,564208;-4,267539;4,013975;-0,8618014;-5,113352;-2,756672;0,2181515;-1,233585;3,885869;-3,777269;-1,143554;2,787543;0,2722879;-2,787776;1,327928;2,669659;-1,769949;1,378692;2,645764;-2,005165;-3,876276
9|RandomParents|0,1138117|-0,6032555;0,432064;4,149199;-2,283951;3,774547;0,9568449;-0,03045383;-5,489098;4,195116;-1,494637;2,65754;-3,005471;0,8564988;-4,523532;4,17639;0,9779675;0,8346152;-1,192415;0,6106768;-0,6445614;2,957584;5,797441;-1,939375;-1,203503;-2,911003;2,034376;-4,190964;-4,243906;-1,399987
10|RandomParents|0,1040531|-4,762826;-3,157543;2,068206;4,199809;-1,961438;4,358777;-1,700695;-2,217002;-0,03824759;1,153059;4,998736;-2,55049;-4,03673;-0,1400476;-2,871724;0,4811196;4,967744;2,76549;-4,736114;-4,131447;-0,246305;-2,606925;2,486367;3,581181;0,01050043;1,25485;-0,9716468;-1,157146;3,386534
11|RandomParents|0,1037631|0,02470648;-1,771598;5,149764;2,808702;-0,3369512;-1,14459;1,592372;2,472162;1,520924;-5,440939;4,338432;-0,901424;-6,533769;-2,150448;0,03104362;-2,390309;2,202741;-3,791593;-0,7721822;2,831304;1,274184;-2,808179;0,6455806;2,488453;-2,865099;2,628663;2,978709;-1,102424;-2,695656
12|RandomParents|0,1029445|-4,953844;2,912037;1,95079;4,936734;-1,693409;5,837147;-3,512045;-0,02341557;0,68147;-3,567664;-0,6706296;3,652281;3,489669;-3,648525;-2,581524;-1,557969;-2,591889;-2,239728;-1,063401;-5,102918;0,005971313;0,3301663;-1,158055;2,432252;5,106833;-3,870097;1,562319;-3,46689;0,1345904
13|RandomParents|0,1013314|0,7587852;-1,327621;-2,021442;2,680256;-0,20404;-2,279901;2,473158;0,3886315;-0,8076129;1,485499;0,2854635;1,222527;-4,117126;-4,579165;4,596923;-1,593667;-3,903681;4,295836;0,9005195;-2,69724;-2,78662;-2,546645;2,74978;3,696446;1,906053;-1,47156;-0,8887091;0,2771465;-1,96967
14|RandomParents|0,09960248|-0,8145714;-1,142815;4,795758;2,576902;0,7288963;-1,093554;1,250642;1,154485;1,505327;-4,992249;4,251125;-1,886046;-4,759184;-2,283661;1,298929;-0,1862427;1,759524;-4,047349;-1,788655;2,357223;0,2076037;-2,958107;0,7429185;2,972976;-2,661945;1,828601;2,21429;-1,475801;-2,812736
15|RandomParents|0,09444004|-0,8145714;-1,142815;5,678717;2,954163;0,5088061;-1,302839;1,207358;1,154485;1,71777;-4,787603;4,363297;-1,886046;-5,07947;-3,271228;1,298929;-0,7636896;2,025337;-4,01585;-1,900771;2,542598;1,017397;-2,958107;0,6187653;2,443377;-2,425531;1,960142;1,856098;-0,5902749;-2,409981
16|RandomParents|0,0923265|-0,6032555;0,2881099;3,940331;-2,283951;3,494274;0,8490983;-0,2873012;-5,385553;4,266335;-2,1429;2,345941;-3,431446;0,5195284;-4,523532;4,20125;0,6729044;0,4604301;-1,108979;0,8791544;-0,7439452;2,687086;5,488225;-1,939375;-1,203503;-2,570899;2,034376;-4,590177;-3,784084;-0,9574652
17|RandomParents|0,09131477|0,08042046;-1,905323;4,281829;2,216178;-0,2524387;-2,90536;1,779084;0,5772006;2,814615;-3,728684;2,846502;-0,4289027;-5,202656;-2,876169;2,30187;-1,29395;3,322476;-2,930731;-1,987882;2,505435;-0,05869714;-2,971574;2,170696;2,217954;-1,669281;2,657474;4,064592;-2,993518;-3,640863
18|RandomParents|0,09065816|-0,9498239;-1,197288;5,210067;3,066393;-0,1775459;-1,035246;1,441014;2,40247;1,467754;-5,022218;4,613276;-1,125845;-6,889538;-2,500434;-0,1516488;-2,078115;1,422042;-3,971155;-1,444323;2,005065;1,047017;-2,669348;0,2991771;2,500002;-2,403961;2,217904;1,706025;-0,8680078;-2,83927
19|RandomParents|0,09032011|-0,7826185;1,907297;4,742742;-3,733197;0,8533867;-1,634747;-3,706336;1,204227;-3,363165;-0,05139667;3,98853;1,474327;1,626963;-0,424094;-0,8438522;-4,493372;-1,237819;-1,527331;2,139018;-2,884466;1,275966;-3,320336;3,680439;4,215943;-1,366866;-4,1125;-1,966805;-1,790591;1,452923
20|RandomParents|0,08814364|-0,837326;0,6808369;3,266746;-1,516319;2,988742;1,257954;-0,09779882;-6,139565;2,653877;-2,349018;3,010421;-4,16519;0,4822981;-4,610729;3,402238;0,24173;0,8991895;0,0005340874;-0,5830616;-0,6088694;2,660937;5,084724;-1,721173;-0,9789613;-3,475551;2,031855;-4,105174;-3,860445;-0,2168138
21|RandomParents|0,08757561|-1,112455;2,370276;4,732529;-3,733197;0,7570072;-1,445513;-3,706336;1,517938;-3,202978;0,4351067;3,995473;1,958756;1,644861;-0,8875025;-0,8438522;-4,41304;-1,661105;-1,619739;1,523561;-2,512106;1,275966;-3,742042;3,814198;4,230752;-0,9226238;-4,1125;-2,279697;-2,202399;1,247064
22|RandomParents|0,0852153|0,186612;-1,804803;4,926924;2,789811;-0,2231909;-3,23753;1,007377;1,110373;3,605126;-4,739727;3,546368;-0,8114814;-4,947446;-2,961318;0,2207301;-2,005836;3,860588;-3,777269;-0,4870978;2,453447;0,2368501;-2,912256;1,731188;2,454082;-2,057745;1,275617;2,487234;-1,902907;-4,327777
23|RandomParents|0,08484512|-0,3297436;0,4289977;4,346554;-2,411836;3,640526;1,05992;0,1712532;-7,312302;3,997899;-1,126885;2,653081;-4,09362;0,3975463;-4,705249;3,402238;0,4296099;1,075822;-0,57379;0,5301962;-0,728368;4,116555;5,130785;-1,83002;-1,195094;-2,018334;1,418317;-4,348921;-4,981431;-2,112882
24|RandomParents|0,08279771|-0,9803257;-0,01576847;3,925405;-2,283951;3,254649;1,00706;-0,6624278;-5,489098;4,349751;-1,840399;2,65754;-3,431446;0,4606956;-4,523532;4,20125;0,6729044;0,2425684;-1,192415;0,3277339;-0,8416694;2,957584;5,951809;-2,155854;-1,203503;-2,570899;2,296765;-4,590177;-4,59226;-1,399987
25|RandomParents|0,08144759|-0,7826185;2,370276;4,401073;-3,997465;0,8533867;-1,308597;-3,759396;1,691639;-3,319728;-0,05139667;3,625059;1,474327;1,644861;-1,002692;-1,113308;-4,970886;-1,605126;-1,527331;1,966525;-2,40343;1,275966;-3,320336;3,680439;4,547829;-1,410796;-4,1125;-1,966805;-1,933776;1,123333
