Generation: 32 | maxFitness: 0,4117483 | maxFitnessGen: 0,2639697 | maxFitnessGenBuf: 0,3620217
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,3620217|-1,593083;-2,288395;5,695365;2,917235;-0,3433285;-1,295255;1,496446;3,183311;2,409683;-5,189706;3,912907;-0,8292117;-7,188227;-1,980033;0,05500333;-2,081097;0,7892635;-2,977618;-2,45432;1,22712;2,750706;-2,175158;0,05462173;2,922618;-1,419941;1,680854;2,321293;0,5354693;-2,786107
1|RandomParents|0,3579116|-1,682223;-1,660189;5,965372;2,302863;-0,8808538;-0,9952952;0,8202176;2,629729;1,357674;-4,301489;3,791807;-0,9157955;-6,934762;-2,535677;-0,8740008;-2,800646;0,9670126;-3,348938;-2,535431;1,078687;2,704058;-2,575769;-0,4605634;2,432262;-1,629277;2,117975;2,179619;0,5552998;-2,782275
2|RandomParents|0,3150823|0,1898876;-1,177231;4,753443;3,22694;-0,07402647;-2,192453;1,387072;1,403125;4,19133;-4,275077;2,585514;0,8016353;-5,763363;-2,908954;1,172253;-0,8772557;4,698004;-2,262502;-0,7865133;2,395985;-0,524186;-3,692383;1,196841;3,183246;-2,719077;1,927866;3,697208;-2,150324;-2,556902
3|RandomParents|0,3039523|0,1898876;-1,177231;4,753443;2,952109;-0,07402647;-2,048356;1,127849;1,591614;3,811802;-4,70458;3,011606;0,8016353;-6,413671;-2,804177;1,295577;-1,000922;4,057114;-2,696231;-1,436582;3,048551;-0,524186;-3,870461;0,8390714;3,29523;-2,719077;1,927866;3,375833;-1,847744;-2,556902
4|RandomParents|0,2700286|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
5|RandomParents|0,2678047|-1,725614;-1,664982;5,806967;2,302863;-0,8808538;-0,9952952;1,621456;3,04368;1,979983;-4,800029;4,222431;-0,9157955;-6,835369;-2,110156;-0,6087124;-2,800646;0,795512;-2,826642;-2,469054;1,509368;2,704058;-2,562563;-0,4605634;2,432262;-1,23579;1,944808;2,104465;0,5552998;-2,699425
6|RandomParents|0,254792|-1,609948;-2,000606;5,961809;2,453854;-0,9266497;-1,279695;1,900985;2,792388;2,36918;-4,866088;4,096192;0,02614817;-6,920999;-2,848929;-0,04453133;-3,02131;1,166374;-3,187803;-3,349067;1,809438;2,610632;-2,201362;-0,3942992;2,338601;-1,468509;2,178;2,4465;1,202623;-2,786107
7|RandomParents|0,2300848|-2,220917;1,230925;5,687347;-4,105612;0,9417322;-1,087049;-3,604634;1,346678;-3,299241;-0,9135976;2,46516;0,9819937;1,345964;-1,175974;-0,4239832;-4,160824;-0,7628293;-3,403205;2,737498;-3,940002;1,830431;-2,247185;3,544523;3,973417;-0,4555093;-4,337133;-1,845091;-1,796817;2,324835
8|RandomParents|0,1792701|-2,110123;2,020941;5,556408;-4,308198;0,6766366;-1,173391;-3,759809;0,7143575;-3,823087;-0,8743281;2,837327;1,250282;0,9979508;-0,5414081;-0,7694773;-4,25726;-0,5369797;-2,429308;1,998143;-3,898998;1,833364;-2,175777;3,576531;3,436574;-0,4712954;-4,728486;-1,783028;-1,249912;1,818081
9|RandomParents|0,1602937|-1,209868;-2,000606;6,104175;2,453854;-0,9045512;-1,396088;1,695864;2,921161;2,176142;-4,415545;4,096192;-0,3932026;-6,258121;-2,635089;-0,3113291;-2,713125;1,166374;-2,889244;-3,024503;1,697419;2,912688;-2,317806;-0,7525163;2,297416;-1,426571;1,79017;2,5983;1,303314;-2,882872
10|RandomParents|0,1597208|-0,6653301;-1,803811;5,202328;2,297941;-0,3294739;0,2497718;0,4775399;2,104701;2,035043;-5,396418;4,950087;-1,60586;-7,34274;-2,647845;-1,153095;-1,386068;2,035768;-5,376683;-1,936419;1,838976;0,884755;-4,146396;1,423347;2,574296;-1,971566;2,342904;1,939674;-0,2881476;-2,655498
11|RandomParents|0,1528841|-1,505084;-2,053533;5,579692;1,85364;-0,8521932;0,03891179;0,4775399;2,034256;1,633713;-5,477874;4,76745;-0,6227486;-6,568778;-2,343791;-1,709409;-1,433844;2,702943;-5,477532;-2,060162;2,267802;0,4770667;-4,631039;1,336011;3,551058;-1,866661;2,619037;1,939674;-0,1425279;-3,429344
12|RandomParents|0,1494348|-1,128742;-2,601839;5,966723;2,315559;-0,4799487;-0,6032092;1,496446;3,628463;1,511493;-4,980171;4,222431;-0,9472179;-7,218185;-2,6746;-0,04453133;-1,799655;1,657106;-2,977618;-2,536874;1,682698;2,11715;-2,234337;-0,654609;2,560251;-1,43993;2,449006;2,301741;0,4210471;-2,923715
13|RandomParents|0,1326361|2,882709;3,787501;3,96654;-1,997518;-5,065325;-4,430641;1,554267;-1,476615;0,5899421;4,726363;-4,353638;-0,3277521;-1,502619;-4,550818;-0,7172961;1,434702;-3,565991;0,4989166;2,803835;-2,502272;0,1589044;4,217002;-3,144554;2,824008;-3,690324;1,997919;-3,058277;0,3611989;2,336873
14|RandomParents|0,1268201|-0,9366674;-1,796653;5,516356;3,144199;-1,083857;-1,225142;1,907204;2,758384;2,134296;-4,800029;4,860153;-0,6271622;-6,766706;-1,908443;0,05288833;-1,854545;1,441451;-3,028465;-2,737973;1,442916;3,063012;-1,634349;-0,3267827;3,050742;-1,767756;2,114079;2,059831;0,1018506;-2,439635
15|RandomParents|0,1205185|-1,935515;1,160297;6,036041;-4,105612;0,8504385;-1,087049;-3,334836;1,346678;-3,09413;-1,345821;2,648738;0,7385449;1,345964;-1,387033;-0,445868;-4,601214;-0,7628293;-3,403205;2,737498;-3,884777;1,763042;-2,320164;3,544523;4,232851;-0,6863641;-4,307841;-2,125227;-1,903407;2,377775
16|RandomParents|0,1115678|-0,06257299;-1,154509;5,16419;2,970371;-0,5454961;-2,37661;1,034258;1,751968;4,19133;-4,733318;3,2075;0,6822971;-5,774503;-2,807782;1,584692;-1,246851;4,119365;-1,908804;-0,9871496;3,623275;-0,3139006;-3,834589;1,483972;2,388549;-2,719077;2,085785;3,034491;-2,592189;-2,46241
17|RandomParents|0,1106919|-2,075496;4,850605;0,478837;0,9056698;3,16544;-1,729802;3,49497;3,457116;-2,011382;3,348689;4,260045;-1,410971;4,632469;-1,025014;4,052839;1,834714;-5,120411;1,236408;-4,008238;4,476747;2,621765;-2,721163;3,334557;-1,637561;1,961451;0,1439863;-0,2170043;-4,172047;-0,1284773
18|RandomParents|0,1100336|-1,322155;-1,953434;5,966723;2,355598;-0,8174202;-0,6032092;1,409296;3,414461;1,457101;-4,980171;4,222431;-1,244489;-6,646249;-2,6746;-0,04453133;-2,286862;1,5301;-2,977618;-2,679039;1,770118;2,839823;-2,666262;-0,1806781;2,560251;-1,233312;2,594236;2,453213;0,4210471;-3,401088
19|RandomParents|0,1086932|-1,935515;1,230925;6,036041;-3,858228;0,9124433;-1,087049;-3,604634;1,346678;-3,591423;-0,8889495;2,671392;0,9819937;1,345964;-1,235175;-0,1592686;-4,601214;-0,8743652;-3,09407;3,175029;-3,68146;1,331783;-2,638584;3,786367;3,775375;-0,4712954;-4,337133;-1,444042;-1,796817;2,324835
20|RandomParents|0,1082428|-2,140123;1,779348;5,708972;-4,184492;0,9600303;-1,571594;-3,499236;1,168941;-3,823087;-0,6974776;3,295113;1,241872;0,4202753;-0,3991839;-0,5038589;-4,179413;-1,174622;-2,798558;2,681483;-3,166512;1,013848;-1,915573;3,544523;3,680666;-0,4304014;-4,462916;-2,276257;-1,467694;2,503684
21|RandomParents|0,1044493|-1,182463;-1,761026;5,83579;1,997297;-0,8144993;-1,357537;1,620614;3,424827;1,450412;-4,835266;4,262677;-1,069957;-6,924322;-2,597266;-0,528461;-2,381882;1,166374;-2,977618;-2,432324;1,606136;2,704026;-2,766567;-0,09728321;2,107529;-1,298565;2,08977;1,952971;0,5552998;-2,637364
22|RandomParents|0,100032|-1,657823;4,786296;0,478837;0,8507153;3,280963;-1,798456;3,652326;3,45836;-2,377368;3,316005;4,136254;-1,17973;5,013338;-1,285581;4,035813;2,22536;-4,731724;0,9560989;-4,854078;4,476747;2,229328;-2,070064;3,537358;-2,057063;1,459723;-0,9033273;-0,2170043;-4,469431;-0,1495926
23|RandomParents|0,09530014|-1,78593;4,786296;0,5908591;0,4861751;3,471103;-1,11569;3,652326;3,45836;-2,455348;3,518784;3,960747;-0,825276;4,827513;-1,667014;3,681235;2,052219;-4,731724;0,518437;-4,854078;4,240561;2,222302;-2,224567;3,521423;-2,520576;1,98927;-0,478831;-0,2170043;-4,056493;-0,1495926
24|RandomParents|0,09337038|-5,983766;3,1466;2,065366;4,09048;-1,470093;4,353665;-4,268991;-0,05602674;-1,167016;-3,11228;-0,5094368;4,120813;3,192219;-3,936657;-1,596237;-0,8700119;-3,000388;-1,078892;-0,8362058;-3,867265;-0,1485182;1,017346;-1,098046;2,541263;5,833491;-4,493469;1,036151;-3,376184;-0,3788902
25|RandomParents|0,0926449|-0,5491499;2,094615;4,091176;-4,175616;0,03333923;-1,277957;-3,959471;2,904963;-4,477078;0,5937803;3,479673;1,662715;1,473256;0,8523389;-0,3534361;-4,855281;-1,502883;-1,193579;0,8449583;-1,696209;1,85954;-4,176274;4,267627;3,765306;-1,249314;-4,301525;-2,512064;-2,690682;1,973821
