Generation: 11 | maxFitness: 0,3362008 | maxFitnessGen: 0,3176902 | maxFitnessGenBuf: 0,2590763
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2590763|-0,8933412;-1,477608;4,503757;3,257858;-1,709609;-2,751054;1,377529;1,766196;3,223995;-4,615129;3,29823;-0,5182724;-5,220218;-2,400655;0,4476307;-1,683358;3,473972;-3,505491;-0,9994463;3,082017;0,3700752;-2,676351;1,604175;3,043467;-2,06723;1,737777;3,254879;-2,352244;-4,213429
1|RandomParents|0,2555892|-0,6360083;-1,602261;4,503757;3,139804;-1,258045;-1,856515;1,589106;2,248344;3,223995;-4,44693;2,759394;-0,5182724;-4,771555;-2,794933;0,14169;-1,057075;4,112698;-3,13887;-1,033949;2,767127;0,7505537;-3,336098;1,755171;2,405913;-2,282477;1,846604;3,502739;-1,990233;-3,870566
2|RandomParents|0,2523133|-1,656081;-1,597392;4,264295;4,019785;-1,71261;-0,9644499;1,857239;1,80742;3,996537;-4,644948;3,422693;-0,3866043;-3,897139;-2,598699;0,6416823;-2,96006;3,660109;-2,712838;-0,8441014;3,016509;1,066152;-1,812402;0,496757;4,126497;-2,949161;2,49624;2,549282;-1,921019;-3,695911
3|RandomParents|0,245976|-0,8935106;-0,8566475;4,912896;3,515413;-1,408658;-1,139028;1,446387;1,687922;4,045256;-4,67229;2,878916;0,02288058;-4,7553;-2,856152;0,9446089;-0,747301;4,442104;-3,525751;-0,9279901;3,826392;0,8506295;-1,852759;0,6081128;3,236064;-3,992983;2,006773;2,972412;-1,276377;-3,884109
4|RandomParents|0,2390282|-0,6360083;-1,602261;4,503757;2,823075;-1,258045;-1,856515;1,589106;2,248344;3,223995;-4,751732;3,063538;-0,5182724;-4,923826;-2,400655;0,5373912;-1,539915;3,640785;-3,13887;-1,033949;3,082017;0,3700752;-2,893398;1,673137;2,866001;-2,282477;2,093424;3,254879;-1,620275;-3,870566
5|RandomParents|0,2300631|-0,6360083;-1,415057;4,987232;3,131388;-1,17066;-1,945584;1,589106;1,866762;3,684405;-4,653403;2,865074;-0,3343679;-5,050794;-2,290125;0,8517636;-1,166713;3,640785;-3,13887;-1,033949;3,055478;0,3700752;-2,893398;1,58241;2,866001;-2,282477;2,093424;3,254879;-1,406906;-3,870566
6|RandomParents|0,2298363|-1,945712;-1,115435;5,170743;4,335217;-1,094332;-1,175555;1,643919;1,69396;3,996537;-3,945541;3,767604;-0,2463838;-4,686182;-2,815882;0,6551103;-2,603864;4,603692;-2,211477;-0,6294816;2,974082;0,5331487;-1,748089;0,09770915;4,126497;-3,443932;2,369228;2,549282;-1,937987;-3,919464
7|RandomParents|0,2270692|-0,07278034;-1,261756;5,187201;3,450072;-1,72517;-1,768156;1,702291;1,224683;3,72072;-3,909367;3,626778;0,002137274;-4,317014;-1,887668;0,88634;-2,353822;4,175492;-3,438005;-0,2474136;3,553629;0,8664614;-1,290546;0,8001522;4,191498;-3,245162;2,465169;2,963187;-2,542372;-4,296156
8|RandomParents|0,2199331|-1,729092;-1,917679;5,170743;3,955531;-1,094332;-0,9624351;1,857239;1,80742;3,996537;-4,36452;3,310743;-0,3730831;-4,686182;-2,615011;0,6551103;-2,784435;4,298552;-2,093082;-1,091826;2,974082;0,8922915;-1,748089;0,9726179;3,84095;-3,423215;2,369228;2,921015;-1,870783;-3,527556
9|RandomParents|0,1525136|-0,5715111;-1,867161;4,503757;3,081791;-1,258045;-1,917274;1,589106;1,797184;3,126933;-4,751732;3,063538;-0,3558899;-5,067111;-2,400655;0,9985802;-1,146158;3,916798;-2,945274;-1,406708;3,082017;0,01574203;-2,963108;1,673137;2,866001;-2,282477;2,093424;3,254879;-1,672932;-3,50925
10|RandomParents|0,1516144|-3,830285;-2,454759;4,550452;3,654005;4,88557;-0,486511;-1,307668;-0,5807343;-2,918931;-3,436975;1,924126;2,354711;0,05268764;-0,430382;0,6107101;-4,101653;3,21505;-2,742452;-0,3959216;-2,817641;-3,529824;-0,4971771;-2,327601;0,2567513;2,985917;-3,554301;-2,953566;2,623422;-0,03204678
11|RandomParents|0,1265566|-0,6360083;-1,602261;4,782792;2,347363;-0,7670348;-1,535909;1,570074;2,293676;3,223995;-4,51625;2,441902;-0,2940226;-5,09552;-2,400655;0,1324021;-1,699595;3,713092;-3,372156;-1,047857;3,082017;0,3700752;-3,178906;1,624852;2,368063;-2,282477;1,681848;3,254879;-1,620275;-4,334153
12|RandomParents|0,1167541|-0,8135592;-1,311918;5,877894;2,82355;-0,03096798;-1,388303;1,719741;1,501146;2,63118;-5,014568;3,415461;-0,6468056;-5,152007;-3,239552;1,001677;-1,204275;3,537429;-3,703739;-1,10947;2,590909;1,30814;-2,580366;0,7486384;2,35256;-1,709498;1,877072;2,175242;-2,056556;-3,347814
13|RandomParents|0,1155475|-0,1363493;1,087924;4,556607;-2,131921;3,539809;1,015397;-0,0835577;-5,862227;3,695009;-1,845457;3,316453;-3,66207;0,2903143;-4,061754;2,929517;0,6580231;1,316861;-1,342303;0,3961298;-1,08398;3,121443;4,694067;-1,697316;-1,041655;-2,815063;2,95424;-4,240294;-4,735104;-1,05533
14|RandomParents|0,1117542|-1,943506;4,741659;-3,341489;1,191933;-2,112203;2,599846;1,289521;-3,47819;2,391446;-0,5573845;0,8076112;-2,783791;-5,2853;2,434316;-0,01267478;-3,277493;-3,009555;-0,1251484;0,2196477;-0,08584316;3,224744;-1,357466;0,6216355;2,291904;-2,251347;-2,692865;4,294765;5,134109;-4,481761
15|RandomParents|0,1070403|-2,310534;4,741659;-3,808381;1,513841;-2,390851;1,929723;0,9946986;-3,47819;2,447816;-0,5573845;0,8076112;-2,38085;-4,745086;2,712732;0,3453528;-3,286627;-2,719873;-0,04965495;-0,2092795;-0,1991563;3,09995;-0,9324238;0,7319949;2,091454;-2,251347;-2,374088;3,744573;4,869637;-4,481761
16|RandomParents|0,1058542|-0,4894197;-1,522822;5,156839;3,672457;-2,051169;-1,837802;2,316947;1,471694;3,687071;-4,600762;4,344803;-0,0005278885;-4,831689;-1,915475;0,5939957;-0,6991012;3,983036;-4,147455;0,132706;3,305766;-0,0234766;-1,982217;1,719831;3,798631;-3,095666;2,252639;3,056916;-2,691956;-4,349288
17|RandomParents|0,1010857|0,2251555;0,8405172;4,336851;-2,137264;3,175258;1,015397;-0,0835577;-5,435311;3,951874;-1,845457;3,510599;-3,66207;0,2903143;-4,127109;3,052574;0,8569235;1,683052;-1,213104;0,5338773;-1,575746;3,121443;4,35815;-1,829458;-0,6680508;-2,815063;2,95424;-3,743953;-5,070222;-1,05533
18|RandomParents|0,09713793|-3,745655;-2,71742;4,550452;3,654005;4,247671;-0,486511;-1,404729;-0,6921939;-3,147079;-4,076676;1,449051;2,430853;0,05268764;-0,2536697;0,9525777;-3,627027;3,421778;-2,29751;-0,6675923;-2,817641;-3,529824;-0,2228113;-2,334507;-0,1995463;3,216882;-3,452487;-3,259838;2,196588;-0,2611117
19|RandomParents|0,0966609|-1,42429;-1,845499;5,451446;2,496165;-0,04218593;-1,097877;1,235801;2,069334;1,474823;-5,171199;2,996238;-1,008887;-4,926446;-3,314282;0,9325408;-1,606565;3,049228;-4,267604;-1,048126;3,258934;1,00798;-2,225573;0,8018066;1,926459;-2,937624;2,688342;2,905051;-1,590176;-2,810468
20|RandomParents|0,09199095|-1,783627;-1,531564;5,789624;2,769777;0,8626536;-1,454852;1,109656;2,069334;1,820254;-5,213138;3,480305;-0,9461747;-4,926446;-3,307781;0,9325408;-1,430613;2,487473;-4,395059;-1,413608;2,880252;0,8261318;-2,56682;0,4968684;1,917907;-2,848894;2,688342;3,253244;-1,538375;-3,068443
21|RandomParents|0,09086017|-1,390928;4,433585;-3,847345;0,8681959;-1,336317;3,461659;2,094962;-4,203479;2,945513;-1,37753;1,549642;-3,105966;-4,148906;3,010416;0,3588201;-3,300141;-3,085222;0,2002257;-0,06917584;-0,1836694;4,011512;-0,6023951;-0,5402331;2,92821;-2,460442;-2,572453;3,939994;3,602118;-4,532282
22|RandomParents|0,08951997|-0,3063194;-1,33381;4,659027;3,350108;-0,873404;-0,8951947;1,917345;1,268507;4,348075;-4,232787;3,431974;0,1592154;-4,244694;-2,922021;0,9446089;-0,1886457;4,688016;-3,268347;-0,2038351;3,611064;0,9068672;-1,641525;0,9213593;3,184622;-3,863305;1,570391;3,335147;-1,931262;-3,980989
23|RandomParents|0,08891287|-0,7039924;1,789174;3,444976;-2,745274;3,686398;1,069288;0,07031886;-5,767342;4,131591;-2,738759;2,52455;-3,192472;0,3094578;-3,778082;3,476448;1,372377;1,941196;-1,795152;-0,4459893;-1,225753;2,350551;4,151118;-1,380076;-0,1594623;-2,46224;2,458222;-3,699854;-5,32355;-0,2316463
24|RandomParents|0,08653941|-4,368234;3,914347;2,78322;4,67817;-2,080436;5,473477;-3,61056;-0,6599092;0,2879694;-3,606742;-1,006918;3,254041;2,76404;-3,694472;-2,687257;-2,650044;-3,088233;-2,671526;-1,543257;-3,818547;1,044872;0,3268333;-1,762218;3,428233;5,454151;-3,983176;0,1123326;-4,912762;-0,2162371
25|RandomParents|0,08606688|-3,507116;2,333551;-2,38515;-4,088813;-0,8962559;3,727621;1,102026;1,557709;-0,8835698;-2,527452;2,413701;2,060412;1,706856;5,352447;1,758135;-1,875647;2,58858;-1,941958;1,168697;-3,134248;-2,331565;-3,617398;0,5573432;-0,1686071;0,809368;4,182528;-2,372582;2,510422;-4,754623
