Generation: 28 | maxFitness: 0,4117483 | maxFitnessGen: 0,2721954 | maxFitnessGenBuf: 0,2610481
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2610481|-0,3001773;0,3530021;4,284125;3,541858;-1,001146;-0,8665735;1,32261;2,300707;1,717761;-5,575051;4,648374;-0,6748806;-7,619168;-2,339725;0,9353896;-1,165762;1,553591;-4,126879;-1,654383;2,12438;1,405751;-1,981721;0,2896197;1,812563;-3,08778;3,806139;1,794045;-1,713361;-3,36892
1|RandomParents|0,2439353|-0,3715621;-1,796653;5,679348;2,787457;-0,2417839;-0,9512591;1,356871;2,172876;2,416605;-5,193271;4,494345;-0,5045354;-7,19242;-2,563967;-0,4177476;-2,449707;0,2741058;-3,426701;-1,937887;2,292385;2,45373;-2,132302;-1,140834;3,293027;-1,369553;1,869341;1,429538;-0,8854306;-2,281274
2|RandomParents|0,2391084|-2,372287;1,635016;5,437142;-4,279019;0,4503828;-1,425175;-3,891174;0,9448395;-3,763892;-0,4286071;3,147415;1,515867;0,9979508;-0,8136913;-0,4304348;-4,337361;-0,7628293;-3,078002;2,313866;-2,972689;1,525596;-2,773491;3,544523;3,89399;-0,4712954;-4,56012;-1,512863;-1,694642;2,276493
3|RandomParents|0,2336765|-0,4875409;0,412664;4,622824;3,944232;-1,001146;-0,8665735;0,8222685;2,659307;1,342903;-5,867071;4,140638;-1,085108;-7,620539;-2,443983;0,741071;-1,178656;1,712583;-4,069366;-1,654383;2,12438;1,405751;-1,953981;0,2896197;1,98536;-2,699724;3,493672;1,794045;-1,818377;-3,042902
4|RandomParents|0,2332593|-0,7807213;-2,235471;5,181582;2,362888;-0,302313;-1,130642;1,496446;2,139247;2,278707;-5,111825;4,494345;-0,5045354;-7,359689;-2,11266;0,0704706;-2,215847;0,8619977;-3,296697;-2,158472;2,161867;2,48977;-2,312845;-0,8571891;2,768105;-1,505078;2,044405;2,315701;-0,4950903;-2,786107
5|RandomParents|0,2306675|-0,4635035;-3,034249;5,39698;3,683907;-1,623182;-0,7743448;1,604742;1,831806;2,387715;-5,292104;4,139731;-0,8671281;-5,50604;-2,191485;-0,9196857;-1,361073;2,177027;-4,415349;-0,3057207;2,192805;0,3903565;-2,775462;0,2528146;2,318558;-2,530617;2,836737;3,946984;-0,8464788;-2,625726
6|RandomParents|0,2283511|-1,154348;-1,796653;5,85535;2,610002;-0,8144993;-1,130642;1,496446;2,582294;2,180008;-4,800029;4,222431;-0,5045354;-6,924322;-2,306796;0,1145751;-2,528525;0,8619977;-2,977618;-2,668611;1,509368;2,943854;-2,006617;-0,4551134;2,432262;-1,629277;2,08977;2,321267;0,06968221;-2,786107
7|RandomParents|0,2226772|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
8|RandomParents|0,2165728|-0,5190859;1,541405;3,383991;-4,494394;0,2379203;-1,548437;-2,964181;2,325641;-4,546741;0,1058945;3,67206;1,630288;1,811574;-0,7638632;-0,4944372;-4,623676;-1,547982;-1,271229;1,14368;-1,835481;1,939046;-2,865156;3,652637;3,893257;-1,200648;-5,312827;-2,888091;-2,17147;2,157274
9|RandomParents|0,1743867|-1,973555;1,353817;5,400564;-4,682005;0,4503828;-1,832519;-3,720352;0,9448395;-3,351582;-0,08337486;3,189395;1,600417;0,9979508;-0,6908646;-0,3440633;-3,978047;-0,8769202;-3,110651;2,692265;-2,78471;1,745765;-2,809589;3,991817;4,212815;-0,4498369;-4,56012;-1,512863;-1,694642;1,886497
10|RandomParents|0,1659531|-0,6554791;1,541405;3,383991;-4,61076;0,9417917;-1,363616;-2,964181;1,772421;-4,351048;0,1058945;3,862382;1,6522;2,029662;-0,5787688;-0,3561193;-4,623676;-1,967454;-1,182889;1,018304;-1,835481;2,024202;-2,750098;4,019832;3,893257;-1,460412;-5,312827;-3,002706;-2,275713;2,018557
11|RandomParents|0,1580898|-1,006479;-1,684371;5,392183;2,740281;-0,4561472;-0,8438832;0,5254039;2,94881;1,843856;-5,532503;5,034557;-1,285735;-7,050727;-2,237238;-1,153095;-1,386068;1,904791;-4,73552;-2,123442;2,220529;1,209295;-4,352828;1,164617;2,83009;-1,665883;2,619037;2,132466;-0,003146291;-3,128514
12|RandomParents|0,1550226|-0,4603659;-1,27255;5,392183;2,740281;-0,327967;-1,176211;0,8981251;2,9709;2,138303;-4,837758;5,034557;-1,061347;-7,73869;-1,379629;-0,6831005;-1,363552;1,904791;-4,607571;-1,740539;2,529575;0,9087398;-4,297102;0,9674584;2,958426;-1,665883;2,0556;2,132466;0,2572998;-3,011538
13|RandomParents|0,153271|-0,282197;-2,58427;5,208289;3,768809;-1,92647;-0,8107508;1,604742;1,700295;2,506357;-4,954928;4,139731;-0,8810158;-5,263873;-1,664896;-0,7551523;-1,830964;1,934666;-4,380461;-0,3057207;1,697267;0,3903565;-3,12307;0,2308105;2,351911;-1,641987;2,836737;3,271374;-0,8464788;-2,212048
14|RandomParents|0,1424749|-0,9497343;0,08016038;4,911308;3,269976;-0,7904667;-1,276666;1,400263;2,571008;2,058856;-5,736314;4,792231;-1,535763;-7,967699;-3,042374;0,4680236;-1,052363;1,57161;-4,497717;-1,294636;2,307519;1,824428;-1,89064;0,1511722;2,259772;-2,767237;3,950266;2,131181;-1,100899;-3,754891
15|RandomParents|0,1415713|5,99579;0,8421574;0,1832014;-0,5756631;-4,609626;-0,6093848;-3,657245;1,886314;-5,611544;-2,747698;-3,485187;2,141605;-2,432114;-4,021741;-5,088217;0,7820911;-2,803239;-2,504187;-0,7409177;-2,042826;-2,477013;2,322207;-4,424793;-1,601683;0,4598527;-3,353951;-4,799254;-4,715251;-4,519175
16|RandomParents|0,1389371|-0,4074917;-2,697259;5,208289;4,163869;-1,779453;-0,8107508;1,462733;2,09671;2,179188;-5,204391;4,593874;-0,8102621;-6,103708;-1,538133;-0,4425926;-2,580664;2,01897;-4,380461;-0,3057207;1,974841;0,8282328;-3,568947;0,1787145;1,867468;-2,065509;2,793982;3,304864;-0,4341244;-2,148088
17|RandomParents|0,1380682|-0,1074429;1,961393;2,99665;-4,313009;0,6597081;-1,563807;-3,375365;1,910001;-4,351048;0,1058945;3,876869;1,552347;2,147035;-0,3157818;-0,362031;-4,772377;-1,869186;-0,8989916;0,7056078;-1,45664;2,356159;-2,354317;4,229122;4,372552;-1,412534;-4,997419;-3,002706;-2,275713;2,018557
18|RandomParents|0,1045002|-1,973555;1,635016;5,124669;-4,089505;0,2712354;-1,081245;-3,480801;0,9448395;-3,763892;-0,3579582;2,795379;1,600417;0,9979508;-0,6908646;-0,3440633;-4,752183;-1,176148;-2,688903;2,313866;-2,565004;1,267654;-2,832154;3,859401;3,89399;-0,4712954;-4,226831;-1,067545;-2,020217;1,519397
19|RandomParents|0,1035573|-2,157112;-1,50222;5,928397;3,002255;-0,9184424;-0,1453493;1,152933;2,014086;1,305755;-4,758137;3,651488;-1,151911;-6,896146;-2,547359;-0,8011169;-1,49829;1,651848;-5,244173;-1,163953;1,60855;1,450387;-2,768147;-0,07624027;2,708376;-2,15929;1,835085;2,443565;-1,730448;-2,623178
20|TotallyRandom|0,09923111|-4,037543;-3,514225;3,57795;3,664651;-4,290324;1,04037;-0,7133274;1,408567;-4,221266;2,836371;2,255499;-1,615873;0,0778861;2,109467;4,098673;-3,161754;2,780664;3,946091;3,025597;0,4763646;-2,609613;-2,105594;-4,117751;-4,001794;-4,435223;2,660234;0,9419184;-4,635914;3,192866
21|RandomParents|0,08909098|-0,4718547;1,678313;3,78147;-4,313009;0,1754734;-1,277957;-3,128206;2,069404;-4,351048;0,5937803;3,67206;1,630288;2,147035;-0,08820361;-0,3534361;-4,423951;-1,547982;-1,271229;1,584863;-1,560754;1,939046;-3,118148;4,019832;3,765306;-1,200648;-4,884331;-3,20816;-2,596034;2,018557
22|RandomParents|0,08761276|-2,538008;-1,564217;5,53286;3,096926;-0,9184424;0,2564184;1,204808;2,365929;0,5990336;-4,316828;3,675074;-1,376302;-6,896146;-2,772421;-0,3480321;-0,8951824;1,651848;-4,836873;-1,444323;1,924605;1,044028;-2,768147;0,2306073;2,708376;-2,15929;2,323371;2,228712;-1,388743;-2,848721
23|RandomParents|0,08520689|-0,482129;-0,8677623;4,732945;2,957423;-0,6376998;-0,5786059;0,7152285;1,810042;1,179956;-5,811711;4,40897;-0,9831364;-7,38713;-2,273435;0,559774;-0,5955508;1,45441;-4,407349;-1,664644;2,230178;0,5103619;-1,850852;0,6143408;1,353537;-3,146519;3,484897;1,873628;-1,781387;-2,786643
24|RandomParents|0,0802261|-0,5689808;1,403447;4,207882;-4,790432;0,5401654;-1,508158;-4,05125;1,534572;-1,787055;-0,1255166;3,250206;1,017296;1,163909;-0,09341735;-0,7608697;-4,965902;-1,615667;-0,8155499;2,424448;-3,119705;2,155657;-3,542045;3,784364;4,321534;-1,620509;-5,078581;-0,9524994;-2,043169;0,9670197
