Generation: 23 | maxFitness: 0,6101888 | maxFitnessGen: 0,2339453 | maxFitnessGenBuf: 0,2299341
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2299341|3,007751;-1,278682;-4,771098;-4,566259;-4,039199;5,44811;-4,133855;-4,563924;-0,06940261;1,073895;-3,80449;-0,4344146;0,8478942;-0,05139095;4,391879;-1,243238;3,408429;2,322646;1,054592;-1,737495;5,178059;-2,780728;1,893844;2,281917;-2,317441;3,376922;-5,564816;-2,415291;4,317286
1|TOP2|0,2096261|2,881718;-0,9312228;-4,771098;-4,152033;-3,904404;5,44811;-4,608557;-4,133335;-0,1742613;1,026641;-3,743104;-0,8750006;0,8478942;-0,5508634;4,046775;-0,9773309;3,010167;2,404299;0,8732849;-1,312243;5,438743;-2,780728;2,18817;2,281917;-2,317441;3,051765;-5,349078;-2,415291;4,776697
2|TOP2|0,2092708|2,560971;-1,278682;-4,771098;-4,049086;-3,947644;5,862106;-4,487384;-4,133335;-0,3453689;0,926918;-3,552979;-0,8750006;0,8478942;-0,2536632;4,236749;-0,9773309;3,174085;2,41797;0,8299846;-1,312243;4,84982;-3,037785;2,089924;2,281917;-2,317441;3,376922;-5,627672;-2,415291;4,317286
3|TOP2|0,206031|3,007751;-1,278682;-4,990789;-4,085858;-4,433245;5,830966;-3,93062;-4,133335;-0,3453689;0,6850554;-3,743104;-0,8750006;1,078999;0,3698716;3,951882;-0,9773309;3,174085;2,148592;1,054592;-1,312243;4,945776;-3,032927;2,568355;2,281917;-2,160511;3,376922;-5,034689;-2,174135;4,317286
4|TOP2|0,2057561|3,007751;-0,9313463;-4,771098;-4,085858;-3,917889;5,946225;-4,133855;-3,956863;-0,3453689;0,8157166;-3,743104;-0,4154944;0,8478942;-0,4865277;3,951882;-0,9773309;3,431644;2,322646;1,291052;-0,9389082;5,141429;-2,895462;2,546421;2,281917;-1,921215;3,376922;-5,349078;-2,415291;4,317286
5|TOP2|0,2042557|3,007751;-1,278682;-4,771098;-4,31607;-3,616963;5,44811;-4,133855;-4,02257;0,1182675;0,6850554;-3,743104;-0,8891165;1,122218;-0,05139095;4,119814;-0,9773309;3,163683;2,651785;1,054592;-1,312243;5,233667;-2,780728;2,089924;2,281917;-2,317441;3,376922;-5,349078;-2,415291;4,613335
6|TOP2|0,199084|3,007751;-1,278682;-4,771098;-4,25308;-4,205605;5,501643;-4,133855;-4,257785;-0,6705161;0,6850554;-3,743104;-0,8750006;0,8478942;0,1043449;3,951882;-0,9773309;2,940775;2,322646;1,054592;-1,102309;5,141429;-2,820049;2,124272;2,281917;-2,317441;3,376922;-5,554894;-2,665786;3,939935
7|TOP2|0,1966022|3,007751;-1,278682;-4,771098;-3,988086;-3,802805;5,219006;-3,676137;-4,133335;-0,5134792;0,6850554;-3,743104;-1,110655;0,7235691;0,2109444;4,343413;-0,4823245;2,875056;2,452426;0,721596;-1,455707;5,178395;-2,780728;2,089924;2,281917;-2,592441;3,628624;-5,516535;-2,415291;4,755222
