Generation: 48 | maxFitness: 0,6101888 | maxFitnessGen: 0,2395206 | maxFitnessGenBuf: 0,2418417
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2418417|1,894755;-0,4223359;-4,953648;-4,230991;-3,817923;4,994414;-4,96901;-4,609051;0,1669317;-0,1757205;-3,528632;-1,671095;0,9828157;0,7854093;6,19979;-1,028449;2,479249;4,376232;-0,4881224;-2,688675;4,273186;-2,81861;2,031684;1,975177;-2,403572;3,124362;-6,50826;-3,824243;4,525947
1|TOP2|0,2309246|1,894755;-0,2185808;-4,72505;-4,230991;-3,908847;5,015669;-4,402647;-4,9373;0,2025922;0,08510263;-3,406405;-1,488415;1,412415;0,8400342;5,967827;-0,9846165;2,922332;4,047824;-0,6173027;-2,365629;4,17169;-2,81861;2,030922;2,412631;-2,233683;3,421239;-6,055537;-4,087842;4,119544
2|TOP2|0,2274406|1,805068;-0,2828645;-4,675563;-4,230991;-3,625973;5,015669;-5,025808;-5,250911;-0,2585283;-0,6048303;-3,406405;-1,671095;0,9164896;0,7880378;6,25263;-1,234662;2,761805;4,155526;-0,6173028;-2,688675;4,281759;-2,81861;2,33621;1,628881;-2,403572;3,020034;-6,265073;-3,374507;4,424114
3|TOP2|0,2246465|1,852198;-0,6392628;-4,72505;-4,230991;-3,908847;5,015669;-4,632498;-4,454689;0,1546773;-0,1757205;-3,406405;-1,587644;1,412415;0,4236934;6,133992;-1,234662;3,224921;4,047824;-0,7193846;-2,688675;4,273186;-2,81861;2,51619;1,571;-2,403572;2,689592;-6,265073;-3,478112;4,016957
4|TOP2|0,2239586|1,467588;-0,4223359;-4,255141;-3,829271;-3,689311;5,015669;-5,027729;-4,9373;-0,2459689;-0,1757205;-3,076555;-1,671095;1,412415;0,8400342;6,19979;-1,234662;2,922332;4,047824;-0,3921438;-2,688675;4,273186;-2,798564;2,031684;1,481307;-2,403572;3,234529;-6,223404;-3,824243;4,424114
5|TOP2|0,2200746|1,894755;-0,3620735;-4,356458;-3,849433;-3,940451;4,749362;-4,632498;-4,9373;-0,2585283;-0,1757205;-3,406405;-1,671095;1,412415;0,5815608;6,068881;-1,342536;3,068461;4,325742;0,0009351373;-2,688675;4,599033;-2,81861;2,031684;2,369301;-2,497403;2,899041;-6,415472;-3,824243;4,424114
6|TOP2|0,217438|1,629196;-0,1940028;-4,72505;-4,230991;-3,863695;5,064539;-4,632498;-4,9373;-0,2006286;-0,1757205;-3,406405;-1,707358;1,412415;0,8400342;6,19979;-1,234662;2,922332;4,047824;-0,4881224;-2,688675;4,273186;-2,989582;2,45775;2,015024;-2,403572;3,124362;-6,265073;-3,824243;4,278313
7|TOP2|0,2147492|1,820084;-0,1712971;-4,72505;-4,652367;-3,908847;4,574054;-4,258258;-4,9373;0,02357882;-0,1757205;-3,255293;-1,671095;1,412415;0,8400342;5,951172;-1,234662;2,922332;4,047824;-0,9812495;-2,697643;4,273186;-3,004916;1,666477;1,975177;-2,403572;3,124362;-6,250404;-4,267439;4,705386
