Generation: 41 | maxFitness: 0,6101888 | maxFitnessGen: 0,2397835 | maxFitnessGenBuf: 0,2507134
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2507134|1,894755;-1,367566;-5,194117;-4,227935;-3,689658;4,615239;-4,774356;-5,428617;-0,4214579;-0,08246282;-3,336831;-0,5243924;1,797036;0,5439076;6,218894;-1,213679;3,549316;2,888456;-0,7068824;-2,763941;4,469346;-2,549884;2,473975;1,910378;-2,741239;2,501721;-6,585452;-2,774277;4,342554
1|TOP2|0,2464777|2,307953;-1,367566;-5,011298;-4,560651;-3,704661;4,40947;-4,76399;-5,143612;-0,02408278;-0,07187697;-3,634238;-0,3654223;1,32197;0,5276635;6,218894;-1,639025;3,549316;3,348322;-0,6815855;-2,763941;4,195738;-2,95961;2,473975;2,068976;-3,112973;2,501721;-6,585452;-2,807954;4,556247
2|TOP2|0,2324659|1,894755;-0,960896;-4,480376;-4,227935;-3,838246;4,59671;-4,275732;-5,437466;-0,1261909;-0,33777;-3,407036;-0,3654223;1,412503;0,3193469;6,218894;-1,433341;3,549316;2,545178;-0,6832527;-2,763941;4,577265;-2,95961;2,473975;2,057159;-2,498585;2,228861;-6,177696;-3,110247;4,556247
3|TOP2|0,2317905|1,894755;-1,736472;-5,291153;-4,227935;-4,183711;4,615239;-4,275732;-4,866218;-0,4214579;0,3156136;-3,076742;0,004485309;1,40011;0,05662757;5,884662;-1,433341;3,549316;3,107674;-0,6374897;-2,595431;4,214435;-3,095057;2,473975;1,651867;-3,022279;2,092412;-6,585452;-2,586725;4,556247
4|TOP2|0,2294116|1,894755;-1,472779;-5,138448;-4,227935;-3,859262;4,615239;-4,275732;-5,143612;-0,7042214;-0,57314;-3,225826;-0,4720647;1,412503;0,5276635;6,330337;-1,027397;3,549316;2,968436;-0,6832527;-2,763941;4,214435;-2,95961;2,473975;2,068976;-2,741239;2,79641;-6,868596;-2,779109;4,556247
5|TOP2|0,2287286|1,949328;-1,489156;-4,877486;-4,227935;-4,461988;4,816899;-4,516783;-5,143612;-0,4791138;-0,3760443;-3,468598;-0,3654223;1,412503;0,5276635;6,557036;-1,433341;3,549316;2,888456;-0,6832527;-2,763941;4,313501;-2,95961;2,594336;2,068976;-2,741239;2,501721;-6,585452;-2,774277;4,556247
6|TOP2|0,2237357|1,894755;-1,271852;-4,916507;-3,778181;-4,58434;4,615239;-4,275732;-5,188226;-0,4214579;0,1347982;-3,407036;-0,03951973;1,674016;0,5276635;6,218894;-1,433341;3,389592;2,888456;-0,319786;-2,763941;4,2703;-2,510271;2,473975;2,068976;-2,741239;2,608323;-6,585452;-2,966776;4,556247
7|TOP2|0,2227025|1,894755;-1,487007;-4,833465;-3,923505;-4,183711;4,615239;-4,32727;-4,754306;-0,6977482;-0,08246282;-3,407036;-0,8375252;1,373113;0,5276635;6,165731;-1,433341;3,549316;2,728496;-0,6832527;-2,763941;3,799373;-2,95961;2,473975;2,068976;-2,741239;2,080467;-6,892097;-2,774277;4,285878
