Generation: 13 | maxFitness: 0,6101888 | maxFitnessGen: 0,2291778 | maxFitnessGenBuf: 0,2261846
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2261846|2,968565;-2,077384;-3,655702;-5,238348;-4,431646;5,62246;-3,677248;-4,31568;-0,5298123;0,4751593;-3,362275;-0,9086096;0,2859993;0,545266;4,149801;-1,369755;2,589138;2,11733;1,255511;-0,8001418;5,074099;-3,078379;1,433559;2,586212;-1,620623;3,622096;-4,380607;-3,965794;4,304678
1|TOP2|0,2125164|2,643559;-1,698988;-3,95444;-4,422045;-4,431646;5,878997;-4,059767;-4,538142;-0,2243132;0,4751593;-3,362275;-1,03526;0,6345571;0,545266;4,376826;-1,285958;2,197678;2,525362;1,04335;-1,041675;5,816944;-2,951674;1,3283;2,762667;-1,620623;3,622096;-4,297352;-4,435559;4,774309
2|TOP2|0,2100371|2,531762;-1,831646;-3,500396;-4,989809;-4,924791;5,990587;-3,672822;-4,31568;-0,3256365;0,4751593;-3,787873;-0,6029266;0,6345571;0,545266;4,844767;-1,285958;2,859182;2,082936;0,9988639;-1,041675;5,833464;-2,951674;1,144829;2,762667;-1,620623;3,253682;-4,292854;-3,965794;4,852627
3|TOP2|0,2091478|2,643559;-1,974021;-3,420208;-5,376723;-4,431646;5,878997;-4,059767;-4,444045;-0,2243132;0,4751593;-3,362275;-0,9086096;0,2904114;0,4947404;4,376826;-1,176636;2,938697;2,11733;1,218672;-0,9530467;5,435638;-2,951674;1,3283;2,756331;-1,6174;3,391566;-3,900945;-3,697039;4,782758
4|TOP2|0,2087045|2,643559;-1,831646;-3,306559;-4,880225;-4,799549;5,878997;-3,777318;-4,327708;-0,4413049;0,4751593;-3,510845;-1,137292;0,6345571;0,545266;4,376826;-1,592616;2,589138;2,11733;1,170014;-0,6774782;5,435638;-2,951674;1,097041;2,762667;-1,620623;3,495077;-3,995865;-4,300879;4,330261
5|TOP2|0,2077611|2,643559;-1,831646;-3,655702;-4,880225;-4,180039;5,580437;-4,519336;-4,31568;-0,2243132;0,4751593;-3,362275;-0,9086096;0,6975006;0,545266;4,376826;-1,285958;2,589138;2,089588;0,9988639;-0,9543439;5,09977;-2,951674;1,594283;2,688616;-1,214668;3,622096;-4,077883;-3,965794;5,261981
6|TOP2|0,2070069|2,866243;-1,661186;-3,655702;-4,803492;-4,186297;5,947588;-4,326317;-4,048151;-0,6998269;0,4751593;-3,362275;-0,9086096;0,3153503;0,08239216;4,544262;-1,285958;2,161892;2,199669;0,680833;-1,285574;5,435638;-3,01208;1,3283;2,762667;-1,620623;4,112258;-4,424459;-4,429047;4,774309
7|TOP2|0,2063978|2,235617;-1,831646;-3,92683;-5,062092;-4,214329;5,560926;-4,059767;-4,31568;-0,4430524;0,9528481;-3,362275;-0,9086096;0,9627949;0,545266;4,568124;-0,7970014;2,589138;2,11733;0,9988639;-1,041675;5,654822;-2,951674;1,3283;2,296234;-1,620623;3,622096;-4,077883;-3,87989;4,393698
