Generation: 43 | maxFitness: 0,6101888 | maxFitnessGen: 0,2302206 | maxFitnessGenBuf: 0,3081611
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,3081611|1,894755;-0,3914763;-5,194117;-4,378904;-3,802747;4,712283;-5,249046;-4,9373;-0,6902734;-0,08246282;-3,336831;-1,30819;1,520615;0,5532836;6,428085;-1,213679;3,415707;3,549864;-0,4881224;-3,113464;4,901179;-2,648287;2,473975;2,360828;-2,641805;2,501721;-6,64627;-3,046948;4,342554
1|TOP2|0,2383487|1,894755;-1,356142;-4,76274;-3,945711;-3,888085;4,615239;-4,87328;-5,22143;-0,3531678;-0,08246282;-3,336831;-0,9524892;1,496395;0,05368572;6,428085;-1,213679;3,077176;3,294377;-0,5871353;-3,288421;4,901179;-2,327149;2,473975;2,242489;-3,086249;2,501721;-7,317931;-3,109663;4,129941
2|TOP2|0,236838|1,894755;-1,226941;-5,506722;-3,730903;-3,888085;4,615239;-4,59992;-4,800854;-0,3080603;-0,08246282;-3,336831;-0,9524892;1,212012;0,05368572;6,428085;-1,213679;3,415707;3,294377;-0,5871353;-3,005048;4,543721;-2,761815;2,473975;2,242489;-2,741239;2,501721;-6,832433;-2,461105;4,80761
3|TOP2|0,2316738|1,935128;-0,990925;-5,194117;-4,126911;-4,214083;4,615239;-4,774356;-5,010513;-0,6902734;-0,08246282;-3,158693;-1,131288;1,496395;0,05368572;6,428085;-0,7323352;3,415707;3,294377;-0,5871353;-3,005048;4,901179;-2,648287;2,66418;2,399769;-2,741239;2,938365;-6,977406;-2,724252;3,91782
4|TOP2|0,2293984|1,894755;-0,4238504;-5,672553;-3,945711;-3,888085;4,615239;-4,314517;-4,9373;-0,6902734;-0,08246282;-3,665789;-0,6215397;1,991879;-0,05940926;6,428085;-1,213679;3,555606;3,055205;-0,3341407;-3,005048;4,871567;-2,486598;2,473975;2,372342;-3,14754;2,308702;-7,185781;-2,322521;4,342554
5|TOP2|0,2226434|1,894755;-0,8794862;-5,194117;-3,933531;-4,005887;4,615239;-4,774356;-4,859636;-0,6902734;0,03957573;-3,140847;-0,9524892;1,496395;0,34325;6,428085;-1,213679;3,160981;3,294377;-1,021894;-3,005048;4,476364;-2,648287;2,473975;2,242489;-2,741239;2,501721;-6,977406;-2,724252;4,255707
6|TOP2|0,2218857|1,98926;-1,135642;-5,095607;-3,981857;-3,888085;4,615239;-4,774356;-4,9373;-0,8667154;-0,08246282;-3,24458;-0,9524892;1,496395;-0,2200306;6,428085;-1,213679;3,809781;3,515373;-0,8848263;-2,703268;4,901179;-2,282306;2,473975;2,242489;-2,741239;2,618266;-6,977406;-2,724252;4,753306
7|TOP2|0,2217124|1,894755;-1,366374;-5,194117;-3,945711;-4,035695;4,615239;-4,495206;-4,9373;-0,8151119;0,1117748;-3,336831;-1,046868;1,496395;-0,4389545;6,428085;-1,213679;3,885762;3,294377;-0,8086945;-3,063875;5,114271;-2,151569;2,473975;1,845985;-2,741239;2,761447;-6,972389;-2,724252;4,62533
