Generation: 31 | maxFitness: 0,6101888 | maxFitnessGen: 0,2549421 | maxFitnessGenBuf: 0,2439715
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 80 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,2439715|2,591504;-0,9659011;-5,106647;-4,281321;-3,813421;4,606879;-4,42532;-5,098889;0,08442075;0,1410335;-3,885351;-0,2596905;0,5799651;0,1469939;6,096348;-0,3175778;3,519903;2,557212;0,2688388;-1,912052;4,650669;-3,537586;2,829201;2,054039;-2,907638;3,2075;-6,112053;-2,196392;4,993557
1|TOP2|0,2333816|2,591504;-0,9659011;-5,09078;-4,214964;-3,813421;5,021297;-4,42532;-5,332368;0,09763444;0,1410335;-3,779289;-0,7366086;0,5731222;-0,1030032;6,00987;-0,3294362;3,519903;2,557212;0,1697378;-2,264644;4,945577;-3,040575;2,981546;2,55034;-2,907638;3,551663;-6,112053;-1,734177;5,087088
2|TOP2|0,2237334|3,044807;-0,9659011;-4,64331;-4,214964;-3,771802;5,106063;-4,839577;-5,332368;0,09763444;0,1410335;-3,779289;0,1033159;0,7902898;-0,05841807;6,103421;-0,3294362;3,519903;2,205554;0,5239679;-2,083591;4,650669;-3,44103;2,399275;2,55034;-3,327525;3,551663;-5,719012;-1,822938;5,087088
3|TOP2|0,219934|2,703663;-0,9587327;-5,106647;-4,199765;-3,813421;5,436995;-4,42532;-4,977027;0,2122261;0,1410335;-3,779289;-0,2596905;0,3228773;0,3201183;6,393901;-0,2479192;3,519903;2,557212;0,6711134;-1,912052;4,796689;-3,298935;3,096297;2,55034;-2,787544;3,551663;-6,263318;-2,196392;5,087088
4|TOP2|0,2178433|2,197879;-0,9241602;-4,949962;-4,311639;-3,813421;5,285275;-4,403554;-5,342391;0,09763444;-0,2409785;-3,779289;-0,2596905;0,5799651;0,1469939;5,975673;-0,3294362;3,548462;2,10161;0,2688388;-1,712007;4,359497;-3,537586;2,829201;2,411988;-2,907638;3,451295;-6,112053;-2,185116;5,289304
5|TOP2|0,2176139|2,591504;-0,9659011;-5,462269;-4,139537;-3,427016;4,622933;-4,42532;-5,294736;0,2917835;0,1410335;-3,678598;-0,4756123;0,5799651;0,3231478;5,676656;-0,3294362;3,519903;2,557212;0,2688388;-1,912052;4,650669;-3,537586;2,829201;2,55034;-2,907638;3,453493;-6,553982;-1,714364;5,087088
6|TOP2|0,2158116|2,591504;-0,6222349;-5,106647;-4,184384;-3,813421;5,104709;-4,42532;-5,332368;0,09763444;0,1410335;-3,779289;-0,2596905;0,5799651;-0,2214014;6,23531;-0,2753449;3,935301;2,486586;0,2567334;-1,912052;4,650669;-3,09709;2,829201;2,55034;-3,030309;3,700618;-6,112053;-1,724296;5,087088
7|TOP2|0,2091829|2,591504;-0,5820059;-5,106647;-3,746467;-4,277477;4,885458;-4,435328;-5,311746;-0,01508909;0,1410335;-3,856047;-0,2596905;0,9970874;0,1469939;6,096348;-0,3294362;3,067135;2,557212;0,3333467;-1,912052;4,716723;-3,938931;2,829201;2,440861;-2,907638;3,538132;-6,112053;-2,196392;5,177074
