Generation: 1 | maxFitness: 0,2588646 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,2588646
N TotallyRandom: 1 | N RandomParents: 0 | N Top2: 89 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
27|TOP2|0,009634475|1,631809;-4,004911;-3,307986;3,333507;-0,941927;-2,414458;4,464437;-1,749596;3,320917;2,504728;0,8477049;-3,307545;-1,133677;4,931566;-4,271276;2,180201;-0,2951508;2,463556;1,970289;4,2535;-0,03601265;-3,312018;4,488329;-2,573763;-0,2156262;-1,417284;1,752573;3,397704;-3,771376
28|TOP2|0,009633745|3,364565;2,117779;0,7754488;-3,945035;4,137964;-4,783975;2,247945;1,792667;-2,784933;4,091995;-0,0418992;-1,144684;2,196765;-1,773537;-1,718681;4,714107;1,229448;-0,4444747;2,966977;0,1227598;2,04879;1,620317;-4,040077;1,594758;3,036619;0,7512097;-0,3305011;-0,1901965;4,311321
29|TotallyRandom|0,009628602|-1,826393;-2,104574;1,876929;-3,149922;-1,892478;3,854856;1,819557;2,248176;-1,073282;4,875613;-2,66459;2,108165;-1,325662;-4,85428;4,489728;3,695445;1,828526;1,353332;-4,349039;3,185896;4,738692;3,691585;4,858027;0,1513438;-0,3701491;0,09246874;-1,480765;4,889709;3,324948
30|TOP2|0,009628148|0,02856541;0,1711159;2,246344;-4,871427;-0,3859715;1,303563;0,5543022;-4,261998;-4,468969;4,989842;3,422276;0,4847507;2,2736;4,000612;-4,758569;1,868102;3,060008;2,004259;-2,275253;4,19663;-0,291801;2,988789;0,5811696;0,4041319;-2,31616;3,538165;-0,6819005;3,45106;-4,090928
31|TOP2|0,009626967|0,7400889;0,4153914;4,685388;2,775489;0,5132074;3,275717;1,160965;3,59473;3,066942;3,851235;-4,039543;4,91681;4,053416;-2,200532;-3,821382;2,578981;3,779852;-3,026333;4,703476;1,694287;-3,968497;-1,740746;-3,029275;-0,5571289;3,579838;2,49601;-2,895768;1,997957;-3,569621
32|TOP2|0,009626064|2,207143;2,160902;2,134725;-1,657323;-0,3786092;3,735142;4,969947;1,62815;-3,779258;0,477447;-2,362996;2,272501;1,192632;2,574968;-0,6320624;0,2528591;-2,033837;0,1388164;-0,6732421;-2,583257;-4,026464;3,997661;-2,910328;-3,739506;3,932518;2,353786;3,083684;1,26397;2,294905
33|TOP2|0,009625209|1,383352;4,321544;-4,927219;4,170771;-0,3432016;4,865223;-2,459313;3,480854;1,974268;-2,4065;0,5279236;3,106273;2,202514;-0,5124669;2,369662;-1,544461;-1,581342;-1,526649;-2,172119;1,562656;-3,017339;4,572173;1,808612;-2,969642;2,85802;3,506217;1,355059;4,455152;-4,530053
34|TOP2|0,009411602|-3,623695;-2,390078;-4,786825;0,09113979;-4,270049;1,04884;-0,7319827;3,473204;-3,63763;-1,20244;3,872041;-0,7705159;3,100662;-0,2885623;-0,8664398;-0,6454425;-2,819696;-1,735054;0,3842731;2,031468;-1,232166;4,477483;-3,429518;-4,256717;4,549066;2,64932;1,082716;2,942055;-3,861085
35|TOP2|0,009270302|-4,244564;-4,273932;-3,920964;0,9444194;-0,5697017;-0,1015038;2,190603;-2,235717;-4,325844;-1,08669;-4,363726;0,8384342;-4,597388;4,392816;0,8768444;2,62833;-1,957666;-0,3565221;-4,707792;4,404054;3,573063;-4,623749;0,4893346;-2,890508;-1,881399;-0,6909375;-4,131433;-4,085829;-4,264954
36|TOP2|0,009144409|-0,8968334;4,532248;-0,8557229;-3,480613;-3,485447;-4,581443;1,886628;1,415822;-3,943439;-2,020962;2,373428;-2,707305;2,255658;1,249567;-0,7699056;-4,629306;3,470154;2,654755;-3,407187;3,88007;0,7288833;-3,231887;-3,856066;-1,165255;2,515037;0,3870969;-2,074911;-1,809166;-4,596982
37|TOP2|0,007889608|-0,3443809;2,313925;1,827239;-0,9316568;2,212806;2,781287;3,269676;4,735016;4,338274;-3,168832;3,341283;0,8072801;-2,470687;1,571444;3,453047;1,222234;0,1530094;-2,29357;4,276682;-2,08878;2,550071;-3,139824;4,031624;0,8072634;0,4165788;-2,299664;2,241844;-1,015789;-4,181244
38|TOP2|0,007847368|-3,146141;4,139538;-0,1468129;-3,645926;-2,695539;3,562414;4,651135;-2,888589;3,654941;-1,838617;-2,94684;-2,000141;1,146889;-2,3203;-1,098613;-4,206747;4,682298;4,96077;-4,92557;3,071433;-2,100176;-1,726077;-0,8230348;0,2825599;3,271803;-4,150585;0,7171817;-2,186597;-0,9408708
39|TOP2|0,007835052|3,440531;2,99219;2,438669;-1,237182;-0,7035856;4,563441;2,046271;-4,504593;1,715919;-1,37661;-2,873297;4,965281;2,367263;-0,2929516;-0,9804173;-1,053455;-2,054818;-4,635342;0,2032666;2,873701;4,928614;1,855735;1,278673;-4,316526;-2,728244;3,493266;-1,2507;-2,849556;1,78505
40|TOP2|0,007791513|-3,046257;-0,3798909;-4,07431;3,794058;3,486558;4,196019;3,977026;3,996304;-2,409637;1,660181;-1,219254;0,2955751;1,892799;-4,68028;-2,767834;-3,220228;1,80953;-3,843278;-2,337955;-1,854758;-0,9318976;2,527072;2,672049;-1,47944;1,614529;-2,64509;4,529284;-1,744555;1,961123
41|TOP2|0,00778646|-1,590614;1,333984;-2,282799;4,782604;3,134949;0,429719;-4,216495;-2,468853;-4,038744;-0,2117486;-0,4948492;-2,599826;-3,796082;3,459516;-1,419075;3,063201;-3,892554;4,911638;1,170694;0,6567626;-1,378636;3,940243;-1,889563;-1,558772;-3,033998;-1,259196;3,50312;-4,46534;0,4404397
42|TOP2|0,00777746|1,29573;0,004193306;2,706088;1,543682;-1,993249;-0,6460648;-1,896751;-0,9866853;3,713636;1,763619;-0,8095102;-2,7536;-2,620997;-1,15438;-4,020791;-0,1680298;2,809376;-1,712007;-2,416459;-3,273865;2,672301;-1,313192;-0,07213306;-1,932656;0,642827;-4,835261;3,294536;-1,322243;3,645843
43|TOP2|0,00776891|4,392432;0,7553167;-0,6784635;-3,812355;0,5359035;0,2778573;1,961504;-4,964178;4,508178;3,149186;4,218472;-1,506671;-1,430034;-0,1677008;4,381318;-1,463476;2,232484;2,932572;2,944778;3,764933;-1,10332;-1,92632;-2,187608;-1,705039;3,94832;2,170851;0,8354588;-4,282402;4,802603
44|TOP2|0,007764202|2,239361;3,103951;-2,004213;0,1483231;4,268541;4,050085;4,156881;1,670345;0,8978076;3,279324;-2,175087;4,223539;-4,498901;0,7536478;1,875219;-2,731213;1,753587;-4,86414;2,133749;1,834372;2,312523;2,701459;-4,747062;0,3217669;-1,816984;4,216548;-4,254684;-3,505239;2,316337
45|TOP2|0,007763032|3,452268;0,1178341;3,466683;3,762442;-4,967052;1,807045;4,347767;-1,87372;-4,079416;-1,04352;-3,180733;-0,6360264;4,77383;-4,722116;2,816273;-0,07569838;2,338929;0,2618833;-4,994556;1,484487;1,507077;2,607152;3,505729;-4,624594;-0,9047537;-4,721536;0,1042624;-1,601737;4,429624
46|TOP2|0,007762625|4,418951;-1,843717;-3,460246;1,326346;-3,535841;-0,2141423;1,570554;-3,922451;1,044428;-4,817122;2,730939;0,7847886;0,9798093;-2,785197;1,015685;4,683753;-2,645586;-0,2394719;-4,835901;-3,377624;3,888068;2,958741;-0,4411607;-2,940274;-4,958765;-4,848898;1,569128;-2,983863;4,980232
47|TOP2|0,007760344|2,71469;1,52981;-0,4213386;-3,389164;-4,42792;-0,6338162;-4,840851;1,824365;4,2265
