Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,07927645
8|TOP2|0,0330175|0,5712476;0,4156875;0,3420841;-0,5589259;0,3155932;-0,1034497;0,06995475;0,03236306;0,4443896;0,5084863;0,5153391;0,1334041;0,8890464;0,7765112;0,08414686;-0,994235;-0,06679523;0,5040743;-0,1154062;0,5470672;0,6365764;0,9652057;-0,2974349;-0,540648;0,7198918;0,4295821;
9|RandomParents|0,03071255|-0,03849924;-0,3602782;0,3966992;-0,8831503;-0,941211;0,5551307;0,8558393;-0,691931;0,4601931;0,3933537;-0,783865;0,6308725;-0,3451658;-0,2680455;-0,7824612;-0,45762;0,1325258;0,8890982;-0,8010924;-0,4088598;-0,439787;-0,5702329;0,6122379;-0,6366634;-0,8285089;0,7125621;
10|TOP2|0,03003668|-0,2613899;-0,04040134;-0,5841763;-0,1447364;-0,2360657;0,1131982;-0,5273848;0,02941453;0,4633059;-0,2541989;-0,191594;0,8102424;-0,09507763;0,9507694;-0,4411546;0,06301677;-0,114194;0,6104333;0,3380141;-0,9921114;-0,3037518;-0,8143218;-0,8631866;-0,1532656;-0,6714203;0,7471921;
11|RandomParents|0,02884058|0,864866;0,7507105;-0,1877462;0,368814;0,2706852;0,8897688;-0,9942176;0,9567115;-0,5539534;0,7857921;-0,1597017;0,4123048;0,9070697;0,6970108;0,8338237;0,4562821;0,03302324;-0,7535653;-0,5272532;0,3425739;0,9609191;0,06853354;0,5866072;-0,7045374;-0,8210564;0,1926845;
12|TOP2|0,02883814|-0,8093345;-0,7642345;0,4985149;-0,8080027;0,8597946;0,8322957;-0,6501932;-0,5378373;0,807009;-0,8111455;-0,4760019;-0,8725846;-0,5690725;-0,8777509;0,1840075;-0,1042548;-0,7292304;0,3594072;0,5799093;0,7102606;-0,8157506;0,4054014;-0,7414494;-0,955775;-0,5715785;-0,4102379;
13|TOP2|0,02853484|-0,5502167;-0,0567683;-0,4873308;0,4380693;0,7667558;-0,1279074;0,0551244;0,9501407;-0,03237689;0,7649567;0,120562;-0,7595675;-0,8635671;0,8692737;-0,113891;-0,06399715;-0,2374772;0,2941744;0,9439664;0,07454073;-0,115009;0,6215389;0,01965964;0,1588989;-0,3404962;-0,4409722;
14|TOP2|0,02851256|-0,4607743;-0,9275649;0,1132718;0,7175622;-0,7310989;0,402909;-0,9276738;-0,288823;-0,2328929;0,7305191;-0,4394041;-0,4725198;0,2422642;-0,5726571;-0,2117559;0,1262835;-0,9381399;0,6658051;0,9893432;0,8925228;0,1879078;0,7603087;-0,3275779;0,8422453;-0,01883376;-0,5553143;
15|TotallyRandom|0,0283205|-0,09004509;0,7873733;0,06010425;0,5242965;0,5311925;0,3423755;-0,7978234;0,984158;-0,7129304;-0,5093958;0,9399152;-0,8197155;0,1788098;0,1546701;0,2825045;-0,2868465;-0,03558791;0,538039;-0,1229962;-0,3678249;0,1066109;-0,8157799;-0,8248718;-0,349712;-0,7754564;0,3902843;
16|TOP2|0,0273793|-0,9182932;-0,8750308;0,7975113;0,6160586;-0,3990921;-0,8716779;-0,1342555;-0,049173;-0,574863;-0,6200604;0,576931;-0,9253592;0,5238912;-0,3791398;0,7069256;-0,1697487;0,03450334;0,7153673;0,9280055;-0,8774424;0,5427458;0,6888537;-0,5618474;0,7033088;0,9209208;-0,3543164;
17|RandomParents|0,02720618|0,6547022;0,02889407;0,5474727;-0,8783512;0,2185751;-0,2244917;-0,5001214;0,03118289;-0,7185965;0,2654891;-0,1292342;0,769608;0,7558897;0,853132;0,7238021;-0,5069249;-0,1791838;0,5706413;0,3629968;-0,4530967;-0,5372264;0,3375253;-0,06421721;-0,4933492;-0,1573373;-0,1879584;
18|TOP2|0,02701897|-0,6556354;-0,8884091;0,2179521;-0,6063819;0,9277513;-0,8946595;-0,2802831;-0,6501787;0,1360708;-0,785147;-0,9714839;-0,8951995;-0,8061943;0,8968871;-0,1153759;-0,9405308;0,140174;-0,6407239;0,2315367;-0,6619055;-0,01789129;-0,9125967;0,589108;0,9920194;0,851166;0,7555134;
19|TOP2|0,02636992|-0,4269034;-0,3168627;0,1822845;-0,7831731;0,803097;0,3022692;-0,4850978;-0,568023;0,4573514;-0,04514825;-0,8203146;-0,8995841;0,01920331;0,2515614;-0,2312638;0,5484803;0,4351818;-0,8524361;-0,4625462;-0,3487469;0,2277662;-0,6550035;0,978914;0,7736156;0,2567146;-0,2373658;
20|RandomParents|0,02635904|-0,1439768;0,4596402;0,795821;-0,3708345;-0,2382027;-0,3223158;0,5298843;-0,5589607;0,9785891;-0,5335119;-0,3320554;-0,8559506;0,653084;0,1351453;0,7819147;0,2796497;0,5201406;-0,6320491;-0,4891325;0,2203952;-0,8084693;0,05991662;-0,4307491;-0,4572979;0,3178491;0,7640133;
21|TOP2|0,02632817|-0,7934778;-0,2050945;0,38328;0,8747969;-0,5908537;-0,1109422;0,8288789;0,2077819;-0,6799982;-0,02329814;-0,1068763;-0,417394;-0,680064;0,2209314;0,02154434;0,1096548;-0,6886079;-0,372799;0,6601775;0,148528;-0,6393244;0,03713524;0,1690229;-0,7961028;-0,5189822;-0,1597108;
22|TOP2|0,02631495|-0,5997584;0,7371271;-0,6503842;-0,4338888;0,5805407;-0,7812433;0,6941278;0,437237;0,9577649;-0,6448288;0,2408906;0,4698767;0,5705616;0,9253592;-0,1208326;-0,9779758;-0,1858433;0,1361607;0,5036678;0,0445205;0,00771749;-0,5054162;0,311161;0,9163916;0,4561093;0,8132336;
23|TOP2|0,02628378|-0,610606;0,9698701;0,3148837;0,08609688;0,3846526;-0,9659967;-0,03602779;-0,7931347;0,9497616;0,4833789;0,3107266;-0,8161988;-0,1896211;0,5496039;0,3361106;0,1959661;-0,6421347;0,8528471;0,04209816;0,4929211;0,8156874;-0,4973768;0,1987287;-0,7822311;-0,348312;0,8453054;
24|TOP2|0,02626985|-0,9494655;-0,3694447;-0,6760442;0,2238497;0,743917;0,8059931;-0,08997071;-0,05848992;-0,06307781;-0,2393478;0,8022833;0,226565;0,6201165;0,08848989;-0,05366385;0,7498643;0,2408222;0,2798314;-0,5128593;-0,719784;0,7605846;-0,312004;-0,007230401;-0,3197137;0,3742587;-0,6408844;
25|TOP2|0,02622752|-0,3055559;-0,4427;-0,356213;-0,605562;-0,7142103;0,1801547;-0,7890563;0,03451741;-0,3223583;0,5800519;-0,2570626;-0,4841582;-0,4714767;-0,8073049;0,8089805;-0,2827975;0,3492768;-0,4767972;0,1813108;0,5753169;0,4179728;-0,4926883;0,6228716;-0,5060935;0,2770366;0,3213515;
26|TOP2|0,02621884|0,1685356;-0,449777;0,9461555;-0,6804535;-0,7433019;-0,1152815;0,9201989;0,4850998;-0,8536758;-0,7443497;-0,8142266;-0,6052458;-0,1949342;0,7846467;0,8974102;-0,5343275;0,5142798;0,1006771;-0,8791316;-0,951122;0,03292596;0,2891292;-0,0902015;-0,6944432;0,5766363;-0,2976493;
27|TOP2|0,02619362|-0,9972272;-0,3689715;0,8401275;-0,0984329;0,4457297;-0,8451986;0,3162713;-0,8179545;0,555021;-0,3045231;0,7692132;0,1659917;-0,3409511;-0,3220495;0,7926226;-0,2516133;0,1166579;-0,1609718;-0,5739958;-0,4584047;-0,4480301;0,2168061;0,1841964;0,5835054;-0,2954911;-0,08032954;
28|TOP2|0,02602199|0,4059455;-0,1439089;0,8176482;0,2358896;-0,695883;0,3924558;0,4670667;0,02418363;0,2026139;0,8936343;-0,8741345;-0,5213327;0,1674777;0,8275657;-0,0004204512;-0,4485797;-0,5362248;0,4855044;0,8772681;-0,956882;0,1025287;0,2307688;-0,9688678;0,2524955;-0,1726297;0,1961881;
29|TOP2|0,0253972|0,304178;-0,4592415;-0,08438051;0,5653751;-0,718029;-0,4806772;0,2022318;0,9051435;0,4006033;-0,977282;0,7595611;-0,1815189;0,02363884;0,2015198;0,2632401;-0,2603925;-0,6655092;-0,4815234;0,9281833;0,3507952;0,5880153;-0,630192;-0,6680591;-0,4765667;0,9571118;-0,1598545;
30|TOP2|0,02535477|-0,6644206;-0,7464187;0,6523271;-0,894742;0,4940004;0,3716771;-0,008448243;0,6794672;0,8396213;0,2039119;0,05246603;0,8493648;0,7477233;0,6704865;-0,5791349;-0,08289182;-0,2332464;-0,1850871;-0,6530735;0,4237542;0,1998006;-0,06893909;0,5363929;0,6871679;0,5789192;-0,07143056;
31|TotallyRandom|0,02483932|-0,9662819;-0,9866784;-0,7603347;0,9485786;0,9423378;0,7994709;-0,7667077;0,1883284;-0,6036422;-0,8446321;0,2194666;-0,05291402;0,7419429;0,9321177;0,2070442;0,8459959;-0,8666792;0,5101118;-0,5514252;-0,01486957;0,6125362;0,4104604;0,374279;0,4996862;0,1980242;-0,5182028;
32|TOP2|0,02458914|-0,80374;0,5454288;0,6541262;0,7023058;-0,4499091;-0,8383207;-0,4544548;0,2883153;-0,1582235;0,7014828;-0,5900588;-0,7397337;-0,2792984;0,9144287;0,9145894;0,4443693;0,130262;0,7079935;0,6991158;0,43416;0,6077425;-0,2171291;0,5049596;0,1292967;-0,7080162;-0,5415514;
33|TOP2|0,02456705|-0,5706313;0,5639291;-0,3305174;0,9131713;-0,3372096;-0,4047164;0,840729;-0,3170604;0,4465041;-0,02424228;-0,4729835;-0,797996;0,9217;-0,03078568;0,7226589;-0,2044853;0,09516847;0,143283;0,1118215;0,6815619;-0,0342499;-0,8995714;-0,801064;0,06795108;-0,2327172;0,6665704;
34|TOP2|0,02442924|-0,7028558;0,3363914;0,8039639;0,7132964;-0,2992109;-0,1627442;-0,5791295;-0,06614625;0,7742376;-0,7290177;0,103408;-0,3309587;0,7912753;0,3807971;-0,4438046;-0,5203819;-0,743742;0,7040484;-0,4814705;0,1577853;0,5922647;-0,8082752;-0,07764828;0,6314633;0,1768824;0,4028089;
35|RandomParents|0,02434844|-0,08749807;-0,1364855;0,6405585;0,7897706;0,5942976;-0,3017434;-0,9865155;-0,3138717;-0,9879253;-0,3868908;0,4543533;0,1890374;0,4487142;0,8490164;0,270806;-0,03845465;0,0182389;0,4619891;0,4935379;-0,7846243;-0,5403366;-0,3986048;-0,4314729;0,3955247;-0,9063156;-0,151457;
36|TOP2|0,02396006|0,4484293;-0,1341077;0,7343695;0,00492537;-0,08995092;-0,03629458;-0,6845338;-0,08331764;0,7798309;0,1616198;-0,3717479;0,1378573;0,6739187;0,3862989;0,8711281;0,8388708;-0,4928092;0,4946358;0,6788344;-0,9334791;-0,3232158;0,1721104;-0,6142948;-0,6642582;-0,6964557;0,8702323;
37|TOP2|0,02376029|0,2959289;0,08701432;0,447109;-0,7958131;0,4190349;0,3950369;0,3031451;-0,7569752;0,69646;0,1658379;0,6321123;-0,8762763;0,4559486;-0,0454694;0,8678298;-0,3958598;0,3394813;0,8656678;-0,519367;-0,6825953;0,9848013;-0,3485187;-0,5660276;-0,5066319;-0,5829573;-0,04750836;
38|TOP2|0,02367807|0,07029641;0,3356864;0,699733;-0,4915189;0,143777;0,2278265;-0,1124963;-0,6120148;-0,3829514;-0,9028161;-0,1200944;0,3152802;-0,7530355;0,9071138;-0,7570322;0,4262397;0,03028572;0,5820358;0,8528554;0,4709098;0,9626751;0,5981035;-0,9559622;-0,1962322;-0,7015603;-0,901288;
39|TotallyRandom|0,02354604|-0,5545444;-0,04145348;-0,554419;0,6982744;0,9517839;0,07396376;0,5914769;-0,3640872;-0,47952;0,5152173;-0,3898;-0,3696271;-0,7939262;-0,1525995;0,7543697;0,9042118;-0,2896475;0,383655;-0,122981;0,6119349;0,3398387;0,504169;-0,7722108;0,1604446;0,7967594;-0,04259002;
40|TOP2|0,02319228|0,9201832;-0,6317396;0,5138791;0,1432287;-0,04429305;-0,7758472;0,1238738;0,04321539;-0,7892168;-0,1596349;-0,7215128;-0,927026;-0,6649568;0,4696228;-0,6679883;-0,6961141;0,5990016;-0,4795073;0,7997525;-0,175964;0,3457019;0,9463561;-0,8837981;0,2037858;-0,6603425;-0,1150495;
41|TOP2|0,02299363|0,920969;0,723892;-0,3280097;0,5506241;-0,7328241;0,5633631;-0,9916382;-0,7715003;0,03719628;0,3731324;0,01525056;0,9206481;-0,8153772;-0,547277;-0,3531946;-0,7924182;-0,473586;0,9083917;0,873647;0,6148553;-0,5941281;-0,2346061;-0,9187121;-0,9760766;-0,6632974;0,04412019;
42|TOP2|0,02298129|-0,07617056;0,5779135;0,4028065;-0,9041297;0,7350712;0,6315668;0,5060065;0,1990637;-0,3984627;0,5716078;0,09224594;-0,1580826;-0,3275894;-0,3842567;0,01860464;0,02770388;-0,7241821;0,1861542;-0,6880181;0,490354;-0,9950945;-0,8872163;-0,5410593;0,4878423;-0,2791139;0,4409632;
43|TOP2|0,02286649|0,7407944;0,1706094;0,1170155;0,3525665;0,6509006;0,8460219;0,7732325;-0,2193285;0,5535831;-0,6191671;-0,9118619;-0,9680521;0,08675992;0,002843261;0,6525462;0,3308367;0,07116783;0,6494596;-0,5936267;0,3582403;-0,2656924;-0,4238433;-0,02909029;0,5461938;0,8921993;0,7482569;
44|TotallyRandom|0,02097936|0,3257501;-0,4092544;0,5817633;-0,004166007;-0,6362951;0,5877414;0,171038;0,4339444;-0,5263386;0,822614;-0,717082;-0,9945946;-0,7996075;-0,7862039;0,7240829;0,9634557;0,5514245;-0,7011864;-0,8447828;0,2958152;0,2696564;-0,6022043;-0,07308614;0,3801303;-0,6381948;0,9332278;
45|TOP2|0,01906783|0,3329477;-0,7568779;-0,261222;0,3536284;0,06774175;0,1511449;-0,8118455;-0,4762763;0,5791917;0,02770174;-0,4619902;0,2614908;0,485465;0,7274554;0,6595967;0,7523606;0,929224;0,9894159;-0,4411045;-0,9413738;0,9659729;-0,6841924;-0,6823213;-0,9428117;0,6956921;-0,632479;
46|TOP2|0,01882571|-0,8791721;-0,5674081;0,5179532;0,2388867;-0,4451095;0,2452432;-0,9981408;0,02631724;-0,08317745;-0,3544058;0,8182642;-0,5704799;-0,8613658;-0,005067229;0,381551;0,9747274;0,7445054;0,2920632;-0,8748076;-0,3990368;0,9700727;0,5536218;-0,5388031;0,9671307;0,03201115;0,6519206;
47|TotallyRandom|0,01678346|0,2634704;0,1695803;0,7987251;0,6721931;-0,6417425;-0,3591334;0,5953302;-0,6846354;-0,8069732;-0,6742275;-0,7235308;0,8050647;0,9605744;-0,847049;-0,6787548;-0,5544844;0,1433772;-0,5895045;-0,4480604;0,9905431;0,6033275;0,2743115;0,4996879;0,9253194
