Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,08016679
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,08016679|-0,5971408;0,385453;0,3874011;-0,1245657;0,665102;0,0855602;-0,58284;-0,9311492;-0,2290229;0,3228612;0,2501175;0,5573163;0,6693103;0,6915886;0,9986105;-0,1726266;0,4366276;-0,244584;0,4013095;-0,01470816;0,9579101;-0,2784566;0,836807;-0,04701197;-0,8993328;0,5626662;-0,1754087;0,1122395;0,8896227
1|TOP2|0,07973897|-0,7232623;0,321774;0,5095773;0,1375266;0,1924454;-0,4153317;-0,02603519;-0,8172045;0,9287598;-0,1593982;0,6118367;-0,1335791;-0,6634619;0,8756912;0,6598032;0,8310149;-0,796025;-0,7951729;0,4279434;-0,4123365;0,6484981;-0,2542518;-0,6795733;0,8359375;-0,8285182;0,4135613;0,4270298;-0,2172126;0,7063932
2|TOP2|0,07940731|-0,3758334;-0,2779731;0,4758501;0,5634847;-0,4137076;-0,8158369;-0,8077948;-0,9124889;-0,3440555;-0,4634815;0,4943361;0,8040736;-0,3301383;-0,8617167;-0,2234887;-0,2490104;-0,6424882;-0,4154342;0,6247249;-0,6720123;0,05945766;-0,02735746;-0,05698383;0,1339322;-0,4269899;-0,582979;-0,8303869;0,07191145;0,06823123
3|TotallyRandom|0,05160908|0,5237603;0,08718216;0,9843497;0,588603;-0,3886517;0,8891094;0,09856188;-0,3106364;0,9457703;0,428744;0,665704;0,05341446;-0,9871011;0,002697825;-0,589973;0,6731663;0,4500472;-0,7654436;-0,8457067;0,2601847;0,07544959;0,9989491;0,5578039;0,4828438;0,8164749;0,1045297;-0,9584115;-0,006931186;0,5435898
4|TOP2|0,05150581|0,838146;0,4744184;-0,8195744;-0,9604745;-0,4047672;-0,794723;-0,7491038;-0,3224074;0,3043649;-0,464475;0,5537028;-0,9392524;-0,4358147;0,01286089;0,0365113;0,521271;-0,3516449;0,04798329;0,9752538;0,2375933;-0,8630941;0,7586086;-0,2215728;-0,2039858;-0,441816;-0,5288908;0,8784509;-0,9305108;0,566519
5|TOP2|0,05139606|0,7124975;-0,6052101;0,9148221;-0,8337829;0,7178528;0,1129073;-0,5811241;0,851006;-0,09161007;0,07804906;-0,8064811;-0,9977121;-0,612005;-0,572495;-0,02570784;0,004596114;-0,9921272;0,3641381;0,09942424;-0,6809449;0,7642829;0,1713504;-0,8398998;0,8158696;0,8271573;-0,7200136;-0,7255869;-0,8889637;0,3571593
6|TOP2|0,0437123|-0,4534186;0,8407345;-0,3929828;0,1064166;0,09946907;0,2842238;0,5593081;0,1117312;-0,7640536;-0,4577404;0,6007977;-0,5584714;-0,7179997;0,4641726;-0,1482924;0,7769597;-0,1169053;0,2770621;0,09150183;0,5382597;-0,8263636;-0,5288513;0,8093421;-0,9009261;0,2942524;-0,7907681;0,1367854;-0,3842996;-0,2697543
7|TOP2|0,0399936|0,4468839;0,1562263;0,5464096;0,5767021;-0,8505394;-0,3325497;0,2537253;0,3020646;-0,9424534;0,7282186;-0,909198;-0,5642686;-0,5985754;0,6983714;-0,08494103;0,504447;-0,7583287;-0,8748543;0,2484485;0,3016438;0,6658633;0,3392007;-0,7989507;0,2398049;0,1016756;0,6498539;0,1852673;0,3276715;-0,5620747
