Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,08068936
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
17|TOP2|0,04144178|0,823869;-0,8139043;0,7387431;0,9905972;0,8566685;0,5723748;-0,9654927;-0,2712189;-0,827843;-0,4684464;-0,2520272;-0,4435962;-0,4756836;-0,5270829;-0,4054877;0,7814913;-0,5367424;0,4581728;-0,02614987;-0,4890462;0,9737363;-0,7875843;0,756001;0,7456238;0,2181906;0,4222359;-0,9674003;0,1141697;0,6405463
18|TotallyRandom|0,03974051|-0,9091041;0,3472473;-0,3535174;-0,7514515;-0,9084373;-0,6914604;-0,6276708;0,0495671;0,8019962;0,4049313;-0,6135111;0,7953126;0,7708075;0,7140546;0,1028165;0,0166434;-0,7161314;0,823791;-0,06125581;-0,7399776;-0,8404856;0,8833601;0,7181098;0,6110585;-0,6446047;0,6609135;-0,9970801;-0,7755234;0,4071142
19|TOP2|0,03959872|0,5088801;-0,231083;-0,113324;0,8818624;-0,2671427;0,519974;0,3550107;0,9908009;0,7599294;-0,5196228;-0,9277096;0,7495809;-0,2181596;0,1107484;0,2254695;0,4732458;-0,4183985;-0,3318404;0,2425984;-0,4686993;0,1225878;0,2445303;-0,4781984;-0,04351199;0,4883947;-0,1929322;-0,4207212;-0,293599;-0,2135285
20|TOP2|0,0302779|0,155578;-0,2551051;-0,9875684;0,2841861;-0,5422082;0,5335407;0,5504205;-0,08617985;0,9502339;-0,8267701;0,08602417;0,8464494;0,1071235;-0,4762267;0,1883014;0,2780688;-0,759546;-0,924696;0,8356338;0,863184;0,1104409;-0,05566847;0,8553224;0,7015083;0,3785121;-0,670969;-0,2084838;0,6375237;-0,06025779
21|TOP2|0,02885867|-0,5057049;-0,104688;-0,5057337;-0,3303202;-0,5589828;-0,5093675;-0,1783267;-0,9470079;0,240002;-0,536381;0,7739336;-0,1405703;0,1324645;-0,934433;-0,1389428;-0,7471781;-0,8180721;0,8528202;0,6944473;0,4962527;0,184966;-0,7977862;0,1244084;-0,1873618;0,6028917;-0,4185635;-0,1568326;0,6956456;0,216174
22|TOP2|0,02817455|-0,2966052;0,8200488;0,1799499;-0,6519907;-0,6946881;0,1811224;-0,2490641;-0,8160496;0,1835774;0,5823328;0,6150191;0,1924647;0,7968106;0,9613266;0,4224329;0,3188419;0,006311536;0,3895216;0,9237139;0,7292521;0,5402727;-0,6144905;-0,6996171;-0,7789724;0,8237753;0,7456925;-0,6465871;-0,8159523;-0,1103276
23|TOP2|0,02760028|-0,430478;-0,8538809;-0,8627388;0,669522;0,717844;0,1431044;-0,95171;0,1199344;0,5056484;0,8444326;0,5680921;0,8675616;0,1709141;0,1492001;0,4454932;0,3782475;0,8716412;-0,7315972;0,07576716;0,3155863;0,6627872;0,5675325;-0,3696309;-0,6595271;0,4050929;0,07467544;0,8403516;-0,6882889;0,05746615
24|RandomParents|0,02644405|-0,5064766;-0,5152259;0,7661204;0,7563367;-0,8858438;-0,7063873;0,9661257;-0,2364115;0,3447523;0,6236062;0,1153177;-0,8367972;-0,8073404;0,6543598;-0,3951737;-0,4518837;0,4451604;0,6057029;0,244815;0,3751261;-0,4109;-0,3799063;-0,3841306;-0,3358608;0,3986337;-0,1189567;-0,844717;0,1359917;-0,3342072
25|TOP2|0,02622235|-0,3800381;-0,5491555;-0,3315345;0,01545036;-0,1914736;0,0435456;0,7656937;0,3543501;0,1574093;0,09079421;0,4092419;-0,4715372;-0,1116945;0,465827;-0,2102884;-0,5419385;0,4788279;-0,7845802;0,4593961;-0,317094;0,8366337;-0,4032694;0,3092603;-0,4708527;-0,0856384;-0,1090113;-0,04511821;-0,4442555;0,5730574
26|TOP2|0,02591857|0,5837734;-0,4371423;0,9679735;0,8014081;0,04335678;-0,3069721;-0,1528915;0,5777695;-0,2742375;0,6682296;0,703656;0,628407;-0,3074218;0,7995589;-0,2879306;0,09870493;0,7442286;0,07802045;-0,9282503;-0,46992;-0,8634481;0,5341144;0,5199125;0,6560345;0,2522237;0,4311952;-0,9852097;0,8920493;0,217014
27|TOP2|0,02582901|0,660928;0,2461673;0,5390408;0,7943795;-0,7631233;0,3315265;-0,1383756;-0,6296749;0,7174687;-0,1494354;-0,2788523;0,9096804;-0,03261626;0,01206052;-0,09850466;-0,7007916;0,9910769;0,7554703;0,8017328;0,1890055;-0,881397;-0,8341146;-0,2720314;0,2529666;-0,8523653;-0,3628455;0,6779864;-0,5583928;-0,2235633
28|TOP2|0,02581808|0,250761;0,8654525;-0,5519814;-0,9524953;0,7907729;0,292454;0,4153092;-0,9229603;-0,7743926;-0,5054219;0,731348;0,9390092;-0,5217159;0,3516261;-0,9147782;0,864162;-0,9429231;-0,6418183;-0,3288819;-0,8939133;-0,8769329;0,8211474;0,03391063;0,2515967;-0,03449976;0,3737561;-0,3834728;-0,3225278;0,3191464
29|TotallyRandom|0,02558687|0,8062048;-0,589978;-0,00184238;0,9760783;0,1653374;-0,5512409;-0,2613555;-0,378147;-0,5240817;-0,9410386;-0,1754707;-0,115965;-0,4647847;0,3739252;-0,8340003;0,4634447;-0,09078467;0,08999217;-0,9131649;0,8692362;0,4697308;0,9323821;-0,9985888;-0,7707787;-0,2821594;0,4217217;-0,7331877;0,0618614;0,3011746
30|TOP2|0,02533286|0,6480939;-0,7140338;0,0710727;0,4243324;0,01651251;0,4083159;-0,01937473;-0,3367888;-0,6060061;-0,6235735;-0,4956709;0,9544485;0,9481487;-0,8318541;-0,3685907;0,7999234;-0,1758338;-0,3648239;0,8779595;0,5068467;0,03782833;-0,5302379;-0,7206781;0,3794164;0,1198698;0,5407777;-0,4406749;0,6524446;0,3465748
31|TOP2|0,0250467|-0,4277431;0,8118179;-0,7718279;-0,8483214;0,2300416;-0,2119488;-0,7446008;-0,6498411;-0,8532708;0,3466961;-0,1182028;-0,5906541;-0,165445;0,7886918;0,971199;0,6744783;-0,8162529;-0,767494;-0,05549204;-0,3083464;-0,6008704;-0,2015017;-0,3977567;0,4346134;-0,4562932;-0,7087698;-0,8173323;-0,4282874;0,829443
32|TOP2|0,02421184|0,3917434;0,08063829;-0,727201;-0,3959359;-0,29871;-0,623317;0,4329571;0,4210322;0,2517733;-0,1275595;0,9359267;0,02575839;0,2571356;-0,2419871;0,7247868;0,1911353;0,993583;-0,2525722;0,1605822;-0,8035374;-0,9367285;0,01100957;-0,5231445;0,571918;-0,2358578;-0,8403242;0,5506697;0,2398592;0,7044787
33|TOP2|0,02284863|0,443639;0,3005223;-0,5820234;-0,6322405;-0,7475219;0,3433675;0,3099644;-0,1003474;-0,7594821;0,5907273;-0,4869639;-0,2452484;-0,6758354;-0,1067406;-0,2139355;0,823137;0,08176625;-0,864202;0,8944013;-0,3642658;0,3247997;-0,7419364;-0,6832657;0,6495011;0,1810282;-0,6208379;-0,3164409;-0,05185783;-0,577909
34|TOP2|0,02262624|0,09995902;0,5654926;0,7801933;0,5543768;0,003901601;-0,4165829;0,1818324;0,6616802;0,7171164;-0,02250206;-0,4775845;0,8083971;0,5327153;0,5530608;0,8335433;-0,5454829;-0,9248204;0,1059777;0,1056095;-0,7017555;-0,1108884;-0,9476974;-0,8538427;-0,2835983;-0,3110615;-0,7062256;-0,3271891;-0,9612911;0,8391283
35|TOP2|0,02254102|0,00815165;-0,4345776;-0,2259871;0,8887136;0,5690951;0,6559935;0,2574598;-0,8537641;-0,2613813;-0,611798;-0,8837302;-0,6468017;-0,6546552;0,215233;-0,2418438;-0,8770404;0,9494157;-0,09577048;-0,8889155;0,6036134;0,4621422;0,8131754;0,6402884;0,1428107;0,6659157;-0,03893149;0,7978642;-0,8600116;0,1868988
36|TOP2|0,02221368|-0,3592311;-0,6809673;-0,2855057;0,9227817;-0,8215783;-0,06830442;-0,5850587;-0,01672614;-0,6099031;0,4497289;-0,5388844;0,1032535;0,7385597;0,6930888;0,7829199;0,9334691;-0,7445555;0,5411677;-0,8144784;0,8871522;-0,3253578;0,1250626;-0,1872598;0,511333;0,001238465;-0,7660971;-0,4436611;0,724443;-0,8679652
37|TOP2|0,02219131|-0,03098547;-0,06839216;0,3441629;-0,6299319;-0,3117183;-0,2530259;0,9213021;-0,6026237;-0,4587463;-0,2143766;0,9265649;0,47912;-0,2608589;0,5356445;0,1669079;-0,2439829;0,6954091;-0,5328786;0,1639026;-0,1941146;-0,194136;0,6633582;-0,8974466;0,6831131;0,7498231;-0,4288591;-0,3752822;0,9619784;-0,9686694
38|TotallyRandom|0,0218559|-0,7428725;-0,7931268;0,7871752;-0,3818957;0,8656917;0,6810896;-0,2919463;-0,8648262;-0,5858331;0,8142998;-0,737165;0,7292669;0,2122496;-0,8004792;-0,3000113;0,3116421;0,4154296;0,4830582;0,6744261;-0,2259537;-0,01160681;-0,5794506;0,2718978;-0,742131;0,005722642;0,4984681;-0,4845737;-0,5692725;-0,4888085
39|TOP2|0,02171677|0,897877;0,7184081;0,422961;0,6549022;0,386976;0,4877171;0,9019737;-0,6548154;0,04680192;-0,9805534;-0,03348076;-0,6489086;-0,5837245;0,7434106;-0,4262496;-0,150705;0,3060522;-0,1749271;0,003122449;-0,9087877;-0,5254111;0,775619;0,8571332;0,4819872;0,321629;0,2684898;0,5617685;-0,7755675;-0,9377847
40|TOP2|0,02136877|-0,3690373;0,2193629;0,3387201;-0,9510825;-0,7830601;0,7044146;-0,7863998;-0,8188505;-0,7136631;0,516207;0,1859947;0,09413373;0,01029623;0,4580226;-0,5318832;-0,1629184;-0,8855605;0,7150223;-0,1103677;0,4488032;-0,2380692;-0,5519948;0,9443114;-0,6273148;-0,5122254;0,1105617;0,2339448;0,4915714;-0,8711419
41|TOP2|0,02104489|-0,1437296;0,1339301;0,958941;0,3938877;0,0106715;0,2180008;-0,2134575;-0,06403792;0,08364975;-0,6768777;-0,9659717;0,9161372;0,5181413;-0,5421515;0,3540766;0,1777226;0,9211679;0,07929575;-0,9332983;0,09780157;0,9043257;-0,4365278;-0,4023141;0,4696641;0,502898;0,938103;-0,9720011;0,6535602;0,471024
42|TOP2|0,02099601|-0,2795106;0,3588919;-0,7493923;0,6143074;-0,6725924;0,3143096;0,2990255;0,7388825;-0,7542813;0,674747;0,4069571;0,4978838;0,7639503;-0,1228856;-0,08592927;-0,7092154;-0,9260178;0,3348934;-0,7015343;0,6542528;-0,6131575;0,7134285;0,8603039;-0,1880482;-0,9818444;-0,4256741;0,8225305;-0,9492402;0,8605471
43|TOP2|0,02078908|0,3564748;0,7962909;-0,1739978;0,8073785;-0,7109537;0,9843462;-0,9914825;0,5768683;0,3331933;0,01710069;0,7483292;-0,9609089;-0,30101;0,4165237;-0,8221748;-0,6566405;0,5305586;-0,6151795;-0,6738679;-0,9349978;-0,9438775;0,4790065;0,6428216;-0,6524842;-0,3169421;0,1006974;0,924623;0,714915;0,7242608
44|TOP2|0,02049149|0,6969419;0,4429137;-0,9533362;-0,3447195;0,8560441;0,03841603;0,9055107;-0,4545223;-0,4792916;-0,851496;0,5228641;0,4650535;0,8553891;0,6002846;-0,6468601;-0,9235346;-0,9532983;0,4668576;-0,4390982;-0,4161376;-0,3525916;0,3529129;0,8204424;-0,2821442;-0,5533128;0,7864392;0,5124712;0,1063339;0,7961109
45|RandomParents|0,020003|0,9069514;-0,2697204;-0,1139535;-0,4984294;0,7322252;0,179335;-0,4213949;-0,2573024;0,2262837;-0,979131;-0,6469166;-0,6303005;-0,6522031;0,5347326;0,3459317;-0,6829896;-0,636662;-0,4368376;-0,5739663;-0,3529414;0,4884691;-0,1863006;0,4168355;0,172074;0,2238628;0,3955345;-0,9997079;-0,2005347;-0,44496
46|TOP2|0,0185241|-0,6783659;-0,3649765;0,2488214;-0,9075611;-0,7273693;-0,299409;-0,2507583;0,9370251;0,5040834;0,3960478;-0,7743471;0,6170044;0,01146114;0,2340783;-0,2684714;-0,8168912;0,2769768;-0,4247147;-0,292261;-0,5025797;0,2203506;-0,1553706;0,2743942;0,8493779;0,09422219;0,7541862;0,5222909;-0,9167802;-0,3653036
47|TotallyRandom|0,01829368|0,6572602;-0,7733517;-0,2725674;0,1793743;-0,4297913;0,5379748;-0,9113493;-0,3316065;-0,2871271;-0,03894508;0,06160247;-0,9196794;0,8945072;0,2434295;0,3191924;-0,5410497;0,4565215;0,0430938;0,352565;-0,07447636;-0,4633125;0,7988679;0,3662464;0,4785144;0,02804339;-0,1331538;0,570893;-0,9303734;-0,6659665
48|RandomParents|0,01761652|0,0259546;0,8720651;0,6591268;0,1802708;0,3181793;0,2657306;0,8611238;0,536016;0,2828898;-0,3813297;0,4240892;-0,6862752;0,6092975;0,0514344;-0,7864308;-0,2044314;-0,5859957;-0,6907129;0,7594907;-0,5108974;-0,06124556;-0,9474185;-0,1525873;0,4624953;0,7129474;-0,4151844;0,7618601;-0,5994537;-0,867635
49|TOP2|0,01727973|-0,7133203;0,07776582;-0,08269703;0,01275623;-0,3918003;-0,8825293;-0,8398321;-0,4685839;0,2823181;0,32919;-0,8808885;-0,4333414;0,7571735;-0,9474618;-0,3976918;0,1425849;-0,9644544;0,8913896;0,5881677;-0,7701421
