Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,03582856
30|TOP2|0,0130281|4,463583;-1,350011;4,079843;0,8314376;3,856731;-3,691377;3,178726;3,285608;1,065583;3,801437;-4,12542;3,6956;-1,708808;0,952404;3,678306;-2,997428;-0,04443455;-1,623742;3,998508;0,4845948;2,996576;0,4942579;3,092892;2,245904;-1,691506;-3,235811
31|TOP2|0,0130271|0,5511589;-4,140548;3,769884;3,856835;-0,02320576;-1,19652;-2,581604;-2,556496;-0,5239372;1,781646;3,179141;-3,100481;4,13341;2,797899;-3,331045;-3,220162;2,015332;-2,011571;-0,6994123;2,458496;2,527771;1,929089;-3,137442;-3,917608;-3,30879;-3,468722
32|TOP2|0,01300311|-1,987869;0,03273535;0,2316399;-4,578449;-1,164215;1,648584;-0,0409956;0,2932386;2,0859;4,847948;-1,849184;4,07864;4,857082;2,383708;-2,92866;-2,460069;-3,701125;-4,895688;1,218262;3,977686;0,2955918;-3,261214;-0,3311033;4,722954;-4,325875;2,351537
33|TOP2|0,01297916|-4,079782;4,647903;0,02654362;-4,234886;2,092656;3,805088;1,071053;0,7691975;3,397963;-1,562388;4,18788;-4,453515;3,373885;-2,560327;-4,401661;1,09517;-2,308786;-0,1546078;-3,095804;1,02429;-2,381699;1,549573;2,053579;-0,04108953;-4,491496;-4,451195
34|TOP2|0,01296905|1,748686;-3,63226;-2,614453;-4,925068;3,079167;-1,446465;0,2295547;-0,8064814;-0,7046537;4,414904;-4,964479;-3,507103;4,877172;-0,270081;-0,03956985;-4,23855;-2,952856;-3,737153;4,685587;-3,493973;3,069671;3,167532;-4,491772;-0,4057975;-4,020781;3,848064
35|TOP2|0,01296423|-0,3204803;-1,260216;-4,634981;-3,66583;1,146238;0,8252139;-4,108175;2,790478;1,480259;4,632903;0,002462387;-0,4167004;-0,3401237;3,390412;-2,779665;4,424158;1,296791;-1,099648;-2,814376;4,264369;-0,07548285;-2,336721;-4,93909;3,500854;-4,977695;-4,099116
36|TOP2|0,01294609|1,001348;4,992692;1,383456;-4,861681;-0,7517724;-4,962296;-1,723823;1,688516;-1,713605;4,59814;-0,6907339;3,150893;-1,066161;-2,127976;3,502748;3,289485;2,307967;3,748554;4,457358;-1,604062;-2,80838;2,014365;3,24075;-3,670259;-3,690473;-3,103403
37|TOP2|0,01294579|-0,3036289;-3,24827;1,849178;3,965097;-1,636456;3,916265;-0,6453352;-4,711399;2,191697;-1,224694;-1,140787;4,514164;2,363459;2,72296;-1,966029;4,458775;-1,02541;-0,05889368;-2,906551;-0,9658761;-1,49709;2,429817;3,189285;4,622325;-2,257498;0,6022458
38|TOP2|0,01291338|-3,807657;-3,137167;2,443035;-2,404501;1,319786;3,630354;-4,546303;-3,346632;4,280867;-1,603759;2,678138;1,632751;0,3200941;-3,43207;-2,710666;-4,894109;1,999733;4,351904;-4,767417;-3,702984;4,778155;-1,333604;-4,398799;-4,428596;-4,711261;-2,444415
39|TOP2|0,01279597|4,960526;2,423327;3,853498;3,798302;4,594812;4,70604;3,523007;1,563403;-2,277844;2,026533;-0,02377558;4,39821;0,5636592;-2,048865;1,556656;-2,311604;-1,911793;3,125994;2,378153;2,016529;3,085791;-3,501165;-3,84474;4,31772;-4,861354;-4,679604
40|TOP2|0,01229434|-1,433337;1,000998;-2,086411;-0,5743961;-2,038894;-2,602868;1,18073;4,521933;4,570148;2,99118;-2,461076;-0,3793974;-3,113208;3,829853;-4,843946;-1,943094;-0,495842;-1,573131;0,3531737;-1,531078;-1,35199;4,368832;4,867208;3,789737;-4,326572;-0,1458712
41|TOP2|0,01195637|4,816631;-1,639581;1,124
