Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1000959
7|TOP2|0,09027199|0,9169393;0,6261132;-0,8622079;0,3408985;0,5531151;0,9163055;0,3975978;-0,01360118;-0,5640273;0,007335067;0,4990647;0,7571788;0,8379819;0,1398755;-0,7868629;0,5022776;-0,6893566;0,1432551;-0,006369233;0,4684794;-0,4032379;-0,3373581;0,550241;-0,5559435;-0,2342552;0,3133614;-0,9159758;0,4816646;0,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,48997470,4899747
8|TOP2|0,08952734|-0,6304283;-0,8381505;-0,1497935;-0,9283247;-0,8348112;0,4168133;-0,6470158;0,1751956;0,2082187;0,5446775;0,8121448;0,8898053;-0,8670073;0,3420837;0,4348681;-0,8847175;0,2240242;-0,8828204;-0,9382842;-0,7920547;0,2458428;0,09999645;0,6203847;0,8412724;0,3527951;0,6355577;0,7858362;-0,5083256;-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905-0,2402905
9|TOP2|0,075964|-0,7390072;-0,5989087;-0,03348029;-0,58198;-0,4524411;-0,4095312;-0,2093045;-0,2590762;-0,7311258;-0,9937501;-0,7314796;-0,2692477;-0,07360542;0,8744326;-0,4503542;-0,2546643;0,7638528;0,549674;-0,3147162;0,08490503;0,6425357;0,2146338;0,3443458;0,5832481;-0,271212;-0,6995413;0,160158;0,5323875;-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925-0,1741925
10|TotallyRandom|0,07006146|-0,05856073;0,953944;0,3885581;0,624577;-0,6901817;0,4710591;0,30989;0,6747973;0,1158799;-0,06920302;0,06362951;-0,7217729;-0,5755556;-0,6158392;0,1460935;-0,2653538;-0,8504863;0,2540087;0,7698529;-0,8225212;-0,3092505;0,758004;-0,5585127;0,9321809;-0,5606477;-0,4615232;0,0613631;-0,3272642;0,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,60464550,6046455
11|TOP2|0,03400405|-0,9185374;-0,5135298;-0,7716241;0,7416902;-0,3970865;0,2147716;-0,2545253;-0,6895945;0,7969656;-0,2410151;-0,9909391;0,6328273;-0,9655738;0,3866465;-0,7944422;0,8419936;0,6721256;0,6093297;0,8661387;0,7135704;-0,1148452;-0,9525244;-0,2979006;-0,692013;0,3980334;0,4884329;0,4555156;-0,3057812;-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645-0,1861645
12|TotallyRandom|0,03390701|0,5155866;-0,2573193;-0,8141577;-0,08806837;-0,2758352;-0,8228354;0,4342336;-0,144781;-0,6322207;-0,7630932;-0,3363632;-0,2136272;-0,5598326;-0,003755212;-0,1652931;0,5331898;-0,5447538;-0,9034717;0,3283932;0,7755876;-0,6773379;0,2821488;-0,5283422;0,7096508;0,6512723;0,2019309;0,237439;0,6124039;-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934-0,6801934
13|RandomParents|0,03312488|0,9553659;-0,3589135;-0,151527;0,2960694;0,2845316;-0,2330638;-0,5345907;0,337872;-0,2863983;-0,7283778;-0,1631793;-0,3524948;0,9785023;0,3972301;-0,7982948;0,9329352;0,5623896;-0,03732979;0,7575002;-0,3413619;0,9462309;-0,892632;0,3558643;0,1788622;-0,08724058;0,9267077;-0,5800016;-0,2837704;0,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,60554910,6055491
14|TOP2|0,03286494|-0,1943575;-0,6222904;0,7234523;-0,6748056;-0,1613246;-0,5617466;-0,5520127;0,02291119;-0,8885524;0,3832566;0,4058299;-0,01301563;-0,06525123;0,9083116;0,3379295;-0,921839;-0,790401;0,6285203;-0,2175139;-0,7631192;0,3927312;0,9035902;0,7093914;-0,2437769;0,1483139;0,004777074;-0,852217;0,6785038;0,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,81028630,8102863
15|TOP2|0,03255946|-0,3171021;-0,3737515;-0,6593893;0,05519664;-0,1579443;-0,2221662;0,2402018;-0,6111684;-0,9276721;0,01923501;-0,4849578;-0,5638032;-0,676976;0,5556493;-0,8680556;0,7158577;-0,8743191;-0,8040309;-0,8655431;0,7311354;-0,8495638;0,482135;0,4993846;0,09239137;0,3294542;-0,7352207;-0,6267447;-0,1753894;0,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,46162910,4616291
16|TOP2|0,03153438|0,4398822;-0,6453338;0,3347704;0,7168205;-0,1790847;-0,3175386;-0,5418527;-0,7446666;0,06445086;0,8114946;-0,3813142;0,6524904;-0,7987993;-0,6278286;0,4583306;0,08440912;0,2114826;-0,2756962;-0,2153765;-0,8497546;0,6607606;0,3192429;0,7798493;-0,04153788;-0,2140115;0,9800894;-0,6704521;0,4683726;0,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,68585710,6858571
17|RandomParents|0,03066283|-0,1441282;-0,8631227;0,4841695;-0,7191839;0,1559137;0,6431253;-0,6528351;-0,1965963;-0,9868648;-0,5551195;0,4230857;0,4429736;-0,7561827;0,01509535;0,274106;0,5754089;0,5672774;-0,466839;0,7161708;-0,08490288;-0,5813932;-0,07899845;-0,5878134;0,7912109;-0,7302794;0,0106405;0,6463294;0,1150335;-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312-0,3714312
18|TOP2|0,03052192|-0,333625;0,1818901;0,9522064;0,3084929;0,04101455;-0,826072;-0,09573519;0,6402714;-0,378564;-0,5635638;-0,9628971;0,6924398;0,867944;-0,2256204;0,6407158;0,1774138;-0,495366;-0,9726532;0,4840069;0,1999718;-0,02372897;-0,1252693;0,9331191;0,3561117;0,1688932;-0,1186091;0,3103559;0,6558185;-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011-0,1429011
19|TotallyRandom|0,03043586|0,5866921;0,7263052;-0,1470743;-0,5959625;0,9098904;0,2986688;0,4246373;0,3588557;0,4009344;0,46193;0,05612957;-0,456925;0,4309089;-0,5670028;0,8635468;0,7565353;-0,6305585;0,6796353;0,5837817;-0,006874204;-0,2514762;-0,4897729;-0,0230459;0,9733746;-0,1829685;0,008264422;0,9753478;-0,5443358;0,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,93286990,9328699
20|TOP2|0,03010396|-0,5360246;0,3542607;-0,7692919;-0,847142;-0,5350924;-0,1853193;0,2658975;-0,6009765;0,8324785;-0,3976432;0,1445996;-0,8502679;0,8992021;-0,07208884;-0,7959609;0,02866805;-0,9692132;-0,3823203;0,8329351;-0,6189194;0,2163442;0,7247241;0,8635566;0,2896576;0,8638456;-0,3466212;0,6916144;-0,7008572;-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334-0,629334
21|TOP2|0,02972443|-0,08908355;-0,1630551;0,8294058;-0,08704627;-0,517823;-0,8366146;-0,5372162;-0,02841699;-0,9635479;0,9961207;-0,4652122;0,3131003;0,07148206;-0,04538643;0,531009;0,8227599;-0,8179853;-0,9135559;0,04188979;-0,7658355;-0,3491145;-0,3213576;-0,3481964;0,7784014;0,01333368;0,257585;-0,007476687;-0,4569796;0,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,0415870,041587
22|TOP2|0,02966679|0,9943652;-0,8754418;-0,4614807;-0,3772546;-0,3613142;-0,01354039;0,7208667;-0,8536468;0,8515873;-0,2859412;-0,1224164;0,7375252;0,7984037;-0,5267091;0,119609;0,7315748;-0,2049791;-0,6064572;0,05344021;0,9489222;0,2559104;-0,6113904;0,3063371;0,4382698;-0,4183396;-0,298185;-0,962388;0,896529;0,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,47650190,4765019
23|TOP2|0,02918069|-0,3169876;0,2779536;0,6271939;0,8931313;-0,1510886;0,8098075;-0,6157572;0,4535649;-0,2707704;-0,8346288;0,7857444;-0,9938567;-0,1749958;-0,5300114;0,8820355;0,3685648;0,5020626;-0,6200566;-0,5145476;-0,2039667;-0,175701;0,2330431;0,03521907;0,09475505;0,214228;-0,6379488;-0,07671845;0,3266132;0,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,64344620,6434462
24|TOP2|0,02911625|0,1016241;-0,726208;0,5078769;0,4813606;0,9533968;-0,4796551;-0,7263584;0,8082855;0,4510019;-0,08785164;-0,7118077;0,1669084;0,4859507;0,2158097;0,1215979;0,07273233;0,6154101;0,8121574;-0,6142063;0,04369128;-0,8490262;0,1610435;0,8148291;0,2003335;0,07447398;-0,6431496;0,3856682;-0,6743422;-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768-0,4146768
25|TOP2|0,02896699|-0,1134735;-0,7983665;-0,5507421;0,9778278;0,6048203;-0,9682784;-0,3813478;0,4963891;0,3514414;-0,2029563;-0,02886331;-0,05380547;0,4780264;-0,5488193;-0,5228586;0,439933;0,9461532;0,3595812;-0,03107274;0,2148315;-0,9845488;-0,2596961;-0,1809915;0,6147571;-0,4546076;-0,1325213;0,2330936;-0,4457735;-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746-0,07212746
26|TOP2|0,02891873|0,8593228;-0,4108435;-0,2319771;-0,7896285;0,7293606;0,4549992;0,3846118;0,4483599;-0,5156031;-0,2643045;0,7115366;0,2593684;-0,004137874;-0,1848692;-0,9522662;0,3384399;-0,6753049;-0,1892196;-0,618902;0,7927597;-0,4718772;-0,9302263;-0,2815305;0,4361138;-0,8735588;-0,710427;0,3735089;-0,394631;-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176-0,1758176
27|TOP2|0,02678462|0,6611969;0,9638264;0,2308728;-0,1257871;0,06493151;0,7805986;0,07038772;0,9131539;-0,6135554;0,07935536;0,8130808;-0,2161888;-0,3096572;0,7465661;-0,1256589;0,664675;-0,1990272;0,9846532;0,724232;0,291239;0,1909434;-0,6214404;0,6646171;-0,1001981;-0,75876;-0,5170712;0,9052474;0,4756508;-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792-0,8761792
28|TOP2|0,02667868|0,8987222;-0,04536808;0,3080191;-0,03663194;-0,7784827;0,03252232;-0,2592722;0,5063088;0,04800808;-0,5124466;-0,131035;-0,03769267;-0,8753145;0,7118952;-0,8641129;0,1225239;0,4764604;0,0280143;-0,1330053;-0,2166978;-0,7448595;0,03579175;-0,3343347;0,3937363;-0,4260384;-0,07504714;-0,7999661;0,1070591;0,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,52217360,5221736
29|RandomParents|0,026488|-0,7614036;-0,6256192;-0,01347601;0,07051885;-0,8867986;0,06764734;0,4610896;0,07636106;0,2139033;0,3856394;-0,5977352;0,5959206;0,5416851;0,84407;0,4684009;0,7696567;-0,1168743;0,1536714;0,9518385;-0,9573317;-0,00829041;-0,8959923;2,18153E-05;0,1449393;-0,3765041;-0,8671319;0,476053;0,7569363;0,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,46555640,4655564
30|TOP2|0,02645039|0,237378;0,5499086;0,5380378;0,3557238;-0,7785583;-0,04864585;0,01381934;0,4850151;0,3426687;0,1602582;-0,08802831;0,6808197;0,1876153;0,9809639;-0,1289922;-0,422316;0,510751;-0,8919079;-0,08681643;0,3257427;-0,1830679;0,2030922;0,4951739;0,2214795;0,9383674;-0,9978995;0,03602016;0,1314613;-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558-0,2757558
31|RandomParents|0,02543675|-0,8796427;-0,609822;0,1718189;-0,5357997;0,4996581;0,4906201;0,3694255;-0,9025681;-0,4881119;-0,681787;0,4415638;0,8865547;0,7259071;-0,8034139;-0,2468265;-0,00693357;0,2421864;0,5814438;-0,4054488;-0,06290543;-0,926121;-0,6689367;0,966557;-0,2905489;0,9108403;-0,4174246;0,1801945;0,4338762;-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406-0,6489406
32|TOP2|0,02522109|0,02130282;-0,4330577;-0,9382777;0,389764;-0,839946;-0,7620075;0,06080401;0,7762425;0,3442778;-0,1440128;-0,5652776;-0,6011133;0,5355196;-0,8930006;0,3041382;0,2353765;-0,986109;0,5569987;-0,7387347;-0,3729745;-0,7853439;-0,3788973;-0,188584;0,1355499;-0,06763589;-0,9731543;0,2022146;0,4085679;0,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,65149210,6514921
33|TOP2|0,02474949|0,06119549;-0,765801;-0,9682746;-0,8226314;-0,4664882;0,4019522;-0,3751711;0,4046836;0,1875116;-0,8264594;-0,6428962;0,785877;-0,03030741;0,5910463;-0,8184681;-0,6186867;0,7237136;-0,9487915;0,2668445;0,5586741;-0,8406084;0,7711637;-0,7306092;-0,6164639;0,4957576;-0,9666038;-0,9282501;-0,2365242;0,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,23608910,2360891
34|TOP2|0,0246802|0,9163988;0,04259646;0,8067303;-0,5769436;0,05265033;-0,9145792;0,5059757;-0,06636798;-0,2054929;0,4180879;0,1968645;-0,288694;-0,6651189;-0,8412921;-0,1356393;-0,7297573;-0,7381299;-0,7907817;0,9620428;-0,3539771;0,1899964;0,004638553;-0,5164182;-0,3040596;0,7021282;-0,9271016;-0,7092083;-0,1950082;0,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,65538840,6553884
35|TOP2|0,02450894|0,4206943;-0,2139248;0,8911734;0,2455698;-0,1041356;-0,909435;-0,5122919;0,2919805;0,07230031;0,1585304;-0,3075901;0,5384662;0,7723901;-0,852612;-0,5845525;0,4822156;-0,3832632;0,5735867;-0,07098711;-0,5793304;-0,01000011;-0,7626901;0,7246039;-0,3362175;-0,5637813;-0,9569523;0,5582819;0,3158121;0,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,40675490,4067549
36|TOP2|0,02421795|0,3015842;-0,547112;0,5066946;0,9827228;0,2300776;-0,2406582;-0,5613267;-0,05901229;-0,3323296;0,4333596;0,9868498;0,615566;-0,9289858;-0,6731873;-0,7618604;-0,665314;-0,8619745;-0,206293;-0,8117712;-0,4014484;-0,9845541;0,8102369;-0,5397246;-0,9377396;-0,2659639;0,239323;-0,280846;0,3164541;0,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,67104890,6710489
37|TOP2|0,0241928|0,6076753;-0,1761173;0,307677;-0,9210985;0,5562317;-0,3948127;0,04658258;-0,9251387;0,2922666;0,4670419;-0,4040366;0,8074646;0,2497166;0,1856557;0,887198;-0,0413698;-0,09992492;0,2891249;0,2663719;0,4789338;-0,8015351;-0,4341842;0,4245934;0,3048353;0,6869969;-0,5299735;0,8611872;-0,6760907;0,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,71420840,7142084
38|TOP2|0,02415491|0,3857548;0,7185452;0,4471931;-0,608098;0,7384102;0,5009193;0,8258655;-0,7980726;-0,8336923;-0,7373869;-0,06746852;-0,2156998;-0,5596828;0,3238179;0,6098685;0,9235382;0,43908;-0,6854432;-0,6376102;-0,8997164;0,2598841;-0,2873348;0,952275;-0,9011807;0,7351048;-0,3699328;-0,3287851;-0,9166949;-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637-0,4162637
39|TOP2|0,02384428|-0,390632;-0,04764259;-0,7661984;-0,4985172;-0,07437766;-0,2150205;-0,4923183;0,8874857;-0,9153428;-0,4408668;-0,6578746;0,8108125;0,2202939;-0,960851;-0,1270343;0,2225481;0,4362549;-0,7144003;-0,5499113;-0,5230253;0,1362742;0,8917797;0,02685821;0,4711265;0,2619242;-0,8504889;-0,95368;-0,2274262;0,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,29930760,2993076
40|TOP2|0,02380482|-0,8406096;0,07426941;-0,03809011;0,292823;-0,20056;-0,9243276;0,5803554;-0,6565073;-0,6724029;-0,5933759;0,09866464;0,7339339;0,9210887;-0,5125802;0,07203925;0,1045152;-0,386377;-0,2177519;0,1072508;-0,7933891;0,4796922;0,2590189;0,5342817;-0,1972579;0,6188474;0,07236087;-0,3703283;0,3363437;-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374-0,6787374
41|TotallyRandom|0,02344543|0,08968365;0,3756315;-0,8462968;-0,568933;0,6261148;0,1014949;0,3908736;0,6205111;-0,005899549;-0,3604246;0,5720036;0,6687977;-0,3556808;-0,3726758;-0,8945482;0,8366203;-0,1712512;0,8933668;-0,8529062;-0,3883117;-0,9368927;0,271388;0,6412187;-0,1583539;-0,1538895;0,2114884;0,6942174;-0,1706895;0,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,54587010,5458701
42|TOP2|0,02232185|-0,7709153;-0,4249355;0,2185475;-0,238418;-0,4490162;-0,3223456;0,003645062;-0,3474678;-0,6657486;0,718173;-0,3970476;0,5457468;-0,3652772;0,4979808;0,3895983;-0,5374944;0,2766418;-0,6071768;0,5137713;0,111575;-0,5701513;0,5711396;0,4925849;0,9937153;0,415931;0,7456679;0,7475195;0,8464844;-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739-0,07207739
43|TOP2|0,02151048|-0,2031952;0,1633939;-0,5162723;-0,5605986;-0,5786943;0,2831764;0,8073027;-0,3321825;-0,3076628;-0,2257131;-0,04520786;0,09389675;-0,4567436;0,9240363;0,5669241;0,6931286;0,7414758;-0,9616761;0,2315282;-0,536139;-0,6935854;-0,9114537;-0,4326531;-0,1767584;0,4507923;0,2001041;-0,7026801;-0,315163;-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303-0,7381303
44|TOP2|0,02116204|-0,1239504;0,9849796;0,2337772;-0,8953202;0,906992;-0,8268931;-0,2240576;-0,4865719;-0,7190831;-0,2082945;-0,8863518;-0,7518249;0,7018297;-0,5438349;-0,3005089;0,7704549;-0,1061147;-0,8894875;-0,4543942;0,667069;0,4214866;0,9782586;-0,1447068;-0,7359934;-0,314047;-0,5526116;-0,231393;-0,3038851;-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047-0,1001047
45|TOP2|0,02058958|-0,351009;-0,7174478;0,8136797;-0,9548042;0,1725603;0,09023321;-0,5462039;-0,2439288;-0,3371514;-0,6050603;-0,3963896;0,3327527;0,5667841;-0,8658421;-0,6488779;-0,5664041;0,5101674;0,8570316;-0,651021;-0,4867076;-0,2388748;-0,1701337;-0,5788517;0,6511114;0,01708615;0,1481816;0,7411709;0,1824728;-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908-0,9510908
46|TotallyRandom|0,01994482|0,5855687;-0,8012462;0,7908151;-0,05846989;-0,2555593;-0,3404621;-0,8698115;-0,3778669;-0,4376317;0,2609901;-0,9286375;-0,9974937;0,1383051;-0,6602101;0,4227979;0,9754233;0,6048119;0,2394825;-0,5022597;-0,5622106;0,3420961;0,2930801;-0,02591193;-0,9690678;0,1371113;-0,8369777;0,2508802;-0,5189095;-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775-0,7309775
47|RandomParents|0,01964666|-0,8021133;0,4805059;-0,5211871;-0,9668589;0,6189282;0,2520914;0,9309061;-0,2976516;0,7885766;-0,9208772;-0,6839111;0,2410835;0,443254;-0,8400598;0,6986618;0,6259933;0,5394323;-0,8842409;-0,4262043;0,3894233;-0,4941407;0,6760628;-0,4725925;0,7215409;-0,6199386;-0,5995929;0,8228831;0,03121197;-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897-0,5952897
48|TOP2|0,01933907|-0,02821171;0,5619407;0,1970531;-0,6691365;-0,3732401;0,3553528;0,4337172;-0,8730254;0,2857485;-0,2184254;-0,6630816;0,9852743;0,4103787;-0,1298114;-0,6612339;0,3689263;-0,09961522;-0,9364526;0,5038691;0,9670737;-0,6541309;0,9159691;-0,6376345;-0,7735176;0,2435058;-0,967557;
