Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,08960475
7|TOP2|0,04222975|-0,9447851;0,433479;0,3864367;0,912715;0,4382896;-0,2211779;-0,7100444;-0,264686;-0,1010588;0,2407075;-0,8336043;0,9330053;-0,9251957;-0,3500329;-0,222057;0,3320071;-0,3266317;0,9944725;-0,1583756;-0,02952754;-0,1179787;-0,6094544;-0,3119158;0,303163;-0,1677388;0,2468597;0,005195022;0,3228783;-0,2739843
8|TOP2|0,03287305|0,8017356;0,7755268;-0,9716499;-0,6912606;0,9144087;0,2647619;0,09328854;0,1954654;-0,6612072;-0,7052844;-0,6018343;0,2129754;-0,2369224;-0,3609127;-0,4276325;0,618768;-0,283547;-0,8944581;0,8559711;-0,03444326;-0,2812973;0,4617452;-0,3801225;-0,2608255;-0,5154831;-0,004557967;-0,07867563;-0,2258726;0,221645
9|TOP2|0,03134767|0,1466912;0,1126446;0,1729058;0,2319447;-0,05653179;-0,5734069;-0,2844466;-0,9869869;-0,5543664;0,4978561;-0,4047621;0,9461043;0,02983582;-0,5220733;0,007020593;-0,5226672;0,9856756;0,8796256;0,7621896;-0,3389729;0,1496159;-0,9890699;-0,2814883;0,36206;0,4534776;-0,4066218;0,4250266;0,1168662;0,1479694
10|RandomParents|0,03117092|0,1343304;0,1955019;0,5278316;-0,054052;0,3739814;0,7291059;0,08739316;0,09211028;0,2575557;0,558044;-0,8728306;0,6588209;-0,545934;-0,430689;-0,365466;0,1917862;0,9248352;-0,2891754;-0,6005015;0,4441228;0,13754;0,7563009;0,3690798;-0,3054422;-0,2525059;-0,1010932;-0,02231729;-0,6673555;0,3875313
11|TOP2|0,0311406|-0,5684407;-0,7560019;0,5296776;0,4475801;0,2893314;0,8375847;0,9032018;-0,4960066;-0,0462271;-0,08175385;-0,3834125;-0,02362835;-0,5646713;0,7517965;0,4175346;0,06806552;-0,5556159;0,7600513;-0,1336519;-0,0337137;0,5643728;-0,2784277;-0,8446629;0,7723823;-0,4384001;0,6942687;0,2874894;0,8070083;-0,1114341
12|TOP2|0,03046604|0,8825996;0,3474962;-0,7661841;-0,6774325;-0,7287576;0,1818231;-0,3544124;-0,0955385;0,5713108;-0,741694;-0,8768666;0,1883208;-0,7426565;-0,7560546;0,4645486;0,003017068;-0,3926097;-0,715631;-0,7255099;0,3289122;0,627439;0,06002462;-0,5077181;0,5005023;-0,6985455;0,4564914;0,7940199;-0,9267464;0,6401527
13|TOP2|0,02925722|-0,8163908;0,03692973;-0,6522353;0,3394897;-0,664866;0,6278234;-0,9537089;0,3326525;-0,8458323;0,4294214;0,5118616;0,5738368;-0,9029467;-0,5649049;0,4811082;0,102127;0,4458875;0,7840807;-0,5589805;-0,5262413;-0,2798499;0,7640154;-0,5415349;0,5258012;0,2871918;0,1658763;0,4060454;-0,7289689;0,6091762
14|TOP2|0,02873453|-0,5771263;0,0521189;0,4698403;-0,04187644;-0,567749;-0,3872253;-0,5499282;-0,7795861;-0,2892302;-0,730206;0,6838419;0,3257372;0,9839029;-0,6295431;-0,5210228;-0,5211787;-0,4810101;0,3494091;-0,3045207;-0,6946492;-0,09469569;-0,3848697;0,6817887;-0,0628823;-0,3355571;0,7183089;0,6248071;-0,2085687;-0,7179587
15|TOP2|0,02852331|0,5897722;0,9872403;-0,7596419;-0,5066071;-0,5365446;0,1213928;0,3627228;-0,3963822;0,385519;0,5116601;0,3118179;0,6972089;0,5303447;-0,6663275;-0,5268309;0,2364107;0,1179971;-0,7423692;-0,7380922;0,5701313;-0,3743809;0,3062942;-0,5978763;-0,3628184;0,2252434;-0,9788508;0,357013;0,970134;0,7030487
16|TOP2|0,02789608|0,04504693;-0,5315998;-0,6346691;0,2324148;0,7675292;-0,6374516;-0,1224502;-0,2552439;-0,91519;-0,6219261;0,6645887;0,3103037;-0,1279746;0,6234155;0,9557736;0,1521567;-0,2715343;0,4940221;0,5435767;-0,1764437;-0,4554774;-0,7568789;-0,424086;-0,9481404;0,4481978;-0,7056375;0,2457167;-0,04202068;0,4524467
17|TOP2|0,02772623|0,5794594;0,8313782;0,1995543;0,1240519;-0,7135084;0,9064443;0,350188;0,2274793;-0,8413718;-0,278447;0,9560032;-0,7475247;-0,5855131;0,7367914;-0,5907679;-0,3838731;0,8853877;0,2366563;0,06827056;-0,3500143;0,1504639;0,7074924;-0,9046295;0,9251935;-0,799968;-0,5623958;-0,8194485;0,7217686;-0,4803556
18|RandomParents|0,02742617|-0,8802071;-0,7913692;-0,2990559;0,02530086;-0,2433504;-0,7907341;0,7081466;0,3496189;-0,7022238;0,9879687;0,06886351;-0,5938857;-0,09011972;-0,7178848;0,2168242;-0,6278422;-0,2987193;-0,6340759;0,7452869;0,8836126;0,4412884;-0,4875096;0,8070278;0,9116971;0,5775604;-0,4457361;0,7616467;-0,3788472;-0,02334321
19|TOP2|0,02638778|-0,07847798;0,6527412;0,04164541;-0,1378316;-0,5528679;0,1160861;-0,584311;0,561933;-0,3806118;-0,2369794;-0,4229985;0,5713134;0,4519531;0,9175632;0,04919064;0,3283539;-0,5891821;0,1970264;0,9658184;0,4515981;-0,6531119;0,3998949;-0,9900033;-0,8053317;-0,1460558;-0,3090822;0,9555259;0,9351437;0,7693105
20|TotallyRandom|0,02630869|-0,3856274;0,07071626;-0,1977872;-0,8171101;0,3652169;-0,1655906;0,04206049;0,02134621;-0,5529563;0,5136285;-0,8538823;-0,705874;0,595721;-0,9880862;0,9097373;0,7118201;0,3991253;0,5823581;0,4332142;-0,7487774;0,1786999;0,465193;-0,1271406;-0,517796;0,1454931;0,2989216;0,6605678;-0,6119003;0,4993655
21|TOP2|0,02488574|-0,9101925;0,1476911;0,9917881;0,6629989;-0,6720278;-0,5473838;-0,6327467;0,2532403;-0,1175476;0,3816082;0,1466724;-0,202228;0,6458886;0,02551472;0,09693158;-0,7152219;0,8354225;0,9816933;-0,7734234;0,6495388;-0,8681984;0,896703;-0,3470389;0,08411872;0,6613173;-0,9592855;-0,4891251;-0,3587517;0,4156103
22|TOP2|0,02477109|-0,7746294;0,4946415;0,2667193;0,182618;-0,7191315;-0,6215036;-0,01404846;-0,6829309;-0,06496179;0,4602592;0,9978561;-0,6050832;0,4439099;-0,1677467;-0,2043549;-0,9103599;-0,8056014;0,431688;0,318964;0,1868354;-0,7950916;-0,1967102;0,4020014;-0,2563421;-0,5665708;0,2314445;0,5680146;0,6849272;-0,7055142
23|TotallyRandom|0,02439107|0,9915464;-0,00630033;0,04010904;-0,331061;0,1097251;0,2426466;-0,1078066;0,6099358;0,3020448;-0,6325216;-0,7644014;-0,6388335;-0,5506768;0,5544195;-0,6695042;-0,5092871;-0,04462492;0,6237366;0,5830228;0,2223314;0,2741718;0,5122294;0,9523494;0,3766696;0,4634285;0,2684047;0,0266906;0,1699528;-0,8492935
24|TOP2|0,02436463|0,2865529;-0,4117264;-0,2430719;-0,520998;0,2349175;-0,6326053;-0,1550323;0,8705971;-0,8678639;-0,06484139;-0,1653787;-0,1518334;0,8945715;0,3582918;0,76598;0,490967;0,8546052;-0,05750763;-0,388667;-0,5094197;0,9648781;-0,967099;-0,8677533;-0,3613936;-0,113459;-0,3926064;0,2171685;0,8076305;0,8024104
25|RandomParents|0,02395025|0,1293455;-0,3732842;0,3398816;0,7236497;0,8733888;0,4487977;-0,8470266;0,437464;0,8149154;0,6603022;-0,7308283;0,8204272;-0,3703896;-0,5079701;0,2724099;-0,3026069;-0,8014083;0,6311371;0,606215;-0,07852018;0,3803596;-0,6738701;-0,5179038;-0,6788852;0,750752;-0,5670369;-0,05753863;-0,2594579;0,457983
26|TOP2|0,02367194|0,2551608;0,09130371;-0,624635;0,2532763;0,4057316;-0,1822237;0,863441;-0,9447436;0,1269153;0,402564;0,8583744;0,025895;0,9688401;-0,1732672;-0,9487143;-0,2381767;-0,2423755;-0,9651179;-0,9379966;0,4257502;-0,7588785;-0,2495247;-0,7174606;0,8433077;-0,4748043;0,4449918;-0,2597698;-0,8070238;0,1496488
27|TotallyRandom|0,02351459|0,3980555;0,8317249;0,3495376;0,3651197;0,7230415;-0,6968665;-0,0688976;-0,9105937;-0,1441504;0,316437;-0,5035067;0,263201;0,643115;-0,1757594;0,2695582;0,3395095;0,6746275;0,743834;-0,8654063;0,2112042;-0,9815619;-0,124602;-0,4895695;0,661037;-0,9801872;-0,4072968;0,3589027;0,7119248;0,3374204
28|TOP2|0,02329902|0,6988065;0,707135;-0,09292829;0,8936918;0,6457219;-0,9813397;-0,4207634;-0,9873419;0,5641596;0,1869148;0,7779417;0,82974;-0,2707225;-0,5308654;0,0735482;-0,6676369;-0,7329304;0,2616763;0,124338;-0,8670051;-0,8404446;-0,2582034;-0,3049003;0,4629163;-0,1123871;-0,7796094;0,702029;0,5243628;0,6005521
29|TOP2|0,02306912|0,5828404;0,6726034;-0,7822168;0,04519904;0,6508374;-0,9283967;-0,2361795;0,2584967;-0,7919104;-0,5348697;0,8943493;-0,09655511;-0,714232;-0,841274;-0,7852178;0,6059098;0,8195159;0,3096177;0,5629716;0,105527;-0,06298506;0,1165501;0,1244859;0,2039682;0,2652466;0,9354861;-0,01022851;0,666024;0,6448617
30|TOP2|0,0228458|-0,9499502;-0,8952255;-0,1994535;-0,1789528;-0,4492778;-0,6100495;-0,7694244;0,9893751;0,2736947;0,55182;-0,2938098;-0,4263536;-0,6956851;0,5906503;-0,9053137;0,7285461;0,3824362;-0,04700696;0,2849033;-0,6249008;0,8578317;-0,5276759;-0,7105069;0,6224828;0,8472612;-0,8595028;-0,4311653;0,653446;-0,1968962
31|TOP2|0,02282334|0,7753406;-0,4751164;-0,5688481;-0,4284335;-0,6814342;-0,6812882;-0,9842601;-0,6098111;-0,36984;-0,2393314;0,3099842;0,4512043;0,1054446;-0,5943966;-0,7265956;-0,3873197;0,5407579;-0,1632782;0,8254163;-0,6045575;-0,175269;-0,07813036;-0,2860924;-0,6726229;0,1729034;-0,2243041;0,810406;-0,6932681;0,9456048
32|TOP2|0,02273426|0,283751;0,4506316;0,3014664;-0,2673053;-0,4764587;-0,8715143;0,8138583;-0,5674412;0,1469828;0,4991803;-0,9746683;-0,1136957;-0,9536941;0,6621914;0,5274096;0,7130032;0,1877497;0,3847477;0,5684402;-0,9049895;-0,1645776;-0,1557058;0,9792166;0,4005081;0,1501504;-0,1789242;-0,6067622;0,6651125;-0,2602676
33|TOP2|0,02270257|0,6329775;0,3121609;0,8223391;0,07014573;0,4534995;0,8800318;-0,02106559;-0,1608588;-0,2484914;-0,2862195;-0,3050653;0,2833461;0,01558864;-0,3419675;-0,8138142;0,1194285;0,6223514;-0,9324632;-0,4421023;-0,2616652;0,5206258;-0,3913275;0,2325011;0,4646196;0,6695645;0,3075726;0,5805216;-0,2363969;0,5871134
34|TOP2|0,02241724|-0,3702682;-0,1398288;0,2540929;0,245391;-0,7174737;0,02148211;0,8472321;-0,6441109;0,7004859;0,5396848;0,9613581;0,3383467;-0,792376;-0,7371969;0,7977479;-0,1828433;-0,5759678;-0,7989542;0,901737;0,1952957;0,2408155;0,2971732;0,3430519;0,7203128;0,4805371;0,435929;0,7267723;-0,1933328;0,6915166
35|TOP2|0,02230372|0,5809219;-0,9674051;0,001071572;-0,3021227;-0,3500308;0,4244969;-0,7016542;0,3315069;0,339097;-0,669075;-0,7054536;-0,7645299;0,6455586;-0,4489466;0,3516805;0,6315591;-0,2770911;0,1379489;0,1099845;0,2176701;-0,6236215;-0,3924567;0,5351555;0,8519278;0,8852301;-0,3545491;0,8469031;0,7511995;-0,02279794
36|TOP2|0,02212454|-0,8980422;0,4934201;-0,9422684;0,1401266;-0,6320288;0,6631842;0,1903197;-0,7293968;-0,5404563;-0,09162605;-0,8583269;0,3044216;-0,889472;0,7801535;0,3923104;-0,6442654;-0,6610162;-0,3880032;-0,157221;-0,3544079;0,1265422;-0,4924546;-0,4503402;0,4199028;-0,2440108;0,4186129;0,265229;0,9754043;0,7468109
37|TOP2|0,02168573|0,4965098;0,2626576;-0,1291817;0,3644092;0,1856922;-0,0795182;0,8167019;0,107258;0,09225166;0,4152398;-0,18352;0,8869913;0,5450208;0,9484513;0,3418791;-0,3431772;-0,1021248;-0,6923914;-0,5665669;0,5669522;-0,9977386;-0,3037163;-0,8877873;0,794569;0,4658584;0,8847916;0,2781689;0,4881787;0,9183702
38|TOP2|0,02159276|-0,399388;-0,6332452;0,8818531;-0,7302184;-0,2348493;-0,3656474;-0,745023;-0,8267391;-0,09207356;0,2921252;0,4989836;-0,8530648;0,9920981;-0,85602;-0,5447519;-0,7105436;0,8046081;-0,6011188;0,05339968;0,959796;0,8108463;-0,5062785;0,1357237;-0,009299874;-0,4033598;0,4006982;0,620573;0,3725834;-0,4406615
39|TOP2|0,0211246|0,3372643;0,05152357;0,6034555;-0,3149928;0,8334093;0,08418858;-0,321813;0,1078299;0,1961097;-0,4454893;0,6548018;-0,2809047;0,6517751;-0,5776446;0,584007;0,06890571;0,9611175;0,6780136;0,6465664;0,6175497;-0,1438106;-0,7504828;0,4492619;-0,9892521;0,6045496;-0,3289667;-0,77865;-0,5996039;-0,3633522
40|TOP2|0,0209918|0,1552957;-0,1791159;-0,6084225;-0,8179491;-0,344148;-0,5693192;0,9350743;0,463103;-0,4493066;-0,05383432;-0,4396085;-0,900425;0,923434;0,6488836;-0,5900238;-0,745275;-0,2050534;0,4529438;0,1292659;-0,442372;0,06235373;-0,7426786;-0,9463971;-0,8979783;-0,998353;0,4509883;0,9034209;-0,1564134;-0,6744645
41|TOP2|0,0209859|-0,9586442;-0,7108774;-0,2146724;0,9682529;0,4053528;-0,2361466;0,2445768;0,9621525;0,3222227;-0,8042743;-0,9170194;0,0980345;-0,6163845;0,6257534;-0,6593142;0,968663;0,3381262;-0,2815799;0,2953419;-0,2950209;0,9184704;0,29692;0,310843;-0,8840568;0,9136727;0,837028;0,7130759;0,2243918;0,3394859
42|TOP2|0,02095014|0,4882514;-0,4354085;-0,8683746;-0,9930115;-0,4779295;-0,0345403;-0,429469;0,3004291;-0,5238302;-0,2437819;-0,4729339;-0,3941828;-0,197539;-0,3258566;-0,01640499;0,4752049;0,4374788;0,1434206;-0,07945311;-0,8350456;0,9797063;0,1529654;0,8421152;0,8910677;-0,4415933;0,3710043;0,3765411;-0,01559103;-0,6700823
43|TOP2|0,02076719|-0,3168758;0,7875571;-0,1016864;-0,9669337;0,7691126;-0,9192677;0,08040559;0,003969789;0,4848189;0,2763509;0,3290157;0,989557;-0,3615769;-0,1119806;0,9511678;0,9080744;0,3549792;-0,9618032;0,02609479;0,8537295;0,5547938;-0,9809265;-0,6237626;-0,664897;-0,4951292;-0,7068515;-0,5419328;-0,9652658;-0,4783622
44|TOP2|0,02069209|-0,3715838;-0,5905354;-0,1046118;0,02237666;-0,3970073;0,2289656;-0,6123447;0,3474059;0,8691239;-0,4580954;-0,076455;0,1310354;-0,6183193;-0,6316974;0,6021595;-0,5430231;0,3778722;-0,01852953;0,9495888;0,9357655;0,11487;0,8478572;-0,5958395;-0,6304064;0,3948061;0,9940357;-0,5496774;0,7035661;0,925343
45|TOP2|0,0205066|0,3012736;-0,8261271;0,5785928;0,3313365;0,718199;-0,8200207;-0,6173744;0,1054798;0,5913329;0,8085639;-0,3357919;-0,1853529;-0,6579003;0,149187;0,7367234;-0,01215708;0,1731507;-0,9474471;0,3996217;0,7010489;0,9619741;0,3625676;0,5188656;-0,1043612;-0,9515994;0,4713072;-0,6597476;-0,6458838;0,3112154
46|RandomParents|0,02045898|0,247348;0,8235803;0,4360349;0,9729877;0,3769335;0,8149364;-0,1971527;0,2557001;-0,1290864;-0,08486545;0,4762029;-0,08966672;-0,5286305;-0,8768528;0,02087677;0,9908996;0,3221419;-0,8663182;0,1247543;-0,6856573;-0,5750208;-0,7710865;-0,6007576;0,3678934;0,09087169;-0,05023324;0,9448287;0,2835324;-0,8913176
47|TOP2|0,02036902|0,02434671;0,1640295;0,5728393;-0,2707678;-0,2074059;0,04434597;0,2563388;-0,5292377;0,3704819;0,26706;0,8159153;-0,1745242;-0,5910432;-0,8105793;0,6459079;-0,9066694;0,2502837;-0,6963594;0,3021195;-0,969032;0,7940934;-0,01903546;-0,1756433;0,9571714;0,4392566;-0,6578228;0,5658331;0,9735258;0,7611356
48|TOP2|0,01820577|-0,9507089;-0,2659935;0,629411;-0,1175543;0,2386619;0,4891555;0,7117627;-0,6108029;-0,4185694;0,6380596;0,9283476;0,3871827;-0,4927472;-0,8909857;-0,7657335;0,8717995;0,8213067;0,8691173;-0,9707298;0,0356282;0,1507257;0,7168155;0,3118641;-0,2414032;-0,6383538;-0,6696255;-0,937366;-0,01861703;-0,2726585
49|RandomParents|0,01574334|-0,05797708;0,52934;0,1788396;0,9073987;0,857554;-0,001990914;0,9391983;0,2200743;-0,1486579;-0,9074278;-0,1787552;0,3697891;0,1407586;-0,06607163;0,3787925;-0,5824275;0,1582476;0,1505545;0,5327992;0,264935;0,9223394;-0,8302794;0,6684825;0,7012262;-0,9673
