Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,07755684
N TotallyRandom: 2 | N RandomParents: 0 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,07755684|-3,100645;1,681663;2,323717;4,290728;-1,625783;-1,307822;2,840944;4,752061;1,396312;-1,088182;-1,433796;-1,510735;2,72608;3,576348;-3,780182;-0,8898001;-1,222826;4,524305;0,0789566;4,89378;-2,217807;1,60324;2,262372;-1,392037;-0,3737288;1,389997
1|TOP2|0,02215902|-1,559189;-1,435577;0,5445309;1,03129;1,408636;-3,116562;-4,78126;-0,06666613;3,440661;-0,8687825;4,777537;0,9600945;-2,156131;-4,133528;3,376327;3,830981;1,067972;-1,0088;4,478676;-1,394907;-3,723272;-1,79849;1,794239;1,733259;-1,382522;4,315013
2|TOP2|0,02012119|-1,584163;-2,168239;-4,782586;-1,022303;-4,363007;-3,492785;2,00404;0,9603219;4,806452;0,1698046;-0,0519495;-0,8802991;0,8196168;0,940742;2,609761;-4,978512;-0,8840556;-3,453952;-1,278112;0,5918689;-4,507865;-1,862696;-1,810163;-0,8358593;-3,718028;1,170389
3|TOP2|0,02011172|-0,6099992;-1,998039;-3,465695;3,39266;3,730972;1,811615;3,386963;-1,964717;2,083073;-3,699094;-2,714703;0,9390216;2,535939;-0,804872;-3,918878;0,1095886;2,00914;-0,2623158;-1,497288;-4,562689;2,445131;3,117572;3,390253;-3,801326;0,05683708;0,6996255
4|TOP2|0,01864204|-4,315223;4,910254;0,7478566;2,450195;-0,6244917;1,478928;2,144885;-3,395619;0,224493;0,7939644;3,423766;2,294109;-0,1011639;-4,3634;-2,93826;0,980597;-1,55684;-3,931013;-3,147832;2,089958;-4,960123;-4,202088;2,881738;4,977949;-0,443749;4,999571
5|TOP2|0,01862996|-2,3213;-4,67717;1,37758;-1,396668;1,029108;-1,925823;2,669268;0,8036404;-1,894567;-0,1821356;1,034794;2,716952;1,833665;1,710656;4,758944;0,4863362;-4,419809;1,170421;4,18848;-1,122132;0,4576092;3,301597;0,5911546;-1,000618;0,2145381;0,6500273
6|TOP2|0,01702535|1,376691;-3,070276;-1,786967;1,735535;-2,967694;-1,910606;3,017694;0,1961322;-2,203942;-4,789777;-0,8694811;-0,195219;-3,377683;0,6741614;-3,622278;4,773178;1,074421;3,344947;1,120964;1,767251;-2,404237;0,4067082;-3,558958;-4,653074;-0,4344411;3,176291
7|TOP2|0,01694334|-2,315926;2,952414;-1,887643;1,891229;-1,098644;1,515667;4,207331;-1,229949;-0,5370851;-4,499432;-0,2024322;-4,814683;2,687335;4,160523;1,727278;0,3621154;0,04728508;3,750645;3,169727;-1,110301;1,958492;0,1719313;-2,682712;-4,229026;0,2581758;3,875908
8|TOP2|0,01685443|-0,3853111;-1,649322;2,039392;3,442852;1,396642;-1,22574;-1,136399;3,073719;-4,476443;-2,831286;2,616594;-1,878001;1,110271;2,023311;1,165023;-4,326826;-1,652742;0,1829867;-2,475701;-1,216523;-4,823923;2,284086;-0,8345909;-0,7560177;2,952119;-0,8095403
9|TOP2|0,01570123|1,544114;-2,518237;-1,872954;-3,040408;3,285817;-3,615706;-4,410182;-2,919264;3,893181;-2,087474;-2,076792;3,28184;0,6058412;2,993897;0,9317441;-0,6149678;-4,247499;2,224288;-3,069705;-3,135698;0,07539797;3,366364;1,682992;-2,742708;2,465293;-3,985676
10|TOP2|0,01566036|-3,985476;-1,873478;4,414227;2,347798;-4,434282;0,540082;-3,065448;3,077035;-4,36095;-1,70042;-1,029138;-3,841156;-0,5334764;3,341343;-3,172007;-3,156979;-2,360241;2,286521;2,916826;0,8400922;-3,281;1,43408;-2,982401;0,423562;0,2214746;-1,871988
11|TOP2|0,01563367|-1,874791;4,485241;-3,46048;-4,507492;-3,199718;1,385352;1,426544;0,1436849;3,413373;1,108585;-0,4707818;-0,3397088;-2,875334;-3,394909;3,916593;-2,939769;4,143802;-3,765474;-3,691675;1,855119;-1,82475;-0,374095;1,508837;-3,268753;-2,950434;2,97463
12|TOP2|0,01554903|3,503069;-3,059938;-1,341676;1,320285;-4,794141;3,553211;-4,366613;-4,701147;1,039361;4,282537;4,950885;-1,832289;3,882118;-1,310715;-4,953118;3,74977;4,12142;-3,636772;-2,003378;-4,036839;-2,093372;1,357422;-4,464243;-3,337127;4,602217;3,481692
13|TOP2|0,01553959|-4,45321;2,50403;-4,86216;1,171585;2,595955;3,142855;-2,025175;0,5383844;-4,603461;-0,07693577;-0,8974915;-0,9759111;2,231004;-2,879896;3,85393;0,9493227;1,316272;-3,855706;-2,878044;-0,8514051;-1,66125;4,027595;-4,265215;-0,8605866;2,419437;0,397573
14|TOP2|0,01550303|2,049983;-1,310313;2,763997;1,144244;-1,549073;4,890913;4,40761;-1,265032;-3,350475;0,8154483;-1,951658;1,925462;-2,54156;-0,6732993;0,7468038;-1,775475;-1,106053;-1,567724;0,3239708;0,1586823;-0,2834778;3,829597;0,4661961;-0,4208927;2,864172;-0,28477
15|TOP2|0,0154996|1,977817;2,623844;1,923816;0,2267747;3,80085;-1,796586;4,983234;3,267373;3,698424;3,74709;0,6180339;1,445346;3,126515;-3,330568;2,481086;3,801054;-2,328395;0,7434802;-0,2737002;-2,825377;3,028216;-2,844748;3,470424;-1,300342;1,117883;4,958486
16|TOP2|0,01544931|0,5549459;4,991784;-2,785684;-0,9153051;-3,448883;-3,797979;4,613148;-0,6592875;1,122463;1,401733;3,509989;0,5189962;3,830178;-2,73286;4,089052;-4,86581;-2,021434;1,57258;-4,44025;4,378346;-4,072715;-0,04567099;3,125172;-0,5701618;4,822197;-0,5499535
17|TOP2|0,01540725|-1,206111;-0,8303137;2,91102;4,185188;0,9594388;-1,989415;-3,879766;-4,266468;4,315553;3,630503;-3,769864;-0,3441315;-4,871427;-1,243084;-2,809001;-4,350863;1,529992;4,920617;-3,011254;3,050741;2,091957;2,782775;-1,696125;-0,4506941;3,826278;0,9160881
18|TOP2|0,01538195|-4,417166;-1,515889;-1,737659;4,137521;-0,2720423;-0,6899948;-2,45158;1,843735;-1,237379;-0,7212167;-1,311469;2,120071;-3,104483;1,498811;-4,945505;-4,246625;4,944484;2,531736;2,225256;4,387797;3,153248;4,613103;4,595654;-2,09624;1,566768;0,8568902
19|TotallyRandom|0,01536615|4,887096;-1,78113;-4,044309;3,167753;1,233714;-4,965706;4,986044;-4,877067;-1,794228;-2,969382;4,199377;-2,239178;2,121708;-3,52038;-2,93225;1,960994;-1,586886;1,54214;-0,4846926;-1,985393;-1,725707;-4,458046;1,084743;4,684612;4,270391;-1,293611
20|TOP2|0,01535294|1,255274;-1,017878;4,918437;-2,212277;4,323238;1,273091;-4,471458;3,152751;1,542401;0,4832511;-0,1520152;-0,5423861;-3,542387;3,061142;-0,5510025;3,125792;-4,780707;-2,360649;3,338624;1,670027;1,457937;-1,898501;3,789633;3,093752;3,781044;-4,749546
21|TOP2|0,01534504|-1,597398;0,846395;2,672271;-3,620173;-2,553713;4,636064;0,03689003;4,897346;2,651301;-2,816792;-0,7214661;3,349687;1,867252;0,9924264;-3,952808;0,5868893;0,4394932;0,3467293;2,887817;-2,905128;3,541799;4,365045;-2,612083;-1,29018;3,376513;2,712764
22|TOP2|0,01531063|-3,785262;1,896853;-0,6708331;4,937487;0,2679915;-3,34969;-2,466844;4,027281;-1,443042;2,197173;3,799372;-0,7263832;1,414965;-0,541728;-3,010612;3,078844;2,087841;-1,645929;-3,945067;2,799752;-3,966895;3,907009;4,375893;-3,813662;4,893289;-3,468668
23|TOP2|0,01530957|-4,751124;0,4759951;2,394362;-4,342309;-0,8979197;-1,438536;-1,306846;2,536426;-2,134573;-3,431588;0,3114433;0,7026358;-1,600609;-1,685918;1,320776;-1,344602;-1,136028;-0,1043196;-3,451939;-4,189075;3,74497;4,72891;4,889476;-1,670317;3,002712;-2,451802
24|TOP2|0,01530245|-4,815599;0,1189013;0,3048892;1,970831;1,401247;-3,549236;0,1608353;-2,848115;4,369812;1,336387;-3,576537;3,686099;-3,226423;-1,499459;-1,518031;-4,957264;-4,020652;-1,711185;-2,49043;-2,83766;3,154035;3,547392;-4,059689;4,021216;3,657587;3,195048
25|TOP2|0,01520152|3,076488;3,319753;4,656338;3,231696;-0,9762793;0,00106144;1,695908;-3,518889;3,506074;-4,649906;-4,243595;2,393546;0,8295779;1,79312;0,3931098;1,47944;-1,340403;3,507665;1,907276;2,948755;-3,603263;4,311553;4,226023;3,291392;0,0078969;-2,085878
26|TOP2|0,01493127|2,279723;-2,489733;0,6597991;-0,975544;0,6259923;-3,146466;-0,7254295;3,1212;-3,38099;-2,924975;3,221069;-0,5296283;3,772552;1,820366;1,57761;4,190861;4,381076;-0,4300075;3,899189;1,715028;1,532795;0,4051347;1,247523;-3,094678;-0,6852012;-0,4128079
27|TOP2|0,01471364|-0,2119012;0,7651715;0,141911;1,233987;-0,2475495;-2,890117;-4,811848;-4,248585;-3,367378;1,262771;-2,433057;-2,330251;3,770897;-0,9719353;1,015187;-4,759532;1,449507;-3,800167;-2,132679;4,812122;1,017206;0,2033038;-4,543811;-2,050455;-0,8393888;-1,463911
28|TOP2|0,01355445|-1,949213;3,210911;-4,107236;-2,482745;4,017254;0,78898;2,235747;-4,316765;1,958247;-3,424291;-2,734187;2,001842;-1,825766;-4,798986;-0,7476525;-4,456719;3,361763;2,314141;-2,485862;0,4468603;0,03320885;-3,763716;-0,9952421;-4,939772;2,389371;-3,680513
29|TotallyRandom|0,01348775|2,104486;-0,9088473;0,1858907;4,771567;-1,749108;-3,816159;3,168731;3,865834;-3,541154;4,027975;1,83604;3,407848;4,726053;1,709946;-1,78899;-3,168321;-4,298425;3,919037;-2,609058;2,078354;-3,827878;-4,372195;-4,198427;-1,157065;-2,23435;-4,59517
