Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1027374
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,1027374|0,172263;-0,8058143;-0,04777396;-0,7813344;0,691463;-0,8517752;-0,7485614;-0,769237;0,3768472;0,4162006;0,459723;-0,6981659;0,2434868;-0,2883872;-0,1933862;-0,1331865;-0,8905284;0,4721133;0,7329025;0,4702749;0,001648068;0,9692156;-0,210358;-0,5498736;0,9373596;-0,8709774
1|TOP2|0,08588913|-0,1697994;0,6744061;0,3801431;0,558959;0,9814978;-0,3787757;0,5868356;0,05290949;0,6195223;0,07492888;0,6271567;0,1297706;-0,3351787;0,9407291;0,927094;0,5985937;0,3917913;-0,428773;0,9514701;0,2413841;0,7552688;0,8513312;0,4593825;0,03104556;0,08590138;-0,2870601
2|TOP2|0,07135242|-0,04253304;0,4054773;0,04551923;0,0126642;-0,9448094;-0,04478538;-0,4733566;-0,6015122;-0,9940741;0,2909009;0,7978137;-0,1362325;-0,2483352;-0,7584765;-0,6573739;0,6291766;-0,8212497;0,7540686;0,7775779;0,1597437;-0,432907;0,9226639;0,6563191;0,5170431;0,4236302;-0,9410255
3|TOP2|0,06902035|0,9757962;0,5829751;-0,9858649;0,209479;-0,04761541;-0,1804279;-0,1120039;-0,938015;0,8012538;-0,2673966;0,2272488;-0,07905138;-0,4375836;0,1462888;-0,03690326;-0,01166975;-0,9076228;0,7956827;-0,6484764;-0,9771049;0,4233634;-0,2496625;-0,4558538;0,9277503;0,5695848;-0,8253634
4|TOP2|0,06750176|0,3739474;-0,5202827;0,1375998;-0,739193;-0,6806614;-0,2832865;-0,9699018;-0,4562289;-0,2003571;-0,747508;-0,5460148;-0,9582558;0,7805281;0,3189752;0,4264598;0,6461453;-0,6231787;0,8307338;-0,4283415;0,4994044;0,3787338;-0,8704765;0,3550734;0,4865329;0,06245863;0,07348812
5|TOP2|0,065828|-0,9536409;-0,2289861;-0,4838334;-0,6271496;0,1788994;0,1112415;0,9762192;0,5377204;0,5078359;0,6103671;0,3505914;-0,600246;0,3893525;0,09602964;-0,7477036;-0,8160577;-0,3862447;0,6692207;-0,7150362;-0,1811486;0,4404576;-0,1404508;0,9407365;0,8517463;0,298953;-0,5408349
6|TOP2|0,06515691|0,8065686;-0,02177799;0,3652196;0,374705;0,7405589;-0,1565903;-0,3550156;-0,8751767;-0,4981216;0,7098742;-0,7796366;0,96732;-0,982831;0,9205694;0,1219822;-0,1368393;0,3548543;-0,4498016;-0,9047928;-0,9564936;0,8146663;0,5714993;-0,4490923;-0,4364966;0,4583258;-0,7028739
7|TOP2|0,05160431|-0,4034656;-0,1943852;0,6375778;0,4690375;-0,5067916;0,5625465;-0,1601065;-0,9604237;-0,7196858;-0,3187302;0,2326885;0,1451539;-0,158739;-0,5948913;0,2738008;-0,09732068;0,04249752;0,300863;-0,0470258;0,9889617;-0,4209093;-0,7920094;0,5778158;0,06026828;0,4154155;-0,4041873
