Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1129567
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,1129567|0,4966502;-0,8528509;0,3613994;-0,4173502;-0,7113159;0,7938271;0,038921;0,05012071;0,1747571;0,7664452;0,5473344;0,997153;-0,4579753;0,9281332;-0,4368969;0,4318137;-0,22991;-0,9352326;-0,1288847;0,8294384;0,6089072;-0,2824272;-0,3878084;-0,5950639;0,8629589;-0,5540767
1|RandomParents|0,08634934|0,2142512;0,9566674;-0,4377631;0,9758916;0,5299544;0,830488;-0,4434043;-0,859812;0,8814745;0,08811462;-0,6565566;0,04155314;0,8454976;0,5442634;-0,8485036;0,3654864;-0,1668955;0,8610861;0,08218277;0,3712885;0,3908181;0,9091659;0,3201449;0,5295942;0,4096133;-0,986455
2|TOP2|0,08570678|0,4189305;0,3381359;0,9513972;0,3995182;-0,1798023;0,5550749;0,475477;0,3381641;0,5013568;-0,9682887;0,1632601;0,7250884;-0,8948703;-0,5717995;0,05623233;0,3454191;0,7471032;-0,08338225;-0,7574148;0,5593038;0,7530227;-0,6077845;-0,6187325;0,04676807;0,202468;-0,2557429
3|TOP2|0,08391225|0,2349445;0,991874;0,2251853;0,2282046;-0,6071005;-0,6872408;-0,4432145;0,2742305;-0,9095705;-0,1090475;0,7226269;0,5230234;0,4229426;0,7877169;-0,4847027;-0,4571952;-0,08637583;-0,025226;-0,8117194;0,4687428;-0,6783535;-0,959044;-0,7112789;0,8143077;0,8899794;-0,8123472
4|TOP2|0,06563502|0,822953;-0,496961;0,8050375;0,3747635;-0,8057301;0,2444545;-0,01404536;-0,3308648;-0,2026023;-0,6488152;-0,6781499;-0,3053788;0,3026714;-0,8656375;-0,4169952;0,3446819;0,07635057;0,2809198;-0,7888629;-0,3420733;0,6350675;-0,5277734;0,6183257;0,3178084;-0,1766547;0,210332
5|TOP2|0,04963659|0,3527512;0,7145908;-0,2894701;0,8157444;-0,2080621;0,4216048;-0,8964071;0,7919161;-0,469082;0,6186805;0,7761068;-0,1908914;0,302619;-0,7214758;0,3450839;0,09334934;0,1565849;0,5500979;0,6134911;0,6146572;0,1551784;-0,6565676;0,1339558;0,6455786;-0,2816113;0,1059335
6|TOP2|0,03785312|-0,6970823;0,0803355;-0,2079471;0,7600555;-0,002404094;-0,9475951;0,7711217;-0,710685;-0,6639183;0,3018591;0,1153535;0,4219274;-0,1054615;0,9053273;-0,3302108;0,5056787;0,7618132;0,3871662;-0,7547119;-0,7229636;-0,9836321;-0,4420797;0,3246045;-0,6743464;0,9749031;-0,4911598
7|TOP2|0,0368121|0,6911845;-0,01342928;-0,5784626;-0,660907;-0,8291705;0,770781;-0,3134478;0,7201815;0,1138293;0,5565455;-0,8709147;-0,2207652;0,1301128;-0,4621769;-0,5501349;-0,3570939;-0,4649965;0,1658577;0,8692789;0,4843123;0,7086122;-0,03710282;-0,09273827;-0,7718053;0,6575267;-0,2203931
