Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,09435767
7|RandomParents|0,02448773|0,3141753;0,7582734;0,4212026;0,1850032;-0,2132987;-0,7941482;-0,928287;-0,04846728;0,6071777;0,897613;-0,8921764;-0,07805121;-0,8871307;0,3237624;-0,3151351;-0,5979536;0,05420935;-0,9677072;-0,1545423;0,7498651;-0,4064113;0,7962825;-0,9797323;0,6927752;0,2758255;-0,1687955;0,5381248;0,6351049;-0,5490248
8|TOP2|0,02419225|0,4168596;0,4861815;0,5807419;0,1789173;-0,08686984;-0,4561545;0,4196052;-0,2443439;0,5876873;0,9914501;0,3166198;-0,8037999;-0,4148008;0,5027928;-0,05686986;-0,2624418;0,6607075;-0,1535712;-0,7829721;0,4993832;-0,4872297;0,1643363;-0,01868069;-0,3522254;0,2208992;0,8891335;0,7737734;0,1493219;0,1892251
9|TotallyRandom|0,02384948|0,3099401;0,6027884;-0,5119374;-0,1923393;-0,8525164;0,4013643;-0,3411959;-0,9632726;0,2624366;0,3175802;0,9292014;-0,01254261;-0,7855501;-0,7776272;0,2364153;0,05481899;-0,8027887;0,0533365;-0,1825663;-0,09073031;0,3169853;0,2277833;0,8488407;-0,1612202;0,134503;-0,6238859;0,9082551;0,7291694;-0,311679
10|TOP2|0,02381136|-0,8661621;0,6511283;-0,7737048;0,7415016;0,04013383;-0,4068216;-0,8783939;0,9463966;0,2332131;0,9375794;0,5729105;0,2452942;-0,4980251;-0,6501379;-0,09386933;-0,428135;0,8984151;-0,4623696;0,8313723;-0,168414;0,03673208;-0,7092545;0,6119618;0,9252396;-0,3282493;0,200606;-0,4161698;0,5691884;0,1022044
11|TotallyRandom|0,02374425|0,8957493;0,4499695;0,5262735;0,1188134;-0,5223019;0,04095376;-0,3305238;0,8341212;-0,2673501;0,9331315;-0,6517453;0,2695045;0,4540558;0,01749384;0,4515397;0,06258643;-0,9736965;0,3551974;-0,3995122;-0,4468583;0,7496204;-0,6321604;0,3215253;0,7507942;-0,09087908;0,07878935;-0,7357664;0,7860804;0,08255589
12|TOP2|0,02365896|-0,3028876;0,4728799;-0,2893628;0,9302652;-0,08211362;0,9819505;-0,8044305;0,980135;-0,3623933;0,1269037;-0,3457979;0,7027054;0,1927189;0,6380396;0,7865653;-0,1276661;0,4360187;-0,8960857;0,5208521;-0,08540976;0,6649227;0,7404187;-0,6469278;0,1794745;0,01944315;0,9420171;0,4326393;0,01345074;-0,9776211
13|RandomParents|0,02359409|-0,140376;0,5831187;-0,9197073;-0,9240317;-0,6032836;-0,2625865;0,2365829;-0,9178929;-0,5876055;0,1833462;-0,8889704;-0,9815004;0,8784032;0,1324631;0,770771;-0,9923186;-0,3731655;0,4946501;0,1686;-0,9686475;-0,0664252;0,1057302;-0,2177488;0,2077962;0,520498;0,2318002;0,3163438;0,2292424;0,3079645
14|TOP2|0,02348083|-0,6769958;0,7711661;0,602375;0,9874396;0,3774557;0,7830925;-0,3299528;0,4830093;0,2487756;-0,2026769;-0,8071272;0,7182679;-0,5758946;0,1642157;-0,6918423;0,06587565;0,6253116;0,1299855;-0,6541276;-0,1467565;0,1936098;0,1961607;0,7520642;0,2217654;-0,2495712;-0,1497723;0,6901529;-0,008297324;-0,05158675
15|TOP2|0,02315017|-0,2360018;0,3077345;-0,1783694;0,2105728;0,2004865;-0,8133996;0,2806656;0,9480181;-0,09681928;-0,2624444;-0,2367889;-0,6001754;0,0208801;0,9046082;0,5678451;0,3548279;-0,7635787;-0,03310454;-0,6129105;0,2102712;0,2513945;0,7257714;-0,08868301;0,1582693;-0,09778154;-0,2390217;0,5461664;-0,9178019;0,0593189
16|TOP2|0,02229132|0,7347643;-0,7868593;-0,5041823;-0,767472;-0,6841781;0,160314;-0,3881625;-0,7925653;-0,9734311;0,2894532;0,0837394;0,8685808;-0,8969951;-0,8646219;-0,264757;-0,6114793;0,63849;0,924588;-0,6000464;0,6252959;0,4632711;0,9591327;-0,5774395;-0,6521475;0,8625224;-0,691371;-0,6014736;0,7325954;0,7891226
17|TOP2|0,02191371|-0,5944932;0,06539547;0,8977838;0,9104409;0,9483476;-0,7803769;-0,6470203;-0,2645236;0,9461088;-0,04683602;0,3399012;-0,9224877;-0,8754814;-0,5657885;-0,8379033;-0,6479566;-0,8683872;0,8099897;0,9126515;0,5668201;-0,1855694;-0,9037519;-0,9540453;-0,9659123;0,8260074;-0,7758987;-0,5996375;0,888799;0,5909648
18|TOP2|0,02158776|-0,5667489;-0,001154065;0,3743369;-0,05247796;-0,8310161;0,2802639;0,07304966;0,8846099;-0,7501454;-0,8035984;0,3632407;0,9363217;0,9485011;0,7804499;-0,393339;0,7378705;-0,928149;0,6123395;0,2381147;-0,6155496;-0,4722797;0,3556764;-0,2139791;-0,8399854;0,899754;-0,572732;-0,2840222;-0,5752923;-0,1498584
19|TOP2|0,02139638|0,03259599;-0,6843987;0,6393859;-0,395928;0,2292246;0,8735957;-0,03658426;0,2945227;0,7268801;-0,3097829;-0,9291086;0,3405161;0,09632123;0,2435855;0,299102;0,4312303;-0,9180713;-0,0951823;0,5712512;0,8224194;0,1400207;0,3675732;-0,2864751;-0,5163419;0,2638511;-0,5738323;-0,03354585;-0,0644685;0,8752313
20|TOP2|0,02135336|-0,2316283;0,8696227;-0,4827;-0,2414385;0,4531121;-0,5592651;-0,7233024;-0,9066541;0,3090973;0,7312717;0,4388449;0,08565295;-0,244893;0,6300888;0,3900671;-0,5713096;0,252654;-0,1853575;0,9794478;-0,454893;-0,1893815;0,2603607;-0,5229678;0,2210757;-0,5246041;-0,1273307;-0,2321533;-0,6602795;-0,187076
21|TOP2|0,02116351|0,1020209;0,2891767;-0,2191216;0,4236886;-0,6419299;-0,2498003;0,5601411;0,534879;0,29939;0,7132435;0,3310709;0,06197083;0,3675282;-0,4436294;0,3662824;-0,4299783;-0,8107688;0,6473753;0,8429656;0,6335402;-0,7234898;0,349359;0,4933181;0,7245231;-0,9598246;0,2429162;0,9099138;-0,3578151;-0,647388
22|TOP2|0,0211271|0,8870983;0,975143;-0,9838135;0,4300265;0,6824439;-0,5894151;-0,9497893;-0,6295469;0,07105911;-0,877074;-0,4751769;0,7987032;-0,174281;0,1148957;0,1606678;-0,5935524;0,4660971;-0,1574823;0,5316486;-0,9159255;0,9451799;0,3529548;-0,9923184;0,981112;0,7403765;-0,7676125;0,4213068;-0,2286993;0,5706253
23|TotallyRandom|0,02089657|-0,9463048;-0,04856122;0,3673961;-0,6951208;0,07764065;-0,9553254;-0,6213694;-0,007373452;0,2355551;-0,4441234;0,05445659;0,5396521;0,4436435;-0,9234402;0,1337394;0,8955555;0,4774456;0,1977617;-0,0101217;-0,8460186;0,893276;-0,7828684;-0,6238101;-0,5003052;-0,0720917;-0,9219315;0,4158911;0,3176117;0,9038465
24|TOP2|0,0207434|0,2957561;0,9846139;0,6874075;0,9520984;-0,01731813;-0,704427;-0,7637348;-0,3655492;-0,8041008;0,9294479;0,3624975;0,5517035;-0,5739059;0,09724152;-0,2567099;0,1860784;0,4433274;-0,4255811;-0,4808084;0,6010346;0,739023;-0,6127243;0,4578087;-0,5148854;0,3660836;0,9371018;-0,1320139;-0,8996203;0,6475861
25|TOP2|0,02071499|0,8836119;-0,6818812;0,2616365;-0,6785161;-0,113216;-0,1064512;0,1380576;0,7665107;-0,7870891;0,3816728;-0,7244124;0,3192467;-0,9684353;-0,6862445;-0,9700093;-0,1620308;-0,6186645;-0,1001688;-0,5303922;0,9192646;0,05153286;0,3687617;0,5347667;0,5924547;-0,8248885;-0,3246156;0,3148906;0,02508557;0,8493283
26|TOP2|0,02068944|0,3518095;0,2354485;0,4539981;-0,3004395;0,2408057;-0,9794569;-0,5802827;-0,2196082;-0,2423545;0,8760164;-0,7500668;0,925772;0,5565622;0,7183065;0,2376536;0,04548872;-0,6083536;-0,6573503;-0,0625869;0,2852163;-0,3357185;0,6191268;-0,8748312;-0,01076925;0,6901426;-0,6279819;0,285985;-0,5013642;-0,004725814
27|TOP2|0,02026302|0,06483185;-0,4328858;0,3961487;-0,4297081;-0,3507899;-0,7709973;-0,2005821;-0,2974089;-0,6101005;0,7063365;-0,5394454;0,148342;-0,6709683;0,9412446;-0,6906238;-0,4661711;0,7814593;0,08381402;-0,6568398;-0,2235276;-0,7667115;0,8501017;0,1678389;-0,321297;-0,2684191;-0,2209767;0,293081;0,2777028;-0,2762259
28|TOP2|0,02025963|-0,7066693;0,2741234;-0,04829562;0,9068778;-0,9202778;-0,9719121;-0,01845562;-0,5726306;-0,6992996;0,5477633;-0,2170287;0,2403778;0,6197751;-0,6402376;0,6304197;-0,2124223;0,9271905;-0,1502572;-0,9106326;-0,3399662;-0,1831151;0,8198881;0,2824366;-0,6228328;-0,03338325;0,8788977;-0,2619489;-0,3971919;0,3353867
29|TOP2|0,02002164|0,6111369;0,4467032;-0,5271378;0,7424204;-0,7423165;0,8744733;0,7093587;0,0331322;0,4504656;-0,225664;-0,3365368;-0,8988128;-0,2925941;-0,8040421;-0,3122946;0,7259896;0,5733263;0,7250726;0,2911813;0,6561551;0,5901818;0,3020765;0,9399698;0,3731491;-0,692899;0,5324075;0,8616159;-0,1695412;0,5484898
30|TOP2|0,01984258|-0,4710494;0,04357684;-0,1359998;0,2641325;-0,6601202;-0,2504565;0,3442366;-0,1314763;-0,0155319;0,4943552;0,3618755;0,6299865;-0,4386679;-0,7052026;0,7635052;0,4558332;0,8327284;0,6576872;-0,03728974;-0,2596031;-0,6766951;0,8000979;-0,5924377;0,5073087;-0,30628;-0,1853141;-0,6451747;0,7533143;0,8570588
31|TOP2|0,01974429|-0,9325171;0,8368092;0,5274246;-0,02053177;0,2480313;-0,7740204;-0,0330838;0,5704968;0,7616463;-0,2745372;-0,288848;-0,09457409;-0,8764036;0,7224104;0,4693324;0,01346982;-0,4917954;0,09659708;-0,3080045;0,1205353;0,9498842;0,3199238;0,5314095;-0,9432557;0,2998397;-0,01905072;0,6844561;-0,9447088;0,505826
32|TOP2|0,01973763|0,05187833;-0,7394366;0,02911198;0,7521076;-0,04096639;0,6862454;0,05921686;-0,558502;-0,1164912;0,05201972;0,2159637;0,4482217;-0,3694481;-0,3256725;-0,5090983;-0,5145874;-0,07278216;0,2707641;0,4329395;-0,6300941;0,2275447;-0,02130854;0,1358191;-0,2789141;0,7711802;0,8672118;0,1864597;0,2526693;0,9517379
33|TOP2|0,01962746|0,9358425;0,4574289;-0,3906039;0,537003;0,6375508;0,6531491;-0,271576;0,1210769;-0,4034804;-0,2270337;-0,4936181;-0,7911198;-0,4781734;0,2154421;0,07290566;0,5513055;0,08727539;-0,3589774;0,8485;-0,8504932;-0,2343293;0,9904115;-0,9481242;0,5289114;-0,955457;-0,1240104;-0,5232263;0,8735552;0,8199382
34|RandomParents|0,01961408|-0,2077552;0,8895104;0,5656166;0,8851047;0,9772594;-0,4196879;-0,3309079;0,8631437;0,5185792;0,1799935;-0,1655337;0,7906253;0,03751814;-0,4751953;0,1214064;0,672075;-0,4870075;0,9711227;-0,5551026;0,3852966;-0,1803724;0,7041063;-0,1444396;-0,7787125;0,5507448;0,9944034;-0,1390718;-0,9415624;0,467458
35|RandomParents|0,01907692|-0,5849373;-0,5859427;-0,1117254;0,4749725;0,2803626;-0,9074914;-0,2826341;-0,9178102;-0,1388723;-0,7750521;0,476649;-0,01230252;-0,6198266;-0,2878953;0,1265618;-0,6034062;0,4432413;0,3658368;-0,7154343;-0,6089087;-0,08856976;-0,7473114;-0,08754313;-0,08962405;-0,8392472;0,6941807;0,584645;0,768976;-0,4695684
36|TOP2|0,0188892|-0,04725802;0,7296281;-0,1478833;-0,7893009;0,6744516;0,7056727;0,6962919;0,03641069;-0,2520548;0,7291937;0,6243017;-0,4266249;-0,237115;-0,895036;-0,4218849;0,2645821;0,866363;0,4357428;-0,9061935;-0,2729517;0,9874454;0,003616214;0,3295791;-0,507606;0,8040297;-0,5252159;-0,4082302;0,5802591;0,8397748
37|TOP2|0,01865722|0,5435393;0,1894819;0,8404171;0,4239402;0,6496756;-0,4276935;0,495454;-0,2666897;-0,187291;-0,4165691;0,8312516;0,4233343;-0,006495833;-0,03846943;-0,1243502;-0,3378528;-0,872781;-0,5355284;-0,9962718;0,6180604;-0,4335626;0,1443087;-0,7708635;0,8779895;0,8128295;0,2247146;0,4521472;0,2614188;-0,7585166
38|TOP2|0,01811864|-0,2722813;-0,9278402;0,8699687;-0,6294174;0,9703901;0,5688975;0,3861007;-0,6351373;-0,9692538;-0,09955966;0,9050834;-0,06303155;0,3508906;-0,829514;-0,1012634;0,734782;-0,2777017;-0,9387181;0,1305412;-0,5498364;-0,7662284;0,79338;-0,390304;0,8852835;0,932102;0,1237699;0,5136514;0,08345854;-0,6967528
39|TotallyRandom|0,01710089|0,6742055;-0,06068313;-0,0008689165;-0,7037299;0,7640979;-0,08335412;0,5987206;-0,244069;-0,1712571;-0,5028651;0,02672875;-0,4756113;0,4666862;0,8597469;0,7926311;-0,1291322;-0,71805;0,7158766;-0,3933152;-0,3000985;-0,5659218;0,9933231;0,1970476;-0,2053879;-0,2612582;-0,3147868;0,1197926;-0,2054471;-0,3122014
40|TOP2|0,01704649|0,4311397;0,2897603;-0,2157649;0,8843961;0,9321682;-0,9110944;0,406718;0,6728828;0,2743511;-0,1604453;-0,9298685;-0,763474;-0,7470043;-0,3909386;-0,004145741;0,2515711;-0,1180478;-0,8547819;-0,09633458;0,9949179;0,6853447;-0,3394943;-0,3421251;0,5454519;0,1405867;-0,3044006;-0,9456027;-0,3690735;-0,5031729
41|TOP2|0,0168086|-0,7509317;0,4124324;-0,3806092;0,3678236;-0,3345464;0,5462363;-0,2871019;-0,9886873;-0,4680823;0,1235577;0,5508254;0,9731307;0,9458454;-0,599472;0,8258317;-0,8718469;-0,2157685;-0,629523;-0,8266449;0,6715939;0,8605018;-0,1662999;0,6260965;0,2486991;-0,5669045;-0,3414832;-0,8414068;0,9704142;0,1487459
42|TOP2|0,01586608|-0,5908129;-0,0650574;-0,07102931;0,2019039;-0,2784978;0,4181151;0,8127699;0,06279838;0,5870013;-0,652643;0,8252592;-0,0162791;-0,6936595;-0,6832361;0,0499562;-0,9546676;-0,2216805;0,7824614;0,6934245;-0,7035851;-0,5118911;-0,2078127;0,5887785;-0,3590828;0,5406168;0,2402264;-0,1047784;0,1780084;-0,6565838
43|TOP2|0,01528496|-0,7320285;0,3612604;-0,9743516;0,1518685;0,6036217;-0,4246951;0,4676871;-0,03193653;0,5606604;-0,9568057;0,7110095;0,5988519;-0,1981546;-0,04139388;-0,8860185;-0,9993;-0,9400089;0,5096035;0,4417731;0,324882;0,1650733;0,4313781;-0,06810224;0,652751;-0,1173772;0,1772908;0,3565223;-0,4637548;-0,5410607
44|TOP2|0,01516929|-0,7665555;-0,8437419;0,05335224;0,4679403;-0,1548771;0,929652;0,1577021;0,7693036;-0,03186572;0,9970849;0,3806109;-0,7794502;0,6838789;-0,2459234;0,7718825;-0,8121378;0,009304643;0,561224;-0,4496368;-0,7044814;0,8298531;0,5862918;0,8496957;0,1395465;-0,9801106;-0,07764542;-0,2195262;0,6991992;0,1383113
45|TOP2|0,01487278|0,6702969;-0,7616713;-0,5225384;0,9813335;0,6691515;0,7429492;0,03482521;0,4775302;-0,06642091;-0,3517026;-0,6679635;0,3477237;0,6236498;0,3538952;0,6617005;-0,1536857;0,901701;-0,3267509;-0,9267704;-0,4378897;0,6751652;0,5807815;-0,7446272;-0,9671981;-0,9393339;0,2978487;0,494379;0,7617807;-0,3893572
46|TOP2|0,01467209|-0,3915797;0,06235993;0,5398848;0,8739519;-0,3130852;-0,9659646;0,4307413;-0,145568;-0,2774688;0,03123653;0,2143012;0,8797538;0,8359852;-0,7216752;0,4824748;0,8075085;-0,2119037;0,3990316;0,4004922;0,7601025;-0,7345204;0,2586868;-0,5507998;0,3466642;0,2327493;0,4118068;0,8886192;-0,1189622;-0,938694
47|TotallyRandom|0,01462038|-0,7191126;0,2505197;-0,5846992;0,5654721;-0,5401404;0,4819305;0,1478194;-0,7949407;-0,4403321;-0,3515779;0,7868228;-0,9608164;-0,4518975;0,7740352;0,1104883;0,8116558;0,1150523;-0,8223417;0,2231387;0,6887555;0,9187033;-0,5722275;0,5000076;0,8514404;-0,8240023;-0,1628393;0,1166426;-0,935616;0,6093984
48|TOP2|0,01298817|-0,7940145;-0,4812814;-0,005042434;0,3448639;0,05768263;-0,7720838;0,1158856;0,5804312;-0,1356879;-0,8498473;0,2339889;-0,9406652;-0,9100096;-0,8121018;-0,0221926;-0,09397304;0,6138921;-0,3332645;-0,4781467;0,1496154;0,5403087;0,7072814;0,3619132;-0,4909445;0,01969326;-0,8648994;-0,2883517;0,6167994;-0,5407307
49|TOP2|0,01193422|-0,9693482;-0,1440324;0,4628379;-0,6953912;-0,2470821;-0,7050695;0,8660891;0,4021282;-0,0753094;-0,96226;0,5830452;0,7550509;0,6345608;-0,7012589;-0,5269217;0,9009857;0,07226455;-0,4874004
