Generation: 581 | maxFitness: 0,1788856 | maxFitnessGen: 0,1766615 | maxFitnessGenBuf: 0,172643
N TotallyRandom: 5 | N RandomParents: 5 | N Top2: 40 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|TOP2|0,172643|1,47648;0,6389583;-3,923861;1,383129;0,6221347;-2,087709;1,574123;-1,840029;-1,742049;2,065786;0,1398201;-1,289369;-0,1208938;0,9833797;1,868189;0,4751194;1,993179;1,421134;-1,896598;3,544253;-1,297964;-1,40467;-1,761452;0,5395941;-2,832851;-0,3365081;0,9008656;0,235536;-0,01427586
1|TOP2|0,172643|1,154623;0,6389583;-3,572813;0,996395;0,5259085;-1,607045;1,896012;-2,023209;-1,742049;2,024816;-0,1560203;-1,289369;-0,1208938;0,9833797;1,831058;0,06164849;1,793381;1,224595;-1,896598;3,556184;-1,297964;-1,126728;-1,761452;0,5395941;-3,212645;-0,6925902;1,301518;0,235536;-0,01427586
2|TOP2|0,172643|1,011634;0,482262;-3,657133;1,821913;0,7461125;-1,405371;1,585887;-2,388376;-1,742049;2,024816;-0,5788119;-0,9168073;0,3150213;0,9833797;1,831058;0,3463117;1,793381;1,018257;-1,477697;2,929955;-1,297964;-1,126728;-1,761452;0,5395941;-3,153694;-0,8068131;0,6521403;0,235536;-0,01427586
3|TOP2|0,172643|1,116389;0,1418191;-4,103805;1,383129;0,3602902;-1,607045;1,896012;-1,67474;-1,412126;1,981963;-0,1686686;-1,134178;0,2280034;0,9833797;1,579959;0,4815886;1,398574;1,240292;-2,079714;3,009228;-1,297964;-1,16876;-1,761452;0,5395941;-3,171995;-1,172462;0,6805906;0,235536;-0,01427586
4|TOP2|0,172643|1,011634;0,6389583;-3,636384;1,383129;0,6221347;-1,567133;2,382217;-2,3134;-1,742049;2,024816;-0,1686686;-1,759474;-0,4955561;0,6017994;1,831058;0,4815886;1,943589;1,474508;-1,63775;3,397356;-1,297964;-1,126728;-1,761452;0,5395941;-3,153694;-0,9353909;0,8152952;0,235536;-0,01427586
5|TOP2|0,172643|1,421356;0,9019298;-3,551735;1,383129;0,6221347;-1,607045;1,896012;-2,27054;-1,819809;2,278089;-0,1686686;-1,289369;0,131559;0,9833797;1,831058;0,4815886;1,793381;1,082847;-1,896598;3,15702;-1,297964;-1,126728;-1,725261;0,5395941;-3,153694;-0,5620514;0,8152952;0,235536;-0,01427586
6|TOP2|0,172643|1,412455;0,3105395;-4,118584;1,383129;0,6221347;-1,607045;1,896012;-2,023209;-1,742049;2,024816;-0,1686686;-1,019413;-0,1208938;0,9833797;2,182653;0,4815886;1,986047;1,2521;-2,034851;3,282849;-0,9476161;-0,9446865;-1,761452;0,5395941;-3,153694;-0,2647492;0,695625;0,235536;-0,01427586
7|RandomParents|0,172643|1,011634;0,6389583;-3,636384;1,383129;0,6221347;-1,607045;1,896012;-2,023209;-1,742049;2,024816;-0,1686686;-1,289369;-0,1208938;0,9833797;1,831058;0,4815886;1,793381;1,316955;-1,896598;3,282849;-1,297964;-1,126728;-1,761452;0,5395941;-3,153694;-0,6925902;0,8152952;0,235536;-0,01427586
