Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,08448106
7|TotallyRandom|0,04209808|0,5338027;-0,1661185;0,3377809;0,9918437;0,6169698;-0,4780504;0,756542;0,5092328;-0,4735972;0,2754228;-0,6365461;0,7828617;-0,5734718;-0,1634456;-0,44563;0,710973;0,1865407;-0,02209365;0,5979385;0,4226839;0,5931015;0,4355612;0,134586;-0,7582641;0,5711248;-0,2846254;0,7408037;0,933023;-0,4950939
8|TOP2|0,03872088|0,2169505;-0,3485717;0,5606008;-0,02071679;0,3073249;0,7082703;0,6525385;0,1652323;-0,7322783;-0,8927519;0,008767962;-0,4829916;0,04510581;-0,8158357;0,6914368;-0,641722;-0,6143177;-0,1874784;0,3697514;0,7513003;-0,005218148;-0,09948885;-0,9237511;-0,4983574;-0,1603383;0,5819666;-0,337834;0,2524688;-0,2206413
9|TOP2|0,03857449|0,1794974;0,7710445;0,8841529;-0,01523912;0,7554162;-0,8888187;0,5001097;-0,6373649;-0,3743452;-0,2232062;0,7958877;-0,5752735;-0,1385595;-0,6326325;-0,9544842;0,199942;-0,8409584;0,231656;0,224526;-0,04157484;0,4595623;0,3977947;0,1096913;0,326308;0,3460223;0,02431953;0,4889791;0,8729653;-0,08657181
10|TOP2|0,03838108|-0,5035081;0,9317186;-0,07933819;0,2039615;-0,7208648;0,1405607;0,6016607;0,4358537;0,2416061;-0,028947;-0,03240788;0,04809988;-0,999496;-0,6332736;0,3653617;-0,9236;0,8898139;-0,1130587;-0,7946806;-0,6602011;-0,8030884;0,7225935;-0,05383456;-0,07681143;0,7742119;-0,2986847;0,6277874;0,9740105;-0,008776546
11|TOP2|0,03603525|0,7831154;-0,6796095;0,3492207;-0,9495676;0,7005672;-0,1783017;0,04228508;-0,2988261;0,3210802;-0,2312859;0,07256806;-0,9868724;0,2796728;-0,330207;-0,8486745;0,6051219;0,7888904;0,3969509;-0,3715543;0,7761681;-0,2670072;-0,08786309;-0,3423144;-0,1969343;-0,04486525;0,401494;0,4454269;-0,504951;-0,2551512
12|TOP2|0,03175979|-0,004528642;0,681206;-0,1143357;0,8452165;-0,06640255;0,7159929;-0,1738971;0,115302;-0,1609348;-0,5376801;0,5059152;-0,6262774;0,71135;0,4386682;0,3725927;-0,320659;-0,8546662;-0,792145;0,7318769;0,7236414;-0,50192;-0,4856015;-0,3913492;-0,6334815;-0,1411494;-0,8148587;-0,9753563;0,7143748;0,612252
13|TOP2|0,03109692|0,7793062;-0,5014324;-0,1879364;0,8486443;0,9915965;-0,8275023;-0,2394093;-0,9417531;-0,8928576;-0,4267298;-0,04843724;0,4182498;-0,1508626;0,5733004;-0,4861637;-0,002703786;-0,6078968;0,7195289;0,9919875;0,01599705;-0,3739079;-0,2570323;-0,3131143;0,5792649;0,01965106;-0,08191216;0,1811825;-0,3972522;-0,1204478
14|TOP2|0,03084109|0,5027876;-0,4163388;-0,6941469;0,5439615;0,3932244;-0,2056104;-0,7444701;0,5411835;0,7480643;0,6096256;-0,5049884;-0,01301587;0,2221602;0,3524251;-0,00175488;0,7311141;0,08474648;-0,556531;0,2776861;-0,9424329;-0,8061941;0,05786622;-0,6195142;-0,2062372;-0,2054144;-0,6720064;0,2949564;-0,8129494;-0,3171884
15|TOP2|0,02877649|0,859319;0,01844299;0,2302066;0,2321388;-0,06065524;-0,08681977;-0,8295965;-0,1944338;0,8064485;-0,09205568;-0,3551992;0,6202703;-0,301499;0,2311946;-0,8784132;0,4629845;0,1815017;-0,45918;-0,5819817;0,9435513;-0,7406788;-0,8942976;-0,8516462;0,6653311;-0,4343535;-0,09658134;-0,4209012;-0,6521294;0,006346107
16|RandomParents|0,02712061|-0,7422543;-0,5101931;-0,3021847;-0,6932645;-0,4470297;0,07948053;-0,3636674;0,9996066;0,9040802;-0,319347;-0,549891;-0,0918721;-0,9895029;0,1997887;-0,6433411;-0,7993481;-0,4527744;0,4870801;0,8953278;-0,1808394;-0,4955417;-0,9046094;0,3309533;-0,2864343;-0,5597894;0,4346673;0,01579463;0,2067362;-0,5121779
17|TotallyRandom|0,02703832|0,2527251;0,6543307;-0,344541;0,716728;-0,2908388;-0,1542245;-0,02678263;0,4022236;-0,3621134;-0,4493965;-0,03379476;0,3984503;-0,5224187;0,8447344;0,2526784;0,03442562;-0,1858495;0,0864445;0,7293224;0,05247271;-0,2364653;0,1721655;-0,7252719;-0,2990147;0,3572147;0,7356086;0,1355442;0,3250034;-0,6413598
18|RandomParents|0,02679603|0,6290488;-0,04521239;0,4687178;0,913985;-0,7744453;0,3399133;-0,6463804;-0,9632406;-0,7167678;-0,1925493;0,5460603;0,4643817;0,1781026;0,3440206;0,09756267;-0,9807372;0,3916657;0,4448163;0,1707441;-0,6586936;0,733459;0,7407241;0,8769841;-0,4460894;-0,4684287;0,03816807;0,5629749;0,9942992;-0,7052693
19|TOP2|0,02672229|0,7991533;-0,2337271;-0,5603602;0,4086814;-0,09600651;-0,4392768;-0,1261891;-0,338303;-0,798981;-0,95121;0,1028312;-0,03158343;0,4524169;0,8314798;-0,3653768;-0,4572314;0,5664055;0,8113773;0,3940992;-0,7097924;-0,154807;-0,05742824;-0,02957928;-0,4332038;0,7126777;-0,6309061;0,6137335;-0,188871;-0,5340202
20|RandomParents|0,0265138|-0,9261274;0,09952152;-0,9413803;-0,4830202;-0,9564517;0,8666558;-0,9213643;0,769459;-0,2049843;-0,02241552;-0,3982891;0,7869883;-0,2107033;-0,4211942;0,3952391;-0,2529575;0,254584;0,6417274;-0,06581175;-0,9677885;0,3383472;0,958035;-0,7477741;0,4307751;0,9908569;-0,1339883;0,3297929;-0,9599514;0,8625088
21|RandomParents|0,02650701|-0,3029021;-0,3367888;-0,8925743;0,04761851;0,6848481;-0,01795757;-0,5905037;-0,7483313;0,1834098;-0,1896888;-0,08091652;0,7934391;0,0933038;0,6898596;0,169814;0,8542371;-0,9125736;0,9527612;-0,2108082;-0,5702522;0,3038611;-0,8753583;0,06653774;0,2722909;0,04923046;0,4848764;0,1130286;0,4700098;0,7890246
22|TOP2|0,02645925|-0,9832077;0,5789518;0,04572308;0,5742905;0,6770222;0,05483854;0,8320024;-0,5631955;0,06809795;0,1695241;-0,864341;-0,895489;0,06557286;-0,1630899;-0,09645951;-0,7342012;0,7521393;0,6457214;-0,02277744;-0,8231156;0,143819;0,7668574;0,3728516;-0,1949281;-0,2718672;-0,08910263;-0,1826919;-0,8020957;-0,3742043
23|TOP2|0,02645409|-0,110819;0,233621;0,4394624;0,8109264;-0,9174669;-0,2404374;-0,2137059;-0,3714141;-0,7567987;0,1757723;0,5522342;0,7279406;0,9018645;-0,5385091;0,02198589;-0,15092;0,5398116;-0,03537071;-0,08641517;-0,5681267;0,9511611;-0,7213287;-0,2901491;0,1913618;0,1009008;-0,7887223;0,5648715;0,2743489;0,7685256
24|TOP2|0,02641367|0,4812379;0,9946592;-0,04669487;0,3804376;0,4210338;-0,9088578;0,2010299;0,04483879;-0,8039367;-0,9795895;-0,7308674;0,2473668;0,9103751;0,1054264;0,4309008;0,001468539;-0,4015075;-0,7146029;0,962971;-0,323351;-0,1658593;0,2981372;0,1376148;-0,2674571;-0,8600235;-0,09076846;-0,5040271;0,7573719;0,8141122
25|TOP2|0,02638153|-0,682375;0,8497422;0,4131562;0,1981405;0,2207834;0,8811233;-0,01559556;-0,005147576;-0,9182315;0,2828302;-0,3821231;-0,9987464;-0,5026913;0,6148391;0,999048;-0,8226423;-0,6502829;0,1885821;0,9505599;-0,8991745;-0,2151126;0,6446612;0,4287142;-0,1164931;-0,2091211;0,3807444;0,7721357;0,5175581;0,2450389
26|TOP2|0,02638007|-0,7474325;-0,3829225;0,5054054;-0,03142297;-0,787771;-0,6740553;-0,1069969;-0,2489957;-0,1662301;-0,01067388;-0,6615131;-0,5913661;0,9826615;0,2420477;-0,09097683;-0,6824253;-0,2684492;0,5852129;-0,7010639;0,1532551;-0,290841;0,4956827;-0,3148693;0,7860985;0,9403613;-0,09120166;0,3717024;0,4022889;0,5754199
27|TOP2|0,02637786|-0,7627099;0,3316259;0,9563007;-0,03039157;0,9427693;-0,7082508;-0,1249918;-0,7246084;0,5583856;0,5058548;0,7806723;0,7857826;-0,7127926;-0,604146;0,8069818;0,9360411;0,2219361;0,1870335;0,7699084;0,5054371;-0,1182271;-0,3486198;-0,5939281;0,9576092;-0,2387506;-0,5956576;-0,9228961;0,4607844;0,29127
28|TOP2|0,02636639|-0,1463066;0,5286465;0,6862512;0,7121181;0,3638951;-0,9654403;0,8526559;0,8232338;0,8504474;0,04999149;-0,5086336;0,006835103;0,8088865;0,462368;-0,9279754;-0,1961781;0,8583322;0,1197942;0,4511933;0,07334077;-0,4978393;0,6248193;0,6577456;-0,6686532;0,3374436;0,1791631;-0,299028;0,7324781;0,8866296
29|TOP2|0,02614442|0,8661275;0,1991628;0,498672;-0,03115094;0,224703;-0,1168731;-0,5329669;-0,04567921;0,8382061;0,165001;-0,8481586;0,8128388;-0,6238816;-0,7049403;0,2159532;0,1734551;-0,7352996;0,3885994;0,8239295;-0,6698244;-0,5127103;0,02880967;-0,3263754;0,4440295;-0,9332306;-0,5501852;0,2276469;0,4603424;-0,7594945
30|TOP2|0,02584972|-0,4380239;0,224311;-0,6365626;-0,5839884;-0,7086015;0,5569785;-0,1714431;0,3574967;-0,8929043;-0,149093;0,03618729;0,9802926;-0,9949689;-0,5391104;-0,3073446;0,8051646;0,4435889;-0,6993701;0,6549966;0,07394683;0,4881022;-0,2637013;-0,8839304;-0,8506231;0,4591407;-0,4731933;0,1732351;0,1596752;-0,8160374
31|TOP2|0,02525384|0,6661334;-0,378152;-0,7284067;0,1584681;-0,7248428;0,5080492;0,001759171;0,2784264;0,1882154;-0,3603998;-0,7281334;-0,5711699;0,8180962;-0,7531576;0,6495628;-0,003292918;-0,6824968;-0,7846642;0,04252803;0,1400715;-0,2133709;0,4667339;0,02141798;-0,1896399;0,1484536;-0,06379807;0,6201849;0,8254466;-0,6210201
32|RandomParents|0,0248277|-0,7753193;0,9421713;-0,3273491;0,963455;-0,1471127;-0,858073;-0,02859819;-0,7866247;-0,2572199;-0,9758265;0,6027777;-0,5620899;0,2026438;0,9931643;0,8692904;-0,1072763;-0,6957486;0,6116872;-0,2113231;-0,1417047;0,01423061;0,1646808;0,9419026;0,5046017;-0,0333885;-0,9228733;0,5368671;-0,1197046;-0,9593973
33|TOP2|0,02479823|0,9343727;0,6104186;-0,2722265;-0,3543488;0,578733;0,07939708;-0,9438715;-0,3528358;0,7187102;-0,4039055;0,8805861;-0,8962951;0,5058503;0,4068839;0,5042479;0,7365432;-0,001857162;-0,4385196;0,5468955;0,7724764;-0,7196052;0,4242992;0,6473279;0,9484394;-0,03892553;-0,4732114;0,7961302;-0,1541795;-0,8389864
34|TOP2|0,02477326|-0,08154547;0,4065575;0,6607091;-0,8315916;-0,3724803;-0,7767074;0,7076404;0,8623717;-0,3298699;-0,9991674;-0,1136702;0,734179;0,4271724;-0,9471292;0,4408271;-0,297166;-0,8324859;0,8347645;0,1592783;0,7570791;0,7337072;-0,1558803;0,1910173;0,8685923;0,4415366;-0,8124561;-0,7164366;-0,4938148;-0,4325434
35|TOP2|0,02419972|-0,04916871;-0,2828821;-0,8885622;0,0009258986;-0,735852;0,8851378;-0,8965869;-0,3942171;0,03813851;0,1138071;-0,5142274;-0,5825961;-0,9552288;-0,4988078;-0,3189861;-0,008249402;0,02554739;0,005759835;-0,5526419;0,2969989;0,2531414;-0,5698512;0,4959294;-0,7973156;-0,1833965;-0,3468956;-0,09682977;-0,9361393;-0,6333241
36|TOP2|0,02385033|0,06184518;0,8938253;0,4359381;-0,8867388;-0,8659546;0,4368963;0,6379111;0,2822754;-0,2548405;0,4764306;0,597501;-0,04216278;-0,5404482;-0,8682649;-0,5172944;-0,3622824;0,7382617;-0,9298592;-0,2972382;-0,9315617;0,8951962;0,7349739;-0,1942288;0,5207586;-0,874845;-0,4949046;-0,1993798;-0,976176;0,8882995
37|TOP2|0,02337317|0,7582812;-0,4460076;-0,04748642;0,3078348;0,5627594;0,8641765;-0,8844719;-0,9821954;0,2189602;-0,319173;-0,701364;-0,03984106;-0,919091;-0,3774651;0,3588891;0,4037995;-0,8605738;0,7060974;-0,03826439;-0,032004;-0,1974331;0,3064911;0,4027171;-0,6663988;0,4779296;0,1679667;-0,5349836;-0,8682203;-0,653192
38|TOP2|0,02252669|-0,8217609;-0,4639944;-0,7125232;-0,4507786;-0,8868964;0,1661543;-0,4559723;0,6283436;0,4476831;0,4605994;-0,02508605;-0,2312635;-0,5055189;-0,8016887;0,7989554;-0,1578952;0,4226546;-0,09488261;0,6992421;-0,547509;-0,4259239;-0,4070951;0,6297898;0,1394359;0,2552986;-0,7492449;-0,9672637;-0,3777324;-0,2601508
39|TOP2|0,02247842|-0,7650816;-0,5847454;-0,09821022;0,3727987;0,7605031;0,8132641;-0,1326433;0,8766923;0,5775294;-0,9011502;-0,9700654;0,3104462;-0,4724966;0,2119101;-0,05163562;0,4429688;-0,5962889;0,292948;-0,1372234;-0,7627444;-0,3426241;-0,6496835;-0,5879083;0,6179733;0,8096495;0,9256234;0,9322035;-0,2887183;-0,7524915
40|TOP2|0,02232694|-0,09800494;0,5213845;0,9482391;0,5694931;-0,008540511;0,7406402;-0,9598138;-0,3825039;0,6738453;0,807142;-0,2110339;0,934953;-0,2756406;-0,9176655;-0,8803897;-0,3573035;-0,7857344;-0,5774283;-0,328178;0,2955749;-0,1495456;0,01274121;-0,04056633;-0,07687581;0,376666;-0,9066997;-0,3982831;0,0236901;-0,9438465
41|TOP2|0,02086513|0,3541572;-0,4437283;-0,9710565;0,8727582;-0,437575;-0,5493495;-0,2915796;-0,6316531;0,678561;0,9953601;-0,8556235;0,322489;0,9479671;-0,74316;-0,7329545;-0,7861459;-0,8650403;-0,3562466;0,3389857;-0,7634499;-0,3834676;0,2136525;-0,00107038;0,6592925;0,06086361;-0,4677063;-0,3974906;0,434539;0,7665493
42|TOP2|0,02004609|0,8851044;0,9500041;0,2122263;-0,8608503;0,8890982;-0,7557981;0,5119598;0,07468784;0,3066449;0,7583363;0,2904756;-0,1401464;0,3752091;0,9105761;-0,3888375;0,3839342;0,5393412;0,9471369;-0,1246186;-0,9956367;-0,04055226;0,8884838;0,752353;0,5817153;-0,9798932;-0,03496492;0,7176414;-0,02329481;0,8913608
43|TOP2|0,01864672|-0,2752484;0,06491959;-0,05162346;-0,314859;-0,9962432;0,393084;-0,2262732;0,9240472;-0,3438143;-0,7091424;0,1742219;-0,9516027;0,3067882;-0,9433897;0,8104734;-0,7144229;0,9648738;-0,4383081;0,7626638;-0,3575073;0,8357654;0,9587121;0,6157908;0,2429322;0,9301696;0,824507;0,4852037;-0,7935092;0,9254172
44|TOP2|0,01744527|-0,2793092;0,06424916;-0,1087531;0,8438933;0,7520378;0,3061726;0,4270999;0,3880682;0,3196168;-0,4170359;-0,8199756;0,1759807;-0,7687156;0,5732796;0,674408;-0,1813844;-0,06921065;0,1159025;0,7749553;-0,06401384;0,198759;0,9811287;-0,8806219;-0,8194842;-0,554611;-0,4494711;-0,7928491;-0,2521905;-0,4279188
45|TOP2|0,01744346|-0,6185868;0,5767603;0,6356039;0,1119982;-0,8121436;0,81721;-0,565954;-0,7449594;0,4923403;-0,8504574;0,3997047;-0,9564364;-0,5428736;0,03243196;0,006444097;-0,8263757;-0,1670908;-0,6505644;0,3847696;-0,7099607;-0,1179389;0,2539148;0,3000593;0,6655974;-0,2396027;0,6818812;-0,3239244;-0,7625062;-0,5480192
46|TOP2|0,01719241|0,4982269;0,7144437;-0,6363406;0,8317888;-0,6547549;-0,5168672;0,6146312;0,1669179;-0,416222;-0,7364044;0,5391874;0,5892332;0,3902361;-0,01767004;0,6164055;0,8270516;0,8522694;-0,871264;-0,591651;0,9382401;0,9225302;-0,9284263;0,2521684;0,483181;-0,9074874;-0,6576326;-0,6108596;-0,4512495;0,1903328
47|TOP2|0,01711401|0,4852338;-0,3309761;-0,2476071;-0,6854088;0,1328472;-0,413659;0,07515872;-0,4511675;0,6419127;0,9918234;-0,9025509;0,2835195;-0,8803596;0,1945788;-0,07085907;0,7402005;0,8586578;0,241062;-0,4253613;-0,2248257;-0,7563839;0,2615013;0,5030847;-0,7767754;0,5324473;-0,6142042;-0,8722458;-0,8242993;-0,4400362
48|TotallyRandom|0,01627852|0,1475662;-0,6619091;-0,6612248;0,9922194;-0,8362586;0,8745475;-0,2006065;-0,5271709;0,1205541;0,7010086;0,6078134;-0,7007186;0,6826396;-0,03486621;0,244234;-0,0134567;-0,7046719;0,7194259;0,04836142;-0,4897269;0,8664362;0,1732789;-0,241239;-0,5343754;-0,1617461;-0,848145;-0,3679379;0,9839427;-0,9223521
49|TOP2|0,01547785|0,2604184;-0,2381972;-0,1797611;0,06474292;0,1252221;-0,9663591;0,4122591;-0,8934872;-0,3990685;-0,7026403;0,336133;0,471615;-0,0
