Generation: 1 | maxFitness: 0 | maxFitnessGen: 0 | maxFitnessGenBuf: 0,1011014
7|TotallyRandom|0,03424225|-0,6011987;0,7427666;-0,5980833;0,5552659;0,5239263;0,2161144;-0,969769;0,4105491;-0,1110538;-0,2835227;0,9294841;-0,5971253;0,407093;0,4593522;-0,2443513;0,503226;0,09085882;0,7631509;-0,5806599;0,9372451;0,5295308;-0,519459;-0,426216;-0,6978726;0,5261233;-0,3086635;-0,2661737;0,5946126;-0,05843055
8|RandomParents|0,03312126|-0,8646202;-0,9788163;0,3217976;-0,9164064;0,9409382;0,5899336;0,06955707;0,4427972;0,1080271;0,6176293;-0,866786;0,6355653;-0,4230222;0,7502203;0,4782221;-0,9867325;-0,2297982;0,0428704;-0,3728963;0,3851921;-0,1266621;0,456382;0,5368891;0,8123782;0,05172145;0,3908684;0,9254951;-0,0481261;-0,8123477
9|TOP2|0,02441189|-0,7365704;0,7668145;-0,5173535;-0,9425275;0,03615248;0,03943837;0,664125;0,5442171;0,5598977;0,9056458;-0,4411544;-0,1065358;0,4773311;0,3216929;0,5683453;0,4299972;0,7029014;-0,5628302;-0,2033182;-0,09286797;0,2491328;0,5917099;0,4095607;-0,5064876;0,1424936;0,9101765;-0,9818883;-0,4606851;0,09050453
10|TotallyRandom|0,02409067|-0,504415;-0,7392988;0,3856177;0,0370909;0,7669108;0,721663;-0,7274613;-0,005337596;-0,512022;-0,275638;0,7352715;-0,3178262;-0,8461876;0,2229382;-0,7930925;-0,2843305;-0,7142503;-0,1087393;0,8886492;-0,7671714;-0,575654;0,2332464;0,1729144;-0,3434078;0,4916565;0,942878;-0,1759344;0,3830189;0,0878154
11|TOP2|0,02386019|0,4787783;-0,5844967;0,7478542;-0,3089491;-0,7954984;-0,864578;-0,414528;0,6174262;-0,6366644;-0,3869165;0,8922448;-0,2821733;0,3068518;0,3996398;0,03096902;-0,02632368;0,5949481;0,5560246;-0,47901;0,9541597;-0,6907094;-0,08637321;0,3246228;0,7075877;-0,9666073;-0,1718217;-0,7283497;0,2272438;0,366199
12|TOP2|0,02345228|0,05306304;-0,4157087;-0,08672798;0,4529984;-0,3222371;0,9557352;0,339864;0,865478;-0,6395326;0,0713774;-0,9077244;-0,5437593;-0,5396707;0,7725551;0,7569649;-0,07889473;0,3834338;-0,08983433;0,1658584;-0,4566969;0,9247224;0,8849678;-0,310537;0,4802501;-0,379136;0,7047713;-0,2761923;0,8624272;-0,3715883
13|RandomParents|0,02266323|-0,1744925;0,4380986;0,8117557;-0,6215374;0,7284851;0,6443241;-0,6600628;0,1317827;-0,6861305;0,631299;0,5789216;0,1121587;0,9499488;0,5857627;0,7902358;-0,789871;0,426326;-0,4008886;-0,3268517;-0,8440464;0,9135268;-0,3603891;-0,7743454;-0,4716531;0,5471773;-0,9682565;-0,4424721;-0,609201;-0,122738
14|TOP2|0,02264711|0,3113563;0,5976079;0,9744306;-0,1549603;-0,4094087;0,3524146;-0,07167351;-0,3169993;0,5251749;-0,7716987;0,9663303;-0,6833127;-0,1715578;-0,008094668;-0,9882808;-0,1096913;-0,5121949;0,1987089;-0,6902156;0,6852505;0,5454233;-0,9723876;0,6267838;0,8808677;0,07434714;0,3129971;0,3431735;-0,8908241;0,9090648
15|TOP2|0,02255797|-0,8606992;-0,7047989;0,3372802;-0,5704401;-0,2935692;-0,5366209;-0,5489612;-0,4041804;0,3381297;-0,6052003;0,9303823;-0,824033;-0,6149685;-0,2594484;-0,4960207;0,8279624;-0,7572749;-0,1354343;0,08512747;0,36202;-0,09267223;0,7643025;0,7023883;0,2545895;-0,8879623;-0,3287202;-0,7947011;0,8449392;0,9828124
16|TOP2|0,02224286|-0,3319076;-0,9267428;-0,6858149;0,6037445;0,006252408;0,9800868;-0,0759536;-0,8222814;0,2597525;-0,3125321;-0,2219144;-0,4269694;-0,9161892;-0,3078457;-0,7824631;0,3781764;0,2368571;0,3509018;0,9074044;0,5084915;-0,5495799;-0,2857875;0,4829111;0,2936294;0,5622928;-0,6090438;0,143562;-0,7234778;-0,1199871
17|TOP2|0,02204332|0,4799125;-0,8599296;0,3025193;-0,7586787;0,02559984;-0,3669626;0,8598585;0,4599838;0,3071248;0,2093486;0,01592147;0,02711451;-0,2855912;-0,6589286;-0,931515;0,9480696;-0,6620965;-0,332404;0,8808532;0,2614145;-0,5621834;-0,3650402;0,3669085;-0,1700605;0,989162;0,95435;-0,7070448;0,2446147;0,7079477
18|TOP2|0,02134128|0,6887672;0,03132474;-0,07627928;0,5145965;-0,6137829;-0,4954222;-0,9913111;-0,757606;0,3020649;0,1625751;-0,1017686;-0,1960255;0,438363;0,5608368;-0,1616288;-0,05201066;-0,9612896;-0,3802589;-0,3500687;0,08722007;-0,9201434;0,6048157;0,3978495;-0,9647591;-0,2846967;0,2431213;-0,6259613;0,8509221;0,6673851
19|TOP2|0,02132957|-0,1807915;-0,7644143;-0,539598;0,19604;-0,5642602;0,9547479;0,4411957;-0,7154393;-0,3277487;0,3531544;-0,5258706;0,01420438;-0,5767565;-0,04076183;-0,1658679;-0,363974;0,9325385;0,5401123;-0,409542;-0,5038412;-0,798147;-0,4712657;-0,7434518;0,1692017;-0,2820381;0,9194162;0,5637753;0,3529491;0,5149524
20|TOP2|0,0211895|-0,1737522;0,9647694;-0,2134219;0,08708584;-0,9121017;-0,5094988;0,9575796;-0,5385683;-0,6558449;0,2756209;0,7289298;-0,1968926;0,5164845;-0,3952743;0,7432439;0,5115409;0,2062687;0,1734036;0,7783453;0,7165761;-0,384221;-0,36352;0,6017008;-0,974957;-0,9059796;0,346615;-0,6158903;0,1351823;0,9670861
21|TOP2|0,0209317|-0,7117949;-0,2061993;0,4548511;0,6315143;-0,02752554;0,4950876;-0,2581826;-0,1196057;0,6940453;0,3977554;-0,1088196;-0,9129031;-0,2826871;-0,3623501;0,3736372;0,1816944;-0,7337444;0,9584765;0,2098337;-0,7261207;0,6564343;-0,2232968;-0,7648849;0,6879168;0,167421;-0,03576577;0,7681179;-0,270373;0,7505994
22|TOP2|0,02079308|0,8121603;-0,820555;-0,746031;0,3316035;-0,4138097;0,8996861;0,7616837;0,5107439;-0,07463372;-0,2300559;-0,02098954;-0,2748436;-0,1404637;-0,2418727;-0,2497324;0,7101121;-0,1022898;-0,0745188;-0,8231795;0,353028;0,2205323;-0,3638104;-0,2806545;-0,1539503;0,3376493;-0,1988009;0,3818602;0,150889;-0,3922354
23|TOP2|0,02078093|0,7887082;-0,4785031;-0,4507095;0,9317789;0,4991286;0,7012269;-0,6310413;-0,02961648;-0,4668392;-0,5367634;0,6045065;-0,4706596;0,3755967;0,06885207;-0,1176075;0,2384719;0,3388383;-0,1448203;-0,9642117;0,120989;-0,3392071;-0,6950951;0,06862247;0,1572744;0,1774808;-0,8488214;0,5078778;0,4087395;-0,4179276
24|TOP2|0,02065605|0,4918153;-0,4628741;-0,4534003;0,1608485;0,7048662;0,7802465;-0,6752861;0,5376506;0,1100811;-0,6860926;0,9262922;-0,5449853;0,4875669;-0,6392887;-0,5851274;-0,0568341;-0,4043046;-0,1249923;-0,241969;-0,01348937;0,4617746;-0,31274;0,4281254;-0,05036676;-0,264269;-0,9910743;0,7004449;-0,144425;0,5588923
25|TOP2|0,02054399|0,2870202;0,2481745;0,9783981;-0,100634;-0,7149293;-0,9318664;-0,1349894;-0,5448937;-0,8269534;-0,8077934;-0,9460683;0,09719884;-0,7259541;0,8206463;0,5874872;0,9258058;-0,1329354;0,4943368;0,2375597;-0,0205332;0,6227992;-0,7620046;0,8347652;0,5347962;0,3592286;0,02658355;0,6870017;0,003712535;-0,04977524
26|RandomParents|0,02025768|-0,5168493;0,4982364;0,5388639;-0,969986;0,9193511;0,8442268;0,658958;0,2332939;0,02630436;-0,2571088;-0,3108722;0,3015551;-0,7059486;-0,8644779;0,5094898;-0,1515855;-0,01366508;0,7249384;0,8132706;-0,2273086;-0,6359472;-0,8489904;-0,1913422;-0,2339381;0,5834739;-0,6064949;0,02144682;-0,01345503;0,8021588
27|TOP2|0,02011293|0,4253101;0,05409968;-0,6311021;0,8054092;0,6810982;0,1034671;-0,4346846;0,3011496;-0,5829453;0,9167275;-0,3008834;-0,6813328;0,4381849;0,8969543;0,9072876;-0,4080549;0,6948075;0,8205719;-0,2379197;0,740485;0,6902606;0,334316;0,3165245;0,03255117;0,4703607;-0,5672281;0,9791749;-0,6894691;0,4097817
28|TotallyRandom|0,02008667|0,2557416;0,4580249;-0,1939889;0,9858093;-0,3050612;-0,593709;0,6734853;0,3799874;0,008028388;0,209273;-0,2511932;-0,1063997;-0,6788816;0,9069488;-0,7630432;-0,364796;-0,05085289;-0,3074571;0,3568973;0,8360224;-0,7192316;-0,01898253;0,9660892;0,03614724;-0,3320545;-0,4264985;0,7653525;0,2578189;0,09397709
29|TOP2|0,02004979|0,3010618;-0,6165116;-0,2006141;0,1514679;-0,5569448;0,7812772;0,9316959;-0,3233732;-0,9760864;0,4905138;0,6420321;0,2984106;0,3656261;-0,5072548;-0,8092563;0,4595415;-0,8708487;0,1096832;0,8575718;0,5169537;0,1580547;0,2737963;-0,8115425;0,08571684;-0,2683297;0,8566132;0,2469028;-0,4346691;0,7037919
30|TOP2|0,01993681|-0,1486272;-0,9641299;-0,4292039;0,5412543;0,5257711;-0,7681355;-0,9540756;-0,135522;0,9705217;-0,1390213;-0,1553618;-0,6287994;-0,3042709;0,84306;0,1063432;-0,2461971;0,8013179;0,9206355;-0,2827648;-0,836278;0,01673591;0,4238572;0,9065063;0,5707088;0,03227985;0,5831907;0,4557025;0,9935255;-0,3495201
31|TOP2|0,01961277|-0,3430356;0,8012331;0,1413292;0,07869804;0,5745173;0,3696372;-0,3642386;-0,6838067;-0,08917367;0,6870883;0,4342529;0,1811126;0,06683624;0,2049564;0,8697724;0,7945278;-0,9356785;0,8151839;-0,348466;0,4141109;-0,1038369;-0,4706627;0,04632056;-0,959868;0,4870472;-0,04318225;0,2055632;0,9838767;-0,3674287
32|TOP2|0,01961074|0,2820756;0,08798707;0,687186;0,2268463;0,7751818;-0,1621546;-0,2257031;-0,1310164;0,7670157;0,3164971;0,9623485;-0,7267132;0,1249224;-0,1531266;0,9623833;-0,6775844;-0,976368;-0,2604376;0,1326383;0,4127056;0,2826936;0,1855315;0,2219495;0,4194457;0,8893943;-0,1515156;0,1492151;-0,04292047;0,7250257
33|TOP2|0,01942026|0,6016116;-0,2112664;0,5552614;-0,1347183;-0,2820543;-0,1729053;-0,8164637;0,8574612;-0,6704319;0,8011746;0,2474421;0,6531808;-0,5021875;-0,9293921;0,7113061;0,8606946;-0,7871437;-0,6649971;0,03168666;-0,3721915;0,5946383;-0,4983124;0,319649;-0,3448085;0,9384966;-0,264501;-0,5959871;-0,3107015;0,6572924
34|TotallyRandom|0,01867946|-0,6601284;0,6232741;-0,8178694;0,8180261;-0,03520262;0,6416314;-0,9680185;-0,07575333;-0,2593936;-0,8363137;0,2821147;0,5017951;0,7980309;-0,141234;-0,138687;0,8051877;0,09153545;-0,249457;0,6614444;-0,2672459;0,8359463;0,02288592;0,7394657;0,8872693;0,6799941;0,8553426;0,4489729;-0,3857476;-0,9741576
35|TOP2|0,01705465|-0,8239112;-0,6842463;0,05222571;0,9370422;0,4343054;-0,4073499;-0,7359786;-0,2836484;-0,761822;-0,9797139;0,4055962;-0,5902121;0,4204628;0,08455431;-0,442906;0,5260909;-0,1260906;0,7892022;0,09370482;-0,4197239;0,2218443;0,4324395;0,5523431;0,4590704;0,0488764;-0,3071996;-0,190437;-0,946125;0,177874
36|TOP2|0,01673802|0,2803766;0,7527075;-0,4105242;0,7520204;-0,3116642;-0,8377547;0,5031569;0,4595351;0,9469292;0,4005463;-0,1531249;0,05858147;0,4449413;-0,3742059;0,6797469;-0,5143447;0,1289002;-0,02540028;-0,8803177;-0,08132327;-0,3637911;-0,945653;0,5582533;-0,2672116;0,2190932;-0,1103987;-0,1493863;-0,6821785;-0,4243926
37|TOP2|0,01613639|-0,1004277;-0,2072512;-0,3765858;-0,1917239;0,3784847;-0,7701218;0,9085588;0,9304318;-0,8716731;-0,7317636;-0,6200874;0,03809798;0,3792741;-0,1180154;-0,7755027;0,3096158;0,2451228;0,1587297;-0,113156;-0,05990517;0,4041533;-0,9072051;-0,4945596;-0,2973751;-0,2873381;-0,6603549;0,3174526;-0,8838091;-0,4321562
38|TOP2|0,01613217|-0,01785076;0,492017;0,323869;0,1213142;-0,5441322;0,6441929;-0,2188295;-0,1748542;0,5572062;0,06262743;0,02550375;-0,1584584;0,9084582;0,4743468;-0,1030489;0,5407126;0,2545342;0,8366556;0,4066262;0,5229852;0,6336617;-0,08163512;0,8926291;0,9038448;0,3923337;0,997674;0,6360786;0,09846461;0,3360669
39|TOP2|0,01604864|-0,9056256;0,5307159;-0,6235113;0,5373795;0,6169965;-0,4593674;0,5089743;-0,719398;-0,0006526709;-0,07377851;-0,2389103;-0,3782917;-0,5573211;0,8848135;0,798507;0,6024282;0,4032335;-0,9489408;0,4605541;0,3916349;0,4957835;-0,5900333;0,937324;-0,05909574;-0,2546061;0,4118685;0,9709747;0,1654493;0,4989066
40|TOP2|0,01590696|0,4411592;0,6511915;0,844341;-0,2953135;0,8851299;0,5776591;-0,9816446;-0,1556567;-0,6228883;-0,3507575;0,3905477;0,1907259;0,4084418;-0,6491513;-0,8987565;0,3200221;0,5377343;0,7872407;-0,861253;-0,07939065;0,05309856;0,3817932;0,09755385;-0,4459039;-0,7481279;0,1913661;-0,5933657;-0,07351124;-0,5420897
41|TOP2|0,01569233|0,7859757;-0,07499349;-0,03828037;0,9641685;-0,1634086;0,1824671;0,1013738;0,2513747;0,01051629;-0,4155072;-0,9178729;-0,1181122;0,9261518;0,4984402;0,1665913;0,3160205;0,6077404;0,8018529;-0,02766168;0,6242235;0,8240058;-0,7358069;0,08518684;0,4255223;0,1295427;0,6913996;-0,7232039;-0,03618181;-0,6136546
42|RandomParents|0,01494462|-0,2617034;0,5867314;-0,9364617;0,9011531;-0,5024517;-0,9123976;0,5679996;-0,3419732;0,3813798;-0,6781926;-0,8460338;0,1555799;0,8621829;-0,9474046;0,3263039;0,8213129;0,4909539;-0,6936784;0,2659588;0,5539784;-0,9280941;-0,3007456;0,9556036;-0,3466882;-0,5747969;-0,3780752;0,8439147;0,05397046;0,991385
43|TOP2|0,01436543|0,7566493;0,2331651;-0,7763102;0,9272239;0,1664826;-0,8483303;-0,6582408;-0,2440802;-0,1116799;0,1011137;0,3936379;0,9129157;0,3900227;-0,678756;-0,2169658;-0,6214681;0,527261;-0,3678664;0,3661806;0,1936365;0,1307129;-0,06226695;0,7550945;0,7317874;-0,3289999;-0,785708;-0,1642162;-0,6676066;-0,06531966
44|TOP2|0,0141383|0,607137;-0,7662599;0,9052799;-0,4285399;0,2706647;0,3011012;-0,2757999;-0,5199847;0,9513841;0,08815038;0,7489891;-0,4422473;0,3772485;0,9732964;0,5045769;0,8040824;-0,6255355;0,4416969;0,4733078;-0,4098788;-0,2338036;0,9572432;-0,2132672;-0,7260368;0,6547453;-0,02210748;-0,3338701;0,8657558;-0,7285192
45|TOP2|0,0141056|0,8233464;0,1429707;-0,761323;0,2323233;0,2762017;0,5139012;-0,3015465;-0,2414936;0,8875811;-0,2217134;0,5507433;0,8081071;0,2187654;0,98156;-0,2897626;-0,05190885;0,06939256;-0,05836737;-0,3230587;-0,5685444;-0,1691855;0,7425644;-0,4300789;-0,8161442;0,1094075;-0,1316422;0,2420884;0,6573482;-0,6593726
46|TOP2|0,01387872|-0,2794644;0,5138485;-0,2027034;0,4584033;0,09495604;-0,7639692;0,4886148;0,9494288;-0,2927703;0,7350237;0,4265818;-0,3221484;-0,9136169;-0,3740035;0,5487428;0,6083276;-0,7149425;-0,3220931;0,9812489;-0,6554854;-0,9373672;-0,3021251;-0,9127557;0,8205683;-0,4805552;0,6938419;-0,4884764;-0,7604001;-0,1644367
47|TOP2|0,01366523|0,0559994;-0,1278208;0,3977346;0,9219532;0,945493;-0,9348643;0,2720334;-0,8099158;-0,783762;0,5283706;-0,8948698;0,4541745;-0,8520675;-0,49779;0,6011832;0,7529383;-0,30079;0,948715;0,3309285;-0,657568;0,2411186;-0,9730289;0,2930298;0,003207088;0,01561916;-0,6188381;0,2582302;-0,4349877;-0,8974977
48|RandomParents|0,01317208|0,7507529;0,5256453;-0,602968;0,5529463;0,607167;0,23129;0,5817575;0,5030055;0,8554964;0,228074;-0,2028884;-0,6316142;-0,877311;-0,2836708;-0,5943091;-0,2434305;-0,9514709;-0,1789964;-0,03163564;-0,5799735;0,1135126;0,429424;-0,3983465;-0,9464412;0,439981;-0,5073903;-0,1693891;0,9204762;-0,736522
49|TOP2|0,01251922|-0,6888909;0,5416005;-0,4125847;0,4917216;0,7180898;0,6571562;-0,5972612;0,5215297;0,5229552;-0,4105173;-0,5558231;0,4460275;-0,6745477;-0,1908218;0,6470459;-0,1384822;-0,4141041;-0,2771045;-0,7167802;0,6402979;0,8986576
