Generation: 85 | maxFitness: 3,603257 | maxFitnessGen: 2,231158 | maxFitnessGenBuf: 2,113027
N TotallyRandom: 10 | N RandomParents: 10 | N Top2: 10 | Min Mutation: 0,5

Index: 0 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,113027 | BrainData : 1,61195;2,757458;3,374075;-2,592619;-2,454808;0,8180184;-1,229815;-4,78539;-3,23156;1,258412;-3,255765;2,648077;-1,664224;3,057827;4,131142;-2,522223;-3,609252;0,5411725;-1,324807;-2,932573;-1,171;0,2451092;1,294116;4,898143;-0,5926122;3,820297
Index: 1 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,107548 | BrainData : 1,615725;2,746462;3,390566;-2,580714;-2,461743;0,8055355;-1,249474;-4,778724;-3,176064;1,160618;-3,36818;2,717293;-1,647289;3,047258;4,114192;-2,535765;-3,684695;0,5359159;-1,37199;-2,946995;-1,195247;0,311255;1,223656;4,92037;-0,5882427;3,790606
Index: 2 | Name: car 22 | Brain Type: TOP2 | Fitness: 2,097365 | BrainData : 1,617998;2,741828;3,411914;-2,586565;-2,494514;0,8180184;-1,229815;-4,78539;-3,190747;1,258412;-3,281828;2,684258;-1,688624;3,080461;4,106969;-2,522223;-3,629633;0,5334114;-1,293962;-3,006989;-1,199429;0,2943236;1,216906;4,897936;-0,5926122;3,775315
Index: 3 | Name: car 24 | Brain Type: TOP2 | Fitness: 2,060537 | BrainData : 1,62742;2,741828;3,411914;-2,552672;-2,494514;0,8180184;-1,229815;-4,78539;-3,183362;1,258412;-3,208359;2,713518;-1,693489;3,080461;4,131142;-2,522223;-3,629633;0,5411725;-1,324807;-2,964274;-1,171;0,2735219;1,235015;4,914771;-0,5948054;3,792213
Index: 4 | Name: car 23 | Brain Type: TOP2 | Fitness: 1,98226 | BrainData : 1,617998;2,753453;3,406734;-2,552672;-2,494514;0,7710707;-1,202513;-4,78539;-3,236751;1,217739;-3,27217;2,684465;-1,688624;3,080461;4,131142;-2,522223;-3,646528;0,5411725;-1,372429;-2,964274;-1,220516;0,2943236;1,251291;4,934555;-0,5926122;3,855519
Index: 5 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,91188 | BrainData : 1,617998;2,741828;3,416686;-2,552672;-2,507943;0,7715898;-1,20422;-4,78539;-3,182669;1,276301;-3,255765;2,684258;-1,715626;3,093319;4,131142;-2,522223;-3,641096;0,5411725;-1,304079;-2,936004;-1,171;0,2943236;1,254186;4,899989;-0,5926122;3,774434
Index: 6 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,884954 | BrainData : 1,617998;2,741828;3,411914;-2,531363;-2,541308;0,8089573;-1,229815;-4,805035;-3,23156;1,258412;-3,255765;2,667655;-1,656017;3,099053;4,131142;-2,538294;-3,660114;0,5411725;-1,324807;-2,99459;-1,19669;0,2943236;1,254186;4,926955;-0,5978135;3,820297
Index: 7 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,756767 | BrainData : 1,617998;2,716217;3,411914;-2,529319;-2,476074;0,7847486;-1,223036;-4,794106;-3,245343;1,258412;-3,255765;2,696045;-1,641564;3,05364;4,17906;-2,522223;-3,629633;0,5885383;-1,316679;-2,964274;-1,154171;0,2943236;1,254186;4,856679;-0,5926122;3,86564
Index: 8 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,751475 | BrainData : 1,63604;2,760668;3,418963;-2,517474;-2,395868;0,7880564;-1,200555;-4,778724;-3,226744;1,179526;-3,295162;2,704202;-1,688624;3,091698;4,203351;-2,506802;-3,612424;0,5294168;-1,448372;-2,946995;-1,161438;0,2419189;1,287677;4,91621;-0,5800808;3,810993
Index: 9 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,705969 | BrainData : 1,634679;2,741828;3,4449;-2,552672;-2,504521;0,8514342;-1,229815;-4,742383;-3,23156;1,258412;-3,255765;2,684258;-1,688624;3,080461;4,131142;-2,522223;-3,677319;0,5457355;-1,362811;-2,964274;-1,171;0,2943236;1,253457;4,899989;-0,5773457;3,820297
Index: 10 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,686357 | BrainData : 1,617998;2,741828;3,38964;-2,535519;-2,494514;0,806242;-1,229815;-4,78539;-3,261661;1,225888;-3,255765;2,684258;-1,657321;3,037763;4,101086;-2,510839;-3,629633;0,5411725;-1,324807;-3,013394;-1,171;0,3220955;1,214319;4,899477;-0,5683804;3,774725
Index: 11 | Name: car 21 | Brain Type: TOP2 | Fitness: 0,8017315 | BrainData : 1,617998;2,741828;3,377559;-2,552672;-2,495223;0,8180184;-1,229815;-4,78539;-3,23156;1,258412;-3,235367;2,684258;-1,688624;3,049466;4,131142;-2,522223;-3,641157;0,5363166;-1,324807;-2,964274;-1,173152;0,2943236;1,288794;4,899989;-0,6187869;3,841276
Index: 12 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,6181198 | BrainData : 1,647833;2,690811;3,411914;-2,546128;-2,494514;0,8055355;-1,259708;-4,764993;-3,225599;1,258412;-3,275136;2,684258;-1,688624;3,080461;4,103585;-2,549182;-3,607534;0,5319861;-1,285067;-2,964274;-1,137557;0,3096471;1,257672;4,942507;-0,6320539;3,820297
Index: 13 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,5633014 | BrainData : 1,691322;2,774558;3,393238;-2,544286;-2,483279;0,7255521;-1,229815;-4,778724;-3,247935;1,262523;-3,221273;2,731021;-1,671344;3,080461;4,118444;-2,505288;-3,65564;0,529079;-1,312667;-2,991195;-1,171;0,2195717;1,254186;4,921423;-0,6525748;3,839718
Index: 14 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,3511764 | BrainData : -2,85267;4,550203;-2,200475;4,333092;2,378484;-1,983804;0,7524509;2,390994;-3,788146;-4,37343;-0,3830463;-4,53285;2,143042;-3,067222;-0,2430611;1,352098;-2,636579;-0,4510231;1,050008;-3,360215;-1,096337;-3,916755;-3,493831;-4,674234;-1,334981;2,165062
Index: 15 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,3302222 | BrainData : 1,513439;-1,48024;-0,5948882;2,612208;-2,462723;1,11805;-3,02208;0,0726409;2,641306;-4,243198;1,012463;4,614427;-0,32234;1,989627;0,1490707;0,8937364;-0,6102915;-3,62969;-2,172119;-2,124312;-4,031838;-3,219104;-1,171546;1,788049;3,953945;-0,3026991
Index: 16 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 0,319019 | BrainData : -1,061178;4,288919;4,979468;4,688725;2,174553;1,94892;-4,983316;-3,984247;-3,420508;4,906275;1,747186;-2,7571;-3,524599;4,075684;-4,090744;1,895816;-4,50552;1,989612;-1,765196;2,964103;-1,188865;-1,675589;-1,673855;1,202471;-2,102754;0,9502954
Index: 17 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,2907339 | BrainData : 1,634402;-2,214904;-2,741032;0,7631369;1,886543;2,806692;1,524874;-3,352023;4,390669;2,172271;3,782141;3,131407;-2,307405;2,494924;2,36233;-3,032523;0,2635808;-1,226682;-2,233632;2,339133;-0,9894832;1,457827;-1,399806;1,858787;2,151618;3,202327
Index: 18 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,2887426 | BrainData : -3,121282;-4,763096;4,519254;-4,859959;-4,08001;-4,591202;-3,379351;1,183757;1,865371;3,668673;1,113344;-2,778292;3,812123;-3,849736;1,410062;-1,735976;-3,769244;-1,789305;4,137226;2,801352;4,955633;1,074481;-2,035877;0,8374696;2,367302;-0,3233223
Index: 19 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,2875644 | BrainData : -1,560766;0,1833253;3,852097;3,850109;-1,627203;-2,570517;2,276425;1,42108;-2,998062;-1,472452;-0,1496511;-3,134161;-4,626732;1,549144;2,279669;3,117277;2,582319;1,539646;2,570041;2,838525;-4,82926;-3,732747;2,958903;1,960787;4,160726;3,671396
