Generation: 24 | maxFitness: 1,960886 | maxFitnessGen: 1,527159 | maxFitnessGenBuf: 1,661024
N TotallyRandom: 10 | N RandomParents: 10 | N Top2: 10 | Min Mutation: 0,5

Index: 0 | Name: car 24 | Brain Type: TOP2 | Fitness: 1,661024 | BrainData : 1,637875;2,61956;3,250841;-2,783412;-2,4456;0,8534194;-1,107092;-4,697783;-3,3032;1,343455;-3,513523;2,802472;-1,941505;3,154268;4,192122;-2,602449;-3,37688;0,6834843;-1,293486;-2,814256;-1,462297;0,2536371;1,337444;4,74468;-0,5783452;3,669029
Index: 1 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,621964 | BrainData : 1,590129;2,61956;3,2881;-2,783412;-2,4456;0,8534194;-1,107092;-4,713731;-3,320241;1,29444;-3,513523;2,838003;-1,941505;3,154268;4,185842;-2,563118;-3,468347;0,6834843;-1,245687;-2,811393;-1,462297;0,2512435;1,314314;4,74468;-0,5783452;3,669029
Index: 2 | Name: car 20 | Brain Type: TOP2 | Fitness: 1,602573 | BrainData : 1,637875;2,658169;3,2881;-2,761943;-2,4456;0,8534194;-1,107092;-4,684278;-3,277271;1,335041;-3,513523;2,818885;-1,941505;3,154268;4,192122;-2,602449;-3,418856;0,6966124;-1,337308;-2,804457;-1,462297;0,2164256;1,293172;4,774594;-0,5802017;3,669029
Index: 3 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,587448 | BrainData : 1,628014;2,607118;3,2881;-2,775908;-2,4456;0,8534194;-1,104399;-4,684278;-3,3032;1,359535;-3,513523;2,814148;-1,941505;3,154268;4,180372;-2,608379;-3,380811;0,6803773;-1,297091;-2,860018;-1,462297;0,2358705;1,337444;4,741143;-0,5783452;3,669029
Index: 4 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,586854 | BrainData : 1,637875;2,668898;3,2881;-2,783412;-2,4456;0,8534194;-1,095926;-4,731335;-3,3032;1,30505;-3,513523;2,794296;-1,941505;3,154268;4,192122;-2,602449;-3,395728;0,6834843;-1,294853;-2,811029;-1,462297;0,2512435;1,337444;4,725211;-0,5783452;3,669029
Index: 5 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,583158 | BrainData : 1,654652;2,59236;3,26012;-2,783412;-2,459763;0,8534194;-1,107092;-4,635087;-3,3032;1,335041;-3,513523;2,847308;-1,92239;3,126957;4,192122;-2,624598;-3,418856;0,6834843;-1,3061;-2,823416;-1,425982;0,2512435;1,308683;4,74468;-0,5783452;3,677666
Index: 6 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,576163 | BrainData : 1,637875;2,665138;3,2881;-2,783412;-2,452802;0,8600106;-1,144467;-4,684278;-3,3032;1,335041;-3,499896;2,802472;-1,941505;3,154268;4,192122;-2,602449;-3,383107;0,6413208;-1,294853;-2,831962;-1,462297;0,2556483;1,37877;4,694844;-0,5783452;3,694514
Index: 7 | Name: car 22 | Brain Type: TOP2 | Fitness: 1,565622 | BrainData : 1,637875;2,588739;3,304045;-2,783412;-2,399564;0,8534194;-1,103765;-4,684278;-3,3032;1,33065;-3,509056;2,79634;-1,940062;3,154268;4,223312;-2,586188;-3,418856;0,6976364;-1,27251;-2,800185;-1,462297;0,2755483;1,337444;4,765261;-0,5783452;3,654541
Index: 8 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,550886 | BrainData : 1,657933;2,648357;3,26075;-2,783412;-2,4456;0,8149092;-1,107092;-4,684278;-3,3032;1,335041;-3,513523;2,802472;-1,941505;3,156523;4,192122;-2,589785;-3,418856;0,6834843;-1,294853;-2,811029;-1,47724;0,2512435;1,319701;4,733279;-0,5822167;3,626675
Index: 9 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,535374 | BrainData : 1,61053;2,538517;3,112407;-2,884114;-2,356623;0,8710084;-1,200883;-4,650617;-3,234626;1,399361;-3,490024;2,651699;-1,893504;3,195072;4,138972;-2,507077;-3,36166;0,6858071;-1,297965;-2,777177;-1,539385;0,3210856;1,391286;4,784198;-0,5722847;3,671749
Index: 10 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,447178 | BrainData : 1,556186;2,536878;3,105767;-2,911491;-2,373816;0,7956322;-1,153044;-4,677452;-3,250585;1,437037;-3,453584;2,699475;-1,897712;3,102632;4,148218;-2,475346;-3,474497;0,7249905;-1,366804;-2,681484;-1,432127;0,2143445;1,375342;4,773984;-0,5870568;3,677578
