Generation: 93 | maxFitness: 3,603257 | maxFitnessGen: 1,622413 | maxFitnessGenBuf: 1,756733
N TotallyRandom: 10 | N RandomParents: 10 | N Top2: 10 | Min Mutation: 0,5

Index: 0 | Name: car 23 | Brain Type: TOP2 | Fitness: 1,756733 | BrainData : 1,556844;2,757458;3,374221;-2,5711;-2,475156;0,7984203;-1,246316;-4,850004;-3,170668;1,23083;-3,278074;2,472337;-1,795128;3,100011;4,175669;-2,562438;-3,603399;0,5599157;-1,268429;-3,040947;-1,201318;0,303463;1,244379;4,883426;-0,5858059;3,756595
Index: 1 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,754283 | BrainData : 1,555049;2,791332;3,323381;-2,55202;-2,475156;0,7673702;-1,244568;-4,842795;-3,135305;1,25511;-3,294228;2,472337;-1,81161;3,100011;4,175669;-2,577889;-3,574646;0,5503595;-1,291726;-2,997407;-1,205473;0,2885307;1,244379;4,862249;-0,5858059;3,747595
Index: 2 | Name: car 21 | Brain Type: TOP2 | Fitness: 1,693718 | BrainData : 1,583518;2,710111;3,334724;-2,582243;-2,475156;0,7673702;-1,244568;-4,846715;-3,163;1,25511;-3,297087;2,472337;-1,781138;3,100011;4,186996;-2,562438;-3,603399;0,5205801;-1,338267;-3,025527;-1,192432;0,303463;1,215968;4,862249;-0,5858059;3,756595
Index: 3 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,646518 | BrainData : 1,569372;2,774903;3,334724;-2,5711;-2,475156;0,7616999;-1,244568;-4,878026;-3,2009;1,25511;-3,294228;2,489068;-1,82532;3,063069;4,175669;-2,552541;-3,647725;0,5566729;-1,291726;-3,048645;-1,237803;0,303463;1,235943;4,862249;-0,5786325;3,734601
Index: 4 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,628926 | BrainData : 1,604915;2,669197;3,318081;-2,523703;-2,453641;0,7731218;-1,244568;-4,816475;-3,203685;1,263155;-3,295696;2,545132;-1,719252;3,043527;4,230916;-2,562438;-3,584486;0,591019;-1,291726;-3,017842;-1,199779;0,3257836;1,235157;4,848327;-0,5910375;3,756595
Index: 5 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,589708 | BrainData : 1,531656;2,721399;3,368726;-2,5711;-2,431772;0,7673702;-1,235706;-4,828444;-3,201567;1,270525;-3,294228;2,472337;-1,781138;3,100011;4,175669;-2,605709;-3,585706;0,5503595;-1,276868;-3,047278;-1,192432;0,303463;1,244379;4,862249;-0,5858059;3,79885
Index: 6 | Name: car 22 | Brain Type: TOP2 | Fitness: 0,974646 | BrainData : 1,569372;2,749309;3,334724;-2,611717;-2,475156;0,7654001;-1,244568;-4,846715;-3,170668;1,297672;-3,311096;2,483858;-1,760967;3,091993;4,13841;-2,562438;-3,586769;0,5448816;-1,281682;-3,024644;-1,192432;0,303463;1,244379;4,879759;-0,5662468;3,764293
Index: 7 | Name: car 26 | Brain Type: TOP2 | Fitness: 0,9584711 | BrainData : 1,574648;2,748629;3,334724;-2,5711;-2,432991;0,7566671;-1,20328;-4,872092;-3,214071;1,236304;-3,305525;2,472337;-1,781138;3,100011;4,136069;-2,556988;-3,640335;0,5345871;-1,291726;-3,024644;-1,183564;0,303463;1,244379;4,862249;-0,565199;3,756595
Index: 8 | Name: car 20 | Brain Type: TOP2 | Fitness: 0,8988495 | BrainData : 1,595516;2,757458;3,347047;-2,581277;-2,475156;0,7673702;-1,229709;-4,796999;-3,170668;1,25511;-3,29528;2,444941;-1,744032;3,100011;4,15539;-2,559659;-3,603399;0,5688787;-1,291726;-3,024644;-1,174663;0,303463;1,244379;4,901931;-0,5638521;3,79536
Index: 9 | Name: car 28 | Brain Type: TOP2 | Fitness: 0,6874196 | BrainData : 1,596185;2,757547;3,32724;-2,60587;-2,446363;0,7673702;-1,29312;-4,889014;-3,153186;1,25511;-3,314197;2,474991;-1,746698;3,078025;4,138673;-2,562438;-3,639966;0,5295268;-1,249908;-2,978436;-1,230928;0,2680059;1,244379;4,862249;-0,6237136;3,756595
Index: 10 | Name: car 24 | Brain Type: TOP2 | Fitness: 0,6484854 | BrainData : 1,533375;2,751876;3,334724;-2,5711;-2,475156;0,759392;-1,289015;-4,846715;-3,127432;1,247467;-3,247974;2,471472;-1,735853;3,054747;4,127191;-2,562438;-3,580863;0,585183;-1,26814;-3,024644;-1,192432;0,303463;1,244379;4,84666;-0,6260685;3,756595
Index: 11 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,4710743 | BrainData : 1,604915;2,778167;3,411205;-2,59395;-2,48114;0,7902723;-1,269912;-4,809964;-3,181752;1,23798;-3,264307;2,41514;-1,792863;3,06132;4,210972;-2,570419;-3,618546;0,5245441;-1,316428;-2,957428;-1,173398;0,3259646;1,286866;4,862249;-0,653524;3,756595
Index: 12 | Name: car 30 | Brain Type: RandomParents | Fitness: 0,4159317 | BrainData : -3,10005;1,526322;4,6292;2,673048;3,974956;-3,212621;-3,726509;-0,6796689;-2,486985;1,035448;-3,763315;2,635403;-1,945018;4,422208;-1,750447;2,469714;-1,784621;3,61351;-3,845585;-3,595799;4,312616;-3,756951;-1,308789;-4,852548;0,5438561;-1,374479
Index: 13 | Name: car 19 | Brain Type: TotallyRandom | Fitness: 0,3269258 | BrainData : 0,1485057;3,606;3,881339;-2,709055;-1,901858;2,577233;-0,8644266;3,293764;-3,104018;-4,40168;2,033247;3,706603;1,173938;-3,772557;2,466255;-1,941655;1,916798;4,038401;0,2967043;-3,527115;-0,8418198;1,225469;-2,379349;-2,479894;2,551008;0,7202811
Index: 14 | Name: car 13 | Brain Type: TotallyRandom | Fitness: 0,3074656 | BrainData : 3,432274;-4,650312;4,184864;4,08713;4,35784;1,753309;-2,423052;3,4615;0,7667189;-4,449053;-0,008785248;-1,920104;4,942402;2,253338;3,177002;-0,03720713;-0,1742749;1,632415;3,714658;4,936248;-0,492465;-4,398242;2,815275;-1,705809;-0,9568615;0,9294276
Index: 15 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,3045095 | BrainData : -2,306092;-2,787631;-4,269968;4,708371;2,694185;-1,012189;2,389942;4,57349;0,7040267;-4,890133;0,6345944;2,182361;-0,8313088;-2,586968;1,083447;2,450233;2,509658;-2,806372;0,3410859;3,930079;-0,7412462;-0,4429893;-2,893144;2,294432;4,512887;-3,982002
Index: 16 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,3044912 | BrainData : 2,40428;4,734287;3,452829;-4,019123;1,293007;-4,269656;1,852459;-3,443013;-1,122818;2,399619;-3,314939;2,392285;-3,452059;0,6343789;3,941051;-4,645099;-2,853533;-1,585114;-0,5014377;1,155034;-4,070343;-4,072953;0,3040428;1,490478;4,5761;-1,799955
Index: 17 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,3039467 | BrainData : 1,05939;3,646544;-3,960575;-4,620394;-1,31951;-1,766722;0,374157;2,28771;3,455032;2,378449;4,147977;4,166733;2,180207;-0,6584625;2,348111;3,509815;2,256114;-4,100138;-2,092218;4,280288;-1,328915;1,595573;0,9070745;-1,600021;3,632633;-0,7976981
Index: 18 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,3035561 | BrainData : 1,05939;3,637182;-3,967076;-4,576462;-1,310933;-1,757218;0,374157;2,27784;3,465616;2,424107;4,151252;4,166733;2,184887;-0,6584625;2,342018;3,509815;2,274204;-4,118496;-2,052734;4,289794;-1,328915;1,639356;0,952201;-1,599112;3,612168;-0,7826405
Index: 19 | Name: car 10 | Brain Type: TotallyRandom | Fitness: 0,3034306 | BrainData : -1,895638;-4,35787;1,77586;1,785911;-2,86756;-1,789809;2,301154;-0,2461715;-2,240525;4,020124;1,312287;4,400007;4,480201;3,336771;-0,6945295;-1,284091;-3,671122;-0,2644401;-1,1433;3,766968;-1,759415;-2,871978;-1,506507;4,033933;1,267194;4,435047
Index: 20 | Name: car 12 | Brain Type: TotallyRandom | Fitness: 0,2447853 | BrainData : 3,773277;-3,506881;-2,645669;-4,638499;3,543768;-4,862403;-1,172619;-0,501483;-2,220811;0,4545407;0,9282417;2,353036;3,91512;2,822988;4,984216;0,7844729;1,659211;-2,242887;-3,824938;1,79332;-4,919328;-0,7338352;1,375091;-4,951815;-1,645294;-2,95962
Index: 21 | Name: car 11 | Brain Type: TotallyRandom | Fitness: 0,2407834 | BrainData : 0,4507799;0,08455944;-1,482532;-4,053803;-1,381157;-1,259992;-3,486963;-2,272017;-4,283595;-1,587639;-1,38978;-3,210005;2,496351;1,368327;3,90533;-3,341604;1,184824;3,563786;-0,8902402;-2,172942;-3,012601;1,484685;-3,176857;-1,992294;-3,599518;-1,061571
Index: 22 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,2216418 | BrainData : 2,834572;-3,347215;1,305978;4,38162;-2,349601;-4,016428;3,030819;-1,334669;2,080625;3,186751;2,597808;-3,63415;-3,29543;3,652655;-1,202106;4,983482;1,784023;-4,991394;0,94559;-2,685792;1,828526;2,431916;-1,158453;2,876669;-0,8750768;-3,006704
Index: 23 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,2203938 | BrainData : 3,626457;3,0078;4,368095;4,848752;1,658541;-4,320354;-1,414419;-4,370712;4,232157;2,698776;-2,401003;-2,477986;-3,058791;-2,520229;2,429824;4,273245;3,135596;3,292591;-4,938533;-4,399873;1,696738;3,519614;0,2563037;-1,409792;-3,514359;0,8527454
Index: 24 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,2199817 | BrainData : 3,024597;4,851744;-1,303566;-2,342078;-1,444921;3,285553;3,733669;2,985153;1,765892;-2,947126;-3,996441;4,890704;-3,304455;2,906123;-0,5825262;-2,779033;3,86334;3,900476;-3,165184;-0,1008968;-4,701059;-1,036175;1,433785;4,953032;-2,313767;4,022701
Index: 25 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,2186722 | BrainData : -3,743311;-3,156069;1,276455;4,194821;1,955442;-1,714908;4,829624;-1,842353;4,941324;0,4512243;2,565268;0,8656176;4,449982;-1,287882;-3,109594;-0,3576234;-1,933641;4,816612;-2,280938;-3,188499;3,982513;1,764596;1,669463;0,1307641;-1,601599;-0,2477188
Index: 26 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,2184778 | BrainData : -3,938278;-1,063439;-3,150612;-1,13528;1,38387;3,955773;3,321842;0,865211;0,7156758;-4,311512;1,2603;-4,487806;4,226979;-2,482962;-4,090098;-2,339348;0,9424739;-1,17079;3,032087;2,25903;3,349117;-2,935766;-0,3099685;3,32992;-3,027968;-4,624483
Index: 27 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,2173111 | BrainData : -2,710995;4,634551;-2,621984;1,922106;-0,1308396;3,234563;-1,90058;-4,663609;-3,700056;3,302787;-1,433616;3,645412;1,471161;-0,9897139;0,5509739;3,27116;-4,707087;3,26244;0,3532763;2,245917;4,634777;-4,678246;1,301048;-3,481868;-4,90623;-2,6791
Index: 28 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,2172851 | BrainData : -2,758283;4,604086;-2,668838;1,910764;-0,08832979;3,25449;-1,859282;-4,681735;-3,700056;3,29129;-1,46275;3,643033;1,471161;-0,99788;0,5523468;3,22886;-4,666844;3,241814;0,3532763;2,245917;4,654702;-4,678246;1,301048;-3,534333;-4,914118;-2,733983
Index: 29 | Name: car 14 | Brain Type: TotallyRandom | Fitness: 0,2168539 | BrainData : -3,653871;-1,976011;0,9208007;4,517431;-0,5592699;2,388966;-1,011095;-0,09081316;1,0365;3,08334;1,23558;-4,002388;4,496126;-1,616401;3,526619;2,160219;2,354043;4,483067;2,228392;3,641127;2,521062;-0,9064312;-2,9327;4,962008;-4,135529;-4,78097
Index: 30 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,2161675 | BrainData : -4,571039;4,222328;4,24159;
