Generation: 5 | maxFitness: 0,3118563 | maxFitnessGen: 0,2978237 | maxFitnessGenBuf: 0,2969997
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2969997|-1,04894;-1,618942;5,006128;3,059721;-1,203653;-1,733684;1,793336;2,028188;2,633136;-5,002908;3,563631;-0,7540495;-4,973289;-3,081963;0,9461421;-1,302153;3,27095;-3,590317;-1,033949;3,087;0,8334569;-2,731524;1,048521;2,48232;-2,127946;1,877072;2,796207;-1,388803;-3,266736
1|RandomParents|0,2547135|-0,9689946;-1,853739;4,711397;2,986216;-1,20732;-1,856515;1,607271;2,256924;3,566376;-4,697962;3,064883;-0,5182724;-4,923826;-2,532646;0,4028986;-1,914731;3,934635;-3,13887;-0,9065306;3,872023;0,3700752;-2,893398;1,673137;2,562113;-1,844761;1,75912;3,386443;-2,275562;-3,896874
2|RandomParents|0,2459329|-0,7451071;-1,21735;4,691915;2,89542;-1,648862;-1,719467;1,883241;2,254984;3,386542;-4,215773;2,407755;0,128426;-4,709607;-2,106708;0,2532815;-2,241972;3,698266;-2,779849;-1,011585;3,777735;0,4356397;-2,966266;1,997593;3,540366;-2,671084;2,029357;3,254879;-1,659407;-4,313224
3|RandomParents|0,2426095|-0,6360083;-1,602261;4,503757;2,823075;-1,258045;-1,856515;1,589106;2,248344;3,223995;-4,751732;3,063538;-0,5182724;-4,923826;-2,400655;0,5373912;-1,539915;3,640785;-3,13887;-1,033949;3,082017;0,3700752;-2,893398;1,673137;2,866001;-2,282477;2,093424;3,254879;-1,620275;-3,870566
4|RandomParents|0,165077|1,29274;3,73052;-3,72311;-0,5848799;4,339629;-3,653264;3,852664;-5,185206;-3,43913;3,839937;-3,442594;4,128066;-2,111471;1,896721;-0,9670194;3,011373;1,902716;0,7219949;1,541638;1,850724;-1,812219;-4,431282;-3,057008;1,581485;-0,1769173;3,382627;-3,911946;1,979782;-4,834452
5|RandomParents|0,1563811|1,058385;3,73052;-3,852886;-0,5324526;4,195553;-3,574145;4,134385;-4,961224;-3,43913;3,839937;-3,358774;4,36207;-2,111471;1,896721;-0,9670194;3,011373;1,972777;0,7219949;1,541638;2,060543;-1,812219;-4,766587;-3,057008;1,421122;-0,3957539;3,382627;-3,965448;1,979782;-4,834452
6|RandomParents|0,1272849|-0,7220186;-1,291361;4,619142;2,841882;-1,258045;-1,856515;1,584619;2,10892;3,852325;-4,586003;2,806501;-0,995185;-5,297975;-2,803068;0,379775;-1,616646;3,707193;-3,43132;-0,8239529;3,096419;-0,5059845;-2,749952;2,034485;2,840555;-3,144032;2,173131;3,475254;-2,134376;-3,836901
7|RandomParents|0,1200583|-2,309307;4,599729;-2,652744;0,07678103;-1,838995;3,458486;1,841392;-3,764976;2,4621;-1,524213;0,844116;-3,222544;-4,092341;2,145151;0,2543703;-3,197546;-3,612532;0,1659223;0,2332381;0,1501939;3,931803;-0,2267271;-0,5289717;1,892654;-1,534692;-2,709475;4,235147;4,590248;-4,854855
8|RandomParents|0,1169196|-2,209583;4,407863;-2,728415;0,9270096;-2,327006;2,994611;1,462958;-3,357504;3,408906;-1,035886;1,405695;-2,916529;-4,931818;2,233457;0,4479833;-3,111552;-3,062175;-0,3188471;0,1742184;0,03157124;3,576018;-0,5355281;-0,4489215;2,477409;-1,967931;-2,592255;4,235147;4,659212;-5,124582
9|RandomParents|0,1092774|-4,259444;4,105601;3,016944;4,959549;-1,916911;5,196724;-3,238045;-0,899618;1,460461;-3,404492;-1,714589;3,37558;2,171011;-3,067461;-1,984399;-2,366091;-2,530581;-2,450672;-2,405386;-4,346545;0,7632599;1,257745;-1,401241;3,781937;5,155963;-3,813122;1,169023;-4,497135;-0,005542874
10|RandomParents|0,1073529|-1,967529;4,639925;-2,728415;0,5604248;-2,383482;2,641512;1,249678;-3,575168;2,609449;-1,366186;1,635581;-2,798527;-4,829784;2,658891;-0,01267478;-3,577609;-3,445609;-0,3188471;0,1251092;-0,0810788;3,379498;-0,8383291;-0,102985;2,915345;-1,764652;-2,592255;4,235147;4,716959;-4,862896
11|RandomParents|0,1073067|-1,131565;1,504712;3,54839;-2,820394;4,964227;0,8312933;0,5332457;-4,962143;3,490825;-2,195829;4,146334;-2,977612;0,9345902;-3,969321;3,698945;-0,3100868;2,740414;-1,515777;0,3272755;-0,5714153;3,133489;3,949515;-1,222411;-0,2054192;-3,193431;2,73745;-3,463261;-4,231845;-0,8502758
12|RandomParents|0,09005377|-1,390766;1,958192;2,906596;-3,113359;4,183149;0,2648524;-0,3728291;-5,740152;3,390357;-2,356637;3,428631;-2,171051;-0,4302429;-4,456469;3,768816;-0,03367826;2,095202;-2,175159;0,06091605;-0,5645437;2,047595;4,341394;-1,409687;-0,5000423;-2,850817;2,558143;-4,434412;-3,809514;-1,401955
13|RandomParents|0,0893317|-0,3933969;2,150564;3,480694;-3,128082;3,686398;1,016277;-0,1256341;-5,609871;3,805231;-2,230948;2,52455;-3,261264;0,1792804;-3,938838;3,873976;0,5742182;1,645491;-1,944022;-0,07731999;-0,4544412;3,081208;4,336423;-1,205182;-0,4092923;-2,951201;2,785736;-4,19841;-4,370738;-1,347723
14|RandomParents|0,08742154|0,1695509;-0,1831445;-1,975326;1,482709;-1,342326;-2,674413;2,525359;-3,772858;-3,5739;-5,164797;2,419231;-2,520537;-4,075045;4,521363;-3,411981;-1,072685;-1,733759;3,375862;-2,129989;4,362121;-3,447419;-3,116711;4,456596;-0,579809;4,653428;2,341118;-1,044106;-0,8688177;-2,666698
15|RandomParents|0,08721376|0,764181;3,73052;-3,72311;-0,5848799;4,227841;-3,64744;3,358048;-5,277785;-3,43913;3,839937;-3,358774;4,18027;-1,65573;1,896721;-1,185693;3,129184;1,883116;0,5241038;1,905344;2,243217;-1,812219;-4,431282;-3,057008;1,244622;-0,44115;2,894211;-3,873296;2,098448;-5,062144
16|RandomParents|0,08693644|-1,503893;4,433585;-2,38821;0,8345708;-2,327006;3,052655;1,462958;-3,152047;2,926413;-0,8656149;1,563476;-2,916529;-4,777247;2,658891;0,4479833;-3,782393;-3,162092;-0,3188471;-0,3703781;-0,192178;3,541881;-0,4938246;-0,1074875;2,219171;-1,717819;-2,218137;4,235147;4,539553;-4,854855
17|RandomParents|0,08511432|-1,521956;4,433585;-3,066028;0,5604248;-2,327006;3,052655;1,953362;-3,24349;2,911244;-1,035886;1,446896;-2,984767;-4,777247;2,658891;0,4479833;-3,577609;-3,162092;-0,5627867;0,2172025;0,3356114;3,86922;-0,7193931;-0,4489215;2,844941;-2,071647;-2,483262;4,235147;4,234851;-4,637013
18|RandomParents|0,08359873|-1,131565;2,020431;3,545636;-2,820394;4,964227;0,3491938;0,2837074;-4,516127;3,490825;-2,082561;4,095291;-2,991985;0,515374;-4,045873;4,205515;0,1398817;2,135295;-1,354927;0,1424807;-0,1864891;2,888758;4,283791;-0,7690905;-0,4481556;-3,942064;2,73745;-4,016463;-4,231845;-0,8502758
19|RandomParents|0,08166379|-0,6972675;2,533177;3,088545;-3,128082;4,41028;0,7592236;0,1820616;-5,318251;3,507182;-2,636466;2,188284;-3,261264;0,1632172;-4,246747;4,310632;0,5742182;1,720818;-1,944022;-0,07731999;-0,3908018;2,803535;4,336423;-1,100796;-0,4092923;-2,951201;2,785736;-4,19841;-3,929426;-1,827111
20|RandomParents|0,08164287|-0,8308393;2,396426;3,565922;-3,009174;3,915847;0,4022126;0,9782392;-4,929301;3,049146;-1,605402;3,062446;-3,098362;0,06353796;-5,211397;4,533535;0,3355571;1,233744;-2,234243;0,5313718;-0,1864891;2,461515;4,67177;-1,323483;-0,4265184;-3,692874;3,231436;-3,703604;-3,411941;-1,629962
21|RandomParents|0,07971901|-0,5809784;1,839527;3,088545;-3,128082;4,095072;0,5882465;0,1820616;-5,260632;3,157701;-2,230948;2,52455;-3,429653;-0,2888609;-3,938838;4,330125;0,5742182;1,815908;-1,806794;0,275948;-0,3908018;3,189551;4,246415;-1,422102;-0,04773065;-2,951201;2,785736;-4,19841;-4,210826;-1,611455
22|RandomParents|0,05461991|-1,385452;1,958192;3,151552;-3,438799;4,142035;0,2648524;0,03999227;-5,608162;3,390357;-2,193855;3,428631;-2,531842;-0,193684;-4,660838;4,043567;0,1164429;2,095202;-1,656881;0,1263824;-0,5175965;2,16452;4,472043;-1,56237;-0,5000423;-2,889679;3,015067;-4,715716;-4,274827;-1,401955
23|RandomParents|0,02661748|-2,146064;-0,6369041;-4,406313;0,1783189;-0,601869;3,684998;-3,875231;3,028301;0,6692628;0,2462219;-2,73206;2,713796;-4,746614;0,6879296;1,719098;-3,318048;0,6137829;-3,52994;-4,094343;3,301328;-1,683828;1,06619;1,528407;3,306712;3,714141;3,296931;-2,633232;-4,066614;-2,18128
24|RandomParents|0,02453556|-1,177511;2,337254;3,250359;-3,292352;4,000014;0,2648524;0,7561848;-5,058586;2,592308;-1,981805;3,129908;-3,745214;-0,4277735;-4,618684;4,154429;0,4301329;1,770907;-2,168577;0,2154554;-0,6399878;2,124548;4,369169;-1,323483;-0,7893139;-3,377793;2,571752;-4,112085;-3,509222;-1,380455
25|RandomParents|0,02385123|-0,7863991;-0,7187754;4,677218;3,021426;-1,416952;-1,231834;1,589106;1,8266;4,1145;-4,187693;3,834758;-0,3663366;-4,650988;-2,189845;0,9762896;-2,158441;3,916743;-2,865871;-1,091826;3,289746;0,6474463;-2,039284;1,227666;3,482335;-3,074553;1,766432;3,388242;-1,660413;-3,870566
