Generation: 30 | maxFitness: 0,4117483 | maxFitnessGen: 0,2701293 | maxFitnessGenBuf: 0,2837621
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2837621|-1,182463;-1,660189;5,965372;2,610002;-0,8144993;-1,357537;1,620614;3,04368;1,884636;-4,800029;4,222431;-0,9157955;-6,924322;-2,131439;-0,528461;-2,800646;1,166374;-2,977618;-2,432324;1,509368;2,514015;-2,472506;-0,4605634;2,432262;-1,629277;2,08977;2,4465;0,5552998;-2,356255
1|RandomParents|0,2704517|-1,120942;-1,855924;5,670942;2,518731;-0,3433285;-1,130642;1,496446;3,183311;2,442178;-5,273047;3,967794;-0,5596776;-6,714234;-1,980033;-0,04453133;-2,537703;1,046572;-2,977618;-2,69695;1,22712;2,750706;-2,472506;-0,2160072;2,432262;-1,629277;2,08977;2,762392;0,5354693;-2,786107
2|RandomParents|0,2201381|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
3|RandomParents|0,2133331|-0,1952282;-0,7547383;4,718873;3,509638;-0,4776892;-2,030439;1,034258;1,526229;4,19133;-4,384644;3,203946;0,8471485;-6,034707;-2,390582;1,702971;-1,683653;4,119365;-2,364874;-0,9871496;3,40436;0,1301538;-4,206674;1,901939;2,798766;-2,719077;2,085785;3,035831;-2,014056;-2,815825
4|RandomParents|0,2069562|-1,154348;-1,796653;5,670942;2,610002;-1,126112;-1,130642;1,422256;3,045339;1,972978;-4,605016;4,213881;-0,5260299;-6,473063;-2,199808;-0,04453133;-2,528525;1,166374;-2,977618;-2,338134;1,416959;2,610632;-2,833711;-0,8674344;2,432262;-1,629277;2,37015;2,4465;0,2138851;-2,656972
5|RandomParents|0,1789941|-0,9499147;1,472795;3,424154;-4,694463;-0,7534581;-1,420004;-3,128206;2,259237;-4,486722;0,5904402;3,958142;1,969078;2,212828;-0,0902431;-0,6001089;-4,047631;-1,649037;-1,71666;1,965359;-1,576451;1,939046;-3,47697;4,497759;3,770035;-1,633764;-5,078239;-3,384633;-2,790525;2,018557
6|RandomParents|0,1656845|-0,750401;-3,155732;5,701607;3,898319;-1,60821;-0,7291707;1,196933;2,044657;2,179188;-5,204391;4,254514;-0,7750872;-6,103708;-1,840728;-0,8304291;-2,580664;2,01897;-3,983842;-0,07582217;1,434752;0,8282328;-3,568947;0,4333316;2,252401;-2,008962;2,895576;3,753168;-0,7082089;-2,149133
7|RandomParents|0,165088|-1,128742;-2,277845;5,966723;2,233066;-1,120187;-0,914004;1,496446;3,487825;1,972978;-4,800029;4,222431;-0,9472179;-6,924322;-2,306796;-0,04453133;-2,154598;1,5301;-2,977618;-2,536874;1,788157;2,610632;-2,254074;-0,654609;2,770632;-1,629277;2,08977;2,411828;0,5552998;-2,463631
8|RandomParents|0,1549674|-1,154348;-1,788915;5,670942;2,284387;-0,834913;-1,130642;1,297292;3,038016;2,41495;-4,602818;4,222431;-0,2404887;-6,924322;-2,306796;-0,04453133;-2,528525;1,060601;-2,735765;-3,131136;1,737137;2,610632;-2,472506;-0,4551134;2,282654;-1,629277;2,08977;2,4465;0,5552998;-2,786107
9|RandomParents|0,1533314|-1,126202;-1,828157;5,602599;2,297941;-0,4561472;-0,1890449;0,4775399;2,287659;1,843856;-5,532503;4,991722;-1,456432;-7,364966;-2,647845;-1,153095;-1,386068;2,360593;-5,199778;-2,060162;1,9932;0,9253792;-4,352828;1,42781;2,96547;-1,665883;2,619037;1,939674;-0,003146291;-3,128514
10|RandomParents|0,1378454|-0,1827029;1,678313;3,659714;-4,313009;-0,1028701;-1,543635;-3,620217;2,847113;-4,79917;0,5937803;3,67206;1,487482;2,147035;-0,08820361;-0,1464733;-4,463805;-1,358757;-1,356128;1,182276;-1,163243;1,85954;-3,547448;3,89367;3,765306;-1,101903;-4,628649;-3,420376;-2,914949;2,117359
11|RandomParents|0,1335226|-1,609948;-1,796653;5,832278;2,62922;-0,9266497;-1,396088;1,695864;2,921161;2,176142;-5,205194;4,096192;-0,3111418;-6,924322;-2,635089;-0,04453133;-2,528525;1,166374;-2,977618;-2,659115;1,509368;2,610632;-2,472506;-0,4551134;2,338601;-1,808843;1,792107;2,4465;1,051566;-2,786107
12|RandomParents|0,1175413|-0,2072215;1,990796;2,99665;-4,117344;0,6597081;-1,218422;-3,280139;2,487627;-4,351048;0,09918164;3,681458;1,416544;2,147035;-0,3480934;-0,385071;-5,116035;-1,847868;-0,8989916;0,8608098;-1,831215;2,801706;-2,354317;4,049412;4,840531;-1,163332;-5,078769;-3,002706;-1,955249;2,004551
13|RandomParents|0,1149882|-2,787089;1,635016;5,437142;-4,028852;0,934887;-1,005183;-3,795521;0,9448395;-4,032404;-1,346204;2,815951;0,8256472;1,171666;-0,8136913;-0,0437569;-4,659556;-0,7628293;-2,182877;2,313866;-3,152127;1,597823;-3,077168;3,544523;3,680666;-0,2626658;-4,457607;-1,562933;-1,439156;2,146928
14|RandomParents|0,1137064|5,99579;0,7701378;-0,6797891;-0,1394627;-4,609626;0,01566911;-4,45625;1,853521;-5,557611;-3,043251;-3,400107;2,62909;-3,579681;-4,05843;-4,856133;0,4285633;-3,03054;-2,397455;-0,5289944;-2,50161;-2,763545;2,322207;-4,437396;-1,601683;0,1777022;-3,457374;-4,799254;-4,66481;-4,019288
15|RandomParents|0,1018677|-5,531924;2,401252;1,318916;4,704114;-1,869423;4,486701;-4,286124;-0,05602674;-0,7420068;-3,008315;-0,9436416;4,120813;3,413087;-4,611152;-2,408879;-0,8700119;-3,045554;-1,643354;-0,5619233;-3,974353;0,3354254;0,409793;-1,386083;2,540488;6,265463;-4,193664;1,345157;-3,522646;-0,03272942
16|RandomParents|0,09415264|-2,117693;1,230925;5,576474;-4,279019;0,6313508;-1,087049;-3,795521;1,346678;-3,533319;-0,9135976;2,648738;1,144811;0,9979508;-1,235175;-0,451667;-4,55697;-0,7628293;-3,121791;2,737498;-3,884777;1,567253;-2,586944;3,544523;3,616582;-0,4712954;-4,337133;-1,476231;-1,444398;2,324835
17|RandomParents|0,09410295|-0,1827029;1,769699;3,734669;-4,313009;-0,6777866;-1,360408;-3,620217;2,939478;-4,351048;0,3691204;3,60861;2,050643;2,147035;0,1823297;-0,3534361;-4,813132;-1,468977;-1,356128;1,633593;-1,163243;1,827847;-3,778145;4,019832;3,765306;-1,03884;-4,628649;-3,165815;-2,596034;1,300839
18|RandomParents|0,09404137|-5,834829;2,920856;1,792288;4,704114;-1,643088;4,495079;-4,286124;-0,05602674;-0,3249815;-2,812222;-0,7081692;3,676349;3,588701;-4,611152;-2,543696;-0,8700119;-3,146366;-1,817553;-0,4100254;-3,974353;0,1888684;1,071398;-1,401265;2,540488;6,605692;-4,193664;1,47475;-3,255757;-0,03272942
19|RandomParents|0,09345682|-5,531924;2,742046;1,718292;4,235022;-1,470093;4,776258;-4,286124;-0,05602674;-1,167016;-2,812222;-0,5094368;4,120813;3,588701;-4,185011;-2,408879;-0,8700119;-3,380699;-1,21539;-0,5619233;-3,974353;-0,1485182;0,9834939;-0,8291276;2,816288;5,833491;-4,493469;1,031843;-3,376184;-0,03272942
20|RandomParents|0,09313884|0,04022213;-1,177231;4,753443;3,390565;-0,07402647;-2,06799;0,9354621;1,051351;4,19133;-4,70458;2,987772;0,8016353;-6,061382;-3,113828;1,352899;-1,103336;4,119365;-2,262502;-1,089317;2,985062;-0,3139006;-3,51194;1,196841;2,798766;-2,719077;1,927866;3,057173;-2,150324;-2,556902
21|RandomParents|0,09193311|-0,5538448;-2,697259;5,208289;4,163869;-1,846932;-0,8534927;1,394408;2,198912;2,523656;-5,033488;4,593874;-0,6745924;-5,956778;-1,538133;-0,4425926;-2,865546;2,444164;-4,380461;-0,5287806;1,38895;0,8282328;-3,904902;0,2815047;1,903082;-2,558992;3,121301;3,752913;-0,4341244;-2,034254
22|RandomParents|0,09138755|-0,5581498;2,071847;3,734669;-4,313009;-0,2813558;-1,277957;-3,764445;2,451856;-4,351048;0,5937803;3,479673;1,883662;2,147035;0,3057179;-0,3534361;-4,855281;-1,468977;-1,356128;1,267773;-1,424014;1,85954;-3,763095;4,267627;3,765306;-1,101903;-4,628649;-2,979993;-2,312569;1,78611
23|RandomParents|0,08985937|-2,075496;4,786296;0,478837;0,5043917;3,583967;-1,33655;3,652326;3,442272;-2,011382;3,518784;4,260045;-1,17973;4,820711;-1,276872;4,052839;2,052219;-4,731724;1,043074;-4,854078;4,476747;2,229328;-2,721163;3,334557;-1,637561;2,058316;-0,6928687;-0,2170043;-3,673529;-0,2269607
24|RandomParents|0,08207373|-0,2939512;1,38431;4,207882;-5,178179;0,07202649;-1,483414;-4,05125;1,534572;-1,502028;-0,1255166;3,250206;0,7914099;1,592877;0,3066134;-0,707194;-4,965902;-1,92841;-0,3388129;2,482453;-2,631642;2,155657;-3,601089;3,784364;4,362436;-1,410173;-4,929155;-1,082006;-2,043169;1,007696
