Generation: 8 | maxFitness: 0,3362008 | maxFitnessGen: 0,2753894 | maxFitnessGenBuf: 0,3279507
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,3279507|-0,6360083;-1,602261;4,503757;2,823075;-1,258045;-1,856515;1,589106;2,248344;3,223995;-4,751732;3,063538;-0,5182724;-4,923826;-2,400655;0,5373912;-1,539915;3,640785;-3,13887;-1,033949;3,082017;0,3700752;-2,893398;1,673137;2,866001;-2,282477;2,093424;3,254879;-1,620275;-3,870566
1|RandomParents|0,2605773|-0,7863991;-1,266474;4,309091;3,744805;-1,258045;-1,403983;1,751762;1,74388;4,351;-4,060176;3,536049;-0,5056194;-5,063014;-2,231888;0,6462588;-1,317244;4,986413;-3,268347;-0,3172688;3,754134;0,7083214;-1,198081;1,014498;3,324133;-4,073536;1,991386;3,218984;-1,306396;-3,649019
2|RandomParents|0,2599675|-1,04894;-1,880238;5,801011;3,146758;-0,03096798;-1,492232;1,793336;2,094291;2,63118;-5,014568;3,63853;-0,6468056;-4,434836;-3,25058;0,9325408;-1,501272;3,711513;-3,703739;-0,6416374;2,663086;0,8902904;-2,731524;0,8179965;2,238236;-2,257618;1,877072;2,41682;-1,654878;-3,06794
3|RandomParents|0,2388862|-0,7887613;-1,07821;4,691915;3,561076;-1,200817;-2,301299;1,597911;2,127465;3,547428;-3,973027;2,407755;-0,1090395;-4,16422;-1,65795;-0,03837594;-2,308025;4,143654;-2,779849;-0,6665103;3,488933;-0,3474003;-2,943281;1,977699;3,893659;-2,683081;2,029357;3,254879;-2,293166;-4,313224
4|RandomParents|0,2388598|-0,3505791;-1,522822;4,739516;3,692012;-2,142914;-1,54531;1,702291;1,471694;4,155459;-4,171622;3,969763;0,02882126;-4,42983;-1,887668;0,5939957;-1,333631;4,419768;-3,697222;-0,5627187;3,535653;0,6474463;-2,150581;1,223612;4,191498;-2,874002;2,568755;2,847581;-2,695703;-4,296156
5|RandomParents|0,2289452|-0,7863991;-0,8566475;4,659027;3,4573;-1,258045;-0,9063914;1,682495;1,687922;4,1145;-4,060176;3,365268;-0,3719667;-4,740377;-2,231888;0,7543269;-1,007264;4,986413;-3,268347;-0,9279901;3,50327;0,6474463;-1,183587;0,8785241;3,075352;-3,697085;1,988171;3,218984;-1,699571;-4,284966
6|RandomParents|0,1555556|-1,04894;-1,956918;5,340582;3,134169;-0,3887383;-1,097877;1,793336;2,069334;2,069039;-5,411366;3,977765;-0,6468056;-4,434836;-3,567297;0,9325408;-1,501272;3,23336;-4,267604;-1,033949;2,594346;0,810699;-3,008419;1,27826;2,121813;-2,166595;1,877072;2,834196;-1,591197;-3,068443
7|RandomParents|0,1459922|-0,8624039;-0,7187754;4,861871;3,205892;-1,065694;-1,570056;1,522027;1,777238;4,5173;-4,378347;3,724254;0,03518018;-4,650988;-2,305073;1,392896;-1,723695;4,078033;-2,357442;-0,1192375;3,550204;0,7700849;-2,320476;1,286774;3,043986;-2,815504;2,532434;3,413661;-1,968883;-4,042963
8|RandomParents|0,1374532|-1,770886;-1,193475;4,71198;3,421401;-1,490155;-0,9624351;1,857239;2,264688;3,776261;-3,812309;3,623008;-0,5501668;-4,369902;-2,317699;0,7669258;-2,230392;3,823225;-2,197637;-1,091826;3,191636;0,7531527;-1,812402;0,4766179;4,126497;-2,949161;2,131267;3,017063;-1,6014;-3,335185
9|RandomParents|0,1159885|-1,092989;-0,7187754;4,601685;3,01509;-1,48464;-1,348448;1,522027;1,777238;4,653826;-4,838805;3,713412;0,03518018;-4,650988;-2,07564;1,392896;-1,723695;4,400013;-2,566476;-0,4597608;3,368151;0,3509267;-2,22795;0,8202524;2,995594;-2,401137;2,955935;3,104437;-1,972758;-3,976233
10|TotallyRandom|0,1141337|-3,511381;2,302026;-1,682847;-3,920706;-1,174677;3,463505;1,417523;1,070992;-0,6974845;-2,87811;2,861995;2,060412;1,706856;4,912721;1,471869;-1,394578;2,199477;-2,215827;1,587404;-2,729123;-2,793302;-4,391746;0,9688597;-0,6422706;0,5734854;4,108352;-2,082619;2,510422;-4,793131
11|RandomParents|0,1124528|-5,196122;3,914347;3,076582;4,872226;-1,916911;5,115647;-3,212436;-0,899618;1,197142;-3,584027;-1,989221;3,502834;2,897167;-2,598653;-1,385018;-2,366091;-3,68592;-2,322662;-1,971048;-4,346545;1,181468;0,767378;-1,734226;3,093729;4,76577;-3,429244;0,9886712;-4,932948;0,1362773
12|RandomParents|0,1118083|-1,943506;4,848686;-3,258849;1,11878;-2,590052;2,641512;1,391037;-3,47819;2,772277;-0,7687807;1,112675;-2,38085;-5,097256;2,620099;-0,01267478;-3,277493;-3,17127;0,1150403;0,2196477;-0,2554876;3,379498;-0,8866434;0,7205782;2,915345;-1,610626;-2,592255;4,130731;4,503249;-4,481761
13|RandomParents|0,1108486|-2,337938;4,848686;-2,68177;1,11878;-2,365633;2,186523;1,383272;-3,794755;2,609449;-1,356184;1,260878;-2,765152;-4,771585;2,122411;-0,01267478;-3,277493;-3,338322;-0,05513269;0,2196477;-0,06522295;3,379498;-0,811503;0,2808616;2,915345;-2,08652;-2,130231;3,973195;4,412154;-4,660469
14|RandomParents|0,1104137|-0,1609875;-1,522822;5,270184;3,692012;-1,697435;-1,356282;1,982995;1,363994;3,764614;-3,703378;3,969763;-0,09229544;-4,420043;-1,672019;0,9130691;-1,333631;4,419768;-3,521544;-0,6807304;3,535653;0,4205392;-2,150581;1,514908;4,003611;-2,577321;2,028371;3,092871;-2,083159;-4,236605
15|RandomParents|0,1077416|-0,7887613;-0,6262835;5,066553;3,266327;-1,557301;-1,566231;1,597911;2,240529;2,967063;-3,998706;2,46165;0,2014571;-4,540149;-1,570379;0,3757826;-1,937899;4,614139;-3,420962;-0,8634297;4,241057;0,06902835;-2,707706;1,682366;3,569301;-3,534834;2,029357;2,81916;-2,064498;-4,111093
16|RandomParents|0,1063128|-0,9024369;-1,200013;4,562033;3,127159;-1,20217;-0,9063914;2,065007;1,687922;4,072363;-4,060176;3,637421;-0,3719667;-5,12339;-2,231888;0,7841437;-0,8974363;5,297287;-3,268347;-0,4020669;3,570953;0,6474463;-1,573041;0,9400976;3,821578;-3,279436;2,065027;3,191045;-2,173166;-3,870566
17|RandomParents|0,105794|-4,759113;3,702793;2,655224;5,798417;-2,282763;4,888296;-3,373402;-0,906203;1,232905;-2,579486;-1,677545;3,12395;2,171011;-3,081405;-1,720212;-2,184285;-2,212255;-1,709016;-3,118125;-4,338196;0,7632599;1,904852;-1,401241;3,528422;5,812284;-4,057144;1,169023;-4,885415;0,7936651
18|RandomParents|0,09132296|-1,313671;1,765638;2,683433;-3,164745;4,112732;0,2254994;-0,1846689;-5,379925;3,493048;-1,965261;3,24037;-2,190109;-1,386025;-4,280534;3,296968;-0,3068638;1,927889;-2,175159;0,3932672;-0,680971;2,540991;3,602133;-0,9671587;-0,5000423;-2,603474;2,682703;-4,523794;-3,671427;-1,401955
19|RandomParents|0,08863524|-1,313671;1,858167;2,683433;-3,113359;4,112732;-0,2581201;-0,233126;-5,250579;3,574291;-1,595136;3,24037;-2,171051;-1,037122;-4,186197;3,296968;0,03714928;2,156644;-2,551307;0,5682139;-0,680971;2,630552;3,601952;-1,042911;-0,5000423;-2,521387;2,558143;-4,586798;-3,177779;-1,823265
20|RandomParents|0,08637985|-1,055568;1,744523;3,242065;-3,642212;4,207551;0,4419181;0,03999227;-6,048447;3,623706;-2,064907;4,11807;-2,531842;-0,02367821;-4,630105;4,060714;-0,1201289;2,801714;-1,2007;0,1764614;-0,3306623;2,067737;4,017533;-1,533327;-0,4635184;-3,093728;3,62216;-4,598742;-4,487546;-1,401955
21|RandomParents|0,08552763|-0,3446355;2,527374;3,814229;-2,90287;3,406755;0,7034245;0,5469443;-4,637636;2,411992;-1,817164;2,84915;-3,098362;-0,1280505;-4,620215;4,976031;0,4534667;1,207378;-2,254657;0,1609716;-0,3346527;2,231463;4,579793;-1,130038;-0,4438794;-3,558292;3,231436;-3,703604;-3,818261;-1,162871
22|RandomParents|0,08530164|-1,140292;2,527374;3,814229;-3,353431;3,510286;0,4022126;0,3834096;-3,967811;3,973874;-2,146211;2,958455;-3,328387;0,6076472;-5,710434;4,553214;0,8137543;1,13233;-1,981213;0,3328946;0,001335368;2,040895;4,884672;-1,671292;-0,360028;-3,14237;3,231436;-3,359664;-3,769174;-2,282078
23|RandomParents|0,08519042|-1,459402;4,433585;-3,597208;0,5604248;-1,125713;2,974706;1,421313;-3,900076;3,398556;-1,37753;1,965701;-3,047226;-4,460685;2,920247;0,4629432;-3,300141;-2,920131;-0,1481503;0,3385216;-0,01077527;4,126966;-0,4272336;-0,2891415;2,92821;-2,119588;-2,47222;3,931212;3,927225;-4,525425
24|RandomParents|0,08311855|-1,223539;-1,089638;4,794711;3,266327;-1,557301;-1,931702;1,970064;2,240529;2,654269;-3,897477;2,067414;0,2014571;-4,540149;-2,055169;0,5548694;-1,977221;4,614139;-3,009087;-0,8634297;3,709475;0,06902835;-2,707706;1,682366;3,937701;-3,172602;2,029357;2,81916;-2,064498;-4,655431
25|RandomParents|0,08303101|-1,238315;1,858167;2,996742;-2,953547;4,112732;-0,04931426;-0,3871797;-4,9025;3,779592;-1,965261;3,383911;-2,171051;-1,037122;-3,986425;3,264088;-0,7312654;1,927889;-2,175159;0,2111033;-0,7604167;2,630552;3,734055;-0,7526155;-0,5000423;-2,603474;2,558143;-4,630332;-3,672613;-1,401955
