Generation: 22 | maxFitness: 0,4117483 | maxFitnessGen: 0,368594 | maxFitnessGenBuf: 0,2832682
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,2832682|0,2285329;-1,771598;5,61851;2,808702;-0,6738504;-1,134604;1,592372;2,472162;1,500007;-5,440939;4,338432;-0,901424;-6,533769;-2,417057;-0,4300235;-2,23815;2,202741;-4,100232;-0,6495602;2,633735;1,556872;-2,35252;0,6455806;2,474851;-2,865099;2,894122;2,903095;-1,102424;-2,695656
1|RandomParents|0,2581663|-1,184191;-0,8541112;5,210067;3,154623;0,2896885;-1,457576;1,434326;3,29468;1,924815;-5,051759;4,130357;-1,516551;-6,775571;-2,405064;0,04907054;-1,592754;1,706756;-4,875864;-0,9665248;2,146909;1,091121;-2,944113;0,9199422;2,072285;-2,196918;1,960948;1,417514;-0,8680078;-3,362047
2|RandomParents|0,2528838|-0,3088289;-0,7683498;5,16419;3,384169;-0,8100953;-1,939333;0,7654837;1,285626;4,249406;-5,324213;3,556285;0,8326226;-5,284776;-2,597402;1,702971;-1,160824;3,768755;-2,221877;-0,6517367;3,010515;-0,2344924;-3,896208;0,6297889;2,798766;-3,274574;2,36422;2,938789;-1,924168;-2,816818
3|RandomParents|0,2391725|-0,003935669;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,285626;4,19133;-5,200218;3,069997;0,3663088;-5,774503;-2,510522;1,702971;-1,246851;4,119365;-2,364874;-0,9871496;3,400771;-0,3139006;-3,834589;1,343386;2,798766;-2,719077;2,085785;3,034491;-2,150324;-2,816818
4|RandomParents|0,2382775|0,6467904;-2,159991;4,955937;2,928987;-0,3733743;-3,966892;1,717893;0,7403201;4,395579;-4,294385;4,013975;-0,7253143;-5,331141;-2,306248;0,5435026;-1,451963;4,57174;-3,777269;-1,750573;2,974449;-0,02973229;-2,298475;1,636621;2,82758;-1,545181;1,459112;3,079534;-2,378706;-3,844265
5|RandomParents|0,2353549|0,1005558;-1,905323;3,824915;2,238407;-0,3400737;-2,720606;2,263942;0,859403;2,617588;-3,418006;3,117624;0,1961799;-5,385498;-3,18029;1,978274;-1,29395;3,172522;-2,930731;-1,987882;2,072966;-0,4845839;-2,609675;2,073691;2,237244;-1,438262;2,488159;3,783416;-2,693513;-3,640863
6|RandomParents|0,2325514|-0,003935669;-1,154509;5,49791;3,13771;-0,5454961;-1,722547;1,034258;1,285626;4,334861;-5,065275;2,771199;0,03300214;-5,774503;-2,510522;1,424548;-1,246851;4,119365;-2,364874;-0,9871496;3,156951;-0,3139006;-3,571557;1,574678;2,798766;-2,719077;2,526703;3,424534;-2,150324;-2,816818
7|RandomParents|0,2244454|-0,1954632;-1,57768;5,149764;3,516775;-0,5614253;-1,14459;1,927245;2,406726;1,465672;-4,954928;3,879464;-1,310807;-6,533769;-1,847374;-0,6015831;-2,390309;2,202741;-3,791593;-0,3057207;2,51698;1,048381;-2,387827;0,6455806;2,690819;-2,824299;2,986013;2,978709;-1,470226;-3,190479
8|RandomParents|0,2214371|0,4714903;-1,154509;5,16419;3,041315;-0,5454961;-2,06799;1,034258;1,304491;4,463089;-5,378648;3,063948;0,3663088;-5,82976;-2,789649;2,044374;-1,722026;4,119365;-2,364874;-1,294381;3,400771;-0,3139006;-4,066664;1,343386;2,798766;-2,767876;1,902106;3,034491;-1,991929;-2,5784
9|RandomParents|0,1548077|-0,9498239;-0,3479163;5,036449;3,441062;0,3008146;-1,260018;1,150907;2,465451;2,004152;-5,274753;5,289424;-0,6174796;-6,373846;-2,988757;0,4870741;-1,463372;1,565377;-4,425407;-1,305484;1,538328;1,514697;-2,646357;1,333602;2,293501;-2,594796;2,756618;2,234304;-0,840283;-2,693622
10|RandomParents|0,1471048|-1,437801;-1,878991;5,218202;3,265494;-0,7727284;-1,039525;1,441014;2,40247;1,170094;-5,022218;4,47201;-0,7869037;-6,889538;-2,772421;-0,06750201;-1,613389;1,222348;-4,180803;-1,444323;1,859477;1,388344;-3,315533;0,304033;2,500002;-1,989295;2,217904;2,147432;-0,8680078;-3,037479
11|RandomParents|0,1329751|-0,9404407;-0,7422607;4,762309;2,576902;0,7288963;-0,4552104;1,365113;1,362181;1,505327;-5,705911;3,72907;-2,367161;-4,770805;-1,982917;1,51148;-0,5672897;1,582368;-4,047349;-1,788655;2,357223;0,8771938;-2,942246;0,2519356;2,972976;-2,066606;1,89553;2,12837;-1,475801;-2,982343
12|TotallyRandom|0,1209427|-2,572659;2,952507;2,473058;3,591369;1,692763;-4,118356;-3,189873;0,09750319;-2,004349;-2,375836;0,6560774;0,9425373;4,55279;3,152432;-1,688803;0,1084809;0,8737712;1,055639;1,381991;-1,812411;-0,6442242;1,715606;2,070925;4,230646;-3,514256;1,408747;0,7722921;2,663653;0,1412277
13|RandomParents|0,1153136|-0,003935669;-0,9008733;5,569098;3,486696;-0,7283835;-1,50242;0,6225878;1,74048;4,249406;-5,285472;3,073731;0,3663088;-4,933867;-2,597402;1,702971;-1,246851;4,482779;-2,428626;-0,9352924;3,679079;-0,2344924;-3,834589;0,85754;2,798766;-2,925293;2,085785;2,718816;-2,103178;-2,816818
14|RandomParents|0,1137917|-0,9498239;-1,197288;5,210067;3,515382;-0,5880969;-1,130642;1,441014;2,414718;1,776614;-4,558685;4,371651;-1,125845;-6,888872;-2,114974;0,2891873;-2,449707;1,422042;-3,649114;-1,365803;1,666046;1,941873;-2,369648;0,2991771;2,010866;-2,107846;1,954765;1,758563;-0,8680078;-2,852644
15|RandomParents|0,1099027|0,186612;-1,652665;4,999016;2,998918;-0,2523371;-4,033733;1,007377;1,445566;3,22655;-4,399211;3,871064;-0,8706146;-5,306899;-3,334172;0,1420593;-2,005836;3,449927;-3,777269;-0,6342176;2,67683;0,6474629;-2,875006;1,084888;2,265936;-2,057745;0,9451221;2,487234;-1,902907;-4,468447
16|RandomParents|0,107871|0,6104424;-2,04244;5,978065;4,255762;-1,091578;-1,010589;1,256929;1,158552;5,039072;-2,925024;4,639972;-0,05122311;-4,713253;-2,384954;1,079705;-2,396114;4,673036;-4,509028;-0,6080866;4,13042;1,713346;-0,9747839;1,210996;4,312091;-3,782003;2,638603;2,40884;-3,199135;-4,084067
17|RandomParents|0,1077325|-4,624785;3,056058;1,95079;4,960241;-1,693409;5,492651;-3,158719;-0,2052372;0,4189445;-3,298106;-0,6706296;3,654385;3,489669;-3,873545;-2,602896;-1,472009;-2,591889;-2,239728;-1,063401;-4,683506;-0,2610343;0,3301663;-1,158055;2,847057;4,825114;-3,870097;1,241055;-3,46689;0,463258
18|RandomParents|0,1071194|-0,657249;-1,197288;4,894803;3,453223;-0,5944896;-0,7792023;1,219729;2,218107;2,033677;-5,229825;4,658814;-1,034742;-6,889538;-2,267986;-0,3522774;-1,919617;1,654116;-4,29157;-1,835626;1,867206;1,091121;-3,14091;0,7855857;2,200641;-2,420277;2,078264;1,492102;-0,8680078;-2,834991
19|RandomParents|0,1003669|-0,7723858;0,6808369;2,966281;-1,80166;2,988742;1,215192;-0,09779882;-6,27247;2,653877;-2,764877;3,11858;-4,747155;0,4822981;-4,435254;3,158395;0,24173;0,8991895;-0,5400569;-0,6953636;-0,4078173;2,449633;5,084724;-1,582889;-1,402458;-3,275773;2,110058;-3,745597;-3,403159;-0,7142056
20|RandomParents|0,09986639|-1,068313;-1,531452;5,210067;3,154623;-0,2476608;-1,126883;1,644543;3,166168;1,99777;-5,367901;4,407275;-1,261446;-7,241043;-2,036432;-0,277862;-1,592754;1,518853;-4,875864;-1,856282;2,146909;1,091121;-3,149413;1,146462;2,266506;-2,196918;1,960948;2,081624;-0,8680078;-2,893226
21|RandomParents|0,09713737|-0,5771068;-1,340385;4,224743;2,678985;0,163656;-3,750146;1,406744;1,501205;3,14733;-4,739727;4,175184;0,1101523;-5,07214;-2,702865;0,7112577;-0,8559084;4,331273;-3,065238;-1,449615;2,438806;0,5592704;-3,53246;1,470773;2,594305;-2,31317;2,097838;2,645764;-2,441169;-3,309273
22|RandomParents|0,09519232|-5,037736;2,912037;2,309462;4,936734;-1,693409;5,423276;-3,158719;-0,2052372;0,5732943;-3,298106;-0,620256;3,974902;3,704875;-3,420637;-2,377305;-1,669085;-2,591889;-2,726962;-0,9560145;-4,683506;0,2413346;0,7488252;-1,14623;2,432252;5,397877;-3,476297;1,339485;-3,46689;0,7404505
23|RandomParents|0,09491313|-0,5727385;0,7478783;4,542963;-2,283951;4,483654;0,9568449;0,4609323;-5,489098;4,576016;-1,174822;2,800292;-3,005471;0,4293995;-4,503882;4,498133;0,8373231;0,8830711;-0,839596;0,8481169;-0,6445614;2,60293;6,125285;-1,939375;-1,203503;-2,911003;2,034376;-3,737414;-4,243906;-1,234463
24|RandomParents|0,09487302|0,08042046;-1,905323;3,824915;2,480494;-0,2236611;-2,90536;1,604201;0,4559318;2,75947;-4,37953;2,846502;-0,4791392;-5,167032;-3,082901;2,155737;-1,29395;3,485345;-3,023309;-1,561092;2,46094;-0,05869714;-2,971574;2,170696;1,90726;-1,669281;2,427033;4,064592;-2,993518;-3,172287
25|RandomParents|0,08603119|-0,3308234;1,907297;4,742742;-3,836769;0,9837582;-1,634747;-3,362831;1,204227;-3,405512;-0,3595113;4,070201;0,8005948;1,626963;-0,2254843;-0,8438522;-4,510168;-1,356463;-1,692412;1,853324;-2,587038;1,813031;-3,320336;3,680439;4,441912;-1,688614;-4,276529;-2,225779;-2,143998;1,037339
