Generation: 14 | maxFitness: 0,3783472 | maxFitnessGen: 0,3372563 | maxFitnessGenBuf: 0,3783472
N TotallyRandom: 1 | N RandomParents: 80 | N Top2: 0 | Min Mutation: 0,5

Index|Brain Type|Fitness|BrainData
0|RandomParents|0,3783472|-0,5715111;-1,867161;4,504252;3,081791;-1,258045;-2,291615;1,589106;1,448358;3,211277;-4,33683;3,063538;-0,3558899;-5,067111;-2,400655;0,9159769;-0,9886745;3,631916;-2,945274;-1,406708;2,582763;0,01574203;-2,963108;1,673137;2,866001;-2,016036;2,337663;3,033915;-1,949001;-3,50925
1|RandomParents|0,3315827|-0,8046817;-1,601036;4,909633;3,187052;-0,8533162;-2,085351;1,252037;1,827046;2,94544;-4,704694;3,266704;-0,04289064;-5,067111;-2,037982;0,9159769;-1,404309;4,510863;-3,035473;-1,337028;2,676026;0,4864323;-2,963108;1,673137;2,739265;-2,016036;2,390842;2,904597;-2,119818;-3,694579
2|RandomParents|0,3216274|-1,611979;-1,531564;5,789624;2,98948;0,6042424;-1,564544;0,9842322;1,884406;2,291721;-5,213138;3,419899;-0,6412078;-5,129101;-3,206764;0,8493505;-1,430613;2,560207;-4,360129;-0,9353235;2,051371;0,4377675;-2,845627;0,3022677;1,851192;-2,359757;2,363306;3,083241;-1,544686;-2,882448
3|RandomParents|0,3117294|-0,6957937;-1,602261;4,216168;2,917195;-1,728802;-2,087691;2,238296;2,442871;2,910369;-4,319256;3,063538;-0,5182724;-4,615335;-2,375869;1,003272;-1,254339;3,851739;-2,67609;-1,130042;2,942492;0,09709999;-2,685334;1,673137;2,570947;-1,965219;2,02671;3,195868;-2,099775;-3,870566
4|RandomParents|0,3003854|-1,611979;-1,531564;5,615486;2,315034;0,6042424;-1,241832;1,018322;1,713668;2,291721;-5,213138;3,419899;-0,6412078;-4,926446;-2,616525;0,8493505;-1,058824;2,560207;-4,701822;-1,175865;2,515986;0,8769925;-2,845627;0,103958;1,772962;-2,359757;2,84488;3,215188;-1,538375;-2,667793
5|RandomParents|0,299559|-1,394543;-0,30362;4,912896;3,419771;-1,193289;-0,8338442;1,235919;1,925347;4,045256;-4,988667;2,830507;-0,4750721;-4,367573;-2,235998;0,2596535;-0,8465979;4,214035;-4,585439;-1,308665;3,826392;0,4826328;-1,718308;0,6081128;2,881807;-3,997044;2,192389;2,87677;-1,276377;-4,181061
6|RandomParents|0,2871459|-1,144204;-1,531564;5,557363;3,233429;0,2285041;-1,454852;1,441014;2,203937;1,520924;-4,739064;3,72529;-1,287828;-5,353583;-2,429408;0,620716;-1,430613;1,926369;-4,047793;-1,628869;1,953036;0,7360339;-2,730868;0,6029806;1,917907;-2,848894;2,595692;2,502883;-1,538375;-2,557179
7|RandomParents|0,2675273|-1,962279;-1,33885;4,882201;4,272921;-1,860836;-1,376691;1,495546;1,687922;4,542711;-4,807429;3,182731;-0,3688471;-4,683413;-2,83164;0,4649767;-0,0545783;4,442104;-4,040631;-0,9279901;3,826392;0,4826328;-1,363999;0,396394;3,454944;-4,00238;2,315582;3,045348;-1,467791;-4,840465
8|RandomParents|0,2653105|-0,4683691;-1,99948;4,462641;0,9208173;0,1281223;-2,025618;0,812731;2,029617;3,190373;-4,51625;2,631408;-0,702879;-5,021222;-2,278198;0,1324021;-1,378788;3,239647;-3,975839;-0,9060137;2,839971;0,3700752;-3,352487;1,698171;2,368063;-2,282477;2,174426;3,407508;-1,620275;-5,425459
9|RandomParents|0,2586029|-0,1078494;-1,415057;5,118757;3,420427;-0,7711565;-2,159412;1,339379;1,975604;3,959291;-5,080523;3,069997;-0,1891717;-5,774503;-2,735862;1,040068;-1,246851;4,061929;-2,443407;-1,26828;3,272051;0,03710124;-2,893398;1,58241;3,349349;-2,721022;2,093424;3,360087;-0,8569356;-3,710859
10|RandomParents|0,2529051|-1,611979;-1,531564;5,789624;2,806702;1,037691;-1,988945;1,198962;2,17703;2,689991;-5,213138;3,419899;-0,2367048;-4,926446;-2,857218;0,8493505;-1,537753;2,930027;-4,395059;-0,8967988;2,436843;0,4023008;-2,845627;0,6029806;1,851192;-2,359757;2,268183;2,858337;-1,538375;-2,585643
11|RandomParents|0,2497019|-1,687747;-1,56043;4,226731;4,050867;-2,198494;-0,9644499;1,73591;1,968731;3,922038;-4,082744;3,445316;-0,5867779;-4,221535;-2,114559;0,3414943;-3,133768;3,325924;-2,581777;-1,125507;2,726104;1,034097;-1,374014;0,9908597;3,688246;-3,045528;2,49624;2,094096;-2,024526;-3,935661
12|RandomParents|0,2472491|-0,3921988;-1,135042;4,71034;3,050286;-0,4861414;-2,159412;1,253567;1,751558;3,959291;-5,282652;3,069997;-0,1891717;-6,145447;-2,290125;1,373736;-1,551137;3,976102;-2,443407;-1,326302;3,400771;0,03710124;-2,466018;1,58241;3,220315;-2,282477;2,093424;3,501824;-0,8569356;-3,710859
13|RandomParents|0,2345726|-0,02302948;-1,460073;4,987232;3,041315;-0,7711565;-2,159412;1,339379;1,534254;4,19133;-5,080523;3,069997;0,07810315;-5,774503;-2,290125;1,222218;-1,246851;3,69105;-2,443407;-1,393699;3,400771;0,03710124;-3,335998;1,096544;2,719298;-2,346582;2,093424;3,254879;-1,200215;-3,710859
14|RandomParents|0,2336483|0,09194458;-2,480327;4,6757;1,73493;-0,03515154;-2,025618;1,08763;1,918109;3,190373;-4,366328;2,369091;-0,3155412;-5,021222;-1,957405;-0,02660014;-1,699595;3,071627;-3,587105;-0,9371403;2,617833;0,6458907;-3,692002;1,846263;2,368063;-2,282477;2,174426;3,062972;-1,87441;-5,028712
15|RandomParents|0,2335718|-0,2998424;-1,704568;5,202444;2,323064;-0,2209107;-1,116077;1,570074;2,228855;2,459616;-4,51625;2,455153;-0,7512541;-4,884945;-2,264912;0,01655637;-1,699595;4,513891;-2,715756;-1,122273;3,401253;0,3700752;-2,690878;1,788727;2,194726;-2,282477;1,715654;3,567532;-1,168632;-4,17495
16|RandomParents|0,2332296|-0,2363495;-1,402439;4,516023;2,675787;-1,258045;-2,172472;1,390904;1,092763;2,924037;-4,072691;3,063538;-0,3558899;-5,054158;-2,400655;0,5003369;-1,512112;3,341595;-2,849804;-1,406708;2,994694;-0,03820667;-2,663282;1,735644;2,866001;-1,659803;2,250742;3,034481;-1,870601;-3,080911
17|RandomParents|0,2328727|-0,4054506;-1,50064;4,987232;2,572211;-0,7711565;-2,159412;1,046562;1,751558;3,959291;-5,080523;3,228481;-0,2416829;-5,557309;-2,290125;0,8270578;-1,246851;3,955996;-2,304529;-0,976595;3,797601;0,03710124;-2,893398;1,400092;3,17393;-2,549219;2,072969;2,988637;-0,8569356;-4,082057
18|RandomParents|0,2320443|-0,1821674;-1,602261;4,819442;2,841049;-1,258045;-1,669691;1,882507;2,442871;2,603828;-4,751732;3,063538;-0,5182724;-4,615335;-2,4067;1,003272;-0,9629089;3,805125;-2,67609;-1,212251;3,193969;0,09709999;-2,224725;1,673137;2,968214;-2,162253;2,197331;3,09481;-1,810363;-4,029133
19|RandomParents|0,2317786|-0,4054506;-1,415057;5,346796;3,350679;-0,7388343;-2,159412;1,339379;1,274358;3,959291;-5,080523;3,069997;-0,1891717;-5,774503;-2,455199;1,040068;-1,294001;3,704103;-2,081139;-1,304031;3,283379;-0,1245293;-2,504779;1,58241;3,651082;-2,282477;1,608815;3,254879;-0,8569356;-3,710859
20|RandomParents|0,2296439|-0,3732041;-2,266355;4,842201;1,414811;-0,35854;-1,912775;0,7519357;2,294628;3,190373;-4,51625;2,862216;-0,702879;-5,021222;-1,957405;0,6287565;-1,699595;3,239647;-4,100188;-0,7166568;2,839971;0,3892359;-3,352487;1,698171;2,580925;-2,282477;1,944826;3,407508;-1,620275;-4,533596
21|RandomParents|0,222712|-0,5700185;-2,113008;3,807594;3,081791;-0,5505371;-1,886461;1,441877;1,069397;3,354353;-3,849285;2,927554;-0,5425884;-5,093598;-2,400655;1,669962;-1,388696;3,929077;-2,945274;-1,470966;2,582763;0,01574203;-2,637899;2,173541;2,866001;-1,576204;2,803005;3,255883;-1,92415;-3,148458
22|RandomParents|0,2164062|-1,131294;-1,81989;4,376005;2,939958;-1,258045;-1,324628;2,072703;2,369209;3,465018;-4,668828;2,937445;-0,5048753;-4,771555;-2,794933;0,14169;-1,034426;3,84566;-3,317433;-1,033949;2,473996;0,1290686;-2,844189;2,383971;2,470624;-2,482062;1,884405;3,907003;-1,844603;-4,41726
23|RandomParents|0,2138615|-0,8469895;-1,657672;4,454317;3,512043;-0,9388278;-1,996832;1,589106;1,448358;3,73788;-4,203243;3,453106;-0,5425884;-5,591759;-2,406799;1,447242;-1,388696;3,633289;-2,740303;-1,198257;2,70336;0,01574203;-3,081851;1,853311;3,055837;-1,736534;2,530146;3,255883;-2,15468;-3,470652
24|RandomParents|0,2125896|0,7097216;-1,53253;-1,678168;3,041495;-0,7618957;-2,085709;2,436775;-0,2145963;-0,4940314;2,120243;-0,04041448;1,567726;-3,741178;-3,915579;4,440627;-1,921119;-4,103436;4,572377;0,4041224;-1,77647;-2,635077;-2,322743;2,681192;3,742215;3,175488;-1,171121;-1,515785;0,641303;-2,225174
25|RandomParents|0,2104968|-1,656081;-1,282549;4,189626;3,908463;-2,198494;-1,000511;2,189418;2,231842;3,828105;-4,416072;3,815783;-0,08496511;-4,271726;-2,864531;0,3414943;-3,133768;3,325924;-2,581777;-1,178508;2,530991;1,034097;-1,21391;0,496757;4,086808;-2,882052;2,49624;2,042919;-1,352892;-3,935661
