Generation: 375 | maxFitness: 3,670536 | maxFitnessGen: 1,762859 | maxFitnessGenBuf: 1,772697
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,772697 | BrainData : 0,942026;1,023555;3,713877;0,358755;3,264645;-0,897027;4,164733;0,5171614;-0,218638;-0,9908104;-3,928551;-4,329976;3,217566;-2,911175;3,778559;-3,100987;5,11223;1,420934;-1,183593;-4,65032;-1,149231;0,2534828;-1,573792;1,146611;-2,734818;3,818075
Index: 1 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,766135 | BrainData : 0,912796;1,006053;3,713877;0,3970239;3,280123;-0,8940278;4,213499;0,526435;-0,201829;-0,9908104;-3,928551;-4,329976;3,174786;-2,940077;3,798265;-3,079294;5,096072;1,394181;-1,137618;-4,65032;-1,149231;0,2534828;-1,544712;1,161679;-2,711053;3,818075
Index: 2 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,766108 | BrainData : 0,9239385;0,9645079;3,755058;0,3817354;3,244473;-0,8802448;4,117436;0,5102657;-0,2384413;-0,9901769;-3,929972;-4,315292;3,132221;-2,937694;3,798265;-3,08682;5,139249;1,405432;-1,137618;-4,65032;-1,111117;0,2430748;-1,506289;1,151289;-2,734818;3,818075
Index: 3 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,762568 | BrainData : 0,912796;1,034932;3,713877;0,3360469;3,255831;-0,8570637;4,213166;0,526435;-0,2461799;-0,9908104;-3,912478;-4,329976;3,132905;-2,905308;3,798265;-3,08584;5,139249;1,394181;-1,161012;-4,692669;-1,149231;0,2736086;-1,544712;1,139634;-2,734818;3,866457
Index: 4 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,760707 | BrainData : 0,9578861;1,006053;3,722827;0,358755;3,253996;-0,8802448;4,206345;0,526435;-0,1746809;-0,9891187;-3,906857;-4,321204;3,174786;-2,937694;3,754491;-3,096022;5,139249;1,426806;-1,128289;-4,601575;-1,149231;0,2637889;-1,49568;1,139304;-2,709143;3,77298
Index: 5 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,760364 | BrainData : 0,912796;1,030366;3,713877;0,3205174;3,253996;-0,9233301;4,164733;0,5723769;-0,2194899;-0,9908104;-3,959009;-4,294211;3,126216;-2,901869;3,798265;-3,113854;5,148429;1,353914;-1,094413;-4,624728;-1,149231;0,2534828;-1,581979;1,151042;-2,713389;3,781986
Index: 6 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,747627 | BrainData : 0,9031608;1,041112;3,713877;0,358755;3,253996;-0,8802448;4,119445;0,526435;-0,218638;-0,9908104;-3,972307;-4,343929;3,127586;-2,970479;3,798265;-3,07109;5,139249;1,394181;-1,137618;-4,65032;-1,149231;0,2534828;-1,533868;1,145375;-2,722307;3,818075
Index: 7 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,737077 | BrainData : 0,912796;1,03504;3,701247;0,3115594;3,253996;-0,9259301;4,164733;0,5594238;-0,2028023;-0,9511109;-3,958022;-4,329976;3,140815;-2,948565;3,798265;-3,036969;5,120355;1,371221;-1,137618;-4,65032;-1,149231;0,2534828;-1,560911;1,120686;-2,734818;3,771482
Index: 8 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,72421 | BrainData : 0,8780927;1,015463;3,761338;0,377778;3,243187;-0,8907418;4,164733;0,526435;-0,2598163;-0,9468911;-3,963004;-4,321852;3,147211;-2,913965;3,707238;-3,139886;5,090106;1,401762;-1,137618;-4,640293;-1,127622;0,2776704;-1,649633;1,146611;-2,734818;3,864922
Index: 9 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,724137 | BrainData : 0,912796;1,006053;3,728978;0,358755;3,253996;-0,8802448;4,127885;0,5301683;-0,2208609;-1,017423;-3,966477;-4,353663;3,174786;-2,980961;3,773783;-3,110022;5,145443;1,40057;-1,137618;-4,614141;-1,149231;0,2534828;-1,561102;1,134936;-2,734818;3,818075
Index: 10 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,719538 | BrainData : 0,9417007;0,9740227;3,713877;0,3745348;3,253996;-0,8567655;4,186126;0,5139929;-0,218638;-1,030637;-3,928551;-4,329976;3,174786;-2,937694;3,754524;-3,079294;5,127413;1,391423;-1,137618;-4,616224;-1,149231;0,2823699;-1,544712;1,105576;-2,734818;3,818075
