Generation: 458 | maxFitness: 3,670536 | maxFitnessGen: 2,005137 | maxFitnessGenBuf: 2,018959
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 4 | Brain Type: RandomParents | Fitness: 2,018959 | BrainData : 0,8356656;1,211037;4,033177;0,7451992;3,210917;-0,8743714;4,007008;0,9048337;-0,1042244;-0,8911361;-3,486026;-4,135273;3,097688;-2,716267;3,827245;-3,006745;4,977757;1,285488;-1,337277;-4,432922;-1,172215;0,2381087;-1,547032;1,109738;-2,876136;3,857703
Index: 1 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,003468 | BrainData : 0,8221166;1,211037;4,056326;0,7855191;3,188503;-0,8250795;4,034301;0,9203928;-0,06464548;-0,9351505;-3,521543;-4,135273;3,097688;-2,702892;3,854504;-3,006745;5,008596;1,285488;-1,324146;-4,420081;-1,172215;0,2406873;-1,518018;1,109738;-2,862089;3,857703
Index: 2 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,003468 | BrainData : 0,8635545;1,173608;4,039166;0,7855191;3,182004;-0,9231742;4,062045;0,9203928;-0,06464548;-0,8934258;-3,453215;-4,135273;3,095108;-2,733253;3,827245;-2,96679;5,008596;1,285488;-1,280977;-4,445751;-1,172215;0,2406873;-1,55137;1,109738;-2,862089;3,857703
Index: 3 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,003468 | BrainData : 0,8221166;1,214711;4,033177;0,8298129;3,162735;-0,8743714;4,034301;0,9203928;-0,0836367;-0,9239047;-3,486026;-4,135273;3,097688;-2,71224;3,783491;-2,976458;5,008596;1,285488;-1,324146;-4,407182;-1,206595;0,2406873;-1,577997;1,109738;-2,862089;3,857703
Index: 4 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,003468 | BrainData : 0,7998449;1,211037;4,040989;0,7855191;3,211891;-0,8743714;3,998024;0,9203928;-0,02794691;-0,8911361;-3,52903;-4,135273;3,108919;-2,733253;3,827245;-2,990321;4,98955;1,259981;-1,324146;-4,432922;-1,126722;0,2406873;-1,543681;1,109738;-2,862089;3,857703
Index: 5 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,880055 | BrainData : 0,8200898;1,211037;4,007722;0,7855191;3,162735;-0,8270523;3,989273;0,913701;-0,06464548;-0,9163322;-3,486026;-4,135273;3,083701;-2,733253;3,863506;-3,006745;4,985084;1,332391;-1,331891;-4,432922;-1,136516;0,2406873;-1,547866;1,109738;-2,862089;3,888669
Index: 6 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,878026 | BrainData : 0,8221166;1,211037;4,06446;0,7756084;3,162735;-0,8645355;4,026955;0,9203928;-0,06464548;-0,8911361;-3,486026;-4,127439;3,102488;-2,733253;3,866163;-3,030095;5,008596;1,251219;-1,324146;-4,432922;-1,172215;0,2406873;-1,543681;1,109738;-2,84748;3,871026
Index: 7 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,866249 | BrainData : 0,8221166;1,211037;4,033177;0,7526844;3,162735;-0,8743714;4,034301;0,9203928;-0,08623326;-0,8911361;-3,486026;-4,14051;3,097688;-2,752878;3,827245;-3,006745;4,961794;1,285488;-1,324146;-4,411052;-1,140478;0,2406873;-1,543681;1,109738;-2,833987;3,857703
Index: 8 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,863173 | BrainData : 0,8221166;1,213758;4,033177;0,7855191;3,162735;-0,8907069;4,002818;0,9203928;-0,06464548;-0,8911361;-3,515405;-4,135273;3,068104;-2,754375;3,827245;-3,006745;5,031854;1,285488;-1,37308;-4,407992;-1,172215;0,2406873;-1,543681;1,123988;-2,824014;3,885585
Index: 9 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,807301 | BrainData : 0,8613002;1,214424;4,033177;0,7942948;3,162735;-0,8743714;4,034301;0,8938751;-0,02805481;-0,8911361;-3,488566;-4,091831;3,097688;-2,774399;3,824621;-2,967321;4,991974;1,285488;-1,349503;-4,432922;-1,172215;0,2406873;-1,543681;1,109738;-2,823147;3,857703
Index: 10 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,806639 | BrainData : 0,8221166;1,184303;4,033177;0,7855191;3,175386;-0,8956105;4,034301;0,9203928;-0,06464548;-0,9335032;-3,50257;-4,135273;3,097688;-2,733253;3,827245;-3,029041;5,034964;1,285488;-1,283685;-4,432922;-1,17697;0,2260743;-1,543681;1,109738;-2,862089;3,86877
