Generation: 970 | maxFitness: 3,670536 | maxFitnessGen: 2,099734 | maxFitnessGenBuf: 2,546982
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,546982 | BrainData : -2,223834;0,0833987;-1,982785;-0,04446847;-3,350207;4,256774;-0,08154367;3,33308;2,123385;4,469102;1,063207;-4,794528;-4,343963;2,117898;-2,440146;-3,621507;-0,4866942;-4,339444;4,367289;-0,3294615;-3,928358;-3,192513;2,268718;-2,296261;-1,800168;4,090527
Index: 1 | Name: car 6 | Brain Type: RandomParents | Fitness: 2,517137 | BrainData : -2,203961;0,06861964;-2,014124;-0,09878398;-3,351129;4,269514;-0,08814421;3,337561;2,029414;4,505334;1,06854;-4,778078;-4,35636;2,117898;-2,394831;-3,621507;-0,4244352;-4,33052;4,375002;-0,3695192;-3,95172;-3,232016;2,296331;-2,319489;-1,776487;4,090527
Index: 2 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,515218 | BrainData : -2,197572;0,1128263;-1,982785;-0,1247782;-3,350207;4,185438;-0,08106357;3,33308;2,107489;4,537077;1,061305;-4,772091;-4,370493;2,117898;-2,414679;-3,61404;-0,4408885;-4,365273;4,39947;-0,3695192;-3,928358;-3,226544;2,30861;-2,317686;-1,776487;4,112475
Index: 3 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,512704 | BrainData : -2,191992;0,0833987;-1,97923;-0,08999605;-3,350207;4,215166;-0,08154367;3,33308;2,107489;4,505334;1,07096;-4,78851;-4,381949;2,111191;-2,414679;-3,601704;-0,4585633;-4,365273;4,420671;-0,3695192;-3,928358;-3,210258;2,327359;-2,32799;-1,776487;4,127828
Index: 4 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,504694 | BrainData : -2,223834;0,0833987;-2,029712;-0,09749599;-3,357848;4,219735;-0,08154367;3,297178;2,059147;4,505334;1,061305;-4,801063;-4,334472;2,153708;-2,443217;-3,621507;-0,4585633;-4,365273;4,411439;-0,3200252;-3,977427;-3,226544;2,261202;-2,317686;-1,803726;4,06823
Index: 5 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,50402 | BrainData : -2,223834;0,0833987;-1,94922;-0,1349415;-3,350207;4,215166;-0,08154367;3,360131;2,107489;4,505334;1,092847;-4,75458;-4,334472;2,154735;-2,426049;-3,582706;-0,5034354;-4,411797;4,411439;-0,3943317;-3,880599;-3,26071;2,30861;-2,337648;-1,776487;4,090527
Index: 6 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,50402 | BrainData : -2,207573;0,07343926;-1,969724;-0,1193591;-3,38846;4,182498;-0,08154367;3,303388;2,120237;4,475739;1,045804;-4,78851;-4,334472;2,117898;-2,414679;-3,639684;-0,4585633;-4,365273;4,411439;-0,3695192;-3,928358;-3,226544;2,30861;-2,317686;-1,776487;4,090527
Index: 7 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,50402 | BrainData : -2,223834;0,0833987;-2,031824;-0,1245728;-3,350207;4,197672;-0,130261;3,353333;2,115429;4,505334;1,074128;-4,78851;-4,334472;2,117898;-2,367478;-3,592823;-0,4672573;-4,398661;4,411439;-0,3695192;-3,928358;-3,226544;2,30861;-2,317686;-1,776487;4,090527
Index: 8 | Name: car 47 | Brain Type: TOP2 | Fitness: 2,50402 | BrainData : -2,174287;0,06320493;-1,982785;-0,1007047;-3,314757;4,188729;-0,03967577;3,326465;2,087435;4,505334;1,087649;-4,78851;-4,334472;2,120234;-2,455672;-3,631616;-0,4585633;-4,323302;4,377666;-0,3695192;-3,928358;-3,226544;2,30861;-2,317686;-1,776487;4,090527
Index: 9 | Name: car 13 | Brain Type: RandomParents | Fitness: 2,500875 | BrainData : -2,186584;0,1097794;-1,941671;-0,05791986;-3,350207;4,230363;-0,03233597;3,336309;2,108655;4,494871;1,037719;-4,78851;-4,383589;2,117898;-2,435476;-3,635544;-0,4244352;-4,366022;4,426269;-0,3277619;-3,928358;-3,214806;2,30861;-2,356668;-1,752744;4,058799
Index: 10 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,500782 | BrainData : -2,23534;0,03414091;-2,029309;0,01735107;-3,381637;4,194992;-0,0333364;3,361448;2,194801;4,490285;1,063719;-4,800529;-4,358538;2,135817;-2,448906;-3,645374;-0,3462203;-4,301031;4,518357;-0,4185664;-4,005778;-3,248574;2,316186;-2,239602;-1,800936;4,159007
Index: 11 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,491538 | BrainData : -2,18348;0,0833987;-2,005865;-0,1234521;-3,350207;4,215166;-0,07936323;3,33308;2,12162;4,471784;1,060403;-4,836995;-4,29609;2,131837;-2,40833;-3,621507;-0,4585633;-4,360832;4,411439;-0,3695192;-3,967496;-3,226544;2,30861;-2,317686;-1,776487;4,083719
Index: 12 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 2,486711 | BrainData : -2,07083;-2,066758;-0,6117063;0,9016819;-2,122015;0,5617471;-1,354666;-4,119693;-1,922989;-1,189518;2,773156;2,24613;-0,5489917;3,012712;-2,500055;4,297132;4,695392;1,962031;-3,948082;-0,3730912;2,020602;-4,094256;-0,5744071;1,334405;1,281467;-4,321021
Index: 13 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,484216 | BrainData : -2,223834;0,0833987;-1,982785;-0,08999605;-3,341707;4,215166;-0,04752244;3,363168;2,082786;4,529563;1,061305;-4,762075;-4,334472;2,117898;-2,419693;-3,621507;-0,4109491;-4,365273;4,411439;-0,3695192;-3,951166;-3,226544;2,293876;-2,317686;-1,793823;4,090527
Index: 14 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,453464 | BrainData : -2,223834;0,1213467;-1,982785;-0,06202978;-3,350207;4,215166;-0,1311849;3,33308;2,107489;4,505334;1,052577;-4,78851;-4,285249;2,117898;-2,447362;-3,621507;-0,4585633;-4,365273;4,412959;-0,3695192;-3,928358;-3,226544;2,30861;-2,274237;-1,776487;4,121599
Index: 15 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,451669 | BrainData : -2,223834;0,05069207;-1,99248;-0,08999605;-3,350207;4,251985;-0,09322526;3,33308;2,067854;4,505334;1,061305;-4,78851;-4,334472;2,150848;-2,425881;-3,612867;-0,4585633;-4,365273;4,411439;-0,3695192;-3,928358;-3,201818;2,290677;-2,317686;-1,776487;4,090527
Index: 16 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,446534 | BrainData : -2,223834;0,1071245;-1,982785;-0,08999605;-3,350207;4,200238;-0,1109595;3,309582;2,107489;4,467901;1,061305;-4,769366;-4,334472;2,117898;-2,414679;-3,573061;-0,495561;-4,398515;4,37623;-0,3491337;-3,938748;-3,267869;2,288207;-2,317686;-1,776487;4,090527
Index: 17 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,361562 | BrainData : -2,264815;0,0833987;-1,982785;-0,08999605;-3,350207;4,255284;-0,0666507;3,33308;2,117498;4,541432;1,10975;-4,78851;-4,334472;2,131482;-2,414679;-3,621507;-0,4735701;-4,404132;4,376145;-0,3758476;-3,928358;-3,226544;2,30861;-2,353402;-1,776487;4,134487
Index: 18 | Name: car 37 | Brain Type: TOP2 | Fitness: 2,348925 | BrainData : -2,223834;0,0833987;-1,982785;-0,1022594;-3,350207;4,215166;-0,08154367;3,343409;2,14482;4,532003;1,074219;-4,78851;-4,326946;2,117898;-2,414679;-3,621507;-0,4382143;-4,365273;4,411439;-0,4006416;-3,928358;-3,263584;2,30861;-2,317686;-1,80001;4,122958
Index: 19 | Name: car 10 | Brain Type: RandomParents | Fitness: 2,344832 | BrainData : -2,160467;0,06861964;-1,952544;-0,05323537;-3,324811;4,243473;-0,09985705;3,320252;2,106346;4,538684;1,028003;-4,78851;-4,372774;2,069453;-2,4586;-3,621507;-0,407329;-4,365273;4,40279;-0,406327;-3,950418;-3,262996;2,30861;-2,364318;-1,741395;4,056371
Index: 20 | Name: car 43 | Brain Type: TOP2 | Fitness: 2,303339 | BrainData : -2,194428;0,0833987;-2,006641;-0,08999605;-3,338194;4,220209;-0,1051044;3,326337;2,059629;4,505334;1,061305;-4,826124;-4,297004;2,088818;-2,414679;-3,621507;-0,4585633;-4,405064;4,411439;-0,3717034;-3,965066;-3,226544;2,306816;-2,317686;-1,727095;4,042113
Index: 21 | Name: car 25 | Brain Type: TOP2 | Fitness: 2,301522 | BrainData : -2,223834;0,1017982;-2,026765;-0,08999605;-3,350207;4,247093;-0,1234975;3,33308;2,091161;4,473171;1,061305;-4,82014;-4,311289;2,117898;-2,414679;-3,575419;-0,4177577;-4,365273;4,422206;-0,3219046;-3,928358;-3,226544;2,30861;-2,317686;-1,776487;4,06448
Index: 22 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,255052 | BrainData : -2,203237;0,0833987;-1,982785;-0,1257475;-3,346643;4,215166;-0,08154367;3,378831;2,12475;4,505334;1,061305;-4,78851;-4,330381;2,133677;-2,409289;-3,641754;-0,4585633;-4,337381;4,411439;-0,3313291;-3,940325;-3,226544;2,321022;-2,317686;-1,776487;4,063656
Index: 23 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,199633 | BrainData : -2,228722;0,0833987;-1,99239;-0,08999605;-3,350207;4,215166;-0,08154367;3,33308;2,107489;4,505334;1,013842;-4,836588;-4,28892;2,070916;-2,387401;-3,619537;-0,5005309;-4,410455;4,411439;-0,3695192;-3,945737;-3,226544;2,30861;-2,276462;-1,81267;4,090527
Index: 24 | Name: car 5 | Brain Type: RandomParents | Fitness: 2,185341 | BrainData : -2,234526;0,06812786;-1,982785;-0,09665804;-3,393007;4,19251;-0,1069988;3,459368;2,221703;4,564178;1,028003;-4,781877;-4,420242;2,06684;-2,441647;-3,567515;-0,4021015;-4,401497;4,454322;-0,3283198;-3,99786;-3,255543;2,303893;-2,389611;-1,751263;4,131825
Index: 25 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,185095 | BrainData : -2,223834;0,0833987;-1,982785;-0,07909176;-3,386644;4,182673;-0,06651405;3,376566;2,107489;4,478563;1,04294;-4,78851;-4,351027;2,117898;-2,414679;-3,667371;-0,4365216;-4,365273;4,411439;-0,364696;-3,928358;-3,226544;2,268237;-2,317686;-1,755556;4,061586
Index: 26 | Name: car 27 | Brain Type: TOP2 | Fitness: 2,182382 | BrainData : -2,178833;0,108901;-1,982785;-0,08999605;-3,343351;4,182148;-0,08154367;3,305208;2,067698;4,539856;1,061305;-4,798077;-4,295113;2,129637;-2,457613;-3,621507;-0,4585633;-4,315484;4,366335;-0,3794114;-3,970268;-3,226544;2,261693;-2,287164;-1,776487;4,099927
Index: 27 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,112123 | BrainData : -2,176278;0,0833987;-2,005736;-0,08999605;-3,398866;4,233158;-0,03421212;3,355543;2,074433;4,510099;1,061305;-4,78851;-4,334472;2,117898;-2,45567;-3,621507;-0,4585633;-4,365273;4,397203;-0,3695192;-3,928358;-3,226544;2,30861;-2,338444;-1,794041;4,090527
Index: 28 | Name: car 28 | Brain Type: TOP2 | Fitness: 2,111371 | BrainData : -2,218388;0,1260298;-2,00477;-0,08999605;-3,350207;4,222561;-0,08154367;3,33308;2,091878;4,505334;1,061305;-4,78851;-4,334472;2,117898;-2,414679;-3,621507;-0,4439414;-4,365273;4,411439;-0,3250639;-3,936093;-3,226544;2,30861;-2,317686;-1,809284;4,125657
