Generation: 142 | maxFitness: 3,670536 | maxFitnessGen: 1,618771 | maxFitnessGenBuf: 1,70177
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,70177 | BrainData : 1,178539;1,304947;3,497404;0,2687734;3,066971;-0,4469761;4,23698;0,609059;-0,2083292;-1,238866;-3,769695;-3,951059;3,3795;-2,701184;3,647393;-3,289152;4,766394;1,599638;-1,064588;-4,54017;-0,8244673;0,1230576;-1,258571;1,31079;-2,775161;3,957854
Index: 1 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,70177 | BrainData : 1,178539;1,29294;3,475657;0,3095828;3,09675;-0,4420806;4,23698;0,6546211;-0,1669032;-1,273391;-3,757578;-3,976881;3,4205;-2,701184;3,723738;-3,289152;4,811541;1,599638;-1,009919;-4,553701;-0,8511834;0,1230576;-1,260996;1,31079;-2,775161;3,957854
Index: 2 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,70177 | BrainData : 1,178539;1,327254;3,53011;0,3337283;3,092199;-0,4586804;4,282512;0,6499047;-0,1992101;-1,243245;-3,763964;-4,00204;3,373898;-2,701184;3,650433;-3,289152;4,766394;1,566447;-1,029193;-4,575263;-0,8332732;0,1230576;-1,260996;1,31079;-2,775161;3,957854
Index: 3 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,701553 | BrainData : 1,178539;1,257963;3,518002;0,3158962;3,066095;-0,370274;4,223019;0,609059;-0,1617841;-1,21731;-3,80453;-3,976881;3,37467;-2,699753;3,68586;-3,289152;4,812634;1,607641;-1,001706;-4,508519;-0,7930751;0,08356479;-1,204504;1,318623;-2,800104;3,904219
Index: 4 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,700863 | BrainData : 1,181528;1,25109;3,492223;0,3095828;3,062264;-0,417789;4,23698;0,609059;-0,1987958;-1,238866;-3,769695;-3,976881;3,4205;-2,664119;3,687862;-3,303427;4,733338;1,555224;-0,9998536;-4,544443;-0,7915728;0,1230576;-1,238738;1,311868;-2,775161;3,957854
Index: 5 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,696183 | BrainData : 1,178539;1,282744;3,468935;0,2948282;3,066971;-0,388982;4,23698;0,6400638;-0,1992101;-1,238866;-3,769695;-4,013853;3,459064;-2,715871;3,731937;-3,289152;4,766394;1,591808;-1,029193;-4,553701;-0,8748437;0,1230576;-1,29001;1,31079;-2,775161;3,978435
Index: 6 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,689232 | BrainData : 1,178539;1,293366;3,528148;0,2758768;3,021575;-0,3682517;4,23698;0,6459202;-0,1992101;-1,217226;-3,798478;-3,976881;3,389045;-2,686655;3,730426;-3,253038;4,789757;1,597654;-1,074993;-4,553701;-0,8332732;0,1230576;-1,260996;1,31079;-2,767013;3,957854
Index: 7 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,660907 | BrainData : 1,161597;1,264651;3,492223;0,3095828;3,066971;-0,417789;4,2055;0,5781783;-0,1992101;-1,226875;-3,769695;-3,976881;3,438887;-2,725806;3,68586;-3,329802;4,72067;1,608987;-1,000826;-4,553701;-0,8511187;0,1230576;-1,228896;1,31079;-2,760308;3,929728
Index: 8 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,651514 | BrainData : 1,178539;1,267741;3,467381;0,3520911;3,066971;-0,4161814;4,23698;0,609059;-0,1992101;-1,238866;-3,769695;-3,976881;3,4205;-2,701184;3,705775;-3,289152;4,723079;1,558523;-0,9799926;-4,553701;-0,8332732;0,1230576;-1,26967;1,31079;-2,775161;3,992487
Index: 9 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,618018 | BrainData : 1,178539;1,258626;3,506585;0,3095828;3,066971;-0,417789;4,23698;0,6252729;-0,1992101;-1,23829;-3,73987;-3,976881;3,420681;-2,694928;3,642592;-3,289152;4,765248;1,599638;-1,029193;-4,538303;-0,8332732;0,1430934;-1,268414;1,278917;-2,78365;3,927402
Index: 10 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,586142 | BrainData : 1,178539;1,29294;3,492223;0,3028033;3,059474;-0,417789;4,22692;0,6465682;-0,1898825;-1,238866;-3,769695;-4,015624;3,4205;-2,671091;3,722898;-3,289152;4,766394;1,599638;-1,038647;-4,531643;-0,8528095;0,1342948;-1,225952;1,326464;-2,734199;3,957854
Index: 11 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,580441 | BrainData : 1,178539;1,29294;3,466234;0,3095828;3,066971;-0,417789;4,235743;0,609059;-0,2014311;-1,265966;-3,769695;-4,014934;3,403421;-2,701184;3,71701;-3,255887;4,766394;1,612937;-1,022074;-4,552089;-0,8332732;0,1035253;-1,260579;1,31079;-2,775161;3,957854
