Generation: 93 | maxFitness: 1,854505 | maxFitnessGen: 1,574685 | maxFitnessGenBuf: 1,646502
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,646502 | BrainData : 1,17622;1,202175;3,75518;0,3871662;3,294189;-0,4537928;4,205752;0,3639497;-0,3252125;-1,262394;-3,763964;-4,289953;3,364554;-2,774152;3,727063;-3,350377;4,775014;1,495402;-1,247301;-4,552302;-0,6810969;0,2680691;-1,154163;1,236545;-2,687974;4,031415
Index: 1 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,645603 | BrainData : 1,20748;1,153922;3,75518;0,454991;3,340759;-0,4457545;4,205752;0,3639497;-0,2265229;-1,262394;-3,771089;-4,284957;3,34564;-2,689277;3,744608;-3,328862;4,749125;1,495402;-1,215201;-4,552302;-0,6810969;0,2680691;-1,154163;1,236545;-2,699913;4,047981
Index: 2 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,643369 | BrainData : 1,20748;1,202175;3,75518;0,3993528;3,340759;-0,4537928;4,178165;0,3639497;-0,2539952;-1,262394;-3,763964;-4,29165;3,372172;-2,705322;3,764056;-3,328862;4,738068;1,499866;-1,245233;-4,553126;-0,6810969;0,2639753;-1,154163;1,236545;-2,699913;4,031415
Index: 3 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,635097 | BrainData : 1,230914;1,202175;3,75757;0,4348266;3,340759;-0,4793517;4,204851;0,3639497;-0,2760432;-1,262394;-3,763964;-4,307734;3,308472;-2,709382;3,74548;-3,328862;4,735211;1,495402;-1,297888;-4,547957;-0,6901799;0,2731927;-1,1769;1,212732;-2,711071;4,031415
Index: 4 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,60325 | BrainData : 1,255239;1,202175;3,75518;0,4348266;3,340759;-0,4537928;4,170013;0,3639497;-0,2635028;-1,262394;-3,763964;-4,268487;3,34564;-2,708879;3,716864;-3,291071;4,800685;1,531578;-1,251153;-4,552302;-0,6924951;0,2498927;-1,154163;1,236545;-2,739711;4,081098
Index: 5 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,601479 | BrainData : 1,20748;1,202175;3,794198;0,4339378;3,340759;-0,4537928;4,205752;0,3149921;-0,2700768;-1,262394;-3,768337;-4,270715;3,34564;-2,736624;3,810233;-3,328862;4,786983;1,470161;-1,251153;-4,552302;-0,6810969;0,2680691;-1,121498;1,230633;-2,698581;4,054396
Index: 6 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,598232 | BrainData : 1,222314;1,182988;3,751028;0,4348266;3,3668;-0,4499108;4,205752;0,3639497;-0,2760432;-1,262394;-3,763964;-4,290009;3,34564;-2,780289;3,720927;-3,328862;4,775014;1,495402;-1,251153;-4,599401;-0,6810969;0,2680691;-1,154163;1,236545;-2,668929;4,031415
Index: 7 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,585462 | BrainData : 1,236599;1,196553;3,75518;0,4557667;3,390658;-0,4599069;4,205752;0,3639497;-0,2760432;-1,265997;-3,763964;-4,284957;3,34564;-2,736624;3,761526;-3,328862;4,775014;1,495402;-1,251153;-4,524647;-0,6810969;0,2680691;-1,112184;1,203808;-2,699913;3,994396
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,567183 | BrainData : 1,20748;1,191939;3,798506;0,4620819;3,373451;-0,4537928;4,170702;0,3639497;-0,2760432;-1,225837;-3,773007;-4,284957;3,34564;-2,736624;3,761526;-3,370655;4,775014;1,5209;-1,251153;-4,552302;-0,6810969;0,2680691;-1,154163;1,236545;-2,699913;4,031415
Index: 9 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,548899 | BrainData : 1,20748;1,223333;3,72295;0,4441192;3,298046;-0,4439341;4,205752;0,3473781;-0,2759221;-1,235712;-3,763964;-4,284957;3,34564;-2,734892;3,809354;-3,328862;4,775014;1,495402;-1,221535;-4,554041;-0,6528188;0,2455078;-1,121005;1,236545;-2,700661;4,031415
Index: 10 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,54056 | BrainData : 1,20748;1,194282;3,717141;0,4173316;3,291532;-0,4952498;4,290421;0,3999163;-0,2583598;-1,269375;-3,775415;-4,295964;3,270771;-2,721359;3,725976;-3,341597;4,755116;1,495402;-1,21713;-4,576581;-0,6567824;0,2566484;-1,028559;1,21904;-2,733572;4,066788
