Generation: 488 | maxFitness: 3,670536 | maxFitnessGen: 1,934322 | maxFitnessGenBuf: 1,849441
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,849441 | BrainData : 0,6539325;1,275814;4,053741;0,6966399;3,252682;-0,9736316;4,305393;0,952102;-0,09329455;-0,8727865;-3,467813;-4,187544;2,971961;-2,452788;3,937759;-2,969645;4,877752;1,110783;-1,263545;-4,50724;-1,28352;0,1710802;-1,43903;1,154023;-2,859085;3,772658
Index: 1 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,837766 | BrainData : 0,669135;1,298002;4,048306;0,6326734;3,30111;-1,06611;4,269404;1,006821;-0,05902969;-0,9526335;-3,549379;-4,199561;2,982562;-2,403696;3,975713;-2,911949;4,926456;1,084789;-1,314467;-4,586873;-1,327121;0,196415;-1,462536;1,113281;-2,88553;3,777824
Index: 2 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,837766 | BrainData : 0,6316676;1,347338;4,067892;0,6326734;3,30111;-1,087247;4,220227;1,006821;-0,08626184;-0,9526335;-3,549379;-4,19624;2,96394;-2,403696;3,996958;-2,952877;4,900278;1,075714;-1,311152;-4,570321;-1,362455;0,196415;-1,484689;1,113281;-2,88553;3,777824
Index: 3 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,837766 | BrainData : 0,6873953;1,373337;4,030668;0,6326734;3,30111;-1,021295;4,179049;1,006821;-0,04616967;-0,9089158;-3,504721;-4,245516;2,97279;-2,409237;3,929293;-2,89915;4,938487;1,050568;-1,269037;-4,542065;-1,327121;0,196415;-1,462536;1,113281;-2,88553;3,777824
Index: 4 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,837766 | BrainData : 0,6194747;1,318706;4,048306;0,6326734;3,318304;-1,045861;4,220227;0,9657819;-0,09011669;-0,9526335;-3,549379;-4,160481;2,97279;-2,403696;3,948736;-2,952752;4,853415;1,096724;-1,262371;-4,564022;-1,337596;0,196415;-1,493474;1,113281;-2,88553;3,777824
Index: 5 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,834326 | BrainData : 0,669135;1,343591;4,084821;0,643103;3,30111;-1,04525;4,244039;0,9872931;-0,09420055;-0,9766887;-3,552054;-4,19624;2,988071;-2,362448;3,942059;-2,929605;4,945023;1,050568;-1,318112;-4,562877;-1,327121;0,196415;-1,415385;1,113281;-2,888389;3,777824
Index: 6 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,826951 | BrainData : 0,6309679;1,328026;4,001311;0,6503804;3,295543;-1,018268;4,220227;1,004588;-0,1178248;-0,9657401;-3,52386;-4,19624;2,993696;-2,452788;3,948736;-2,895431;4,900278;1,049369;-1,269037;-4,509854;-1,402539;0,2214267;-1,462536;1,113281;-2,805369;3,72851
Index: 7 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,749088 | BrainData : 0,7140172;1,383005;4,03744;0,6641189;3,297716;-1,018268;4,217885;1,031919;-0,1250714;-1,03297;-3,574849;-4,215631;3,019331;-2,419053;3,948736;-2,850973;4,900278;1,06665;-1,263461;-4,589752;-1,326278;0,1727972;-1,461956;1,104418;-2,933724;3,777824
Index: 8 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,733629 | BrainData : 0,669135;1,347338;4,048306;0,6326734;3,30111;-1,06611;4,199458;0,9881917;-0,01218304;-0,9526335;-3,59589;-4,244855;2,943661;-2,403696;3,986139;-2,938746;4,866992;1,068678;-1,263662;-4,542065;-1,327121;0,196415;-1,442088;1,113281;-2,88553;3,749497
Index: 9 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,671924 | BrainData : 0,669135;1,313262;4,048306;0,6326734;3,325731;-1,098363;4,220227;1,006821;-0,05902969;-0,9467971;-3,508034;-4,230321;2,97279;-2,391787;3,943129;-2,929605;4,936781;1,03458;-1,293471;-4,542065;-1,298489;0,196415;-1,435284;1,113281;-2,843152;3,777824
Index: 10 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,656804 | BrainData : 0,669135;1,306125;4,011274;0,6601724;3,338347;-1,10469;4,220227;1,001749;-0,05902969;-0,9526335;-3,595031;-4,175061;2,957167;-2,403696;3,948736;-2,929605;4,900278;1,050568;-1,269037;-4,558335;-1,327121;0,196415;-1,416855;1,113281;-2,83793;3,777824
Index: 11 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,633882 | BrainData : 0,669135;1,347338;4,048306;0,6326734;3,268457;-1,025316;4,211439;1,006821;-0,02673861;-0,9526335;-3,560377;-4,19624;2,975503;-2,359946;3,970752;-2,893386;4,89003;1,050568;-1,264175;-4,542065;-1,357261;0,2460689;-1,462536;1,08944;-2,860097;3,777824
Index: 12 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,627499 | BrainData : 0,6539325;1,300612;4,093291;0,6541162;3,250196;-0,9736316;4,293565;0,952102;-0,09329455;-0,8317795;-3,430855;-4,177029;2,974302;-2,471392;3,896536;-2,969645;4,900278;1,094169;-1,223016;-4,464699;-1,291597;0,1797728;-1,43903;1,109237;-2,870869;3,776512
