Generation: 210 | maxFitness: 3,670536 | maxFitnessGen: 1,747256 | maxFitnessGenBuf: 1,63318
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,63318 | BrainData : 1,062616;1,228523;3,759784;0,4671001;3,090166;-0,40268;4,3255;0,3825272;-0,02827545;-0,9931386;-3,790141;-4,213495;3,371976;-2,453179;3,665066;-3,347241;4,648169;1,578501;-1,18235;-4,672274;-0,988276;0,06426264;-1,096015;1,38453;-2,686233;3,877929
Index: 1 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,633048 | BrainData : 1,121282;1,228523;3,76789;0,489989;3,132935;-0,40268;4,297925;0,3916233;-0,07610495;-1,038204;-3,7476;-4,213495;3,3822;-2,506143;3,587978;-3,315226;4,692954;1,576033;-1,18451;-4,672274;-0,988276;0,06030863;-1,072141;1,38453;-2,674411;3,877929
Index: 2 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,633004 | BrainData : 1,101079;1,225796;3,742873;0,4017598;3,024293;-0,3714088;4,293686;0,3909577;0,01121828;-1,018145;-3,720159;-4,246002;3,3822;-2,544814;3,635379;-3,354297;4,67876;1,588213;-1,200283;-4,560332;-0,9232991;0,05775758;-1,019264;1,386582;-2,711465;3,92663
Index: 3 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,632644 | BrainData : 1,125982;1,304273;3,76789;0,5108107;3,12719;-0,4052843;4,333464;0,3917187;0,002580944;-1,00759;-3,789379;-4,202066;3,431181;-2,484393;3,635379;-3,433703;4,692954;1,586853;-1,160767;-4,595025;-1,038751;0,1062519;-1,112806;1,31097;-2,744947;3,900138
Index: 4 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,63149 | BrainData : 1,085799;1,228523;3,719647;0,4671001;3,102234;-0,4663346;4,290447;0,3825272;-0,02902144;-1,026276;-3,757828;-4,18863;3,413442;-2,485005;3,635379;-3,366665;4,692954;1,549722;-1,219342;-4,627973;-1,03689;0,07132662;-1,137406;1,361776;-2,749519;3,923754
Index: 5 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,631448 | BrainData : 1,054581;1,198187;3,732266;0,4671001;3,090166;-0,40268;4,3255;0,3825272;-0,04273963;-0,9906026;-3,790141;-4,213495;3,333066;-2,471372;3,635379;-3,315226;4,727948;1,595485;-1,18451;-4,700195;-0,988276;0,06426264;-1,068885;1,38453;-2,688161;3,877929
Index: 6 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,631448 | BrainData : 1,123687;1,260511;3,81158;0,4671001;3,13335;-0,4431129;4,3255;0,3511722;-0,0290719;-0,9620479;-3,751922;-4,187895;3,3822;-2,507148;3,656515;-3,315226;4,692954;1,576033;-1,18451;-4,672274;-1,00002;0,06426264;-1,068885;1,38453;-2,688161;3,877929
Index: 7 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,63069 | BrainData : 1,092498;1,212111;3,706055;0,4671001;3,150235;-0,4474224;4,290447;0,3825272;0,05160627;-1,037515;-3,718242;-4,159097;3,413442;-2,485005;3,645691;-3,366665;4,67163;1,525894;-1,206392;-4,648511;-1,010894;0,07132662;-1,052114;1,361776;-2,715353;3,871763
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,629226 | BrainData : 1,07396;1,228523;3,76789;0,4671001;3,090166;-0,360847;4,3255;0,3825272;-0,07253288;-1,02752;-3,791653;-4,181561;3,408921;-2,43253;3,652909;-3,315226;4,692954;1,597198;-1,204285;-4,672274;-0,988276;0,04413862;-1,07688;1,383232;-2,688161;3,842762
Index: 9 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,627053 | BrainData : 1,101079;1,20063;3,76789;0,4224496;3,090166;-0,3875647;4,356755;0,3825272;-0,02848087;-0,9931386;-3,790141;-4,213495;3,336287;-2,511793;3,62898;-3,321708;4,67318;1,601742;-1,165807;-4,701546;-0,988276;0,06426264;-1,087879;1,38453;-2,674684;3,877929
Index: 10 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,626251 | BrainData : 1,152464;1,27053;3,76789;0,4691605;3,068627;-0,4114504;4,341335;0,4214349;0,002580944;-1,022164;-3,731754;-4,20537;3,390886;-2,531162;3,635379;-3,444179;4,646177;1,586853;-1,18451;-4,627973;-1,010468;0,0818067;-1,112806;1,326272;-2,762314;3,891295
