Generation: 507 | maxFitness: 3,670536 | maxFitnessGen: 1,827007 | maxFitnessGenBuf: 1,946671
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,946671 | BrainData : 0,6041605;1,380433;4,103953;0,5339295;3,435578;-1,177709;4,167782;0,8451987;0,003840987;-0,8150485;-3,477696;-4,340806;2,926216;-2,418196;3,988089;-2,88978;4,872111;0,9801364;-1,211895;-4,473352;-1,438822;0,2433427;-1,400376;1,078557;-2,852823;3,766477
Index: 1 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,945221 | BrainData : 0,5974905;1,414989;4,149688;0,5367022;3,433814;-1,146649;4,167782;0,8792019;0,003840987;-0,7850738;-3,477696;-4,308796;2,926216;-2,446391;3,94612;-2,951365;4,832638;0,9454889;-1,173074;-4,473352;-1,438822;0,2243802;-1,389883;1,078557;-2,887062;3,755445
Index: 2 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,942078 | BrainData : 0,6425616;1,334255;4,109206;0,5586534;3,382648;-1,132353;4,212163;0,8932124;0,01311146;-0,8485184;-3,515366;-4,33551;2,936434;-2,408964;4,015412;-2,911827;4,87466;0,9690983;-1,211895;-4,557159;-1,448794;0,2243802;-1,393617;1,067064;-2,874176;3,701848
Index: 3 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,941721 | BrainData : 0,6377456;1,388565;4,124212;0,5141392;3,433814;-1,175848;4,151585;0,8792019;0,003840987;-0,8525425;-3,472;-4,340806;2,952546;-2,418196;3,988089;-2,927531;4,832638;0,9801364;-1,211895;-4,473352;-1,394325;0,2243802;-1,389883;1,077536;-2,887062;3,74824
Index: 4 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,940655 | BrainData : 0,5868254;1,380433;4,103953;0,5527955;3,433814;-1,175848;4,178927;0,8698735;0,003840987;-0,7840937;-3,477696;-4,340806;2,926216;-2,442665;3,982561;-2,911827;4,832638;0,9801364;-1,211895;-4,473352;-1,472597;0,2349393;-1,389883;1,053687;-2,887062;3,708377
Index: 5 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,939678 | BrainData : 0,6041605;1,421577;4,103953;0,5361191;3,433814;-1,217331;4,167782;0,9147447;-0,04466047;-0,8483574;-3,477696;-4,340806;2,926216;-2,403709;3,988089;-2,911827;4,832638;0,9973456;-1,211895;-4,426723;-1,403628;0,2243802;-1,429693;1,078557;-2,887062;3,74824
Index: 6 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,939678 | BrainData : 0,639638;1,428694;4,131602;0,5939213;3,433814;-1,212479;4,167782;0,8405328;0,003840987;-0,8150485;-3,477696;-4,340806;2,926216;-2,418196;3,966102;-2,960166;4,832638;0,9331949;-1,211895;-4,473352;-1,438822;0,2243802;-1,389883;1,078557;-2,887062;3,74824
Index: 7 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,87774 | BrainData : 0,6041605;1,380433;4,103953;0,5704458;3,433814;-1,175848;4,167782;0,8792019;-0,00379882;-0,8150485;-3,477696;-4,340806;2,975233;-2,418196;3,988089;-2,911827;4,855188;0,9378399;-1,199228;-4,473352;-1,439775;0,2243802;-1,389883;1,097447;-2,844878;3,771731
Index: 8 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,875294 | BrainData : 0,5880836;1,380433;4,060846;0,5527955;3,470146;-1,175848;4,167782;0,856078;0,003840987;-0,8150485;-3,477696;-4,369146;2,926216;-2,456859;3,989965;-2,911827;4,832638;0,9801364;-1,170506;-4,519525;-1,438822;0,2096251;-1,355991;1,078557;-2,900233;3,74824
Index: 9 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,848483 | BrainData : 0,6540622;1,398565;4,103953;0,5527955;3,433814;-1,222645;4,192767;0,8906696;0,003840987;-0,8150485;-3,477696;-4,296557;2,949165;-2,455536;4,033268;-2,864667;4,847756;0,9644769;-1,211895;-4,444464;-1,464554;0,2243802;-1,389883;1,078557;-2,856036;3,74824
Index: 10 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,842622 | BrainData : 0,6041605;1,380433;4,103953;0,569462;3,459732;-1,129589;4,167782;0,8749868;0,0139938;-0,8150485;-3,513633;-4,371826;2,926216;-2,461353;3,96198;-2,911827;4,783445;0,9801364;-1,211895;-4,478034;-1,438822;0,2243802;-1,389883;1,078557;-2,887062;3,791381
