Generation: 66 | maxFitness: 1,745357 | maxFitnessGen: 1,745357 | maxFitnessGenBuf: 1,819814
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,819814 | BrainData : 1,337577;1,340667;3,790621;0,5090639;3,240201;-0,5830156;4,252461;0,5404881;-0,2657341;-1,349238;-3,651193;-4,370883;3,287282;-2,736106;3,622021;-3,26373;4,759548;1,488155;-1,211685;-4,425597;-0,6936935;0,2553275;-1,196245;1,204291;-2,864222;4,178548
Index: 1 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,819293 | BrainData : 1,324001;1,321095;3,745468;0,5736984;3,34129;-0,6363483;4,258417;0,58013;-0,2816613;-1,38385;-3,595429;-4,328021;3,314888;-2,693851;3,651122;-3,263921;4,836479;1,462965;-1,168099;-4,410198;-0,6530719;0,2464184;-1,223831;1,165804;-2,915235;4,11373
Index: 2 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,818196 | BrainData : 1,336966;1,321095;3,762619;0,5402945;3,292512;-0,6298884;4,23715;0,6263116;-0,2826473;-1,381613;-3,576203;-4,41041;3,359615;-2,693851;3,692931;-3,263921;4,859662;1,491718;-1,168099;-4,466856;-0,6530719;0,2464184;-1,199982;1,204291;-2,870416;4,158283
Index: 3 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,818196 | BrainData : 1,288085;1,363198;3,787029;0,5543268;3,322181;-0,6666126;4,258417;0,5556112;-0,2816613;-1,381613;-3,573873;-4,370883;3,351139;-2,693851;3,699425;-3,294272;4,819755;1,470708;-1,1605;-4,425597;-0,6138505;0,2464184;-1,254279;1,204291;-2,870416;4,158283
Index: 4 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,81727 | BrainData : 1,33472;1,321095;3,771659;0,5990126;3,322181;-0,6325036;4,297662;0,6289952;-0,2816613;-1,416543;-3,545303;-4,370883;3,314888;-2,693851;3,651122;-3,263921;4,803009;1,507725;-1,168099;-4,425597;-0,6461904;0,2426666;-1,210487;1,195925;-2,870416;4,120891
Index: 5 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,81688 | BrainData : 1,308437;1,36261;3,715469;0,5339937;3,296413;-0,5998226;4,235903;0,58013;-0,2816613;-1,381613;-3,659696;-4,370883;3,314888;-2,701023;3,63251;-3,222721;4,832632;1,449733;-1,24903;-4,450201;-0,6365269;0,2175003;-1,174358;1,235336;-2,888606;4,187346
Index: 6 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,798662 | BrainData : 1,288085;1,321095;3,745468;0,5268611;3,322181;-0,6298884;4,258417;0,58013;-0,2816613;-1,381613;-3,523992;-4,336447;3,277246;-2,693851;3,688805;-3,263921;4,86651;1,507725;-1,132818;-4,433591;-0,658985;0,2464184;-1,210487;1,22349;-2,870416;4,197353
Index: 7 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,783978 | BrainData : 1,288085;1,321095;3,774722;0,5159753;3,322181;-0,6202974;4,2244;0,58013;-0,2816613;-1,381613;-3,597103;-4,370883;3,265936;-2,706674;3,651122;-3,263921;4,770006;1,545301;-1,168099;-4,384912;-0,6530719;0,2464184;-1,210487;1,204291;-2,884549;4,158283
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,771918 | BrainData : 1,288085;1,338605;3,744533;0,5543268;3,302775;-0,6298884;4,258417;0,5422742;-0,3003897;-1,402052;-3,551061;-4,386706;3,314888;-2,693851;3,651122;-3,263921;4,819755;1,507725;-1,150375;-4,425597;-0,6530719;0,2007163;-1,210487;1,246767;-2,870416;4,160786
Index: 9 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,755891 | BrainData : 1,292759;1,365098;3,78802;0,5543268;3,339997;-0,6298884;4,258417;0,58013;-0,2863303;-1,381613;-3,573873;-4,370883;3,314888;-2,722457;3,694573;-3,263921;4,819755;1,467453;-1,168099;-4,422273;-0,666655;0,2464184;-1,210487;1,204291;-2,883305;4,197886
Index: 10 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,754584 | BrainData : 1,288085;1,306627;3,745468;0,5380929;3,322181;-0,6237981;4,27173;0,586658;-0,2816613;-1,381613;-3,576117;-4,321041;3,327001;-2,669981;3,651122;-3,263921;4,819755;1,507725;-1,211109;-4,376586;-0,656684;0,2464184;-1,222243;1,206589;-2,872737;4,189749
Index: 11 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,733663 | BrainData : 1,252293;1,380367;3,758895;0,5255754;3,292201;-0,5517209;4,235903;0,5457759;-0,3199377;-1,375766;-3,583031;-4,369632;3,279385;-2,686426;3,739426;-3,151015;4,789925;1,464943;-1,219669;-4,441249;-0,6143461;0,2559966;-1,250383;1,198789;-2,864222;4,1839
Index: 12 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,7305 | BrainData : 1,288085;1,321095;3,745468;0,5543268;3,322181;-0,6298884;4,283038;0,58013;-0,2816613;-1,36188;-3,573873;-4,370883;3,314888;-2,735424;3,651122;-3,262493;4,770091;1,49453;-1,1358;-4,425597;-0,6094378;0,2464184;-1,21468;1,204291;-2,870416;4,183517
Index: 13 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,728459 | BrainData : 1,24676;1,348607;3,745929;0,5511698;3,292201;-0,5998226;4,2431;0,5944874;-0,285145;-1,384225;-3,641027;-4,354726;3,314888;-2,673835;3,696615;-3,222721;4,830658;1,488155;-1,228267;-4,425597;-0,5935596;0,2155609;-1,210487;1,234434;-2,824283;4,116719
Index: 14 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,699202 | BrainData : 1,288085;1,313132;3,794409;0,5543268;3,318326;-0,6298884;4,258417;0,6180217;-0,2816613;-1,381613;-3,537505;-4,370883;3,314888;-2,654752;3,634913;-3,256132;4,823431;1,507725;-1,198297;-4,464416;-0,6530719;0,2464184;-1,230296;1,204291;-2,870416;4,201605
Index: 15 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,698814 | BrainData : 1,288085;1,361364;3,745468;0,5211602;3,322181;-0,66181;4,258417;0,6067133;-0,2584361;-1,381613;-3,61323;-4,370883;3,336731;-2,713968;3,612075;-3,263921;4,819755;1,507725;-1,166356;-4,461638;-0,6530719;0,2572154;-1,218875;1,237058;-2,835098;4,204098
Index: 16 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,684103 | BrainData : 1,298508;1,321095;3,745468;0,5543268;3,311348;-0,6233804;4,258417;0,58013;-0,2816613;-1,410012;-3,546927;-4,387631;3,314888;-2,693851;3,613531;-3,263921;4,802613;1,468165;-1,168099;-4,425597;-0,6530719;0,2166815;-1,210487;1,204291;-2,912013;4,181576
Index: 17 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,639822 | BrainData : 1,334617;1,321898;3,745468;0,5543268;3,322181;-0,6302248;4,290798;0,5499465;-0,2816613;-1,333966;-3,573873;-4,338152;3,354133;-2,703606;3,651122;-3,263921;4,786134;1,474023;-1,168099;-4,425597;-0,6530719;0,2464184;-1,210487;1,215073;-2,870416;4,158283
Index: 18 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,612869 | BrainData : 1,304552;1,321095;3,787843;0,5543268;3,312735;-0,641155;4,258417;0,58013;-0,300545;-1,381613;-3,565964;-4,370883;3,314888;-2,693851;3,651122;-3,263921;4,819755;1,507725;-1,168099;-4,425597;-0,6428587;0,2464184;-1,210487;1,204291;-2,831383;4,147991
Index: 19 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,611988 | BrainData : 1,260929;1,306712;3,745468;0,5568264;3,322181;-0,6581993;4,258417;0,58013;-0,2485599;-1,334408;-3,573873;-4,386553;3,305949;-2,693851;3,651122;-3,263921;4,832448;1,507725;-1,168099;-4,456628;-0,6530719;0,210588;-1,222093;1,201092;-2,870416;4,112273
Index: 20 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,541177 | BrainData : 1,327365;1,370431;3,763399;0,5543268;3,322181;-0,5960016;4,28565;0,5585741;-0,2816613;-1,381613;-3,562753;-4,370883;3,314888;-2,693851;3,670165;-3,284748;4,819755;1,507725;-1,168099;-4,395117;-0,6530719;0,2464184;-1,210487;1,204291;-2,887286;4,139743
Index: 21 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,448359 | BrainData : 1,288085;1,321095;3,745468;0,5443906;3,322181;-0,6298884;4,258417;0,58013;-0,273691;-1,333207;-3,558858;-4,349096;3,314888;-2,715814;3,621268;-3,263921;4,819755;1,486651;-1,1962;-4,425597;-0,6530719;0,2464184;-1,234499;1,224011;-2,870416;4,158283
Index: 22 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,445375 | BrainData : 1,288085;1,313892;3,767732;0,5545963;3,307424;-0,5282717;4,19782;0,6177841;-0,2350681;-1,356723;-3,66297;-4,395237;3,314888;-2,728433;3,57345;-3,191911;4,792879;1,513302;-1,200728;-4,429793;-0,5883281;0,2844239;-1,239783;1,202632;-2,838704;4,158283
Index: 23 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,235801 | BrainData : 1,288085;1,360967;3,763746;0,5620366;3,322181;-0,6518208;4,258417;0,58013;-0,2816613;-1,381613;-3,59421;-4,370883;3,314888;-2,693851;3,674676;-3,227522;4,814652;1,507725;-1,168099;-4,425597;-0,6530719;0,2464184;-1,24001;1,221197;-2,909319;4,158283
