Generation: 330 | maxFitness: 3,670536 | maxFitnessGen: 1,864535 | maxFitnessGenBuf: 1,829284
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,829284 | BrainData : 0,9102151;0,9370146;3,859197;0,2986664;3,326748;-0,9035491;4,310844;0,4337327;-0,3704781;-0,8899999;-3,826051;-4,343908;3,084486;-3,094747;3,800909;-3,310744;4,977499;1,291587;-1,236176;-4,780847;-1,166291;0,2817541;-1,320531;1,122186;-2,79119;3,916572
Index: 1 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,827306 | BrainData : 0,9403123;0,9063068;3,789731;0,3297164;3,334511;-0,8593457;4,352936;0,4337327;-0,3241479;-0,8406414;-3,88916;-4,405819;3,052769;-3,10718;3,826142;-3,330353;5,000111;1,335346;-1,250364;-4,736249;-1,082548;0,2941144;-1,320531;1,122186;-2,786313;3,941018
Index: 2 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,800344 | BrainData : 0,9434264;0,9459907;3,897634;0,2779394;3,326748;-0,8961306;4,310844;0,4337327;-0,4272575;-0,8899999;-3,806678;-4,371212;3,095078;-3,10718;3,817843;-3,255647;4,945937;1,283007;-1,236719;-4,780847;-1,119677;0,2633694;-1,352216;1,126844;-2,813983;3,912617
Index: 3 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,743527 | BrainData : 0,9707347;0,9429619;3,805357;0,2937466;3,313839;-0,8961306;4,262285;0,4356155;-0,362699;-0,8433953;-3,88916;-4,406375;3,074616;-3,152507;3,889273;-3,296211;5,034183;1,292006;-1,234571;-4,780847;-1,070601;0,2801363;-1,271425;1,122186;-2,790822;3,925013
Index: 4 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,734179 | BrainData : 0,9789743;0,9063068;3,826853;0,2937466;3,330526;-0,8961306;4,310844;0,4178936;-0,362699;-0,8588609;-3,887307;-4,358957;3,074616;-3,10718;3,863961;-3,326467;4,95946;1,341271;-1,258143;-4,780847;-1,082548;0,2941144;-1,325541;1,122186;-2,742151;3,902336
Index: 5 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,725229 | BrainData : 0,9338229;0,9239907;3,859197;0,2607787;3,326748;-0,8519319;4,336615;0,4554623;-0,4287864;-0,9820285;-3,777871;-4,371212;3,065571;-3,10718;3,829422;-3,269204;4,930416;1,257085;-1,236719;-4,731895;-1,168583;0,2758943;-1,347749;1,139481;-2,790822;3,973275
Index: 6 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,721506 | BrainData : 0,9805621;0,9491839;3,826853;0,2937466;3,326748;-0,8835574;4,289769;0,4337327;-0,3780648;-0,8588609;-3,922677;-4,371212;3,074616;-3,086992;3,871305;-3,257881;5,021239;1,343505;-1,213964;-4,738105;-1,082548;0,2623305;-1,271953;1,122186;-2,815278;3,925013
Index: 7 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,718312 | BrainData : 0,9707347;0,9519755;3,856341;0,2937466;3,326748;-0,9076341;4,299341;0,4044197;-0,362699;-0,8588609;-3,88916;-4,371212;3,06166;-3,093428;3,792258;-3,27494;4,969082;1,305678;-1,18726;-4,810678;-1,082548;0,2941144;-1,298417;1,120387;-2,780345;3,964753
Index: 8 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,630482 | BrainData : 0,9707347;0,9169579;3,826853;0,2855729;3,326748;-0,8961306;4,315045;0,3975952;-0,362699;-0,8588609;-3,875341;-4,407594;3,033214;-3,10718;3,840247;-3,340675;5,004553;1,338867;-1,236719;-4,751945;-1,082548;0,2941144;-1,320531;1,09722;-2,790822;3,942218
Index: 9 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,621355 | BrainData : 0,9707347;0,9063068;3,826853;0,2608976;3,315073;-0,8961306;4,298474;0,4499522;-0,381845;-0,8233198;-3,88916;-4,371212;3,074616;-3,10718;3,840247;-3,296211;5,029916;1,364146;-1,236719;-4,780847;-1,122149;0,3229784;-1,35738;1,122186;-2,743574;3,923182
Index: 10 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,61691 | BrainData : 0,9707347;0,9063068;3,828846;0,3263162;3,326748;-0,8972293;4,310844;0,4337327;-0,3465752;-0,8981399;-3,88916;-4,401989;3,074616;-3,10718;3,791692;-3,300522;5,036658;1,365051;-1,217839;-4,780847;-1,059809;0,2984597;-1,320531;1,122186;-2,790822;3,925013
Index: 11 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,613857 | BrainData : 0,9639633;0,9063068;3,826853;0,2937466;3,31744;-0,8684335;4,290958;0,4374049;-0,369201;-0,8588609;-3,88916;-4,379344;3,051137;-3,072689;3,846788;-3,296211;4,979581;1,339808;-1,236719;-4,735271;-1,082548;0,2545267;-1,320531;1,106542;-2,821107;3,908335
Index: 12 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,60599 | BrainData : 0,9707347;0,8647612;3,822993;0,2937466;3,285016;-0,8961306;4,310844;0,4337327;-0,3826418;-0,825554;-3,878286;-4,371212;3,066044;-3,129094;3,840247;-3,296211;4,97254;1,341271;-1,236719;-4,779316;-1,082548;0,2941144;-1,334963;1,122186;-2,790822;3,906142
Index: 13 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,604779 | BrainData : 0,9707347;0,9114097;3,829534;0,2937466;3,302366;-0,8961306;4,310844;0,4485127;-0,362699;-0,8699849;-3,928921;-4,371212;3,074616;-3,064288;3,840247;-3,266788;4,96658;1,370865;-1,236719;-4,780847;-1,082548;0,322385;-1,361129;1,087952;-2,80037;3,902767
Index: 14 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,60391 | BrainData : 0,9842751;0,9063068;3,826329;0,3420949;3,326748;-0,8961306;4,310844;0,4396819;-0,4031328;-0,8949831;-3,88916;-4,367002;3,059715;-3,124375;3,840247;-3,306849;5,017244;1,345225;-1,237461;-4,780847;-1,080831;0,2629595;-1,343599;1,117289;-2,790822;3,925013
Index: 15 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,588256 | BrainData : 0,9586577;0,8907322;3,826853;0,2937466;3,291951;-0,8961306;4,310844;0,4337327;-0,362699;-0,8611;-3,88916;-4,371212;3,038329;-3,144018;3,840247;-3,296211;5,03335;1,328623;-1,267668;-4,780847;-1,077005;0,2941144;-1,282387;1,080896;-2,790822;3,925013
Index: 16 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,559531 | BrainData : 0,9434264;0,9685311;3,859197;0,2937466;3,344802;-0,8160847;4,310844;0,432541;-0,4287864;-0,9321146;-3,822046;-4,340585;3,088458;-3,096724;3,829422;-3,236887;4,930416;1,255075;-1,236719;-4,780847;-1,169691;0,2854199;-1,347749;1,122186;-2,823226;3,925013
Index: 17 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,554687 | BrainData : 0,8877749;0,8881902;3,815278;0,2571709;3,325495;-0,9176611;4,310068;0,3897362;-0,3666064;-0,9039848;-3,880102;-4,327337;3,046284;-3,106785;3,805265;-3,292575;4,943024;1,232542;-1,25029;-4,747254;-1,076354;0,2817541;-1,324339;1,109788;-2,736097;3,921377
