Generation: 440 | maxFitness: 3,670536 | maxFitnessGen: 1,863768 | maxFitnessGenBuf: 1,940928
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,940928 | BrainData : 0,8202944;1,094052;3,925619;0,5974271;3,311328;-0,8212073;3,979902;0,7155616;0,03681387;-0,8915325;-3,503519;-4,145048;3,158145;-2,816796;3,780119;-3,059869;4,972548;1,286337;-1,288757;-4,446412;-1,146567;0,2739416;-1,614199;1,104946;-2,892149;3,960508
Index: 1 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,940499 | BrainData : 0,8231819;1,094052;3,925619;0,5983881;3,311328;-0,8535478;3,949451;0,6925352;0,09979076;-0,8915325;-3,565496;-4,076402;3,110921;-2,801647;3,735511;-3,059869;4,959757;1,349768;-1,288757;-4,463607;-1,11965;0,2411635;-1,623652;1,104946;-2,92805;3,912945
Index: 2 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,923246 | BrainData : 0,8231819;1,084459;3,925619;0,5311669;3,311328;-0,8212073;3,979902;0,7155616;0,05274949;-0,8915325;-3,529879;-4,095902;3,1588;-2,821471;3,780119;-3,059869;4,954623;1,295473;-1,328669;-4,446412;-1,117521;0,2411635;-1,614199;1,104946;-2,921721;3,912945
Index: 3 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,923246 | BrainData : 0,8231819;1,106233;3,925619;0,5636178;3,315101;-0,8212073;3,949277;0,746281;0,05274949;-0,8915325;-3,529879;-4,125072;3,1588;-2,821471;3,780119;-3,059869;4,972548;1,333068;-1,288757;-4,415371;-1,185189;0,2411635;-1,614199;1,104946;-2,921721;3,912945
Index: 4 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,923246 | BrainData : 0,8231819;1,094052;3,925619;0,5636178;3,311328;-0,8195962;3,979902;0,756406;0,0794346;-0,8915325;-3,504921;-4,095902;3,1588;-2,783253;3,780119;-3,059869;4,972548;1,332061;-1,288757;-4,446412;-1,146567;0,2411635;-1,614199;1,104946;-2,921721;3,912945
Index: 5 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,923246 | BrainData : 0,8231819;1,070749;3,925619;0,5636178;3,311328;-0,8201807;3,980812;0,7236685;0,05274949;-0,8487516;-3,529879;-4,095902;3,1588;-2,821471;3,797203;-3,059869;5,006;1,333068;-1,246659;-4,465757;-1,146567;0,2411635;-1,614199;1,104946;-2,921721;3,912945
Index: 6 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,904289 | BrainData : 0,8231819;1,125657;3,93705;0,5604331;3,327408;-0,7779812;3,981469;0,7014337;0,05274949;-0,8060547;-3,599135;-4,043972;3,093998;-2,821471;3,820206;-3,088469;5,046698;1,333068;-1,288757;-4,488727;-1,137267;0,254383;-1,63097;1,106424;-2,903709;3,921435
Index: 7 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,860437 | BrainData : 0,8231819;1,12187;3,936527;0,5287026;3,311328;-0,8212073;3,979902;0,7155616;0,05274949;-0,8915325;-3,529879;-4,048331;3,138604;-2,825903;3,749406;-3,047412;4,972548;1,333068;-1,288757;-4,440368;-1,146567;0,2411635;-1,651255;1,104946;-2,936703;3,956108
Index: 8 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,856597 | BrainData : 0,8458526;1,124131;3,967544;0,5636178;3,311328;-0,7846249;3,979902;0,7604516;0,04145269;-0,8915325;-3,529879;-4,114583;3,14545;-2,821471;3,772139;-3,059869;4,961609;1,347695;-1,288757;-4,446412;-1,146567;0,2411635;-1,598452;1,096298;-2,93722;3,927532
Index: 9 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,854867 | BrainData : 0,870854;1,14642;3,879169;0,5070262;3,311328;-0,7013181;3,942381;0,7221729;0,05045614;-0,8119787;-3,574239;-4,147138;3,034547;-2,883023;3,675349;-3,02164;4,963622;1,352614;-1,217226;-4,442278;-1,14123;0,2396627;-1,620129;1,123278;-2,913347;3,968353
Index: 10 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,839085 | BrainData : 0,8657396;1,153188;3,928115;0,5905395;3,253833;-0,7664113;3,978918;0,7494473;0,02788242;-0,7936597;-3,645862;-4,129288;3,077711;-2,794896;3,74341;-3,043171;4,984169;1,349643;-1,264111;-4,473061;-1,137267;0,2113378;-1,56889;1,135794;-2,912353;3,930376
Index: 11 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,824292 | BrainData : 0,8231819;1,094052;3,925619;0,5636178;3,311328;-0,8212073;3,935166;0,7486544;0,05274949;-0,9303226;-3,499358;-4,095902;3,1588;-2,787053;3,781731;-3,01511;4,972548;1,333068;-1,329054;-4,446412;-1,146567;0,2411635;-1,614199;1,110301;-2,921721;3,912945
Index: 12 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,813594 | BrainData : 0,7878007;1,054841;3,954687;0,5636178;3,290664;-0,7860023;3,979902;0,7366133;0,07882305;-0,9093462;-3,492863;-4,097648;3,1588;-2,858399;3,818467;-3,059869;4,958324;1,333068;-1,338494;-4,423362;-1,164081;0,247343;-1,614199;1,104663;-2,921721;3,912945
Index: 13 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,806715 | BrainData : 0,8227798;1,05268;3,889447;0,5566972;3,341608;-0,7778206;3,936356;0,7155616;0,02186047;-0,8993656;-3,525231;-4,059928;3,129502;-2,838567;3,762848;-3,059869;5,029709;1,312128;-1,341573;-4,492828;-1,186589;0,2550263;-1,591061;1,106424;-2,908451;3,921435
Index: 14 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,806551 | BrainData : 0,8231819;1,142533;3,925619;0,5285272;3,334689;-0,7885353;3,973315;0,7155616;0,08014183;-0,845205;-3,548869;-4,106279;3,1588;-2,833282;3,818237;-3,033249;4,966507;1,295712;-1,254623;-4,49363;-1,146567;0,2411635;-1,612515;1,078317;-2,955496;3,912945
Index: 15 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,794461 | BrainData : 0,8211472;1,078361;3,925619;0,6122203;3,311328;-0,8212073;3,938847;0,7182174;0,05274949;-0,8906053;-3,488015;-4,095902;3,1588;-2,86415;3,807194;-3,057688;4,933469;1,314193;-1,334073;-4,462527;-1,194321;0,2411635;-1,614199;1,104946;-2,924873;3,961937
Index: 16 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,7917 | BrainData : 0,8466614;1,110817;3,925619;0,5924034;3,311328;-0,8212073;3,979902;0,7155616;0,05274949;-0,8915325;-3,529879;-4,095902;3,109953;-2,829891;3,780119;-3,059869;4,995011;1,333068;-1,317647;-4,42672;-1,146567;0,2411635;-1,614199;1,104946;-2,921721;3,958573
Index: 17 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,788044 | BrainData : 0,8231819;1,127362;3,893211;0,5331768;3,311328;-0,7956681;4,006494;0,687488;0,03526852;-0,9280508;-3,529879;-4,073565;3,1588;-2,821471;3,780119;-3,059869;5,01965;1,333068;-1,288757;-4,446412;-1,136499;0,2411635;-1,646008;1,104946;-2,921721;3,959902
Index: 18 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,77659 | BrainData : 0,8264244;1,094052;3,950239;0,5334085;3,280087;-0,8212073;3,988732;0,7399322;0,03819958;-0,8915325;-3,518376;-4,117802;3,1588;-2,821471;3,780119;-3,079266;4,972548;1,286464;-1,324665;-4,426018;-1,12856;0,2531211;-1,631169;1,086036;-2,922418;3,872699
Index: 19 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,701926 | BrainData : 0,8362908;1,094052;3,925619;0,5636178;3,311328;-0,8212073;4,010209;0,7019744;0,05274949;-0,9301214;-3,529879;-4,095902;3,141213;-2,785623;3,780119;-3,059869;4,937309;1,334714;-1,288757;-4,401123;-1,194218;0,2411635;-1,616599;1,0798;-2,921721;3,912945
Index: 20 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,696219 | BrainData : 0,8180231;1,102784;3,895701;0,5152966;3,3062;-0,7991614;3,979902;0,714806;0,05274949;-0,8915325;-3,529879;-4,095902;3,1588;-2,820866;3,734123;-3,059869;4,972548;1,333068;-1,288757;-4,478762;-1,146567;0,2151781;-1,614199;1,104946;-2,921721;3,913582
Index: 21 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,634616 | BrainData : 0,8461936;1,187152;3,928115;0,5209613;3,32171;-0,7955813;4,055984;0,7027344;0,07033092;-0,8312544;-3,570612;-4,085003;3,137057;-2,899618;3,807477;-3,065853;5,074408;1,311926;-1,258544;-4,506237;-1,047895;0,1912925;-1,553897;1,094544;-2,96184;3,922309
Index: 22 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,626613 | BrainData : 0,7974273;1,178669;4,012273;0,5025083;3,310305;-0,7715084;4,041536;0,694671;-0,003872178;-0,8680758;-3,65696;-4,115403;3,105078;-2,829303;3,715514;-3,087483;5,034948;1,332017;-1,213877;-4,475153;-1,124664;0,2242105;-1,606549;1,096282;-2,930009;3,954802
