Generation: 173 | maxFitness: 3,670536 | maxFitnessGen: 1,720226 | maxFitnessGenBuf: 1,67311
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,67311 | BrainData : 1,046685;1,460609;3,734713;0,4140213;3,161359;-0,4280891;4,330152;0,4022284;-0,1874108;-1,15208;-3,764341;-4,115874;3,417767;-2,511223;3,6775;-3,226878;4,745877;1,520909;-1,171417;-4,466647;-0,8667478;0,07679421;-1,145409;1,338609;-2,773679;3,907791
Index: 1 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,67192 | BrainData : 0,964388;1,460609;3,716299;0,4270392;3,161359;-0,4280891;4,294053;0,335685;-0,2712693;-1,162158;-3,718001;-4,115874;3,395495;-2,511223;3,670911;-3,226878;4,745877;1,555464;-1,144006;-4,459904;-0,79348;0,1184429;-1,123355;1,292599;-2,773679;3,892241
Index: 2 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,664059 | BrainData : 0,9525741;1,411437;3,726855;0,4133311;3,095147;-0,4402521;4,312093;0,393757;-0,2706238;-1,235482;-3,812039;-4,156146;3,457626;-2,580988;3,791626;-3,296836;4,742342;1,544095;-1,129455;-4,411773;-0,798999;0,07751474;-1,104295;1,345801;-2,74348;3,900116
Index: 3 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,658819 | BrainData : 1,010857;1,460609;3,734713;0,4432248;3,161359;-0,4159528;4,349058;0,3636265;-0,2511131;-1,190391;-3,764341;-4,115874;3,411724;-2,511223;3,64539;-3,197636;4,780583;1,516967;-1,136583;-4,466801;-0,8433157;0,1184429;-1,145409;1,295234;-2,773679;3,908596
Index: 4 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,65837 | BrainData : 1,010489;1,49027;3,734713;0,4432248;3,146816;-0,4124919;4,330152;0,3171847;-0,2274515;-1,15208;-3,798716;-4,093742;3,395495;-2,511223;3,632702;-3,270773;4,745877;1,555464;-1,13724;-4,422295;-0,8433157;0,1184429;-1,109725;1,295234;-2,773679;3,907791
Index: 5 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,65837 | BrainData : 1,010489;1,417428;3,734713;0,4432248;3,161359;-0,4280891;4,330152;0,346832;-0,2667486;-1,110473;-3,810025;-4,115874;3,395495;-2,511223;3,620927;-3,226878;4,745877;1,602235;-1,169591;-4,514127;-0,8306137;0,1184429;-1,104571;1,295234;-2,773679;3,907791
Index: 6 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,61812 | BrainData : 1,016618;1,45753;3,708702;0,4079968;3,161731;-0,4280891;4,330152;0,3636265;-0,2274515;-1,15208;-3,727105;-4,115874;3,395495;-2,511223;3,640103;-3,200598;4,724673;1,52162;-1,141025;-4,498259;-0,8065701;0,101528;-1,17945;1,292454;-2,773679;3,870846
Index: 7 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,61551 | BrainData : 0,9998958;1,460609;3,734713;0,4432248;3,172416;-0,4280891;4,330152;0,3636265;-0,2274515;-1,128182;-3,764341;-4,119689;3,368388;-2,511223;3,607946;-3,209027;4,745877;1,555464;-1,169591;-4,503357;-0,8433157;0,1184429;-1,10021;1,295234;-2,755246;3,907791
Index: 8 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,614263 | BrainData : 0,9229532;1,441367;3,664049;0,4623851;3,120973;-0,4811272;4,231584;0,3814311;-0,2512604;-1,115696;-3,822486;-4,122885;3,462294;-2,53534;3,769403;-3,309419;4,679341;1,528531;-1,140865;-4,440578;-0,7434514;0,09114137;-1,121887;1,292272;-2,816131;3,903506
Index: 9 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,595709 | BrainData : 0,9790309;1,411437;3,695823;0,3556296;3,095147;-0,4913452;4,283549;0,393757;-0,3080069;-1,185886;-3,776352;-4,13985;3,457626;-2,580988;3,811732;-3,337924;4,742342;1,544095;-1,129455;-4,434115;-0,798999;0,1179644;-1,08313;1,275703;-2,774072;3,866225
Index: 10 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,583124 | BrainData : 1,010489;1,460609;3,694421;0,4432248;3,173678;-0,4123962;4,334802;0,3636265;-0,2274515;-1,15208;-3,773654;-4,115874;3,375837;-2,511223;3,640103;-3,193789;4,745877;1,555464;-1,169591;-4,466801;-0,8433157;0,1184429;-1,145409;1,277269;-2,773679;3,895017
Index: 11 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,580525 | BrainData : 0,9878224;1,49467;3,726453;0,4432248;3,161359;-0,4693741;4,307455;0,3560344;-0,202363;-1,147021;-3,764341;-4,115874;3,395495;-2,511223;3,686492;-3,181696;4,745877;1,555464;-1,169591;-4,444136;-0,8433157;0,1255541;-1,145409;1,295234;-2,773679;3,907791
Index: 12 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,575965 | BrainData : 1,010489;1,460609;3,758058;0,4432248;3,12343;-0,4280891;4,353822;0,4047261;-0,2434371;-1,15208;-3,802041;-4,106141;3,395495;-2,554653;3,640103;-3,226878;4,745877;1,555944;-1,13774;-4,471168;-0,8433157;0,1184429;-1,145409;1,295234;-2,744934;3,907791
Index: 13 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,571613 | BrainData : 1,031354;1,47882;3,722735;0,4734851;3,15448;-0,4280891;4,366348;0,3636265;-0,2274515;-1,104381;-3,764341;-4,078106;3,395495;-2,49832;3,674809;-3,225881;4,71379;1,564391;-1,131342;-4,466801;-0,8433157;0,1184429;-1,096626;1,295234;-2,773679;3,950155
Index: 14 | Name: car 19 | Brain Type: TotallyRandom | Fitness: 1,56613 | BrainData : 4,703278;-2,604176;-0,1385574;2,146426;-2,015279;4,206543;-4,414321;-3,170709;-3,224046;-0,1296525;-3,547248;3,000944;4,770907;-2,121293;-2,846413;-4,481153;0,9385176;3,522582;1,169378;4,550405;1,433222;-0,5609422;1,67346;0,5200868;-0,6295676;2,315098
Index: 15 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,562 | BrainData : 1,010489;1,460609;3,722301;0,4713573;3,141571;-0,3811876;4,330152;0,3525341;-0,2274515;-1,15208;-3,758445;-4,115874;3,437921;-2,511223;3,619197;-3,255673;4,745877;1,577951;-1,169591;-4,466801;-0,8433157;0,09006646;-1,189371;1,306406;-2,773679;3,907791
Index: 16 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,547403 | BrainData : 1,010489;1,460609;3,774558;0,4904302;3,14504;-0,4182684;4,366532;0,3636265;-0,2274515;-1,189918;-3,764341;-4,115874;3,44398;-2,511223;3,640103;-3,245674;4,745877;1,555464;-1,169591;-4,450151;-0,8433157;0,1184429;-1,145409;1,291547;-2,740753;3,907791
Index: 17 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,534654 | BrainData : 1,010489;1,460609;3,734713;0,4480187;3,161359;-0,4280891;4,330152;0,3636265;-0,2145808;-1,15208;-3,761137;-4,115874;3,421578;-2,511223;3,610153;-3,226878;4,745877;1,555464;-1,169591;-4,443672;-0,7969707;0,1054418;-1,145409;1,295234;-2,785526;3,951951
Index: 18 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,514854 | BrainData : 1,05069;1,460609;3,734713;0,4432248;3,177979;-0,462527;4,330152;0,3918909;-0,1926143;-1,155521;-3,753123;-4,115874;3,395495;-2,547854;3,640103;-3,261461;4,759429;1,555464;-1,216402;-4,459913;-0,8433157;0,1525967;-1,139521;1,272326;-2,773679;3,907791
Index: 19 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,497553 | BrainData : 1,010489;1,503707;3,734713;0,4822521;3,180512;-0,4176272;4,293339;0,3636265;-0,2274515;-1,120342;-3,782906;-4,115874;3,397641;-2,488913;3,640103;-3,255112;4,745877;1,555464;-1,130827;-4,448832;-0,8433157;0,1184429;-1,145409;1,285143;-2,773679;3,951087
Index: 20 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,494577 | BrainData : 1,010489;1,460609;3,778676;0,4432248;3,188228;-0,4280891;4,334903;0,3636265;-0,2689375;-1,138816;-3,763968;-4,115874;3,395495;-2,511223;3,642638;-3,226878;4,706403;1,566811;-1,158147;-4,512427;-0,7958679;0,1184429;-1,163383;1,307782;-2,773679;3,907791
Index: 21 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,475598 | BrainData : 1,001456;1,459464;3,674402;0,3822639;3,080144;-0,4567478;4,275818;0,4286456;-0,3022203;-1,148923;-3,847476;-4,16891;3,431755;-2,646699;3,794261;-3,321301;4,713488;1,468128;-1,163864;-4,427054;-0,7808537;0,08631154;-1,125056;1,357668;-2,750371;3,909655
Index: 22 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,472534 | BrainData : 1,010489;1,469187;3,765298;0,4432248;3,188143;-0,4280891;4,330152;0,3636265;-0,2000998;-1,145731;-3,764341;-4,160469;3,395498;-2,511223;3,629328;-3,256781;4,745877;1,60067;-1,169591;-4,466801;-0,8433157;0,1184429;-1,137549;1,256868;-2,773679;3,893182
Index: 23 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,47114 | BrainData : 1,010489;1,471923;3,734713;0,4068612;3,161359;-0,3827766;4,333963;0,3898607;-0,2274515;-1,128432;-3,764341;-4,115874;3,353753;-2,511223;3,640103;-3,200272;4,745877;1,552334;-1,211715;-4,456296;-0,8433157;0,08267978;-1,145409;1,289944;-2,773679;3,897048
Index: 24 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,468987 | BrainData : 1,010489;1,506726;3,719525;0,4432248;3,2068;-0,3945439;4,330152;0,3137442;-0,2274515;-1,15208;-3,764341;-4,115874;3,411708;-2,478916;3,68208;-3,226878;4,704041;1,555464;-1,169591;-4,466801;-0,8676393;0,08876379;-1,145409;1,295234;-2,773679;3,923866
Index: 25 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,468703 | BrainData : 1,003251;1,464706;3,734713;0,4432248;3,194631;-0,4531863;4,348356;0,3257622;-0,1779053;-1,15208;-3,764341;-4,087481;3,395495;-2,477822;3,652766;-3,260927;4,774282;1,555464;-1,203391;-4,454853;-0,8433157;0,1184429;-1,123055;1,306343;-2,790926;3,907791
Index: 26 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,452459 | BrainData : 1,010489;1,507211;3,713719;0,4432248;3,211344;-0,4280891;4,311183;0,3233094;-0,2274515;-1,14547;-3,764341;-4,091222;3,395495;-2,511223;3,640103;-3,226878;4,745877;1,592804;-1,132469;-4,466801;-0,8433157;0,1018584;-1,168374;1,295234;-2,794791;3,952054
Index: 27 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,418776 | BrainData : 0,9593045;1,434156;3,687075;0,4182113;3,112237;-0,4566668;4,252748;0,3418584;-0,3063218;-1,183341;-3,73721;-4,185376;3,466749;-2,57096;3,749421;-3,330155;4,763085;1,497186;-1,134713;-4,376329;-0,8513178;0,1215349;-1,084499;1,303606;-2,769822;3,869024
Index: 28 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,290493 | BrainData : 1,010489;1,464783;3,734713;0,4432248;3,198233;-0,4280891;4,330152;0,3636265;-0,2274515;-1,111193;-3,764341;-4,115874;3,363462;-2,511223;3,640103;-3,226878;4,745877;1,5574;-1,169591;-4,466801;-0,8682133;0,1184429;-1,142602;1,326937;-2,773679;3,907791
Index: 29 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,103297 | BrainData : 1,010489;1,460609;3,700172;0,4432248;3,208874;-0,4280891;4,330152;0,3335633;-0,2382587;-1,194571;-3,739037;-4,115874;3,395495;-2,511223;3,592274;-3,226878;4,717878;1,580617;-1,169591;-4,424521;-0,8307776;0,1541276;-1,15031;1,295234;-2,773679;3,907791
Index: 30 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,9867358 | BrainData : 0,9368743;1,472603;3,693383;0,4080429;3,134998;-0,4890654;4,230838;0,4272961;-0,2606262;-1,130672;-3,818895;-4,112939;3,500794;-2,589356;3,764135;-3,306248;4,758773;1,454426;-1,129455;-4,438924;-0,8117723;0,08133167;-1,044458;1,368482;-2,810079;3,938156
Index: 31 | Name: car 5 | Brain Type: RandomParents | Fitness: 0,983963 | BrainData : 0,9810548;1,528011;3,741863;0,4080429;3,060344;-0,4070971;4,278074;0,3787524;-0,3019942;-1,137528;-3,84584;-4,132717;3,424751;-2,507047;3,793444;-3,373299;4,716549;1,497186;-1,158739;-4,416844;-0,8117723;0,1258542;-1,057641;1,218771;-2,769822;3,909655
Index: 32 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,9472582 | BrainData : 0,9810548;1,410212;3,714395;0,4537832;3,055721;-0,4420372;4,26822;0,4397389;-0,2606262;-1,137528;-3,814804;-4,16515;3,400034;-2,608761;3,756893;-3,321709;4,758072;1,52276;-1,129455;-4,441847;-0,7883452;0,1398313;-1,042489;1,301331;-2,796125;3,876036
Index: 33 | Name: car 31 | Brain Type: TOP2 | Fitness: 0,9285678 | BrainData : 1,042045;1,448376;3,750513;0,4432248;3,161359;-0,4280891;4,340649;0,3636265;-0,2015006;-1,15208;-3,751203;-4,075547;3,438047;-2,511223;3,598765;-3,220819;4,745877;1,562112;-1,169591;-4,466801;-0,8019384;0,1184429;-1,145381;1,341208;-2,782591;3,898721
Index: 34 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,8326782 | BrainData : 0,9730393;1,429517;3,727676;0,3703372;3,090159;-0,4704651;4,275818;0,393757;-0,2606262;-1,190633;-3,823551;-4,13985;3,451426;-2,609457;3,76459;-3,288933;4,763085;1,54478;-1,148972;-4,419508;-0,8528343;0,1399461;-1,110613;1,328204;-2,773751;3,862509
Index: 35 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 0,4607887 | BrainData : 2,985454;-2,405223;0,4583592;3,286325;-1,465264;-0,5152411;2,308532;-2,341846;-2,523173;-0,8935614;0,3197031;-4,569559;0,4784708;-1,744397;-4,406975;-0,2244525;2,099216;1,425215;-0,8481641;4,627122;-0,4599566;-3,355623;-3,869706;-0,7976441;-3,434341;1,833477
