Generation: 412 | maxFitness: 3,670536 | maxFitnessGen: 2,004463 | maxFitnessGenBuf: 2,045289
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 3 | Brain Type: RandomParents | Fitness: 2,045289 | BrainData : 0,8973395;1,180257;3,841917;0,4328568;3,377632;-0,8098916;3,953575;0,7178206;-0,1012065;-0,8416757;-3,774266;-4,10961;3,094148;-2,798861;3,75464;-3,113659;4,973464;1,321756;-1,236233;-4,615775;-1,247324;0,2146442;-1,5119;1,110941;-2,948987;3,906466
Index: 1 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,040504 | BrainData : 0,8389557;1,180257;3,841917;0,4787918;3,356877;-0,8158659;4,00424;0,6993318;-0,1145006;-0,8721395;-3,787634;-4,084238;3,126902;-2,818419;3,726473;-3,065105;4,973464;1,284757;-1,209868;-4,57611;-1,249952;0,2523671;-1,5119;1,076262;-2,948987;3,906466
Index: 2 | Name: car 43 | Brain Type: TOP2 | Fitness: 2,040504 | BrainData : 0,9100243;1,180257;3,815244;0,4328568;3,377632;-0,8095342;3,972121;0,6949598;-0,1068726;-0,8721395;-3,804156;-4,066659;3,126902;-2,780076;3,710366;-3,113659;4,980887;1,284757;-1,200395;-4,535612;-1,203722;0,2523671;-1,5119;1,076262;-2,948987;3,906466
Index: 3 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,946424 | BrainData : 0,8879083;1,184424;3,841917;0,4328568;3,345896;-0,8095342;3,972121;0,7018454;-0,1068726;-0,9100029;-3,787634;-4,068672;3,126902;-2,840186;3,769893;-3,112454;4,979279;1,284757;-1,244162;-4,57611;-1,252381;0,2523671;-1,502261;1,076262;-2,927081;3,906466
Index: 4 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,944747 | BrainData : 0,8670457;1,180257;3,880661;0,4328568;3,377632;-0,8095342;3,945537;0,622718;-0,1377158;-0,8721395;-3,787634;-4,083424;3,126902;-2,8005;3,732082;-3,113659;4,973464;1,243152;-1,209868;-4,543712;-1,256594;0,2528999;-1,541795;1,076262;-2,927765;3,906466
Index: 5 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,943507 | BrainData : 0,8240622;1,125647;3,779067;0,4784667;3,447673;-0,7918546;3,910049;0,6060656;-0,07952826;-0,8677948;-3,772742;-4,109788;3,109854;-2,794727;3,676702;-3,042151;5,063708;1,272279;-1,291078;-4,577902;-1,279004;0,1870302;-1,55291;1,134157;-2,955694;3,918562
Index: 6 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,942612 | BrainData : 0,8579943;1,199328;3,841917;0,4064068;3,377632;-0,8306139;3,972121;0,668771;-0,1068726;-0,8721395;-3,754681;-4,084238;3,119695;-2,836595;3,687165;-3,083222;4,973464;1,314385;-1,218606;-4,580512;-1,247324;0,2519955;-1,561582;1,076262;-2,932858;3,906466
Index: 7 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,938431 | BrainData : 0,9054338;1,180257;3,861945;0,4328568;3,377632;-0,8095342;3,962313;0,668771;-0,1469363;-0,8434517;-3,787634;-4,126239;3,100229;-2,8005;3,732082;-3,131489;4,973464;1,312437;-1,209868;-4,57611;-1,247324;0,241819;-1,504263;1,076262;-2,948987;3,906466
Index: 8 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,933634 | BrainData : 0,9256709;1,151292;3,841917;0,4328568;3,377632;-0,8095342;4,005018;0,7115241;-0,118902;-0,8358456;-3,787634;-4,102037;3,169858;-2,818074;3,732082;-3,14562;5,004201;1,284757;-1,168335;-4,534097;-1,243897;0,2544624;-1,560102;1,076262;-2,948987;3,906466
Index: 9 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,933608 | BrainData : 0,8879083;1,180257;3,798141;0,4328568;3,377632;-0,8036603;3,972121;0,668771;-0,1068726;-0,8758706;-3,783728;-4,072216;3,126902;-2,8005;3,732082;-3,158242;4,960952;1,284757;-1,209868;-4,57611;-1,247801;0,2308132;-1,5119;1,095508;-2,981134;3,936046
Index: 10 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,933537 | BrainData : 0,8397934;1,135895;3,800802;0,4823715;3,393791;-0,7631609;3,960612;0,6475956;-0,1068726;-0,9076384;-3,821202;-4,084238;3,162976;-2,8005;3,732082;-3,113659;4,998053;1,284757;-1,209868;-4,57611;-1,247324;0,213934;-1,497631;1,112353;-2,928693;3,866184
Index: 11 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,932071 | BrainData : 0,8722864;1,183884;3,841917;0,4328568;3,377632;-0,8095342;3,972121;0,668771;-0,1068726;-0,8721395;-3,787634;-4,059458;3,114616;-2,840613;3,729883;-3,113659;4,973464;1,284757;-1,209868;-4,57611;-1,261107;0,2278373;-1,5119;1,11688;-2,948987;3,943784
Index: 12 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,93136 | BrainData : 0,8879083;1,180257;3,87538;0,4796891;3,391342;-0,8095342;3,987871;0,6896744;-0,08989304;-0,8757335;-3,75785;-4,037652;3,153708;-2,8005;3,764388;-3,113659;4,973464;1,28149;-1,209868;-4,57611;-1,247324;0,2523671;-1,5119;1,076262;-2,948987;3,894764
