Generation: 316 | maxFitness: 3,670536 | maxFitnessGen: 1,723777 | maxFitnessGenBuf: 1,705691
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,705691 | BrainData : 1,065823;0,9223629;3,72913;0,319648;3,346482;-0,8406544;4,432399;0,4934929;-0,3858977;-0,9577386;-3,9058;-4,356115;3,0728;-3,013561;3,744328;-3,29058;4,982818;1,253937;-1,358889;-4,860854;-1,023267;0,2614591;-1,526639;1,160184;-2,719949;3,853765
Index: 1 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,704781 | BrainData : 0,9855665;0,9435702;3,785373;0,2588854;3,305209;-0,7899736;4,321511;0,5180964;-0,3245579;-0,955458;-3,824199;-4,339696;3,0932;-3,00446;3,774167;-3,302367;4,957428;1,244262;-1,246945;-4,92728;-1,07053;0,246335;-1,476343;1,136508;-2,78885;3,842208
Index: 2 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,699513 | BrainData : 1,032986;0,9435702;3,741165;0,3021508;3,295644;-0,7899736;4,321511;0,5180964;-0,3245579;-0,9934646;-3,849705;-4,339696;3,0932;-2,972722;3,759562;-3,302367;5,030939;1,244262;-1,277713;-4,900914;-1,076084;0,246335;-1,463444;1,136508;-2,753927;3,812263
Index: 3 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,698409 | BrainData : 1,032986;0,9638409;3,777378;0,3021508;3,305209;-0,7899736;4,321511;0,4687636;-0,3245579;-0,9934646;-3,836057;-4,380379;3,0932;-3,00446;3,739663;-3,302367;4,973567;1,244262;-1,246945;-4,900914;-1,07053;0,246335;-1,460208;1,136508;-2,729146;3,776909
Index: 4 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,697151 | BrainData : 1,0774;0,9878599;3,770977;0,3021508;3,257629;-0,7899736;4,321511;0,5562941;-0,3245579;-0,9934646;-3,849705;-4,292547;3,077311;-2,959638;3,80928;-3,302367;4,997651;1,214474;-1,216336;-4,892204;-1,07053;0,246335;-1,482912;1,136508;-2,753927;3,818318
Index: 5 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,685602 | BrainData : 1,044641;0,9435702;3,754284;0,3110976;3,305209;-0,7899736;4,321511;0,5180964;-0,3551267;-1,02433;-3,849705;-4,296122;3,0932;-3,00446;3,777939;-3,302367;5,026857;1,244262;-1,290179;-4,924528;-1,083211;0,246335;-1,484516;1,114404;-2,792434;3,812263
Index: 6 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,647063 | BrainData : 1,032986;0,935499;3,802391;0,3276293;3,277539;-0,7899736;4,328931;0,5180964;-0,3066767;-0,9597436;-3,849705;-4,339696;3,0932;-3,026022;3,759562;-3,295222;4,980324;1,244262;-1,246945;-4,900914;-1,07053;0,246335;-1,468565;1,136508;-2,753927;3,828841
Index: 7 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,646953 | BrainData : 1,077343;0,9435702;3,764462;0,3266554;3,305209;-0,7836092;4,288077;0,5194442;-0,3245579;-0,997215;-3,897032;-4,339696;3,0932;-3,00446;3,724123;-3,302367;4,978189;1,201667;-1,246945;-4,87643;-1,07053;0,246335;-1,468565;1,136508;-2,719322;3,781135
Index: 8 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,633225 | BrainData : 1,070959;0,9435702;3,76761;0,3021508;3,305209;-0,7571752;4,335997;0,5180964;-0,3245579;-0,9934646;-3,81022;-4,373527;3,059346;-3,00446;3,803751;-3,302367;4,997651;1,218999;-1,246945;-4,900914;-1,081133;0,246335;-1,468565;1,108375;-2,794026;3,812263
Index: 9 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,62666 | BrainData : 1,032986;0,9885651;3,779675;0,3103798;3,305209;-0,7899736;4,310932;0,5180964;-0,3245579;-0,9934646;-3,849705;-4,339696;3,0932;-3,00446;3,808657;-3,291668;4,997651;1,244262;-1,205461;-4,900914;-1,07053;0,246335;-1,478396;1,136508;-2,735169;3,812263
Index: 10 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,60878 | BrainData : 1,059959;0,9339848;3,770977;0,3021508;3,347394;-0,740514;4,321511;0,5180964;-0,3245579;-0,9934646;-3,849705;-4,339696;3,057017;-3,024214;3,785033;-3,302367;5,034149;1,244262;-1,289864;-4,900914;-1,07053;0,2853878;-1,468565;1,089009;-2,796282;3,812263
Index: 11 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,603052 | BrainData : 1,032986;0,9435702;3,770977;0,3021508;3,305209;-0,7877191;4,321511;0,5180964;-0,3245579;-1,014805;-3,871006;-4,351946;3,0932;-3,005444;3,721045;-3,302367;5,02053;1,283979;-1,246945;-4,907485;-1,07053;0,246335;-1,468565;1,136508;-2,792168;3,815229
