Generation: 512 | maxFitness: 3,670536 | maxFitnessGen: 2,062271 | maxFitnessGenBuf: 1,831901
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,831901 | BrainData : 0,6300708;1,396845;4,074779;0,6056686;3,442394;-1,188735;4,214649;0,8451987;0,07130336;-0,8383622;-3,545771;-4,333125;2,978872;-2,418666;4,029433;-2,916272;4,839437;0,9356175;-1,260089;-4,489402;-1,403824;0,2670517;-1,32743;1,053378;-2,845507;3,769146
Index: 1 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,826505 | BrainData : 0,6521253;1,438412;4,055022;0,5440946;3,463701;-1,129168;4,160295;0,8451987;0,05086146;-0,8860837;-3,539756;-4,340806;2,970409;-2,424782;4,078228;-2,875429;4,865592;0,9202191;-1,173854;-4,520512;-1,432405;0,2912936;-1,323997;1,039003;-2,827456;3,769146
Index: 2 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,821178 | BrainData : 0,6300708;1,396845;4,114585;0,5685731;3,468851;-1,170315;4,178135;0,8448476;0,05086146;-0,879025;-3,511948;-4,296586;2,938953;-2,39317;4,022039;-2,879244;4,892874;0,9438052;-1,260089;-4,489402;-1,429672;0,2670517;-1,32743;1,056363;-2,845507;3,769146
Index: 3 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,819872 | BrainData : 0,6300708;1,396845;4,067112;0,5685731;3,435497;-1,170315;4,178135;0,8049753;0,05086146;-0,8901786;-3,511948;-4,333125;2,929845;-2,418196;4,076208;-2,916541;4,899481;0,9675026;-1,260089;-4,489542;-1,361537;0,2459626;-1,32743;1,066334;-2,845507;3,750026
Index: 4 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,813601 | BrainData : 0,6661921;1,431221;4,124608;0,5603345;3,453508;-1,115707;4,167666;0,8451987;0,01754888;-0,8311542;-3,511948;-4,340806;2,904163;-2,402626;4,035042;-2,919656;4,880456;0,9230267;-1,242219;-4,539082;-1,459721;0,2252009;-1,357646;1,054947;-2,94496;3,736533
Index: 5 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,813104 | BrainData : 0,6399678;1,396845;4,081537;0,5510127;3,447106;-1,170315;4,128222;0,8942251;0,05370444;-0,8574667;-3,513791;-4,333125;2,938953;-2,418196;4,029433;-2,916541;4,871115;0,9379318;-1,255471;-4,52993;-1,403824;0,2785496;-1,32743;1,044297;-2,845507;3,759987
Index: 6 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,811696 | BrainData : 0,6300708;1,396845;4,048251;0,5867829;3,389249;-1,170315;4,167785;0,8888458;0,05086146;-0,8651824;-3,539031;-4,333125;2,9065;-2,418196;4,034105;-2,916541;4,881824;0,9472653;-1,260089;-4,489402;-1,358014;0,2670517;-1,289023;1,075979;-2,81066;3,769146
Index: 7 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,806617 | BrainData : 0,6300708;1,352615;4,074779;0,5517446;3,468431;-1,215623;4,204344;0,8451987;0,05720811;-0,8651824;-3,511948;-4,320708;2,942434;-2,433072;4,029433;-2,876678;4,871115;0,9599575;-1,299806;-4,444362;-1,403824;0,2670517;-1,32743;1,061702;-2,845507;3,769146
Index: 8 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,806617 | BrainData : 0,6300708;1,396845;4,074779;0,6127949;3,435497;-1,170315;4,178135;0,8364562;0,05086146;-0,8651824;-3,485791;-4,333125;2,938953;-2,389232;4,029433;-2,931625;4,871115;0,9234788;-1,231937;-4,514591;-1,431957;0,2670517;-1,333304;1,061702;-2,845507;3,769146
Index: 9 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,801283 | BrainData : 0,6300708;1,378368;4,074779;0,5685731;3,435497;-1,170315;4,178135;0,8176862;0,006700486;-0,8618396;-3,5051;-4,357212;2,938953;-2,418196;4,036604;-2,961036;4,871115;0,9753219;-1,260089;-4,489402;-1,420232;0,2489245;-1,32743;1,061702;-2,889731;3,769146
Index: 10 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,800709 | BrainData : 0,6300708;1,396845;4,063336;0,54277;3,435497;-1,170315;4,215589;0,8451987;0,06504188;-0,8477947;-3,464689;-4,333125;2,959161;-2,418196;4,029433;-2,935008;4,876962;0,9356175;-1,260089;-4,469931;-1,403824;0,2670517;-1,343125;1,061702;-2,850993;3,769146
Index: 11 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,772371 | BrainData : 0,6355631;1,420875;4,071646;0,5685731;3,435497;-1,170315;4,178135;0,8451987;0,06123825;-0,8195776;-3,511948;-4,333125;2,933435;-2,377279;4,043867;-2,916541;4,914344;0,9356175;-1,307938;-4,453784;-1,403824;0,2670517;-1,342085;1,061702;-2,867921;3,769146
Index: 12 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,760868 | BrainData : 0,6508495;1,396845;4,107567;0,5791139;3,483357;-1,170747;4,178135;0,8451987;0,05171505;-0,8651824;-3,5428;-4,316219;2,938953;-2,413405;4,060897;-2,916541;4,871115;0,9356175;-1,252853;-4,489402;-1,403824;0,2670517;-1,32743;1,047582;-2,845507;3,769146
Index: 13 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,730842 | BrainData : 0,639834;1,439956;4,074779;0,518892;3,478215;-1,170315;4,178135;0,8578822;0,08707445;-0,8651824;-3,511948;-4,347775;2,938953;-2,418196;4,010996;-2,935577;4,902246;0,9356175;-1,245227;-4,459178;-1,41811;0,2670517;-1,281075;1,022367;-2,892626;3,769146
Index: 14 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,724916 | BrainData : 0,6300708;1,396845;4,066172;0,5868936;3,435497;-1,170315;4,184948;0,8451987;0,05086146;-0,8651824;-3,482801;-4,333125;2,938953;-2,426369;4,044706;-2,916541;4,871115;0,9356175;-1,260089;-4,489402;-1,403824;0,2354467;-1,32743;1,061702;-2,872088;3,768661
Index: 15 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,718563 | BrainData : 0,6278262;1,454379;4,074779;0,5440946;3,441167;-1,160828;4,187813;0,8847951;0,06769218;-0,8384487;-3,472701;-4,324207;2,958803;-2,439743;4,041296;-2,88955;4,839922;0,8521096;-1,206522;-4,460078;-1,441135;0,2670517;-1,321971;1,041381;-2,828596;3,74595
Index: 16 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,700534 | BrainData : 0,6300708;1,396845;4,073025;0,5334244;3,404198;-1,170315;4,128328;0,8279598;0,03521391;-0,8327802;-3,511948;-4,333125;2,938953;-2,418196;4,029433;-2,901909;4,855924;0,9046499;-1,260089;-4,489402;-1,403824;0,2670517;-1,317743;1,061702;-2,797591;3,769146
Index: 17 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,691127 | BrainData : 0,5703239;1,453854;4,074779;0,5735019;3,405627;-1,136695;4,187976;0,8269198;0,0675891;-0,8384487;-3,540216;-4,295414;2,97227;-2,418244;4,029433;-2,875092;4,891553;0,9561567;-1,206729;-4,52492;-1,46154;0,2670517;-1,271106;1,036378;-2,845507;3,766988
Index: 18 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,687711 | BrainData : 0,6191347;1,398342;4,046411;0,509262;3,457319;-1,190115;4,210843;0,814144;0,03147466;-0,8280482;-3,551808;-4,340406;2,957587;-2,363157;4,018516;-2,888499;4,843338;0,9959022;-1,298215;-4,540802;-1,389792;0,1972173;-1,398207;1,12224;-2,829625;3,795604
Index: 19 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,68767 | BrainData : 0,6038897;1,427088;4,137454;0,5796601;3,451048;-1,18879;4,148529;0,824578;0,04612782;-0,8205555;-3,552716;-4,374504;2,949588;-2,418196;3,976687;-2,894066;4,903806;0,9595602;-1,210279;-4,489402;-1,398692;0,2690478;-1,359356;1,042851;-2,80812;3,780361
Index: 20 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,681995 | BrainData : 0,6561133;1,382357;4,074779;0,5685731;3,386872;-1,136073;4,178135;0,8451987;0,05919981;-0,8914128;-3,537943;-4,333125;2,936138;-2,422228;4,063841;-2,935101;4,871115;0,9650001;-1,260089;-4,490512;-1,403824;0,2670517;-1,32743;1,021015;-2,842394;3,769146
Index: 21 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,6815 | BrainData : 0,6068035;1,463122;4,045967;0,5611235;3,426476;-1,171218;4,161674;0,8223283;0,02390511;-0,827655;-3,511948;-4,309293;2,987958;-2,476385;4,029433;-2,835714;4,885698;0,9179103;-1,210985;-4,489402;-1,400941;0,2670517;-1,358456;1,027418;-2,845507;3,794701
Index: 22 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,648653 | BrainData : 0,6403881;1,446214;4,068192;0,5440946;3,455552;-1,199055;4,187813;0,8512648;0,06769218;-0,8384487;-3,531117;-4,393295;2,993128;-2,418196;3,99248;-2,92174;4,86257;0,8934011;-1,206522;-4,460216;-1,441135;0,242621;-1,358456;1,062156;-2,851663;3,784619
Index: 23 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,646352 | BrainData : 0,6184354;1,392914;4,122379;0,615294;3,42937;-1,189564;4,183736;0,8142455;0,08024555;-0,8198284;-3,555652;-4,346114;2,938953;-2,418196;4,029433;-2,916541;4,871115;0,9356175;-1,260089;-4,489402;-1,450584;0,2670517;-1,315864;1,061702;-2,878729;3,769146
Index: 24 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,593145 | BrainData : 0,6300708;1,396845;4,074779;0,5685731;3,436072;-1,170315;4,204971;0,8451987;0,09222308;-0,9106532;-3,511948;-4,333125;2,911928;-2,38814;3,993428;-2,916541;4,871115;0,9531971;-1,220094;-4,492599;-1,403824;0,2386507;-1,280808;1,053656;-2,845507;3,7199
Index: 25 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,42211 | BrainData : 0,6300708;1,439961;4,101395;0,5835162;3,435497;-1,184784;4,178135;0,8250627;0,09457539;-0,8651824;-3,511948;-4,331666;2,922906;-2,418196;4,029433;-2,89165;4,915866;0,9647563;-1,254794;-4,459978;-1,403824;0,2670517;-1,32743;1,061702;-2,879367;3,724814
Index: 26 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,418716 | BrainData : 0,59233;1,402155;4,040512;0,5685731;3,394735;-1,19001;4,178219;0,8030286;0,02735663;-0,8651824;-3,524464;-4,333125;2,938953;-2,372335;4,029433;-2,881993;4,879919;0,8868788;-1,260089;-4,467849;-1,403824;0,2670517;-1,372365;1,079039;-2,87621;3,769146
Index: 27 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,297727 | BrainData : 0,6505993;1,396845;4,074779;0,5685731;3,435497;-1,170315;4,169703;0,8739094;0,05086146;-0,8651824;-3,511948;-4,333125;2,925623;-2,420493;4,058384;-2,948637;4,871115;0,8974519;-1,292008;-4,489402;-1,372171;0,2670517;-1,367337;1,099364;-2,845507;3,769146
Index: 28 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,211275 | BrainData : 0,5824702;1,43586;4,074779;0,5685731;3,435497;-1,175441;4,178135;0,8451987;0,05086146;-0,8263308;-3,46241;-4,333125;2,902769;-2,373761;4,044852;-2,91704;4,825964;0,9103894;-1,303641;-4,506651;-1,448181;0,2269498;-1,32743;1,052656;-2,845507;3,775594
Index: 29 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,108298 | BrainData : 0,601525;1,426307;4,074779;0,550236;3,406136;-1,170315;4,218187;0,8707589;0,01280587;-0,8731939;-3,511948;-4,333125;2,938953;-2,394294;4,017175;-2,892648;4,871115;0,9356175;-1,260089;-4,457996;-1,403824;0,2936428;-1,317195;1,076855;-2,845507;3,769146
Index: 30 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,083126 | BrainData : 0,5672563;1,421673;4,038841;0,5440946;3,441167;-1,14677;4,133828;0,8902498;0,07224226;-0,7985744;-3,482158;-4,276621;3,003464;-2,444628;4,022284;-2,873051;4,878014;0,8835507;-1,256618;-4,467447;-1,409721;0,2890266;-1,354233;1,074084;-2,860418;3,7587
Index: 31 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,078043 | BrainData : 0,6300708;1,396845;4,032056;0,5685731;3,435497;-1,170315;4,149545;0,8451987;0,09207512;-0,8388239;-3,511948;-4,333125;2,982883;-2,418196;4,029433;-2,868684;4,871115;0,9381899;-1,220044;-4,476933;-1,403824;0,3102223;-1,32743;1,04999;-2,845507;3,728106
Index: 32 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,017321 | BrainData : 0,6300708;1,396845;4,059609;0,5685731;3,456712;-1,13379;4,185149;0,8451987;0,05086146;-0,8651824;-3,511948;-4,333125;2,938953;-2,418196;4,024412;-2,930681;4,889036;0,9356175;-1,260089;-4,489402;-1,403824;0,2936568;-1,32743;1,061702;-2,874058;3,72524
Index: 33 | Name: car 43 | Brain Type: TOP2 | Fitness: 0,9702225 | BrainData : 0,6243225;1,374471;4,074779;0,5685731;3,455652;-1,170315;4,193995;0,8451987;0,03530109;-0,8743905;-3,508325;-4,333125;2,939972;-2,418196;4,055632;-2,916541;4,892061;0,9728567;-1,260089;-4,489402;-1,434428;0,3116279;-1,32743;1,061702;-2,881159;3,772868
Index: 34 | Name: car 13 | Brain Type: RandomParents | Fitness: 0,9669244 | BrainData : 0,6410622;1,431221;4,048;0,5440946;3,441167;-1,105916;4,21727;0,8451987;-0,03001016;-0,7716302;-3,511948;-4,340806;2,956772;-2,429865;4,05168;-2,911289;4,89962;0,9545122;-1,210985;-4,567533;-1,494557;0,1767326;-1,406395;1,031886;-2,891621;3,736533
Index: 35 | Name: car 8 | Brain Type: RandomParents | Fitness: 0,9197693 | BrainData : 0,6472022;1,392805;4,108304;0,4929929;3,415181;-1,178533;4,18063;0,8999752;0,04945897;-0,809143;-3,534664;-4,285906;2,936621;-2,413406;4,024527;-2,844908;4,911502;0,9895381;-1,196505;-4,478168;-1,405466;0,1975989;-1,365957;1,037813;-2,850886;3,770891
Index: 36 | Name: car 1 | Brain Type: RandomParents | Fitness: 0,5993486 | BrainData : 3,203656;4,370413;-1,746763;-0,8196484;-3,094645;3,203219;-1,136265;4,641302;-3,121839;1,091275;-1,047793;1,912713;4,623232;0,9569549;3,232787;-2,532167;-3,644794;4,62898;3,829876;1,427216;-4,738117;0,6467498;2,525746;-2,131646;1,831937;-4,527347
Index: 37 | Name: car 9 | Brain Type: RandomParents | Fitness: 0,5975683 | BrainData : 3,255857;4,323406;-1,739712;-0,8379918;-3,130519;3,292317;-1,136265;4,762672;-3,085712;1,073393;-1,020443;1,911826;4,623323;0,9772739;3,253722;-2,546651;-3,663477;4,56697;3,806727;1,400554;-4,649572;0,6179757;2,496201;-2,147619;1,815367;-4,469557
Index: 38 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 0,5635845 | BrainData : -4,331349;0,9687691;3,597401;-4,224213;-1,694829;4,958223;-0,8793373;-3,61775;-0,8112092;-0,2427001;-0,9874363;0,7959633;4,068438;3,451166;-0,9930425;0,1423402;-1,494303;0,1993127;-3,38914;-3,21487;-2,849187;-4,850464;2,400552;-2,530718;2,223853;-2,231093
