Generation: 565 | maxFitness: 3,670536 | maxFitnessGen: 1,984833 | maxFitnessGenBuf: 1,947525
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,947525 | BrainData : 0,8028321;1,277062;3,974438;0,6389145;3,497231;-1,173979;4,01387;0,8977302;0,09997858;-0,9889867;-3,629641;-4,113118;3,179266;-2,094096;3,917358;-2,992221;5,004848;0,8141522;-1,190016;-4,471491;-1,339284;0,1913248;-1,148635;1,108525;-2,887231;3,75053
Index: 1 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,943974 | BrainData : 0,7598984;1,297937;3,992697;0,6881754;3,536823;-1,2304;4,035877;0,9248222;0,1774261;-0,9580963;-3,707358;-4,147452;3,168747;-2,119707;3,882875;-2,973802;4,976563;0,7970873;-1,192516;-4,556698;-1,353321;0,1862239;-1,141836;1,132036;-2,867203;3,773631
Index: 2 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,943415 | BrainData : 0,8056757;1,323387;3,939698;0,6650083;3,505906;-1,256728;4,011944;0,876399;0,1521529;-1,010891;-3,663248;-4,156898;3,13695;-2,061554;3,917358;-2,977196;4,971839;0,7905847;-1,088578;-4,495685;-1,343362;0,1863707;-1,170835;1,144443;-2,867203;3,809012
Index: 3 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,940309 | BrainData : 0,7145527;1,257607;3,992697;0,6389145;3,504057;-1,2304;4,033355;0,9248222;0,1774261;-0,9118094;-3,69592;-4,194944;3,205924;-2,11656;3,917358;-2,973802;4,930161;0,7970873;-1,171687;-4,507107;-1,338243;0,1903597;-1,16315;1,132036;-2,867203;3,781061
Index: 4 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,940309 | BrainData : 0,7837984;1,297937;4,033943;0,6389145;3,536043;-1,2304;4,035877;0,9248222;0,1774261;-0,9396105;-3,693605;-4,147452;3,168747;-2,119707;3,917358;-2,973802;4,976563;0,7970873;-1,192516;-4,535581;-1,353321;0,1903597;-1,230236;1,132036;-2,867203;3,781061
Index: 5 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,936507 | BrainData : 0,7598984;1,325533;3,974024;0,6786804;3,488522;-1,215092;4,077376;0,9459283;0,1353776;-1,000011;-3,629641;-4,169974;3,112121;-2,206813;3,923769;-3,020054;4,984967;0,8752697;-1,161407;-4,457248;-1,321494;0,199534;-1,148635;1,122433;-2,856291;3,759691
Index: 6 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,935963 | BrainData : 0,7653999;1,297937;3,946985;0,6389145;3,522555;-1,2304;4,035877;0,9334973;0,1594457;-0,9183123;-3,621333;-4,194944;3,168747;-2,166577;3,917358;-2,973802;4,976563;0,7970873;-1,177398;-4,509621;-1,353321;0,1903597;-1,188657;1,132036;-2,873393;3,781061
Index: 7 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,935098 | BrainData : 0,7655674;1,30391;3,992697;0,6389145;3,57205;-1,2304;4,035877;0,9248222;0,214172;-0,9626308;-3,70026;-4,147452;3,168747;-2,076587;3,917358;-2,973802;4,962726;0,7785705;-1,192516;-4,531934;-1,353321;0,1903597;-1,168999;1,136309;-2,867203;3,781061
Index: 8 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,935005 | BrainData : 0,7598984;1,297937;3,992697;0,6389145;3,54193;-1,233758;4,071467;0,9248222;0,2262243;-0,9346766;-3,698048;-4,147452;3,187913;-2,100891;3,892562;-2,965544;4,976563;0,7777907;-1,192516;-4,507107;-1,353321;0,1948583;-1,188657;1,132036;-2,867203;3,781061
Index: 9 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,845454 | BrainData : 0,7648187;1,313824;3,992697;0,6389145;3,526282;-1,2304;4,035877;0,9248222;0,1774261;-0,9396105;-3,666769;-4,147452;3,187654;-2,119707;3,917358;-2,973802;5,002383;0,7959424;-1,192516;-4,520075;-1,353321;0,1903597;-1,188657;1,10926;-2,904285;3,788752
Index: 10 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,843812 | BrainData : 0,7598984;1,297937;3,953382;0,6389145;3,57884;-1,250823;4,035877;0,9255056;0,1774261;-0,9142737;-3,639182;-4,145706;3,215484;-2,107874;3,917358;-2,983226;4,976563;0,7970873;-1,150833;-4,507107;-1,353321;0,2034246;-1,188657;1,132036;-2,821706;3,781061
