Generation: 839 | maxFitness: 3,670536 | maxFitnessGen: 2,35934 | maxFitnessGenBuf: 1,85116
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,85116 | BrainData : -2,206479;0,1893933;-1,983626;0,283985;-3,506582;4,431568;-0,133261;3,36052;2,248405;4,478052;1,029165;-4,573096;-4,543002;2,224446;-2,661335;-3,625937;-0,3239337;-4,83813;4,538558;-0,1191986;-3,841231;-3,246276;2,27325;-2,459238;-1,874996;4,288201
Index: 1 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,84717 | BrainData : -2,19021;0,1720429;-1,958169;0,3255763;-3,461912;4,413826;-0,1120548;3,36052;2,212216;4,56548;1,029165;-4,553204;-4,543791;2,201921;-2,647533;-3,582627;-0,3239337;-4,796574;4,538558;-0,08545908;-3,872912;-3,255754;2,291534;-2,445993;-1,855323;4,272399
Index: 2 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,842934 | BrainData : -2,202153;0,1664371;-1,936073;0,2464335;-3,457626;4,418077;-0,1120548;3,36052;2,212216;4,517191;1,029165;-4,553204;-4,543791;2,187571;-2,688395;-3,651154;-0,3239337;-4,77123;4,538558;-0,09796816;-3,841231;-3,269474;2,22516;-2,416662;-1,900429;4,246654
Index: 3 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,834786 | BrainData : -2,206479;0,1423923;-1,971194;0,283985;-3,454686;4,453228;-0,1120548;3,36052;2,212216;4,470023;1,025504;-4,511786;-4,564951;2,187571;-2,681287;-3,625937;-0,3245374;-4,773375;4,538558;-0,1128198;-3,841231;-3,246276;2,19937;-2,499621;-1,925846;4,247589
Index: 4 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,833321 | BrainData : -2,181276;0,1369927;-1,969268;0,2743232;-3,457626;4,413826;-0,158306;3,363916;2,212216;4,483773;1,029165;-4,507787;-4,543791;2,154914;-2,732363;-3,664817;-0,3253738;-4,786524;4,538558;-0,1068584;-3,841231;-3,246276;2,246558;-2,458424;-1,901841;4,256791
Index: 5 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,832878 | BrainData : -2,206479;0,1664371;-1,941231;0,2746238;-3,448766;4,456355;-0,1120548;3,36052;2,212216;4,517191;1,070338;-4,553204;-4,543791;2,173965;-2,688395;-3,625937;-0,3239337;-4,796574;4,538558;-0,1191986;-3,841231;-3,205516;2,246558;-2,409022;-1,886037;4,247589
Index: 6 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,828331 | BrainData : -2,206479;0,1664371;-1,965526;0,283985;-3,43904;4,385238;-0,06868825;3,36052;2,186395;4,528346;1,025129;-4,546735;-4,498164;2,150502;-2,712288;-3,641992;-0,3239337;-4,796574;4,548985;-0,0715088;-3,841231;-3,246276;2,246558;-2,480665;-1,900429;4,247589
Index: 7 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,828331 | BrainData : -2,160777;0,1855196;-1,978771;0,283985;-3,457626;4,392693;-0,1120548;3,386643;2,173251;4,517191;1,072587;-4,553204;-4,556015;2,187571;-2,651801;-3,664232;-0,3239337;-4,814243;4,538558;-0,1191986;-3,841231;-3,246276;2,246558;-2,458539;-1,900429;4,247589
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,828331 | BrainData : -2,206479;0,1664371;-1,978771;0,283985;-3,504223;4,413826;-0,08446454;3,394143;2,212216;4,517191;1,02608;-4,553204;-4,543791;2,187571;-2,688395;-3,625937;-0,2994834;-4,754828;4,538558;-0,1191986;-3,841231;-3,218949;2,246558;-2,48104;-1,900429;4,247589
Index: 9 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,828331 | BrainData : -2,196103;0,1238663;-1,942559;0,2619641;-3,457626;4,416504;-0,1120548;3,390737;2,175128;4,530198;1,061981;-4,553204;-4,535898;2,157777;-2,688395;-3,62114;-0,3239337;-4,764188;4,570904;-0,1191986;-3,882587;-3,246276;2,246558;-2,458539;-1,900429;4,247589
Index: 10 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,828331 | BrainData : -2,254338;0,1664371;-1,959578;0,283985;-3,457626;4,413826;-0,1579389;3,335065;2,212216;4,492521;1,008352;-4,585799;-4,543791;2,156482;-2,638498;-3,606693;-0,3248527;-4,796574;4,538558;-0,1191986;-3,841231;-3,246276;2,246558;-2,481741;-1,900429;4,247589
