Generation: 505 | maxFitness: 3,670536 | maxFitnessGen: 1,908805 | maxFitnessGenBuf: 1,937136
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,937136 | BrainData : 0,6433634;1,333967;4,103953;0,5586534;3,407064;-1,138429;4,167782;0,9084861;0,05130344;-0,8150485;-3,515366;-4,300527;2,936434;-2,410071;3,988089;-2,911827;4,877423;0,936704;-1,211895;-4,473352;-1,438822;0,2243802;-1,399816;1,078557;-2,874176;3,74824
Index: 1 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,936981 | BrainData : 0,6026844;1,333967;4,047761;0,571465;3,394191;-1,053868;4,211565;0,8831769;0,0275925;-0,8150485;-3,539461;-4,262192;2,992878;-2,379974;4,012143;-2,863882;4,877423;0,983364;-1,191231;-4,526352;-1,438822;0,2243802;-1,403009;1,079991;-2,871154;3,74824
Index: 2 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,872624 | BrainData : 0,6256847;1,377578;4,090498;0,6070747;3,424391;-1,103655;4,165712;0,9084861;-0,02885856;-0,8071014;-3,539461;-4,277754;2,986395;-2,379974;3,988518;-2,857501;4,877423;0,936704;-1,174337;-4,514276;-1,469244;0,2243802;-1,448141;1,072203;-2,911658;3,74824
Index: 3 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,860095 | BrainData : 0,6277623;1,338871;4,090498;0,605724;3,421359;-1,103655;4,1166;0,8809955;0,005733837;-0,8150485;-3,539461;-4,277754;2,986395;-2,397754;3,951652;-2,865373;4,877423;0,936704;-1,220134;-4,50104;-1,438822;0,2047102;-1,399816;1,058256;-2,917487;3,710062
Index: 4 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,851035 | BrainData : 0,6277623;1,333967;4,090498;0,571465;3,43122;-1,066947;4,165712;0,9169009;0,04878682;-0,8349302;-3,568215;-4,277754;3,028034;-2,369083;3,946237;-2,886685;4,877423;0,9264495;-1,154034;-4,465009;-1,395013;0,2243802;-1,38913;1,061829;-2,874347;3,724834
Index: 5 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,839239 | BrainData : 0,6208111;1,333967;4,090498;0,571465;3,394191;-1,103655;4,165712;0,9084861;0,005733837;-0,8150485;-3,539461;-4,277754;2,966138;-2,379974;4,028863;-2,875081;4,884421;0,9171025;-1,191231;-4,485672;-1,438822;0,2243802;-1,445662;1,072028;-2,871154;3,754479
Index: 6 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,829046 | BrainData : 0,5956524;1,333967;4,097688;0,5276002;3,406916;-1,103655;4,1227;0,9084861;0,005733837;-0,8150485;-3,536006;-4,277754;2,987812;-2,34276;3,988089;-2,886685;4,916445;0,9644983;-1,191231;-4,485672;-1,438822;0,2097598;-1,381841;1,078557;-2,885906;3,756828
Index: 7 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,822871 | BrainData : 0,6100839;1,323231;4,08987;0,571465;3,394191;-1,07191;4,165712;0,9084861;0,03171983;-0,8150485;-3,539461;-4,305203;2,986395;-2,379974;4,036954;-2,87339;4,877423;0,9209787;-1,179729;-4,485672;-1,407748;0,2243802;-1,399816;1,078557;-2,871154;3,783174
Index: 8 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,75313 | BrainData : 0,669966;1,333967;4,083997;0,571465;3,440294;-1,103655;4,165712;0,8815824;0,005733837;-0,8581545;-3,5441;-4,262547;2,996855;-2,379974;3,988089;-2,886685;4,877423;0,9578989;-1,223548;-4,485672;-1,438822;0,2096938;-1,362801;1,078557;-2,869334;3,753076
Index: 9 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,75218 | BrainData : 0,667132;1,333967;4,118908;0,552613;3,394191;-1,128989;4,144315;0,9084861;0,005733837;-0,7898437;-3,492597;-4,261098;2,970958;-2,34775;3,988089;-2,886685;4,899887;0,9390527;-1,162915;-4,485672;-1,407438;0,2243802;-1,399816;1,078557;-2,856108;3,744629
Index: 10 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,729329 | BrainData : 0,6277623;1,333967;4,090498;0,571465;3,394191;-1,078763;4,136678;0,9296681;0,005733837;-0,8150485;-3,49054;-4,277754;2,986395;-2,33858;3,988089;-2,886685;4,8524;0,9396229;-1,191231;-4,485672;-1,438822;0,2243802;-1,427233;1,093648;-2,871154;3,74824
