Generation: 429 | maxFitness: 3,670536 | maxFitnessGen: 1,838183 | maxFitnessGenBuf: 1,874457
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,874457 | BrainData : 0,8303791;1,138065;4,014406;0,5331445;3,321251;-0,7339252;3,962431;0,7271893;-0,006690136;-0,8738973;-3,741054;-4,087931;3,119117;-2,843728;3,713749;-3,093714;4,857581;1,331778;-1,253284;-4,550728;-1,162908;0,1786336;-1,633718;1,127003;-3,020494;3,935163
Index: 1 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,872464 | BrainData : 0,7888837;1,103094;4,056814;0,5331445;3,321251;-0,7772016;3,990051;0,6874634;0,008873902;-0,8831977;-3,745701;-4,122047;3,119117;-2,827193;3,714987;-3,093714;4,862515;1,328379;-1,253284;-4,525575;-1,166519;0,1786336;-1,633718;1,127003;-2,995442;3,900156
Index: 2 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,868429 | BrainData : 0,8303791;1,103094;4,028191;0,4999847;3,329411;-0,7772016;4,013795;0,7346535;0,03958536;-0,8592274;-3,745701;-4,122047;3,119117;-2,834699;3,714987;-3,093714;4,830158;1,278454;-1,211241;-4,550728;-1,196481;0,1786336;-1,645469;1,127003;-2,986239;3,882876
Index: 3 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,868427 | BrainData : 0,8350365;1,110977;4,012317;0,5551788;3,299417;-0,8072191;4,07897;0,7547548;0,01209911;-0,8741743;-3,774974;-4,155366;3,109249;-2,843728;3,713629;-3,106253;4,902629;1,292892;-1,262718;-4,599803;-1,181992;0,1788489;-1,620979;1,110941;-3,073533;3,948143
Index: 4 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,867254 | BrainData : 0,8732473;1,150301;4,021441;0,5331445;3,309282;-0,7772016;3,990051;0,7543281;0,02040344;-0,8592274;-3,745701;-4,122047;3,088531;-2,818727;3,729987;-3,093714;4,853077;1,326678;-1,287839;-4,550728;-1,205234;0,1786336;-1,633718;1,127003;-2,995442;3,920552
Index: 5 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,865965 | BrainData : 0,8679653;1,087558;4,01573;0,4643247;3,374526;-0,8269512;3,983409;0,72374;-0,02874444;-0,8644529;-3,723604;-4,116067;3,167918;-2,799502;3,762265;-3,064176;4,900562;1,332476;-1,304636;-4,550728;-1,231926;0,1786336;-1,675508;1,118673;-2,999968;3,900156
Index: 6 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,863332 | BrainData : 0,8303791;1,127117;3,982798;0,5524569;3,319628;-0,7772016;3,990051;0,7413643;0,007030628;-0,8713713;-3,745701;-4,121665;3,158285;-2,846014;3,729157;-3,14028;4,905982;1,328379;-1,253284;-4,550728;-1,160354;0,1649259;-1,633718;1,127003;-3,014667;3,900156
Index: 7 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,824592 | BrainData : 0,8592945;1,102744;4,021441;0,5300573;3,321251;-0,7415814;3,950636;0,7346535;0,04177683;-0,8386236;-3,745701;-4,103665;3,125535;-2,835124;3,739675;-3,093714;4,862515;1,297399;-1,214955;-4,550728;-1,175952;0,1786336;-1,633718;1,127003;-3,014012;3,903366
Index: 8 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,820267 | BrainData : 0,8454117;1,050435;4,038715;0,549583;3,321251;-0,8132844;4,00901;0,7427408;-0,007946357;-0,8693392;-3,796595;-4,129625;3,138057;-2,849653;3,712127;-3,074194;4,903078;1,300425;-1,238676;-4,52502;-1,221551;0,1786336;-1,626092;1,119464;-2,984606;3,894269
Index: 9 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,816353 | BrainData : 0,8303791;1,103094;4,021441;0,5777035;3,321251;-0,8171666;3,969874;0,6993082;0,0516739;-0,870988;-3,753792;-4,122668;3,130641;-2,843728;3,714987;-3,111067;4,848569;1,362728;-1,21074;-4,505221;-1,205234;0,1786336;-1,633718;1,116069;-2,995442;3,900156
Index: 10 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,792032 | BrainData : 0,860465;1,068555;3,977664;0,5303811;3,357323;-0,743322;3,951695;0,7348709;0,005884293;-0,8592274;-3,728611;-4,122047;3,105877;-2,854343;3,750612;-3,099975;4,88603;1,327936;-1,253284;-4,513971;-1,179127;0,1786336;-1,620169;1,133419;-2,995442;3,893576
Index: 11 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,757663 | BrainData : 0,8487325;1,103094;4,025519;0,5685175;3,321251;-0,7772016;3,996663;0,7584885;0,05198991;-0,8963389;-3,745701;-4,09788;3,127337;-2,872109;3,714987;-3,066165;4,862515;1,328379;-1,253284;-4,535921;-1,205234;0,142372;-1,6307;1,127003;-3,037453;3,900684
Index: 12 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,746903 | BrainData : 0,8303791;1,103094;4,041941;0,5236402;3,321251;-0,7708272;4,038461;0,708062;-0,03533155;-0,8107246;-3,743637;-4,080532;3,119905;-2,879257;3,714987;-3,06674;4,827474;1,292821;-1,253284;-4,550728;-1,205234;0,1786336;-1,633718;1,127003;-2,948633;3,900156
Index: 13 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,727631 | BrainData : 0,8303791;1,103094;4,021441;0,5542564;3,321251;-0,7686893;3,977732;0,7346535;0,0402561;-0,8949711;-3,745701;-4,076343;3,119117;-2,803995;3,714987;-3,093714;4,857706;1,328379;-1,253284;-4,598442;-1,205234;0,1786336;-1,633718;1,109989;-2,981596;3,900156
Index: 14 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,727358 | BrainData : 0,8303791;1,103094;3,993806;0,5331445;3,321251;-0,79023;3,990051;0,7346535;0,05504481;-0,8592274;-3,696268;-4,123998;3,101793;-2,843728;3,714987;-3,139499;4,848464;1,328379;-1,253284;-4,550728;-1,238573;0,1786336;-1,676217;1,127003;-3,004586;3,876596
Index: 15 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,725254 | BrainData : 0,8222619;1,116153;4,021441;0,5331445;3,282825;-0,7772016;4,017844;0,7368404;-0,03219362;-0,8899187;-3,755437;-4,131566;3,1238;-2,843728;3,714987;-3,093714;4,845125;1,328379;-1,260097;-4,550281;-1,205234;0,1679713;-1,633718;1,127003;-2,945817;3,873905
Index: 16 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,723362 | BrainData : 0,8303791;1,103094;4,021441;0,565024;3,274417;-0,7772016;3,988195;0,7707427;0,04941978;-0,8592274;-3,731145;-4,122047;3,119117;-2,843728;3,714987;-3,093714;4,829935;1,328379;-1,253284;-4,550728;-1,205234;0,1638507;-1,634986;1,133773;-2,959271;3,900156
Index: 17 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,702024 | BrainData : 0,8883093;1,035434;4,078024;0,5090352;3,316292;-0,7577404;4,080701;0,8196564;0,006263059;-0,8741743;-3,766083;-4,144547;3,18068;-2,887109;3,745849;-3,093714;4,886184;1,310311;-1,325491;-4,555974;-1,201685;0,1786336;-1,629763;1,110941;-3,040915;3,948364
Index: 18 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,701628 | BrainData : 0,8303791;1,078883;4,021441;0,5331445;3,321251;-0,7772016;3,990051;0,7026339;0,03948044;-0,8592274;-3,699787;-4,104626;3,119117;-2,884897;3,711986;-3,072436;4,866581;1,328379;-1,253284;-4,559655;-1,205234;0,1786336;-1,633718;1,127003;-2,995442;3,86077
Index: 19 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,645019 | BrainData : 0,8303791;1,101142;4,067656;0,5404645;3,321251;-0,7772016;3,990051;0,7346535;0,02153;-0,8148426;-3,735625;-4,122047;3,119117;-2,86741;3,714987;-3,093714;4,862515;1,328379;-1,254754;-4,550728;-1,208108;0,1786336;-1,65486;1,103975;-2,995442;3,934956
Index: 20 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,644736 | BrainData : 0,8050466;1,121258;4,021441;0,5782517;3,321251;-0,7772016;4,008513;0,7346535;-0,03631154;-0,8592274;-3,761418;-4,096664;3,099507;-2,843728;3,734545;-3,057441;4,862515;1,343154;-1,249144;-4,510561;-1,205234;0,2114911;-1,621327;1,077528;-2,952689;3,900156
Index: 21 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,643781 | BrainData : 0,8229455;1,103094;4,021441;0,5666258;3,323127;-0,7697428;3,990051;0,7346535;0,005884293;-0,8592274;-3,764077;-4,106279;3,119117;-2,843728;3,748375;-3,071045;4,872972;1,363572;-1,212662;-4,550728;-1,239524;0,134488;-1,65511;1,127003;-2,995442;3,880674
Index: 22 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,592357 | BrainData : 0,8370004;1,136322;3,966959;0,5174066;3,284242;-0,8072191;4,018157;0,7486436;-0,01947409;-0,8741743;-3,765927;-4,087861;3,160544;-2,851204;3,770648;-3,074115;4,94502;1,356195;-1,278546;-4,550728;-1,152737;0,1786336;-1,674359;1,118347;-3,055264;3,900156
Index: 23 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,574801 | BrainData : 0,8299484;1,1367;4,058663;0,5331445;3,321251;-0,8061584;3,990051;0,7346535;0,005884293;-0,8592274;-3,745701;-4,122047;3,099159;-2,816649;3,763072;-3,093714;4,82949;1,328379;-1,253284;-4,508313;-1,187658;0,1786336;-1,633718;1,127003;-3,036163;3,900156
Index: 24 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,46938 | BrainData : 0,8772259;1,117069;3,976936;0,4786974;3,400863;-0,7604936;4,013844;0,7346535;0,004125185;-0,892803;-3,747924;-4,086079;3,154182;-2,81358;3,745849;-3,034954;4,92194;1,310311;-1,304858;-4,579533;-1,211218;0,1654571;-1,629763;1,144621;-3,040915;3,900156
Index: 25 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,467508 | BrainData : 0,8303791;1,114422;4,017047;0,5230819;3,321251;-0,7772016;3,990051;0,7151709;0,005884293;-0,8899553;-3,776474;-4,161472;3,106048;-2,845632;3,714987;-3,106749;4,862515;1,328379;-1,275063;-4,550728;-1,240903;0,1786336;-1,633718;1,167558;-2,995442;3,947576
Index: 26 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,237623 | BrainData : 0,8454117;1,114453;3,993289;0,4590394;3,319657;-0,7749799;4,031025;0,7176771;-0,006602941;-0,8277263;-3,789386;-4,121812;3,143225;-2,843728;3,745849;-3,064163;4,900562;1,272461;-1,304636;-4,516864;-1,265608;0,1963682;-1,629763;1,045686;-3,039825;3,900156
Index: 27 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,219471 | BrainData : 0,8461724;1,072725;4,01573;0,4638858;3,319657;-0,7928498;4,096903;0,7181477;-0,02874444;-0,8741743;-3,741549;-4,167142;3,164868;-2,854857;3,791753;-3,051995;4,900562;1,315723;-1,304636;-4,556904;-1,212018;0,1497566;-1,629763;1,105563;-2,993357;3,900156
Index: 28 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,206615 | BrainData : 0,8490002;1,059206;3,991459;0,5331445;3,321251;-0,7772016;3,990051;0,7346535;-0,009259261;-0,8592274;-3,74557;-4,085187;3,075241;-2,843728;3,691947;-3,096811;4,862515;1,328379;-1,207593;-4,550728;-1,182403;0,1292516;-1,606281;1,127003;-3,000991;3,900156
Index: 29 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,145965 | BrainData : 0,8303791;1,103094;4,009288;0,5331445;3,321251;-0,7772016;3,954686;0,7346535;0,005884293;-0,8896351;-3,714601;-4,115489;3,119117;-2,843728;3,714987;-3,093714;4,890406;1,328379;-1,253284;-4,550728;-1,240143;0,2056853;-1,588496;1,13759;-2,995442;3,899889
Index: 30 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,09643 | BrainData : 0,8303791;1,103094;3,981041;0,5331445;3,321251;-0,7772016;3,990051;0,7346535;0,01695988;-0,8443997;-3,745701;-4,122047;3,119117;-2,843728;3,677004;-3,093714;4,862515;1,328379;-1,253284;-4,572065;-1,213509;0,220852;-1,607098;1,127003;-2,995442;3,900156
Index: 31 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,012525 | BrainData : 0,8215383;1,145031;4,060344;0,5223664;3,374841;-0,8676507;3,983938;0,8001633;-0,03906737;-0,8871176;-3,774675;-4,070897;3,175862;-2,811761;3,733472;-3,009503;4,889627;1,319796;-1,204571;-4,577275;-1,252884;0,2276087;-1,53469;1,110941;-3,021518;3,876977
Index: 32 | Name: car 10 | Brain Type: RandomParents | Fitness: 0,9988298 | BrainData : 0,8099942;1,087558;4,030332;0,5090352;3,34898;-0,8072191;4,013844;0,7754191;-0,02874444;-0,8741743;-3,75016;-4,091432;3,123863;-2,843728;3,747935;-3,138118;4,874597;1,32361;-1,348385;-4,59617;-1,215252;0,1368906;-1,583036;1,088045;-3,037781;3,936806
Index: 33 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,9340926 | BrainData : 0,8724149;1,087558;4,027215;0,5318639;3,325226;-0,841522;3,944343;0,7207369;-0,05703396;-0,9559888;-3,815029;-4,097865;3,09078;-2,882468;3,745849;-3,168838;4,900562;1,287354;-1,320863;-4,585534;-1,231926;0,2056052;-1,595113;1,123652;-3,07333;3,886103
Index: 34 | Name: car 35 | Brain Type: TOP2 | Fitness: 0,8112833 | BrainData : 0,8303791;1,103094;3,992237;0,5331445;3,321251;-0,7796807;3,990051;0,7346535;0,005884293;-0,9049395;-3,745701;-4,128832;3,071486;-2,843728;3,726428;-3,093714;4,862515;1,328379;-1,253284;-4,575968;-1,237682;0,2221659;-1,633718;1,174016;-3,004529;3,900156
Index: 35 | Name: car 7 | Brain Type: RandomParents | Fitness: 0,8068053 | BrainData : 0,8562997;1,108061;4,053245;0,4728197;3,342557;-0,7772016;3,943297;0,7346535;-0,07592629;-0,8945453;-3,74415;-4,139211;3,174282;-2,85696;3,683659;-3,049452;4,935835;1,364339;-1,25552;-4,552423;-1,233017;0,2728227;-1,5836;1,127192;-3,006418;3,909641
Index: 36 | Name: car 25 | Brain Type: TOP2 | Fitness: 0,7697239 | BrainData : 0,8303791;1,103094;3,98748;0,5039964;3,289542;-0,7458225;3,941449;0,7153181;0,005884293;-0,8592274;-3,748626;-4,122047;3,159476;-2,843728;3,697628;-3,093714;4,862515;1,281016;-1,253284;-4,550728;-1,205234;0,2274881;-1,633718;1,173668;-3,007396;3,900156
Index: 37 | Name: car 50 | Brain Type: RandomParents | Fitness: 0,5793375 | BrainData : 0,2223773;4,32486;4,870749;-2,92202;0,05053949;-3,194616;-3,922941;-2,121107;2,43816;-1,295345;-3,925699;-1,295249;-0,7673807;1,126519;-0,9346538;-0,2617006;-0,7593555;3,839224;4,674974;-1,262026;-4,064144;4,908731;1,220508;3,895078;0,1373868;-0,1881366
Index: 38 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,5265168 | BrainData : 4,687462;-1,580706;-4,766526;-4,70026;1,979809;-0,2536755;0,9509559;3,120625;-2,135276;4,833292;-1,546945;-3,711413;3,272061;3,599336;-2,160781;-4,660866;-1,345455;0,3064041;4,874354;-3,697909;-1,989637;4,392749;4,369452;-3,339547;1,146552;-1,84761
Index: 39 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,5258876 | BrainData : -4,443007;-0,5294867;-3,9635;2,129105;4,440638;4,732347;-0,2577047;1,486987;1,844799;2,920206;-4,961986;-2,218272;-3,442616;1,528499;-2,533955;2,402656;1,812063;2,175194;-4,581552;-2,581588;3,230399;-4,271185;-4,761791;1,104765;1,706302;-0,5714579
Index: 40 | Name: car 20 | Brain Type: TotallyRandom | Fitness: 0,5251172 | BrainData : -4,362502;-4,042674;2,739404;3,831023;4,440131;1,367965;4,402735;-1,20678;-0,1764016;3,370999;0,467381;-2,524092;3,388971;2,513803;4,825289;-3,802837;2,588936;-4,062294;-1,517014;-2,173489;-3,833046;1,378742;-4,195119;-0,9371681;2,271661;3,395859
Index: 41 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,5243917 | BrainData : -4,741772;0,9528689;4,742614;-4,584222;-3,425275;4,962343;-1,12082;1,694206;-3,558439;0,733984;4,666172;3,5123;1,018672;2,386788;-0,980267;-0,4402761;0,3345757;-4,306137;-0,9175019;-4,712164;-3,095823;-1,470141;3,413386;-3,474825;3,445925;-2,251189
Index: 42 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,5238734 | BrainData : 2,690854;-1,407309;-4,967948;-3,304192;1,848656;1,104748;4,62432;2,224205;-0,2794175;-0,3586168;2,398082;-3,305026;-1,543226;-4,064866;-1,734004;3,823049;3,99509;-2,640506;-3,114575;3,022985;1,369387;1,502975;-4,922112;-4,041047;3,166419;1,977562
