Generation: 656 | maxFitness: 3,670536 | maxFitnessGen: 2,159862 | maxFitnessGenBuf: 2,066302
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,066302 | BrainData : -2,354723;0,2498907;-1,964351;0,6025544;-3,487915;3,871329;-0,1341663;3,550022;1,823573;4,936969;1,598774;-4,899726;-4,457591;1,929012;-2,31108;-3,325529;-0,0986818;-5,153187;4,120492;0,008201081;-3,882321;-3,048422;2,032359;-2,628031;-2,11399;4,293745
Index: 1 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,059678 | BrainData : -2,31941;0,2498907;-1,931559;0,6956183;-3,471538;3,944152;-0,1520482;3,580632;1,840702;4,943231;1,567665;-4,831775;-4,522486;1,913901;-2,262001;-3,264393;-0,106983;-5,134759;4,184311;0,03571237;-3,841997;-3,055398;2,015241;-2,671207;-2,148138;4,319768
Index: 2 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,059678 | BrainData : -2,330613;0,2632259;-1,938841;0,7316651;-3,471538;3,88792;-0,1520482;3,583298;1,840702;4,968089;1,559615;-4,831775;-4,522486;1,876688;-2,244437;-3,275129;-0,05996645;-5,164497;4,143627;0,03571237;-3,861694;-3,046994;2,015241;-2,671207;-2,148138;4,319768
Index: 3 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,059678 | BrainData : -2,330613;0,2459531;-1,926518;0,6750584;-3,507134;3,886717;-0,1520482;3,557481;1,801037;4,945315;1,607352;-4,805378;-4,522486;1,905703;-2,293544;-3,284657;-0,1103105;-5,144404;4,174718;0,03571237;-3,794149;-3,05389;2,015241;-2,664445;-2,148138;4,319768
Index: 4 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,059678 | BrainData : -2,378786;0,2677592;-1,947976;0,697655;-3,426909;3,922646;-0,1520482;3,557481;1,840702;4,945315;1,598774;-4,836792;-4,525025;1,905703;-2,289601;-3,307843;-0,08765061;-5,130147;4,143627;0,054787;-3,813009;-3,000347;2,015241;-2,697693;-2,148138;4,319768
Index: 5 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,059678 | BrainData : -2,330613;0,2498907;-1,966373;0,6640795;-3,445775;3,894403;-0,1974757;3,588902;1,840702;4,945315;1,642381;-4,831775;-4,522486;1,905703;-2,244437;-3,29852;-0,08386867;-5,130147;4,170856;0,03571237;-3,826124;-3,09282;2,015241;-2,671207;-2,148138;4,319768
Index: 6 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,053994 | BrainData : -2,338455;0,2480922;-1,947976;0,6830503;-3,450486;3,914098;-0,1435845;3,52456;1,840702;4,973273;1,584038;-4,831775;-4,522486;1,946915;-2,224653;-3,306626;-0,1640837;-5,139506;4,053435;0,0108398;-3,842569;-3,041882;2,032359;-2,671207;-2,125475;4,303221
Index: 7 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,053719 | BrainData : -2,283774;0,2530834;-1,937106;0,7448447;-3,471538;3,932224;-0,1520482;3,557481;1,840702;4,945315;1,598774;-4,831775;-4,522486;1,91727;-2,244437;-3,29852;-0,09599394;-5,130147;4,143627;0,03571237;-3,878148;-3,046994;2,015241;-2,671207;-2,148138;4,312231
Index: 8 | Name: car 28 | Brain Type: TOP2 | Fitness: 2,05289 | BrainData : -2,306308;0,2498907;-1,947976;0,6691286;-3,471538;3,896286;-0,1407654;3,557481;1,840702;4,945315;1,587554;-4,831775;-4,522486;1,905703;-2,244437;-3,255231;-0,08846395;-5,109951;4,143627;-0,00637963;-3,815631;-3,094002;2,015241;-2,717338;-2,148138;4,310338
Index: 9 | Name: car 37 | Brain Type: TOP2 | Fitness: 2,050072 | BrainData : -2,330613;0,2127238;-1,991751;0,6956183;-3,42989;3,917324;-0,1520482;3,589134;1,796368;4,933679;1,587934;-4,831775;-4,522486;1,905703;-2,244437;-3,29852;-0,1516369;-5,122355;4,181117;-0,01226025;-3,841997;-3,04092;2,023954;-2,647716;-2,146087;4,319768
Index: 10 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,959961 | BrainData : -2,330613;0,2132202;-1,947976;0,7275965;-3,432479;3,932224;-0,1520482;3,537981;1,840702;4,906342;1,598774;-4,82402;-4,483602;1,905703;-2,244437;-3,29852;-0,106983;-5,180069;4,151992;0,03571237;-3,841997;-3,046994;1,970569;-2,671207;-2,185069;4,310101
Index: 11 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,951059 | BrainData : -2,330613;0,2498907;-1,947976;0,6829027;-3,471538;3,90651;-0,1258309;3,536528;1,872417;4,945315;1,598774;-4,800455;-4,536619;1,861239;-2,244437;-3,306053;-0,106983;-5,132788;4,143627;0,03571237;-3,818233;-3,08421;2,025;-2,713857;-2,131265;4,285012
Index: 12 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,947701 | BrainData : -2,330613;0,2511531;-1,947976;0,7390432;-3,470115;3,932224;-0,117024;3,544989;1,840702;4,945315;1,598774;-4,80935;-4,522486;1,952066;-2,220159;-3,29852;-0,1281546;-5,144579;4,143627;0,07473956;-3,859216;-3,046994;2,001867;-2,671207;-2,148138;4,32068
Index: 13 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,939694 | BrainData : -2,330613;0,2498907;-1,947976;0,7085804;-3,512608;3,90148;-0,1520482;3,557481;1,833248;4,945315;1,598774;-4,866999;-4,522486;1,905703;-2,244437;-3,311389;-0,106983;-5,124371;4,128314;0,03571237;-3,841997;-3,063815;2,022188;-2,623757;-2,124642;4,319768
Index: 14 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,915003 | BrainData : -2,333002;0,3224936;-1,905573;0,6652503;-3,487686;3,89986;-0,1337295;3,509889;1,840702;4,961925;1,637172;-4,831775;-4,552406;1,924306;-2,264746;-3,306626;-0,1635438;-5,107657;4,065836;0,0533925;-3,841997;-3,06284;2,030488;-2,666257;-2,11399;4,251872
Index: 15 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,888441 | BrainData : -2,330613;0,2498907;-1,947976;0,6956183;-3,50143;3,972683;-0,1520482;3,557481;1,840702;4,929969;1,598774;-4,800455;-4,522486;1,905703;-2,244437;-3,29852;-0,1136129;-5,13042;4,116702;0,03571237;-3,838634;-2,999617;2,015241;-2,671207;-2,162083;4,319768
Index: 16 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,845887 | BrainData : -2,355979;0,2628428;-1,947976;0,6956183;-3,433125;3,979937;-0,1520482;3,522953;1,793599;4,945315;1,598774;-4,831775;-4,522486;1,905703;-2,244437;-3,274899;-0,09564897;-5,170894;4,143627;0,03571237;-3,852247;-3,046994;2,015241;-2,695168;-2,120944;4,319768
Index: 17 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,822251 | BrainData : -2,298903;0,2458919;-1,947976;0,6956183;-3,481609;3,932224;-0,1858114;3,50926;1,843932;4,945315;1,598774;-4,857645;-4,522486;1,909081;-2,244437;-3,261768;-0,106983;-5,130147;4,143627;0,03571237;-3,801881;-3,038964;2,013549;-2,634164;-2,118243;4,319768
Index: 18 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,8138 | BrainData : -2,330613;0,2742719;-1,906168;0,663381;-3,471538;3,913438;-0,1520482;3,508637;1,840702;4,945315;1,552986;-4,831775;-4,522486;1,905703;-2,244437;-3,312685;-0,1092985;-5,130147;4,143627;0,01255485;-3,841997;-3,02518;2,015241;-2,671207;-2,116006;4,325395
Index: 19 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,804456 | BrainData : -2,330613;0,2571759;-1,947976;0,6956183;-3,471538;3,932224;-0,1520482;3,557481;1,840702;4,914672;1,598774;-4,878087;-4,541937;1,905703;-2,200013;-3,29852;-0,106983;-5,104298;4,124009;0,03571237;-3,877969;-3,006973;2,015241;-2,671207;-2,109487;4,319768
Index: 20 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,801774 | BrainData : -2,347871;0,2860023;-1,977143;0,5804052;-3,528937;3,886364;-0,1520482;3,508567;1,840702;4,973273;1,606778;-4,783123;-4,574251;1,964712;-2,264746;-3,27975;-0,1511943;-5,1157;4,097863;0,0533925;-3,803555;-3,054321;2,008101;-2,671207;-2,11399;4,314824
Index: 21 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,745111 | BrainData : -2,344784;0,2498907;-1,947976;0,7318132;-3,471538;3,932224;-0,1520482;3,557481;1,840702;4,945315;1,602541;-4,847683;-4,522486;1,940775;-2,204139;-3,287344;-0,106983;-5,130147;4,143627;0,04007566;-3,841997;-2,998706;2,034996;-2,671207;-2,155576;4,318697
Index: 22 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,744154 | BrainData : -2,331834;0,2498907;-1,950458;0,6720929;-3,471538;3,924653;-0,1520482;3,562782;1,829523;4,945315;1,588942;-4,821487;-4,522486;1,921898;-2,244437;-3,263717;-0,1564411;-5,148322;4,143627;0,03571237;-3,815818;-3,046994;2,061245;-2,633589;-2,127896;4,31784
Index: 23 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,74288 | BrainData : -2,33073;0,2498907;-1,947976;0,6182809;-3,490387;3,856436;-0,1196443;3,501349;1,820994;4,973273;1,590495;-4,797565;-4,474505;1,944123;-2,293403;-3,338797;-0,1406842;-5,12663;4,03876;0,03185758;-3,841997;-2,994973;2,032359;-2,671207;-2,057098;4,293745
Index: 24 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,740538 | BrainData : -2,358577;0,219508;-1,994079;0,6481155;-3,489582;3,904217;-0,1450132;3,600488;1,805605;4,950833;1,598774;-4,796523;-4,522486;1,983452;-2,237601;-3,326609;-0,1033947;-5,111538;4,079538;0,0533925;-3,866015;-3,08431;1,990537;-2,671207;-2,137298;4,33578
Index: 25 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,695048 | BrainData : -2,32866;0,2498907;-1,957756;0,6439463;-3,470192;3,886364;-0,1555962;3,557481;1,874934;4,973273;1,593094;-4,867648;-4,563925;1,973497;-2,220399;-3,356236;-0,1641896;-5,103321;4,092187;0,1038177;-3,80802;-3,055387;2,051084;-2,640721;-2,105642;4,249477
Index: 26 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,692586 | BrainData : -2,330613;0,2889219;-1,990557;0,699323;-3,436289;3,932224;-0,1630659;3,565701;1,806575;4,945315;1,609306;-4,831775;-4,47597;1,905703;-2,241547;-3,249229;-0,1372885;-5,087946;4,117937;0,03246603;-3,841997;-3,046994;2,029612;-2,716822;-2,164043;4,319768
