Generation: 299 | maxFitness: 3,670536 | maxFitnessGen: 1,790732 | maxFitnessGenBuf: 1,827872
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,827872 | BrainData : 1,18889;1,095189;3,570518;0,4555468;3,180331;-0,8979172;4,392766;0,5143379;-0,3105927;-0,92966;-3,907291;-4,336595;3,159576;-2,93665;3,791565;-3,259561;4,951645;1,273546;-1,216585;-4,895473;-0,9302344;0,3108125;-1,458462;1,164532;-2,668718;3,945016
Index: 1 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,827218 | BrainData : 1,164812;1,094958;3,546254;0,3447471;3,178717;-0,9463732;4,443115;0,5204073;-0,272448;-0,9146023;-3,907291;-4,336595;3,170825;-2,9256;3,824424;-3,225642;4,869285;1,228961;-1,244386;-4,875909;-0,9836937;0,2963794;-1,565592;1,17914;-2,656024;3,915708
Index: 2 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,823284 | BrainData : 1,164812;1,094958;3,56716;0,3959028;3,219772;-0,9463732;4,356456;0,4859672;-0,2280013;-0,9146023;-3,954476;-4,350221;3,181875;-2,9256;3,824424;-3,238542;4,933892;1,305247;-1,241351;-4,866144;-0,9649226;0,2839091;-1,535903;1,17914;-2,698016;3,955697
Index: 3 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,822602 | BrainData : 1,164812;1,094958;3,56716;0,3560323;3,140847;-0,9463732;4,422007;0,5164588;-0,272448;-0,9003194;-3,907291;-4,294621;3,154738;-2,951346;3,824424;-3,230757;4,872365;1,27251;-1,253;-4,866144;-0,9866199;0,3108125;-1,534945;1,17914;-2,656024;3,945016
Index: 4 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,820151 | BrainData : 1,164812;1,094958;3,59806;0,393883;3,175561;-0,9463732;4,37616;0,4992323;-0,272448;-0,8856243;-3,943152;-4,355537;3,165283;-2,9256;3,824424;-3,225642;4,914775;1,244602;-1,284744;-4,866144;-0,9673799;0,3448943;-1,535903;1,149797;-2,660639;3,958351
Index: 5 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,804574 | BrainData : 1,164812;1,094958;3,536505;0,3984545;3,185611;-0,9463732;4,405854;0,495079;-0,272448;-0,9146023;-3,907291;-4,29905;3,181875;-2,919115;3,824424;-3,182035;4,901914;1,244354;-1,244386;-4,866144;-1,007523;0,3149588;-1,535903;1,17914;-2,656024;3,945016
Index: 6 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,791397 | BrainData : 1,162582;1,061012;3,533083;0,4283872;3,169865;-0,9463732;4,432439;0,4859672;-0,272448;-0,9146023;-3,907291;-4,293052;3,181875;-2,9256;3,824424;-3,226788;4,910174;1,273546;-1,268969;-4,901889;-0,9649226;0,3108125;-1,551429;1,17914;-2,656024;3,930913
Index: 7 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,775173 | BrainData : 1,166668;1,094958;3,56716;0,3847876;3,175561;-0,9276647;4,405233;0,4859672;-0,272448;-0,8795206;-3,907291;-4,297945;3,19091;-2,961163;3,824424;-3,260801;4,920641;1,315813;-1,244033;-4,866144;-0,9649226;0,2926306;-1,551801;1,17914;-2,656024;3,92554
Index: 8 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,771982 | BrainData : 1,158368;1,094958;3,545669;0,3549893;3,175561;-0,9926392;4,402442;0,4859672;-0,2535343;-0,8729355;-3,922374;-4,367889;3,216693;-2,928184;3,824424;-3,225642;4,914775;1,246682;-1,238939;-4,890796;-0,9593442;0,3095876;-1,491484;1,17914;-2,636334;3,945016
Index: 9 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,759088 | BrainData : 1,205096;1,094958;3,612103;0,370397;3,175561;-0,9463732;4,405233;0,4705028;-0,2401743;-0,9076306;-3,907291;-4,336595;3,181875;-2,9256;3,838451;-3,257328;4,892659;1,299279;-1,244386;-4,834822;-0,9649226;0,3413714;-1,57212;1,134534;-2,656024;3,945016
Index: 10 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,724632 | BrainData : 1,134248;1,103342;3,56716;0,4236397;3,175561;-0,9463732;4,363451;0,4526919;-0,272448;-0,9146023;-3,907291;-4,319092;3,23155;-2,970089;3,824424;-3,217802;4,914775;1,237873;-1,244386;-4,866144;-1,001937;0,3108125;-1,556819;1,17914;-2,656024;3,993439
