Generation: 635 | maxFitness: 3,670536 | maxFitnessGen: 2,04178 | maxFitnessGenBuf: 1,913831
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,913831 | BrainData : -2,18118;0,2445434;-2,03822;0,6388661;-3,384863;3,836036;-0,1393725;3,642664;1,833637;4,847869;1,498195;-4,988002;-4,339956;1,943238;-2,279675;-3,219881;-0,2133835;-5,077622;4,091525;0,04247256;-3,986686;-2,969891;2,017257;-2,540694;-2,126571;4,296271
Index: 1 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,908541 | BrainData : -2,227304;0,2445434;-1,955354;0,6388661;-3,429578;3,861258;-0,1847634;3,670766;1,875907;4,861851;1,508631;-4,988049;-4,374472;1,935116;-2,279675;-3,150102;-0,1648104;-5,113258;4,06623;0,03559339;-4,010402;-2,996349;2,017257;-2,57721;-2,113088;4,23994
Index: 2 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,907544 | BrainData : -2,168784;0,326003;-1,9558;0,5737893;-3,423577;3,848012;-0,2306508;3,603279;1,821484;4,983341;1,564211;-4,93471;-4,312538;1,938201;-2,254598;-3,203404;-0,1794371;-5,089896;4,091525;0,02380741;-3,990782;-3,058253;2,045129;-2,537956;-2,08487;4,23994
Index: 3 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,907004 | BrainData : -2,224964;0,290352;-1,960693;0,6388661;-3,429578;3,926673;-0,1456229;3,642664;1,883129;4,861851;1,508631;-5,031703;-4,374472;1,89398;-2,296304;-3,123755;-0,1648104;-5,06793;4,087521;0,03559339;-4,010402;-2,996349;2,014512;-2,532006;-2,109897;4,263655
Index: 4 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,898072 | BrainData : -2,196555;0,2445434;-1,996199;0,6388661;-3,429578;3,853062;-0,1456229;3,642664;1,875907;4,842412;1,508631;-4,988049;-4,374472;1,935116;-2,279675;-3,131511;-0,1885154;-5,098406;4,120746;0,03559339;-4,053266;-2,992903;2,017257;-2,540115;-2,080925;4,192415
Index: 5 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,887308 | BrainData : -2,227304;0,2417067;-1,9997;0,6388661;-3,429578;3,885596;-0,1456229;3,652754;1,848222;4,839021;1,508631;-4,984819;-4,361796;1,970768;-2,241383;-3,150102;-0,1648104;-5,110632;4,087134;0,01000779;-4,010402;-2,984639;2,017257;-2,540694;-2,109897;4,23994
Index: 6 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,887308 | BrainData : -2,227304;0,2329791;-1,9997;0,6802112;-3,429578;3,885596;-0,1456229;3,642664;1,875907;4,861851;1,508631;-4,967239;-4,348775;1,933146;-2,279675;-3,100237;-0,1648104;-5,098406;4,133321;0,07460782;-4,010402;-2,996349;2,017257;-2,582972;-2,109897;4,23994
Index: 7 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,887216 | BrainData : -2,207654;0,2104955;-2,03822;0,6388661;-3,384863;3,826127;-0,1393725;3,642664;1,82304;4,870994;1,498195;-4,946791;-4,424763;1,92518;-2,279675;-3,193089;-0,1697415;-5,077622;4,091525;0,03559339;-3,945775;-2,99382;2,017257;-2,540694;-2,126571;4,272979
Index: 8 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,856286 | BrainData : -2,25279;0,2445434;-1,9997;0,6764513;-3,411194;3,917935;-0,1490554;3,642664;1,896707;4,861851;1,508631;-4,994185;-4,374472;1,93281;-2,279675;-3,156376;-0,2006491;-5,124964;4,091525;0,03559339;-3,993281;-3,041961;2,00026;-2,52392;-2,109897;4,23994
Index: 9 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,851192 | BrainData : -2,227304;0,2692432;-2,036983;0,6792101;-3,385474;3,8803;-0,110964;3,642664;1,875907;4,874778;1,53237;-4,988049;-4,38577;1,953773;-2,279675;-3,150102;-0,1324373;-5,098406;4,091525;0,01131406;-4,010402;-3,020476;2,017257;-2,531614;-2,109897;4,280075
Index: 10 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,849952 | BrainData : -2,227304;0,2445434;-1,9997;0,6388661;-3,429578;3,899611;-0,1456229;3,642664;1,879976;4,882508;1,531556;-5,030699;-4,354178;1,935116;-2,279675;-3,198858;-0,131189;-5,129717;4,104881;0,03559339;-4,010402;-3,01873;2,016074;-2,587788;-2,106116;4,273032
Index: 11 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,841165 | BrainData : -2,213413;0,2201956;-1,9997;0,6558816;-3,415612;3,885048;-0,1456229;3,642664;1,875907;4,861851;1,508631;-4,988049;-4,349134;1,961311;-2,300974;-3,167783;-0,1549847;-5,098406;4,091525;0,02173718;-4,010402;-3,04041;2,000771;-2,540694;-2,080973;4,198077
Index: 12 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,821981 | BrainData : -2,181637;0,2484743;-1,9997;0,6695371;-3,470011;3,885596;-0,1890871;3,649503;1,875907;4,861851;1,480621;-5,017883;-4,374472;1,916199;-2,279675;-3,150102;-0,1648104;-5,098406;4,091525;0,03559339;-3,985962;-2,946664;2,017257;-2,523929;-2,145267;4,284505
Index: 13 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,80834 | BrainData : -2,255988;0,2589202;-2,027754;0,6237652;-3,430825;3,885596;-0,1456229;3,65327;1,888079;4,861851;1,498527;-4,988049;-4,374472;1,935116;-2,279675;-3,150481;-0,1648104;-5,145836;4,083693;0,06720418;-3,975026;-2,996349;2,017257;-2,559448;-2,120301;4,247222
Index: 14 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,794361 | BrainData : -2,227304;0,2653364;-1,9997;0,6388661;-3,412721;3,885596;-0,1228416;3,594638;1,875907;4,861851;1,508631;-5,006227;-4,335461;1,917579;-2,279675;-3,150102;-0,1437462;-5,101038;4,091525;0,06423365;-4,010402;-2,951885;2,034543;-2,563772;-2,063035;4,23994
Index: 15 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,792545 | BrainData : -2,227304;0,2445434;-2,032997;0,6615418;-3,429578;3,881434;-0,1707961;3,642664;1,907146;4,861851;1,508631;-5,010859;-4,374472;1,935116;-2,279675;-3,195102;-0,1149246;-5,134754;4,091525;0,03559339;-3,991663;-2,976585;2,017257;-2,540694;-2,079694;4,23994
Index: 16 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,784467 | BrainData : -2,227304;0,2612852;-1,993843;0,6369359;-3,400746;3,885596;-0,1288062;3,683421;1,875907;4,861851;1,478872;-4,988049;-4,361917;1,935116;-2,279675;-3,150102;-0,1531242;-5,052026;4,058631;0,03559339;-3,990056;-2,996349;2,017257;-2,540694;-2,077689;4,23994
Index: 17 | Name: car 3 | Brain Type: RandomParents | Fitness: 1,784342 | BrainData : -2,210229;0,2891531;-1,9558;0,5737893;-3,4149;3,848012;-0,1513917;3,603279;1,879014;4,937805;1,546342;-5,004892;-4,312538;1,937014;-2,249665;-3,245075;-0,1570192;-5,089896;4,105639;0,05026747;-3,990782;-3,058253;2,010287;-2,580798;-2,08487;4,23994
Index: 18 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,764697 | BrainData : -2,227304;0,2005967;-2,018003;0,6830592;-3,429578;3,885596;-0,1456229;3,642664;1,875907;4,861851;1,508631;-4,988049;-4,357901;1,89799;-2,310057;-3,168759;-0,1779803;-5,098406;4,071956;0,03559339;-4,010402;-2,996349;1,985617;-2,586339;-2,109897;4,249394
Index: 19 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,75754 | BrainData : -1,218629;4,173391;-2,786755;-1,808327;3,278031;-1,747056;3,734451;-2,465639;1,584611;-0,4522538;3,250798;-0,3678136;1,416534;4,778078;3,817898;2,983023;2,749381;-1,853763;-2,075449;-1,488681;-2,538104;-4,442991;-3,18417;0,6768596;-0,2557182;0,1231048
Index: 20 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,747477 | BrainData : -2,227304;0,2681419;-1,976564;0,6388661;-3,429578;3,848856;-0,1456229;3,643947;1,875907;4,898719;1,508631;-5,000542;-4,3394;1,953005;-2,279675;-3,150102;-0,1347886;-5,145042;4,091525;0,03559339;-4,010402;-3,023521;2,017257;-2,540694;-2,119821;4,23994
Index: 21 | Name: car 4 | Brain Type: RandomParents | Fitness: 1,704906 | BrainData : -2,158116;0,2709349;-2,063361;0,6720611;-3,411886;3,764195;-0,140259;3,662314;1,775504;4,920987;1,541947;-5,036466;-4,24539;1,920671;-2,260851;-3,271681;-0,1666942;-5,07405;4,124342;0,07110032;-3,946949;-2,941948;2,017257;-2,595243;-2,135049;4,249295
Index: 22 | Name: car 50 | Brain Type: RandomParents | Fitness: 1,699412 | BrainData : 1,553635;-2,840796;-1,667058;2,755064;-3,717508;3,526142;4,052381;4,778154;-2,027209;2,69417;3,200208;4,636578;-0,1406674;3,344737;-2,93056;2,57517;-2,694012;1,811637;-2,720848;0,9836216;-2,201725;0,1517887;0,7486372;0,1620622;2,964183;-3,039658
Index: 23 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,698421 | BrainData : -2,227304;0,2445434;-2,048372;0,6430435;-3,381576;3,885596;-0,1456229;3,604694;1,83179;4,862877;1,485604;-5,03776;-4,374472;1,935116;-2,324445;-3,150102;-0,1648104;-5,098406;4,088218;0,01113612;-4,010402;-2,996349;1,984983;-2,54894;-2,082088;4,23994
Index: 24 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,698192 | BrainData : -2,227304;0,2685088;-1,9997;0,6388661;-3,479458;3,885596;-0,1456229;3,624675;1,860271;4,851691;1,539717;-5,013792;-4,374472;1,946869;-2,254429;-3,150102;-0,1803456;-5,126233;4,137371;-0,002231251;-4,010402;-2,996349;1,975749;-2,540694;-2,109897;4,264157
Index: 25 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,698182 | BrainData : -2,227304;0,2477923;-1,9997;0,6388661;-3,429578;3,885596;-0,1434078;3,642664;1,906101;4,861851;1,508631;-4,953505;-4,416503;1,968816;-2,252537;-3,150102;-0,1648104;-5,076998;4,098373;0,08120969;-4,042517;-2,992535;1,972412;-2,540694;-2,109897;4,257057
Index: 26 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,694279 | BrainData : -2,246824;0,2781202;-2,002808;0,593492;-3,429578;3,866468;-0,1456229;3,647348;1,835424;4,861851;1,543122;-4,943096;-4,380061;1,936132;-2,272135;-3,150102;-0,1648104;-5,098406;4,088845;0,03376008;-3,970259;-3,037168;2,01976;-2,502017;-2,128685;4,23994
Index: 27 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,680206 | BrainData : -2,202215;0,2445434;-2,012987;0,7145212;-3,386271;3,906877;-0,1087374;3,634658;1,759303;4,889959;1,543641;-4,988002;-4,344357;1,921895;-2,268786;-3,193089;-0,174264;-5,067926;4,01284;0,03559339;-3,994839;-3,022878;2,008001;-2,540694;-2,159292;4,273739
Index: 28 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,667716 | BrainData : -2,227304;0,2445434;-1,975487;0,6042626;-3,423498;3,90107;-0,1053771;3,642664;1,890388;4,861851;1,47655;-4,955916;-4,378504;1,968844;-2,309502;-3,150102;-0,1309071;-5,145736;4,091525;0,06192434;-4,010402;-3,027622;2,042928;-2,540694;-2,109897;4,23994
Index: 29 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,664962 | BrainData : -2,227304;0,2002829;-1,9997;0,6214261;-3,429578;3,885596;-0,1456229;3,603498;1,866202;4,853675;1,508631;-4,988049;-4,348993;1,928005;-2,279675;-3,150102;-0,1468078;-5,098406;4,111373;0,03559339;-4,01615;-2,996349;2,042526;-2,540694;-2,109897;4,23994
Index: 30 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,61428 | BrainData : -2,227304;0,2516654;-2,035686;0,6388661;-3,432556;3,885596;-0,1456229;3,642664;1,875907;4,861851;1,508631;-4,976759;-4,418743;1,935116;-2,279675;-3,130316;-0,1778246;-5,098406;4,046254;0,02908983;-4,010402;-3,040513;2,017257;-2,563983;-2,145917;4,23994
Index: 31 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,595648 | BrainData : -2,227304;0,2445434;-2,040509;0,6388661;-3,449115;3,885596;-0,1103145;3,642664;1,867599;4,861851;1,513219;-4,988049;-4,374472;1,96665;-2,300483;-3,150102;-0,1648104;-5,116171;4,049356;0,07616843;-3,9622;-2,996349;2,017257;-2,540694;-2,145277;4,242211
Index: 32 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,522525 | BrainData : -2,207654;0,285317;-2,01794;0,6388661;-3,414571;3,83706;-0,1393725;3,644785;1,833637;4,91354;1,545068;-4,988002;-4,369413;1,911768;-2,215444;-3,201674;-0,2098805;-5,122492;4,091525;0,06699574;-3,986686;-2,997768;2,017257;-2,52571;-2,143668;4,225212
Index: 33 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,516089 | BrainData : -2,235611;0,206404;-1,9997;0,6830441;-3,404023;3,885596;-0,1321113;3,671941;1,875907;4,874832;1,508631;-4,987876;-4,357007;1,946096;-2,310523;-3,14257;-0,1648104;-5,098406;4,135213;0,07349797;-3,972128;-2,984982;2,017257;-2,540694;-2,152254;4,23994
Index: 34 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,349007 | BrainData : -2,176208;0,2815547;-2,01794;0,6812216;-3,411418;3,871131;-0,1844211;3,673314;1,805837;4,889959;1,55843;-4,966889;-4,310151;1,921895;-2,279675;-3,211978;-0,2389174;-5,077622;4,058332;0,06703568;-3,994839;-2,951494;2,033787;-2,543122;-2,138889;4,23994
Index: 35 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,317211 | BrainData : -2,218963;0,2767897;-2,01794;0,6568646;-3,428834;3,848012;-0,0899039;3,630809;1,874777;4,889959;1,529474;-5,063733;-4,359509;1,898801;-2,297429;-3,156305;-0,1973718;-5,106152;4,146766;0,03559339;-3,986686;-2,996349;1,968502;-2,540694;-2,085942;4,23994
Index: 36 | Name: car 20 | Brain Type: TotallyRandom | Fitness: 0,6976404 | BrainData : 0,5683022;-1,086026;1,930559;0,764535;4,199759;3,201814;-1,923129;-0,5171628;-0,5198498;-3,97753;-2,605711;-1,798523;4,858785;2,061943;-4,357462;2,356441;-2,210007;-3,630051;3,779484;4,838945;-4,282336;-2,399421;-4,172039;3,547924;-0,5224533;2,542193
Index: 37 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,574193 | BrainData : -4,329561;0,4818492;-2,642019;-2,510202;-1,85217;-3,877168;2,804269;-0,02237272;3,574075;1,873875;1,746435;-1,265331;3,625616;3,573927;1,816413;0,2157335;-4,360867;3,636642;0,5355101;4,345462;-0,6519179;2,819037;-0,5163937;-4,077932;2,867218;3,155981
Index: 38 | Name: car 19 | Brain Type: TotallyRandom | Fitness: 0,5741674 | BrainData : -1,645141;4,410921;3,605444;2,390144;-3,103462;3,295249;2,974989;-4,071227;-1,296394;-4,826059;4,507135;3,283773;3,099327;-3,800502;0,2999978;4,939109;-4,523489;-4,262287;-2,209681;-2,346665;3,880733;-4,702579;-2,665365;0,5670686;1,63792;3,893367
Index: 39 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,5741251 | BrainData : 4,054951;3,671432;-4,566584;0,6692915;0,3297539;0,7504315;-0,9147663;-1,861317;2,422681;0,9802432;-2,921897;-4,235027;2,659597;2,024532;-4,449703;4,317362;0,1010485;0,0528903;-0,8071132;-2,533155;3,895428;-2,372088;4,672134;-3,683509;2,638496;-4,719231
Index: 40 | Name: car 6 | Brain Type: RandomParents | Fitness: 0,5736136 | BrainData : 0,8987439;4,931129;3,967628;4,258829;-4,509431;-2,803317;4,342954;-0,3536626;2,952771;-4,332227;-2,985462;-1,978329;-2,238674;1,235933;3,177898;-0,1968937;-1,384068;-0,991538;-4,337532;-3,466694;4,684568;4,344915;3,578755;-1,43222;2,021351;3,754918
Index: 41 | Name: car 22 | Brain Type: TotallyRandom | Fitness: 0,5728704 | BrainData : -1,485362;1,73695;4,980888;2,742714;-2,694949;-2,503388;-2,713839;3,929586;1,571972;4,446477;3,556122;3,272732;-2,887726;-0,567637;-4,730262;1,386486;-3,215174;-4,44083;3,74851;-3,748279;-3,867405;2,479053;0,4681377;-1,019167;3,834229;2,680387
