Generation: 987 | maxFitness: 3,670536 | maxFitnessGen: 3,277527 | maxFitnessGenBuf: 2,839244
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,839244 | BrainData : -2,338266;0,05083168;-2,013093;-0,01538146;-3,246384;4,251647;-0,09861353;3,420805;2,072648;4,489021;1,02194;-4,588556;-4,168717;2,085175;-2,34215;-3,52484;-0,3959444;-4,322287;4,342651;-0,3349438;-3,927193;-3,13489;2,247225;-2,231961;-1,758405;3,939507
Index: 1 | Name: car 14 | Brain Type: RandomParents | Fitness: 2,835139 | BrainData : -2,226769;0,06907853;-2,048562;-0,05351614;-3,336181;4,309755;-0,1482462;3,477734;2,030768;4,493589;0,9730399;-4,636513;-4,144585;2,159732;-2,353712;-3,555463;-0,3471029;-4,20445;4,410346;-0,3935459;-3,911572;-3,205055;2,203763;-2,248747;-1,795758;3,941213
Index: 2 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,800048 | BrainData : -2,19018;0,09787706;-2,029887;-0,02962318;-3,338918;4,29525;-0,1718562;3,44438;2,08039;4,537992;1,017785;-4,636513;-4,190266;2,194957;-2,444857;-3,549846;-0,3704214;-4,213774;4,379946;-0,3935459;-3,897851;-3,169909;2,2293;-2,217747;-1,805789;4,032673
Index: 3 | Name: car 6 | Brain Type: RandomParents | Fitness: 2,798776 | BrainData : -2,295533;0,09840386;-2,029526;0,05576908;-3,345916;4,190519;-0,2040256;3,369887;2,097526;4,508741;1,029823;-4,692437;-4,110378;2,103504;-2,357421;-3,570958;-0,4772438;-4,252306;4,371851;-0,3000572;-3,960754;-3,145357;2,264091;-2,284621;-1,757987;3,985973
Index: 4 | Name: car 3 | Brain Type: RandomParents | Fitness: 2,797795 | BrainData : -2,214677;0,1296668;-2,072235;-0,04704083;-3,294597;4,32661;-0,1437992;3,488266;1,987723;4,50711;1,054593;-4,591577;-4,169097;2,244547;-2,444857;-3,572306;-0,3913162;-4,230587;4,366462;-0,3935459;-3,897851;-3,163626;2,207837;-2,283979;-1,825014;4,03405
Index: 5 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,794825 | BrainData : -2,360927;0,05083168;-1,970054;0,01565612;-3,291685;4,251647;-0,1261889;3,420805;2,099682;4,440226;1,02194;-4,593706;-4,200379;2,108631;-2,361971;-3,52484;-0,3915465;-4,312578;4,366322;-0,3674084;-3,927193;-3,138315;2,259928;-2,214136;-1,758405;3,975152
Index: 6 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,79476 | BrainData : -2,338266;0,03816349;-2,013093;-0,02224171;-3,311477;4,251647;-0,09861353;3,376927;2,099682;4,488243;1,068854;-4,637483;-4,203363;2,073027;-2,34215;-3,517762;-0,3915465;-4,312578;4,402931;-0,3674084;-3,927193;-3,104692;2,241727;-2,251369;-1,758405;3,943065
Index: 7 | Name: car 9 | Brain Type: RandomParents | Fitness: 2,794746 | BrainData : -2,376257;0,09127809;-2,008173;0,003312951;-3,265652;4,251647;-0,0751319;3,420805;2,122699;4,457145;1,02194;-4,637483;-4,173324;2,11493;-2,322125;-3,574129;-0,3915465;-4,307499;4,37118;-0,3674084;-3,946008;-3,138315;2,247225;-2,178717;-1,758405;3,952714
Index: 8 | Name: car 30 | Brain Type: TOP2 | Fitness: 2,794746 | BrainData : -2,305004;0,03056566;-2,027243;0,01723398;-3,219581;4,226502;-0,09861353;3,400391;2,099682;4,468647;0,9783365;-4,637483;-4,180246;2,164007;-2,376294;-3,52484;-0,398291;-4,321081;4,322279;-0,3674084;-3,911861;-3,138315;2,247225;-2,235847;-1,758405;3,952714
Index: 9 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,761473 | BrainData : -2,368055;0,020539;-2,027781;-0,02819764;-3,265652;4,296297;-0,1391709;3,416197;2,099682;4,507675;0,9866697;-4,637483;-4,213373;2,09343;-2,34215;-3,508014;-0,3915465;-4,2754;4,37118;-0,3674084;-3,927193;-3,138315;2,236492;-2,214136;-1,758405;3,952714
Index: 10 | Name: car 43 | Brain Type: TOP2 | Fitness: 2,755294 | BrainData : -2,314345;0,07182427;-2,001247;-0,02819764;-3,300807;4,251647;-0,09861353;3,420805;2,146075;4,489021;1,020689;-4,637483;-4,180246;2,093025;-2,379087;-3,483474;-0,3915465;-4,312578;4,388479;-0,3674084;-3,897703;-3,138315;2,247225;-2,214136;-1,758405;3,972473
Index: 11 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,713916 | BrainData : -2,338266;0,05083168;-1,970032;0,01919136;-3,265652;4,279168;-0,09861353;3,436771;2,099682;4,489021;1,02194;-4,637483;-4,180246;2,11493;-2,34215;-3,479562;-0,3915465;-4,312578;4,37118;-0,3674084;-3,927193;-3,135642;2,228739;-2,180068;-1,758405;3,952714
Index: 12 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,665258 | BrainData : -2,338266;0,09682132;-2,044999;-0,02819764;-3,265652;4,251647;-0,09008031;3,401174;2,099682;4,448311;1,02194;-4,671856;-4,196584;2,130148;-2,34215;-3,52484;-0,352802;-4,336505;4,37118;-0,3769872;-3,957677;-3,09957;2,216232;-2,211222;-1,758405;3,941842
Index: 13 | Name: car 28 | Brain Type: TOP2 | Fitness: 2,66087 | BrainData : -2,338266;0,0528849;-2,060089;-0,02819764;-3,265652;4,251647;-0,09861353;3,452839;2,099682;4,489021;1,02194;-4,637483;-4,156842;2,14573;-2,335886;-3,52484;-0,3823407;-4,312578;4,37118;-0,3903493;-3,927193;-3,138315;2,220551;-2,214136;-1,758405;3,950467
Index: 14 | Name: car 7 | Brain Type: RandomParents | Fitness: 2,65918 | BrainData : -2,23223;0,1115441;-2,029887;-0,06108538;-3,315715;4,308568;-0,1718562;3,380471;2,03683;4,524378;1,100423;-4,62506;-4,177214;2,162427;-2,439453;-3,522593;-0,3145836;-4,29366;4,442311;-0,4380196;-3,968026;-3,205516;2,203763;-2,279991;-1,805789;4,025791
Index: 15 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,656141 | BrainData : -2,341963;0,05083168;-2,013093;0,01234779;-3,265652;4,204946;-0,1004952;3,44882;2,099682;4,464946;1,00015;-4,611614;-4,180246;2,088636;-2,350604;-3,492209;-0,3915465;-4,312578;4,37118;-0,3727532;-3,927193;-3,138315;2,291261;-2,201221;-1,732875;3,952714
Index: 16 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,653886 | BrainData : -2,338266;0,05083168;-2,014278;-0,01727132;-3,265652;4,251647;-0,09861353;3,420805;2,087364;4,489021;1,02194;-4,637483;-4,180246;2,10349;-2,338096;-3,52484;-0,3915465;-4,326802;4,415338;-0,3674084;-3,927193;-3,138315;2,267878;-2,209914;-1,721888;3,952714
Index: 17 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,653554 | BrainData : -2,338266;0,02567907;-2,013093;-0,02819764;-3,265652;4,283096;-0,09861353;3,377549;2,099682;4,456018;1,02194;-4,588181;-4,180246;2,11493;-2,34215;-3,553874;-0,3822175;-4,312578;4,351506;-0,3674084;-3,977149;-3,165921;2,247225;-2,214136;-1,758405;3,931602
Index: 18 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,651724 | BrainData : -2,254213;0,1278744;-2,009047;-0,02962318;-3,336851;4,290986;-0,2342704;3,492627;2,07375;4,483251;1,011253;-4,636513;-4,177214;2,166976;-2,4788;-3,533502;-0,3699999;-4,244052;4,436915;-0,3825113;-3,894117;-3,205516;2,164309;-2,279793;-1,824671;3,997468
Index: 19 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,647339 | BrainData : -2,338266;0,0561946;-2,013093;-0,04590831;-3,265652;4,251647;-0,140672;3,461579;2,122242;4,489021;1,02194;-4,637483;-4,180246;2,157002;-2,34215;-3,52484;-0,3915465;-4,329703;4,363494;-0,3674084;-3,927193;-3,138315;2,247225;-2,231581;-1,758405;4,001253
Index: 20 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,644263 | BrainData : -2,338266;0,004175916;-2,013093;-0,04658635;-3,271614;4,251647;-0,1400034;3,420805;2,112575;4,467758;1,02194;-4,591619;-4,180246;2,11493;-2,327151;-3,52484;-0,3915465;-4,312578;4,37118;-0,3644762;-3,905587;-3,108204;2,247225;-2,234907;-1,758405;4,00236
Index: 21 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,508589 | BrainData : -2,338266;0,05083168;-2,013093;-0,02819764;-3,265652;4,251647;-0,1306815;3,420805;2,099682;4,489021;1,02194;-4,637483;-4,207393;2,11493;-2,368521;-3,505495;-0,34541;-4,312578;4,352423;-0,3674084;-3,927193;-3,091269;2,225376;-2,214136;-1,756166;3,970325
Index: 22 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,459251 | BrainData : -2,30133;0,02181796;-2,013093;-0,02819764;-3,219423;4,251647;-0,1161603;3,422113;2,098112;4,445219;1,02194;-4,63691;-4,180246;2,11493;-2,34215;-3,52484;-0,3915465;-4,312578;4,37118;-0,3674084;-3,927193;-3,172227;2,247225;-2,20799;-1,774774;3,952714
