Generation: 541 | maxFitness: 3,670536 | maxFitnessGen: 2,056491 | maxFitnessGenBuf: 2,061503
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,061503 | BrainData : 0,571349;1,24788;4,049151;0,7019376;3,534679;-1,101834;4,092586;0,904825;0,03154353;-0,9557618;-3,661865;-4,21267;3,087587;-2,134566;3,853685;-2,973108;4,963992;0,869743;-1,322854;-4,404654;-1,545058;0,2196884;-1,271694;1,095399;-2,843601;3,73776
Index: 1 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,055306 | BrainData : 0,5986575;1,24788;4,035251;0,6943695;3,571893;-1,0952;4,106353;0,9061596;0,04500749;-0,9557618;-3,67261;-4,203492;3,087587;-2,194914;3,804049;-2,973108;4,973457;0,8615652;-1,325363;-4,422734;-1,587247;0,2627172;-1,265615;1,056527;-2,843601;3,73776
Index: 2 | Name: car 9 | Brain Type: RandomParents | Fitness: 2,054851 | BrainData : 0,5824558;1,24788;4,083756;0,6885112;3,534679;-1,074781;4,132608;0,9148546;0,04500749;-0,9557618;-3,67261;-4,237832;3,087587;-2,18384;3,835527;-2,976404;4,930036;0,8615652;-1,293403;-4,422734;-1,545058;0,2244063;-1,238345;1,095399;-2,843601;3,73776
Index: 3 | Name: car 14 | Brain Type: RandomParents | Fitness: 2,001326 | BrainData : 0,5921407;1,274542;4,064617;0,6559345;3,515635;-1,07029;4,155407;0,9142616;0,006897617;-0,9361877;-3,687944;-4,177251;3,039591;-2,251485;3,866986;-2,973108;4,947573;0,8615652;-1,369112;-4,387885;-1,554;0,2096173;-1,234834;1,115119;-2,832764;3,730035
Index: 4 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,98784 | BrainData : 0,5497556;1,24788;4,046524;0,6943695;3,534679;-1,05139;4,119207;0,9205375;0,04500749;-0,9714069;-3,67261;-4,256117;3,072352;-2,16665;3,807863;-2,995435;4,945837;0,8615652;-1,311745;-4,422734;-1,545058;0,2353179;-1,308687;1,089797;-2,843601;3,742747
Index: 5 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,98348 | BrainData : 0,5787743;1,24788;4,053713;0,7256461;3,499079;-1,0952;4,119207;0,9148546;0,01238972;-0,9817201;-3,654514;-4,216775;3,087587;-2,207157;3,853685;-2,933776;4,917194;0,8615652;-1,282532;-4,422734;-1,545058;0,2254873;-1,265615;1,095399;-2,843601;3,729704
Index: 6 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,957146 | BrainData : 0,5875528;1,223293;4,037668;0,6943695;3,534679;-1,0952;4,090351;0,8924858;0,09424843;-0,9876132;-3,67261;-4,21267;3,087587;-2,18384;3,853685;-2,986614;4,912678;0,8615652;-1,311745;-4,453517;-1,544968;0,2244063;-1,265615;1,095399;-2,828124;3,73232
Index: 7 | Name: car 49 | Brain Type: TOP2 | Fitness: 1,956868 | BrainData : 0,5986575;1,24788;4,045978;0,6943695;3,55808;-1,094328;4,112557;0,9245806;-0,004216839;-0,9557618;-3,67261;-4,208724;3,068673;-2,207928;3,830158;-2,973108;4,948449;0,8929335;-1,311745;-4,422734;-1,545058;0,2244063;-1,265615;1,0839;-2,843601;3,73776
Index: 8 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,952931 | BrainData : 0,5986575;1,24788;4,045978;0,6943695;3,534679;-1,0952;4,119207;0,9148546;0,06283125;-0,9557618;-3,67261;-4,21267;3,128523;-2,229954;3,896269;-2,973108;4,93978;0,9106818;-1,304612;-4,422734;-1,550556;0,2244063;-1,265615;1,067063;-2,864054;3,710822
Index: 9 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,942705 | BrainData : 0,5986575;1,24788;4,045978;0,6979375;3,534679;-1,0952;4,161256;0,9148546;0,04500749;-0,9557618;-3,67261;-4,21267;3,124338;-2,144153;3,853685;-2,973108;4,943201;0,8576814;-1,311745;-4,422734;-1,545058;0,2244063;-1,265615;1,082575;-2,843601;3,73776
Index: 10 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,898909 | BrainData : 0,5986575;1,24788;4,045978;0,7207593;3,534679;-1,0952;4,13531;0,9034721;0,06775191;-0,9557618;-3,642917;-4,21267;3,087587;-2,197079;3,834537;-2,929598;4,935583;0,8615652;-1,311745;-4,422734;-1,545058;0,2244063;-1,265615;1,079813;-2,843601;3,73776
Index: 11 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,870572 | BrainData : 0,5986575;1,24788;4,065927;0,6943695;3,534679;-1,0952;4,102256;0,9282503;0,04500749;-0,9928132;-3,633352;-4,21267;3,133842;-2,18384;3,857465;-2,990416;4,906904;0,8615652;-1,311745;-4,422734;-1,57685;0,2244063;-1,265615;1,095399;-2,798237;3,735268
