Generation: 707 | maxFitness: 3,670536 | maxFitnessGen: 2,00075 | maxFitnessGenBuf: 2,161068
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,161068 | BrainData : -2,288389;0,2464245;-1,890314;0,4503423;-3,468123;4,004004;-0,1656205;3,393269;1,972802;4,656516;1,496187;-4,713571;-4,61357;1,838449;-2,501553;-3,72307;-0,2939086;-5,227005;4,103427;-0,03315065;-4,089873;-3,316591;2,158657;-2,403106;-1,968093;4,259691
Index: 1 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,15084 | BrainData : -2,25655;0,2464245;-1,845912;0,4831012;-3,468123;3,955656;-0,1452428;3,364818;1,889763;4,662195;1,496187;-4,681873;-4,58089;1,838449;-2,49115;-3,74174;-0,2939086;-5,227005;4,069706;-0,0603654;-4,107321;-3,35576;2,192049;-2,429082;-1,966205;4,310553
Index: 2 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,139534 | BrainData : -2,25655;0,2464245;-1,890314;0,4662155;-3,468123;4,009967;-0,1069924;3,333974;1,972462;4,662195;1,496187;-4,725102;-4,625046;1,822976;-2,501553;-3,705977;-0,2547909;-5,252953;4,08157;-0,03315065;-4,073641;-3,347591;2,192049;-2,444653;-1,966205;4,289265
Index: 3 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,139534 | BrainData : -2,25655;0,2464245;-1,890314;0,424293;-3,501482;3,916841;-0,1452428;3,364818;1,98885;4,662195;1,496187;-4,693924;-4,660179;1,838449;-2,459062;-3,665882;-0,2939086;-5,180805;4,104619;-0,03315065;-4,073641;-3,35576;2,192049;-2,444653;-1,966205;4,289265
Index: 4 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,139534 | BrainData : -2,25655;0,2319341;-1,85203;0,4922726;-3,468123;3,960497;-0,1452428;3,364115;1,897384;4,662195;1,496187;-4,681873;-4,585418;1,801618;-2,506053;-3,705977;-0,2939086;-5,227005;4,101426;-0,05703856;-4,106581;-3,376063;2,192049;-2,444653;-1,966205;4,289265
Index: 5 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,139503 | BrainData : -2,250055;0,2871952;-1,890314;0,4503423;-3,468123;3,927988;-0,1452428;3,352173;1,939714;4,63717;1,478402;-4,681873;-4,583201;1,838449;-2,542886;-3,710208;-0,2939086;-5,186102;4,111105;-0,03315065;-4,095393;-3,327276;2,207779;-2,49321;-1,955721;4,29725
Index: 6 | Name: car 4 | Brain Type: RandomParents | Fitness: 2,139325 | BrainData : -2,229516;0,2712211;-1,844383;0,4430109;-3,509547;3,916584;-0,1614545;3,327466;1,894876;4,726696;1,524789;-4,636143;-4,603689;1,841525;-2,47324;-3,641272;-0,2939086;-5,189726;4,124644;-0,01967931;-4,064667;-3,298299;2,244519;-2,397042;-1,904697;4,257442
Index: 7 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,086435 | BrainData : -2,266448;0,2464245;-1,890314;0,4798228;-3,423234;3,958472;-0,1124898;3,364818;1,939714;4,661624;1,46709;-4,687026;-4,605091;1,850158;-2,478908;-3,670077;-0,3235958;-5,227005;4,119642;-0,04912345;-4,079726;-3,35576;2,156473;-2,444653;-1,966205;4,264308
Index: 8 | Name: car 39 | Brain Type: TOP2 | Fitness: 2,086123 | BrainData : -2,25655;0,2420006;-1,894187;0,49061;-3,452486;3,935666;-0,1452428;3,323567;1,939714;4,662195;1,510058;-4,681873;-4,656642;1,882234;-2,507539;-3,705977;-0,2939086;-5,227005;4,058697;-0,03315065;-4,073641;-3,338064;2,192049;-2,444653;-1,987062;4,32632
Index: 9 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,081112 | BrainData : -2,25655;0,2464245;-1,86071;0,4503423;-3,468123;3,939234;-0,1184571;3,364818;1,939714;4,662195;1,496187;-4,681873;-4,632612;1,838449;-2,501553;-3,705977;-0,3048198;-5,227005;4,08288;-0,06528403;-4,073641;-3,35576;2,169191;-2,444653;-1,966205;4,290951
Index: 10 | Name: car 5 | Brain Type: RandomParents | Fitness: 2,074092 | BrainData : -2,291037;0,2297086;-1,844383;0,4930534;-3,473207;3,952995;-0,1175905;3,327466;1,987066;4,631409;1,496187;-4,716383;-4,525821;1,848363;-2,439342;-3,677263;-0,2460987;-5,229918;4,103427;0,0002761688;-4,083016;-3,337184;2,183108;-2,4278;-1,966205;4,321097
Index: 11 | Name: car 6 | Brain Type: RandomParents | Fitness: 2,048455 | BrainData : -2,188712;0,1954867;-1,850449;0,4091235;-3,597503;3,916236;-0,2608579;3,369249;2,018579;4,727044;1,450633;-4,774623;-4,533896;1,969937;-2,440464;-3,674666;-0,3153026;-5,17273;4,141185;-0,01873183;-4,121061;-3,30253;2,14526;-2,327962;-1,998951;4,324579
Index: 12 | Name: car 47 | Brain Type: TOP2 | Fitness: 2,010098 | BrainData : -2,29741;0,2856128;-1,890314;0,4503423;-3,468123;3,960497;-0,1678783;3,364818;1,951136;4,662195;1,496187;-4,681873;-4,61357;1,838449;-2,477115;-3,705977;-0,3148501;-5,226811;4,110689;-0,03315065;-4,073641;-3,35576;2,157955;-2,444653;-1,966205;4,289265
Index: 13 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,966941 | BrainData : -2,242072;0,2441908;-1,890314;0,4508968;-3,500805;3,960497;-0,1452428;3,364818;1,974556;4,662195;1,496187;-4,688424;-4,611589;1,838449;-2,458776;-3,705977;-0,2457967;-5,227005;4,063534;-0,03315065;-4,073641;-3,35576;2,204466;-2,438815;-1,919874;4,289265
Index: 14 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,940255 | BrainData : -2,25655;0,2464245;-1,912953;0,413567;-3,468123;3,960497;-0,1452428;3,364818;1,930866;4,662195;1,496187;-4,647532;-4,61357;1,838449;-2,501553;-3,675303;-0,2522576;-5,269063;4,107135;-0,03315065;-4,05118;-3,35576;2,192049;-2,478703;-1,991036;4,328071
Index: 15 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,849177 | BrainData : -2,25807;0,2464245;-1,897129;0,4527525;-3,5259;3,958061;-0,127564;3,279037;1,930377;4,671054;1,431114;-4,669578;-4,570248;1,841525;-2,429281;-3,693199;-0,3430045;-5,200421;4,115324;0,0514579;-4,005625;-3,348913;2,195943;-2,447489;-1,930609;4,31555
Index: 16 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,844862 | BrainData : -2,252507;0,2691315;-1,855225;0,4503423;-3,468123;3,960497;-0,1666154;3,364818;1,933103;4,662195;1,496187;-4,681873;-4,61357;1,835807;-2,501553;-3,705977;-0,2939086;-5,227005;4,131734;-0,03315065;-4,0327;-3,384386;2,192049;-2,474254;-1,921375;4,289265
Index: 17 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,835476 | BrainData : -2,215221;0,2189178;-1,809011;0,455732;-3,460212;3,96004;-0,1235943;3,304912;1,913021;4,59517;1,497604;-4,681537;-4,576364;1,880033;-2,504066;-3,689335;-0,2894814;-5,201791;4,105381;0,04699975;-4,056691;-3,279724;2,193871;-2,441545;-1,935716;4,328059
Index: 18 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,831191 | BrainData : -2,230829;0,2464245;-1,897011;0,40194;-3,507748;3,979834;-0,192263;3,332604;1,953487;4,62222;1,495389;-4,681873;-4,61357;1,87927;-2,501553;-3,701233;-0,2939086;-5,270168;4,103427;-0,03315065;-4,023828;-3,35576;2,181165;-2,444653;-1,966205;4,240767
Index: 19 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,826627 | BrainData : -2,260824;0,2136431;-1,890314;0,4503423;-3,509919;3,975069;-0,1452428;3,38605;1,939714;4,662195;1,496187;-4,681873;-4,61357;1,796177;-2,501553;-3,658588;-0,3341424;-5,274713;4,103427;-0,03169208;-4,103097;-3,380081;2,169376;-2,444653;-1,934724;4,289265
Index: 20 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,82532 | BrainData : -2,266539;0,2475776;-1,862116;0,4503423;-3,468123;3,960497;-0,1859717;3,323941;1,922504;4,662195;1,51254;-4,681873;-4,61357;1,850005;-2,501553;-3,705977;-0,2939086;-5,227005;4,103427;-0,03377686;-4,048869;-3,329143;2,162034;-2,461908;-1,943489;4,289265
Index: 21 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,708577 | BrainData : -2,22872;0,219095;-1,90924;0,4527033;-3,509547;3,971281;-0,08095072;3,318973;1,954474;4,662195;1,481318;-4,681873;-4,527465;1,841525;-2,491435;-3,677263;-0,2939086;-5,280776;4,079463;-0,003781686;-4,040307;-3,350008;2,195893;-2,441545;-1,966205;4,256319
Index: 22 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,63402 | BrainData : -2,279524;0,2852389;-1,84957;0,4503423;-3,505299;3,960497;-0,1452428;3,351899;1,977347;4,659458;1,496187;-4,681873;-4,61357;1,826735;-2,501553;-3,705977;-0,3266753;-5,21041;4,145999;-0,06866705;-4,059538;-3,35576;2,192049;-2,444653;-1,989329;4,289265
Index: 23 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,606294 | BrainData : -2,25655;0,2464245;-1,916988;0,4503423;-3,468123;3,960497;-0,1452428;3,385006;1,900794;4,708276;1,473747;-4,661489;-4,61357;1,880346;-2,509218;-3,739897;-0,2939086;-5,227005;4,08726;0,008380402;-4,073641;-3,31179;2,228186;-2,444653;-1,966205;4,293805
Index: 24 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,573922 | BrainData : -2,237436;0,2217595;-1,890314;0,4503423;-3,49646;3,960497;-0,1452428;3,364818;1,939714;4,662195;1,501815;-4,727467;-4,61357;1,867013;-2,478875;-3,705977;-0,2939086;-5,251611;4,128809;-0,03315065;-4,073641;-3,379014;2,229065;-2,444653;-1,981875;4,333537
Index: 25 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,573271 | BrainData : -2,149276;0,2015648;-1,840569;0,4471636;-3,597503;3,916236;-0,2608579;3,339099;2,017262;4,663047;1,496096;-4,774623;-4,583568;1,940218;-2,419644;-3,680862;-0,3153026;-5,175136;4,120359;0,01425359;-4,102287;-3,30253;2,14526;-2,349013;-2,034172;4,285985
Index: 26 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,514226 | BrainData : -2,297717;0,2955199;-1,937534;0,4445155;-3,468123;3,959713;-0,138649;3,364818;1,903766;4,662195;1,496187;-4,640962;-4,614006;1,838449;-2,501553;-3,736364;-0,2939086;-5,227005;4,103427;-0,03315065;-4,026239;-3,312065;2,23981;-2,444393;-1,966205;4,289265
Index: 27 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,49443 | BrainData : -2,212905;0,2464245;-1,910174;0,4370163;-3,468123;3,960497;-0,1452428;3,363719;1,978264;4,672267;1,496187;-4,681873;-4,577081;1,793819;-2,501553;-3,705977;-0,3196795;-5,203013;4,118266;-0,03315065;-4,073641;-3,35576;2,217932;-2,461285;-1,976785;4,289265
Index: 28 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,484331 | BrainData : -2,28702;0,2786711;-1,863148;0,4503423;-3,490594;3,960497;-0,1912327;3,403325;1,930841;4,673241;1,496187;-4,667826;-4,61357;1,838449;-2,532952;-3,726598;-0,2939086;-5,236288;4,081563;-0,03315065;-4,073641;-3,335513;2,192049;-2,444653;-2,000633;4,282171
Index: 29 | Name: car 30 | Brain Type: TOP2 | Fitness: 1,483549 | BrainData : -2,248948;0,2464245;-1,890314;0,4503423;-3,444981;3,944048;-0,1767273;3,36201;1,939714;4,662195;1,499725;-4,681873;-4,568176;1,880257;-2,501553;-3,683006;-0,3193439;-5,227005;4,103427;-0,03315065;-4,073641;-3,35576;2,228415;-2,444653;-1,96446;4,274108
Index: 30 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,247453 | BrainData : -2,223479;0,2041039;-1,870273;0,3603096;-3,602124;3,916236;-0,2395301;3,240276;2,007568;4,718233;1,442049;-4,750067;-4,533896;1,905678;-2,493237;-3,674844;-0,2689567;-5,243973;4,091697;-0,01503369;-4,063958;-3,334113;2,014965;-2,313897;-2,026146;4,257385
Index: 31 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,242451 | BrainData : -2,23714;0,2464245;-1,847543;0,4107381;-3,442894;3,960497;-0,1650271;3,364818;1,939714;4,703479;1,496187;-4,681873;-4,658989;1,844092;-2,466362;-3,705977;-0,2939086;-5,227005;4,103427;-0,03315065;-4,073641;-3,35576;2,208551;-2,444653;-1,99948;4,289265
Index: 32 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,151117 | BrainData : -2,25655;0,2464245;-1,918927;0,4793881;-3,492362;3,960497;-0,1452428;3,396487;1,956493;4,662195;1,496187;-4,711621;-4,61357;1,842375;-2,501553;-3,705977;-0,2989922;-5,227005;4,103427;-0,03315065;-4,076984;-3,35576;2,192049;-2,457477;-2,002998;4,24006
Index: 33 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,9490624 | BrainData : -2,227925;0,2666178;-1,881833;0,4620702;-3,509968;3,952995;-0,08483014;3,327466;1,932557;4,628706;1,506827;-4,648625;-4,539131;1,841525;-2,460521;-3,677263;-0,2990285;-5,227005;4,058755;-0,008250149;-3,998293;-3,29353;2,276928;-2,441545;-1,966205;4,258945
Index: 34 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,7577525 | BrainData : 1,635404;4,228606;-1,667266;1,745601;-0,3093486;-2,043271;4,623771;-0,5258913;-2,603296;-2,539686;-0,2077727;-0,9222083;1,331323;-2,371045;-2,60541;-4,638162;-4,535759;4,430089;1,1461;4,723064;-1,420589;0,2807431;-0,2302771;-1,097358;-2,740068;1,434666
Index: 35 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,6451182 | BrainData : -0,01656008;-1,559482;-4,391773;-1,0505;-4,116502;4,721189;-0,1245956;1,656202;-3,478773;2,987993;3,336044;1,489197;3,850989;2,191382;-1,230684;-3,335453;-0,489747;-2,732985;-3,062302;-3,281725;-3,692569;0,01883554;-3,590508;-1,955555;-1,813698;1,747766
Index: 36 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,6337203 | BrainData : 4,233742;-2,171777;-1,739479;-1,945478;-0,5686812;1,357864;4,096194;2,417673;-3,55954;0,6490664;-4,841654;3,218198;4,939952;-2,242101;3,719786;-0,9687858;-0,3001852;3,621703;-0,8633904;3,65646;-3,924603;-0,4292612;-1,410288;1,668528;1,70215;-3,653231
