Generation: 83 | maxFitness: 1,745357 | maxFitnessGen: 1,601495 | maxFitnessGenBuf: 1,580923
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,580923 | BrainData : 1,202615;1,242553;3,749804;0,3677115;3,373223;-0,5047098;4,161977;0,4823703;-0,2805727;-1,22741;-3,71934;-4,311172;3,287074;-2,745373;3,665467;-3,242053;4,77396;1,526302;-1,256838;-4,515883;-0,6795407;0,2839294;-1,108899;1,246391;-2,692853;4,13788
Index: 1 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,565549 | BrainData : 1,189503;1,257288;3,870575;0,4030161;3,359479;-0,4986193;4,09093;0,4979066;-0,3483051;-1,250579;-3,670713;-4,404552;3,2593;-2,721764;3,660761;-3,261411;4,722396;1,542624;-1,2839;-4,533912;-0,7026169;0,3004722;-1,074987;1,229519;-2,704731;4,162123
Index: 2 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,558384 | BrainData : 1,176134;1,242184;3,820432;0,3728911;3,298399;-0,5444878;4,157601;0,5102172;-0,265524;-1,313238;-3,634756;-4,332672;3,321446;-2,658785;3,677459;-3,240509;4,758897;1,51226;-1,265614;-4,545165;-0,6899112;0,3004722;-1,08396;1,20477;-2,744581;4,159624
Index: 3 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,553055 | BrainData : 1,202615;1,257288;3,82309;0,3707932;3,359479;-0,5912941;4,134484;0,5391126;-0,3580585;-1,250579;-3,675399;-4,404552;3,264096;-2,652722;3,653154;-3,261411;4,791453;1,509843;-1,253234;-4,490091;-0,6727709;0,2792605;-1,074987;1,229519;-2,731228;4,129858
Index: 4 | Name: car 41 | Brain Type: TOP2 | Fitness: 1,552808 | BrainData : 1,239707;1,257288;3,82309;0,4415092;3,359479;-0,5443841;4,077824;0,4979066;-0,3437716;-1,250579;-3,675399;-4,404552;3,260664;-2,700075;3,661442;-3,261411;4,758897;1,509843;-1,257206;-4,490091;-0,6792126;0,3004722;-1,098905;1,229519;-2,731228;4,187526
Index: 5 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,535478 | BrainData : 1,202615;1,242184;3,79903;0,3389825;3,321333;-0,5876876;4,157601;0,5102172;-0,265524;-1,341267;-3,634756;-4,319084;3,321446;-2,696411;3,708887;-3,222846;4,804963;1,523941;-1,256838;-4,508819;-0,6834207;0,3004722;-1,08396;1,201632;-2,783204;4,159801
Index: 6 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,533651 | BrainData : 1,15656;1,257288;3,799371;0,3976376;3,359084;-0,5800101;4,113309;0,4979066;-0,3304299;-1,213758;-3,651816;-4,391253;3,2593;-2,700075;3,640031;-3,265697;4,758897;1,509843;-1,297328;-4,490091;-0,7217902;0,3004722;-1,039076;1,229519;-2,736006;4,162123
Index: 7 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,533428 | BrainData : 1,202615;1,208424;3,758134;0,4063675;3,304781;-0,5476361;4,157601;0,5102172;-0,2552428;-1,292475;-3,70165;-4,332672;3,298466;-2,707707;3,677459;-3,296665;4,758455;1,51226;-1,256838;-4,495094;-0,6738261;0,3471693;-1,11642;1,166582;-2,744581;4,13027
Index: 8 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,524406 | BrainData : 1,205809;1,208424;3,750789;0,3865358;3,321333;-0,5537128;4,118917;0,4682083;-0,2033472;-1,292475;-3,683122;-4,257187;3,350166;-2,702911;3,66353;-3,234266;4,784627;1,523689;-1,177297;-4,508274;-0,5959538;0,3004722;-1,157961;1,21052;-2,720626;4,148609
Index: 9 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,504531 | BrainData : 1,170067;1,257288;3,82309;0,3968196;3,359479;-0,5774457;4,113309;0,5190406;-0,3304299;-1,245721;-3,675399;-4,404552;3,297926;-2,693547;3,661442;-3,261411;4,805498;1,507466;-1,285695;-4,469833;-0,7712626;0,2898817;-1,094668;1,245013;-2,731228;4,162123
Index: 10 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,502814 | BrainData : 1,202615;1,286729;3,836836;0,3667576;3,376656;-0,5277287;4,113309;0,4979066;-0,3449271;-1,262557;-3,698533;-4,404552;3,307484;-2,704667;3,653552;-3,261411;4,729522;1,509843;-1,283768;-4,536013;-0,7188035;0,3004722;-1,074987;1,218856;-2,70785;4,162123
Index: 11 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,483697 | BrainData : 1,226726;1,257288;3,82309;0,4103624;3,359479;-0,515654;4,113309;0,4518748;-0,3304299;-1,251332;-3,707253;-4,443074;3,302248;-2,700075;3,661442;-3,261411;4,758897;1,509843;-1,318473;-4,490091;-0,7217902;0,2991164;-1,074987;1,229519;-2,683983;4,161984
Index: 12 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,478784 | BrainData : 1,202615;1,288091;3,870155;0,4002038;3,359479;-0,5600125;4,13071;0,4979066;-0,3304299;-1,22367;-3,675399;-4,397413;3,287357;-2,72418;3,67286;-3,261411;4,758897;1,509843;-1,326266;-4,452924;-0,7575958;0,3046531;-1,047034;1,229519;-2,681647;4,147242
