Generation: 829 | maxFitness: 3,670536 | maxFitnessGen: 2,276392 | maxFitnessGenBuf: 2,340601
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 10 | Brain Type: RandomParents | Fitness: 2,340601 | BrainData : -2,173673;0,1330931;-1,950487;0,366748;-3,491348;4,445771;-0,1198868;3,408414;2,189034;4,506036;1,05385;-4,465743;-4,495384;2,162969;-2,693622;-3,688143;-0,4379697;-4,8142;4,539307;-0,1614341;-3,872533;-3,278386;2,152041;-2,433616;-1,953505;4,191611
Index: 1 | Name: car 9 | Brain Type: RandomParents | Fitness: 2,338182 | BrainData : -2,1378;0,1195263;-1,975877;0,4007969;-3,381866;4,468467;-0,1315262;3,412589;2,185045;4,524639;1,065705;-4,556715;-4,434525;2,064047;-2,73294;-3,794556;-0,4329814;-4,780327;4,53078;-0,2255604;-3,839229;-3,315157;2,077372;-2,423878;-1,992223;4,118182
Index: 2 | Name: car 31 | Brain Type: TOP2 | Fitness: 2,33761 | BrainData : -2,242662;0,127586;-1,995926;0,3896067;-3,421621;4,468467;-0,1061992;3,420349;2,183406;4,560537;1,065705;-4,525849;-4,41074;2,064655;-2,691422;-3,764625;-0,4226193;-4,768062;4,599182;-0,1226153;-3,925582;-3,315157;2,100795;-2,410621;-1,997694;4,174748
Index: 3 | Name: car 28 | Brain Type: TOP2 | Fitness: 2,228075 | BrainData : -2,186208;0,1484968;-1,966531;0,3665192;-3,386214;4,468467;-0,1418781;3,420349;2,23283;4,532939;1,100902;-4,534008;-4,45249;2,070482;-2,735918;-3,758816;-0,4761709;-4,772827;4,599182;-0,1993479;-3,925582;-3,315157;2,103039;-2,442534;-1,989747;4,194221
Index: 4 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,228075 | BrainData : -2,194394;0,1484968;-1,966531;0,4204463;-3,340632;4,468467;-0,1628728;3,426473;2,220578;4,532939;1,027451;-4,514302;-4,365831;2,082571;-2,766825;-3,758816;-0,4710402;-4,772827;4,590843;-0,1658905;-3,899249;-3,27025;2,103039;-2,456671;-1,989747;4,194221
Index: 5 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,228075 | BrainData : -2,192209;0,1124581;-1,966531;0,4244043;-3,417386;4,468467;-0,1418781;3,420349;2,23283;4,532939;1,040245;-4,514302;-4,412972;2,113207;-2,751862;-3,80792;-0,4710402;-4,772827;4,599182;-0,1754411;-3,961741;-3,315157;2,103039;-2,442534;-1,989747;4,194221
Index: 6 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,228075 | BrainData : -2,194394;0,146017;-1,966531;0,3384723;-3,386214;4,468467;-0,1418781;3,410686;2,183058;4,532939;1,044557;-4,467453;-4,412972;2,113207;-2,739902;-3,758816;-0,4828654;-4,791157;4,599182;-0,1658905;-3,905839;-3,315157;2,103039;-2,432949;-1,989747;4,194221
Index: 7 | Name: car 2 | Brain Type: RandomParents | Fitness: 2,223085 | BrainData : -2,17492;0,09944381;-1,949888;0,4242013;-3,398908;4,430286;-0,1793747;3,391032;2,191641;4,532939;1,065705;-4,550427;-4,450145;2,064047;-2,779004;-3,78916;-0,4710402;-4,715902;4,567748;-0,2014411;-3,931466;-3,308016;2,122037;-2,357574;-1,99021;4,229999
Index: 8 | Name: car 11 | Brain Type: RandomParents | Fitness: 2,223085 | BrainData : -2,17492;0,1330931;-1,95274;0,3848859;-3,371325;4,471355;-0,1457613;3,391032;2,169435;4,532939;1,043608;-4,563346;-4,419594;2,064047;-2,771578;-3,758816;-0,5116183;-4,741937;4,602326;-0,2226843;-4,018889;-3,341096;2,122037;-2,360699;-1,99021;4,229999
Index: 9 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,210226 | BrainData : -2,17492;0,1118444;-1,950874;0,3355922;-3,429397;4,434815;-0,112881;3,383574;2,207949;4,557907;1,065705;-4,520762;-4,439127;2,064047;-2,799619;-3,719186;-0,4787344;-4,772827;4,617301;-0,205075;-3,881963;-3,342793;2,095057;-2,37909;-2,00292;4,194221
Index: 10 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,203808 | BrainData : -2,170259;0,1484968;-1,966531;0,3835779;-3,369661;4,465545;-0,1418781;3,419291;2,23283;4,532939;1,065705;-4,514302;-4,412972;2,150958;-2,752095;-3,758816;-0,4765728;-4,785658;4,609371;-0,1450448;-3,925582;-3,355984;2,103039;-2,442534;-1,990583;4,179089
Index: 11 | Name: car 29 | Brain Type: TOP2 | Fitness: 2,203347 | BrainData : -2,212621;0,1484968;-1,966531;0,3815534;-3,386214;4,468467;-0,1588915;3,400315;2,205295;4,532939;1,065705;-4,478478;-4,412972;2,113207;-2,735918;-3,77177;-0,4710402;-4,790554;4,599182;-0,1483467;-3,89878;-3,290635;2,103039;-2,415635;-1,989747;4,17691
Index: 12 | Name: car 32 | Brain Type: TOP2 | Fitness: 2,190945 | BrainData : -2,156621;0,1839246;-1,966531;0,3848859;-3,386214;4,468467;-0,1347904;3,420349;2,250498;4,491674;1,070917;-4,514302;-4,412972;2,113207;-2,735918;-3,725023;-0,4710402;-4,778983;4,599182;-0,1630553;-3,925582;-3,289405;2,08889;-2,464096;-2,00123;4,194221
