Generation: 844 | maxFitness: 3,670536 | maxFitnessGen: 1,974933 | maxFitnessGenBuf: 1,883867
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,883867 | BrainData : -2,158931;0,271342;-1,953791;0,283985;-3,539837;4,407244;-0,1021248;3,420361;2,232427;4,443535;0,9800763;-4,569963;-4,565763;2,192062;-2,496967;-3,646091;-0,3952372;-4,801138;4,542897;-0,1131194;-3,851881;-3,228438;2,322448;-2,43192;-1,867919;4,316514
Index: 1 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,882675 | BrainData : -2,240532;0,221878;-1,936128;0,2393006;-3,445447;4,378363;-0,1948;3,349921;2,207201;4,459253;1,043732;-4,580903;-4,559342;2,053225;-2,579554;-3,658913;-0,3698794;-4,835597;4,49129;-0,1140949;-3,763157;-3,17581;2,293693;-2,453838;-1,874996;4,306437
Index: 2 | Name: car 6 | Brain Type: RandomParents | Fitness: 1,882393 | BrainData : -2,186567;0,2131495;-1,97816;0,3215485;-3,465603;4,4736;-0,1464697;3,368171;2,313825;4,494531;1,079838;-4,564103;-4,543002;2,10016;-2,637428;-3,625644;-0,3370023;-4,748481;4,439643;-0,08372836;-3,76012;-3,314116;2,292686;-2,483213;-1,862136;4,245472
Index: 3 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,880971 | BrainData : -2,240532;0,1885534;-1,985603;0,2833314;-3,513419;4,374598;-0,1444215;3,375231;2,207201;4,429792;1,055581;-4,553336;-4,559342;2,098275;-2,618229;-3,66681;-0,352025;-4,835597;4,545543;-0,1536441;-3,825789;-3,205816;2,293693;-2,466562;-1,874996;4,274304
Index: 4 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,878813 | BrainData : -2,220343;0,2074056;-2,012184;0,22802;-3,465603;4,421303;-0,1370674;3,349921;2,161964;4,429792;1,043732;-4,564103;-4,579359;2,087441;-2,570457;-3,698012;-0,359107;-4,835597;4,524996;-0,09848164;-3,806428;-3,205816;2,293693;-2,453838;-1,874996;4,30325
Index: 5 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,873237 | BrainData : -2,222467;0,2313736;-1,964348;0,2393006;-3,465603;4,378363;-0,1497104;3,349921;2,207201;4,392778;1,055573;-4,607166;-4,559342;2,098275;-2,618229;-3,658913;-0,3441727;-4,802403;4,493664;-0,1165775;-3,788274;-3,205816;2,293693;-2,453838;-1,881378;4,312885
Index: 6 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,862748 | BrainData : -2,240532;0,1885534;-1,985603;0,207665;-3,422758;4,379521;-0,1563271;3,389214;2,207201;4,429792;1,043732;-4,594862;-4,559342;2,130238;-2,58244;-3,65459;-0,3163109;-4,804678;4,538507;-0,1330349;-3,797945;-3,205816;2,271524;-2,473697;-1,874996;4,245271
Index: 7 | Name: car 35 | Brain Type: TOP2 | Fitness: 1,862469 | BrainData : -2,205032;0,171585;-1,964181;0,2393006;-3,431409;4,330717;-0,1563271;3,349921;2,231765;4,429792;1,043732;-4,564103;-4,58325;2,098275;-2,589313;-3,688068;-0,3872152;-4,835597;4,494737;-0,1891553;-3,806428;-3,160019;2,293693;-2,453838;-1,869651;4,274304
Index: 8 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,860189 | BrainData : -2,240532;0,1885534;-1,966683;0,2558015;-3,426208;4,40469;-0,1563271;3,394169;2,207201;4,429792;1,049627;-4,605989;-4,559342;2,105121;-2,609722;-3,658913;-0,3921435;-4,796138;4,533155;-0,1421369;-3,764359;-3,164118;2,290798;-2,500059;-1,873019;4,274304
Index: 9 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,839034 | BrainData : -2,240532;0,1885534;-2,025808;0,2393006;-3,465603;4,378363;-0,1563271;3,373136;2,166604;4,429792;1,043732;-4,564103;-4,559342;2,098275;-2,59266;-3,638605;-0,3620481;-4,835597;4,569232;-0,1424838;-3,806428;-3,205816;2,273735;-2,457586;-1,874996;4,274304
Index: 10 | Name: car 2 | Brain Type: RandomParents | Fitness: 1,834058 | BrainData : -2,259483;0,2252283;-1,964725;0,268942;-3,484841;4,365352;-0,06013915;3,343785;2,235427;4,492108;0,9653961;-4,564103;-4,579728;2,075376;-2,631379;-3,640202;-0,3450142;-4,797748;4,524996;-0,1586396;-3,839897;-3,244874;2,243577;-2,469377;-1,908645;4,252254
