Generation: 752 | maxFitness: 3,670536 | maxFitnessGen: 2,173874 | maxFitnessGenBuf: 2,471767
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,471767 | BrainData : -2,245867;0,3759824;-1,703707;0,6024646;-3,483907;4,085736;-0,05631113;3,350766;2,047114;4,579063;1,574772;-4,650536;-4,624599;2,002737;-2,561088;-3,898035;-0,3862152;-4,964818;4,266898;-0,09991838;-4,025895;-3,25211;2,076977;-2,2995;-2,017546;4,185112
Index: 1 | Name: car 40 | Brain Type: TOP2 | Fitness: 2,467622 | BrainData : -2,260446;0,3507813;-1,710471;0,5513068;-3,520009;4,048497;-0,05631113;3,350766;2,072969;4,532108;1,574772;-4,650305;-4,628963;2,002737;-2,56167;-3,94153;-0,4064473;-4,991656;4,294538;-0,1449333;-4,013223;-3,252483;2,076977;-2,259383;-2,017546;4,181586
Index: 2 | Name: car 48 | Brain Type: TOP2 | Fitness: 2,467622 | BrainData : -2,274203;0,3759824;-1,670313;0,6070995;-3,520253;3,999678;-0,1001949;3,387167;2,097188;4,575317;1,574772;-4,612617;-4,590334;1,988297;-2,56167;-3,94451;-0,3523609;-4,991656;4,25934;-0,1819386;-4,003713;-3,228863;2,076977;-2,30146;-2,017546;4,181586
Index: 3 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,467622 | BrainData : -2,274203;0,3759824;-1,703707;0,5739502;-3,547616;4,082412;-0,05631113;3,334854;2,072969;4,532108;1,611507;-4,660951;-4,628963;1,962053;-2,539969;-3,898035;-0,3862152;-4,991656;4,299969;-0,1449333;-4,003713;-3,252483;2,076977;-2,26107;-2,017546;4,181586
Index: 4 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,467622 | BrainData : -2,229477;0,3759824;-1,703707;0,5944992;-3,525659;4,090823;-0,05926563;3,316056;2,072969;4,513478;1,574772;-4,650305;-4,677745;2,002737;-2,56167;-3,892424;-0,4253786;-5,009573;4,306496;-0,1449333;-4,003713;-3,253902;2,076977;-2,223519;-2,017546;4,181586
Index: 5 | Name: car 38 | Brain Type: TOP2 | Fitness: 2,467622 | BrainData : -2,274203;0,3759824;-1,670542;0,5944992;-3,512191;4,048497;-0,05631113;3,350766;2,072942;4,532108;1,574772;-4,650305;-4,628963;2,002737;-2,522511;-3,898035;-0,3972503;-4,991656;4,294538;-0,1422835;-4,003713;-3,252483;2,076977;-2,259383;-2,017546;4,181586
Index: 6 | Name: car 42 | Brain Type: TOP2 | Fitness: 2,467622 | BrainData : -2,229522;0,3969763;-1,694288;0,5944992;-3,52326;4,048497;-0,05631113;3,303984;2,106594;4,548866;1,574772;-4,686074;-4,628963;2,002737;-2,599886;-3,886005;-0,4241197;-4,991656;4,294538;-0,1449333;-4,052917;-3,252483;2,076977;-2,259383;-2,017546;4,181586
Index: 7 | Name: car 44 | Brain Type: TOP2 | Fitness: 2,467622 | BrainData : -2,274203;0,3564723;-1,703707;0,5837993;-3,537617;4,048497;-0,05631113;3,376764;2,050474;4,532108;1,579897;-4,650305;-4,633332;2,002737;-2,56167;-3,850932;-0,3754171;-4,991656;4,294538;-0,1449333;-4,039986;-3,252483;2,076977;-2,299947;-2,017546;4,181586
Index: 8 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,465574 | BrainData : -2,271724;0,3360284;-1,732393;0,564062;-3,454804;4,008071;-0,1434634;3,249224;2,048843;4,52835;1,683011;-4,684808;-4,593284;1,839773;-2,571349;-3,860334;-0,3161203;-4,910464;4,330296;-0,1004493;-3,920434;-3,152339;2,149193;-2,22639;-1,995991;4,278853
Index: 9 | Name: car 26 | Brain Type: TOP2 | Fitness: 2,460683 | BrainData : -2,270211;0,3759824;-1,67999;0,5944992;-3,503215;4,066159;-0,05631113;3,350766;2,072969;4,509374;1,574772;-4,650305;-4,628963;2,002737;-2,56167;-3,898035;-0,3862152;-5,000079;4,257678;-0,1815036;-4,003713;-3,252483;2,082164;-2,239002;-2,017546;4,183178
Index: 10 | Name: car 8 | Brain Type: RandomParents | Fitness: 2,442492 | BrainData : -2,24377;0,4232422;-1,706937;0,5720378;-3,537898;4,048497;-0,05631113;3,347615;2,03239;4,532108;1,574772;-4,638904;-4,628963;2,021477;-2,56167;-3,898035;-0,3862152;-4,974073;4,274571;-0,144075;-4,003713;-3,210737;2,086553;-2,259383;-1,987588;4,157484
