Generation: 606 | maxFitness: 3,670536 | maxFitnessGen: 2,104292 | maxFitnessGenBuf: 2,020176
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 49 | Brain Type: TOP2 | Fitness: 2,020176 | BrainData : 0,9865053;1,29959;4,191097;0,7209146;3,388012;-1,38632;4,290302;0,846119;0,03857276;-1,049247;-3,53099;-4,326885;3,159609;-2,267531;4,077047;-3,105083;5,053227;0,6228462;-1,387846;-4,547971;-1,33406;0,1250615;-1,261428;1,23114;-2,827712;3,844769
Index: 1 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,99569 | BrainData : 1,033113;1,273881;4,191097;0,7550499;3,421021;-1,38632;4,338276;0,846119;0,01685718;-1,035024;-3,557923;-4,299236;3,159609;-2,317129;4,027975;-3,148949;5,087294;0,6174657;-1,387846;-4,501893;-1,33406;0,1345339;-1,256352;1,23114;-2,827712;3,851222
Index: 2 | Name: car 31 | Brain Type: TOP2 | Fitness: 1,99569 | BrainData : 1,033113;1,22633;4,161886;0,7550499;3,421156;-1,38632;4,305169;0,8753455;0,01685718;-1,002626;-3,527202;-4,329897;3,142693;-2,267531;4,027975;-3,141927;5,084724;0,6224903;-1,3968;-4,547971;-1,33406;0,1345339;-1,309253;1,23114;-2,827712;3,851222
Index: 3 | Name: car 33 | Brain Type: TOP2 | Fitness: 1,99569 | BrainData : 1,066769;1,267549;4,191097;0,7550499;3,421021;-1,38632;4,267206;0,8015009;0,01685718;-1,049247;-3,521222;-4,353889;3,159609;-2,267608;4,027975;-3,141927;5,054486;0,6400841;-1,350409;-4,542547;-1,33406;0,1345339;-1,261428;1,23114;-2,827712;3,851222
Index: 4 | Name: car 43 | Brain Type: TOP2 | Fitness: 1,992667 | BrainData : 1,047203;1,242437;4,184613;0,7550499;3,421021;-1,36521;4,303541;0,8205699;-0,006647252;-1,049247;-3,535418;-4,329897;3,159609;-2,267531;4,034286;-3,185142;5,042209;0,6228462;-1,387846;-4,56513;-1,360265;0,1345339;-1,224183;1,23114;-2,806599;3,818572
Index: 5 | Name: car 38 | Brain Type: TOP2 | Fitness: 1,990675 | BrainData : 1,033113;1,308454;4,191097;0,7136213;3,445768;-1,38632;4,303541;0,8295835;0,03865097;-1,067636;-3,527202;-4,329897;3,16872;-2,267531;4,027975;-3,111464;5,084724;0,5993378;-1,363042;-4,547971;-1,33406;0,1345339;-1,261428;1,23114;-2,832198;3,851222
Index: 6 | Name: car 10 | Brain Type: RandomParents | Fitness: 1,947801 | BrainData : 0,9944106;1,18846;4,161583;0,7338623;3,400626;-1,395474;4,231966;0,7766802;0,04177272;-1,069948;-3,494495;-4,3349;3,095779;-2,285218;4,039693;-3,206708;5,10754;0,5830054;-1,372492;-4,584101;-1,273993;0,1345339;-1,329002;1,202824;-2,879924;3,874938
Index: 7 | Name: car 9 | Brain Type: RandomParents | Fitness: 1,945458 | BrainData : 0,9881473;1,243329;4,148014;0,7099226;3,400626;-1,358009;4,231966;0,7798868;0,04177272;-1,055597;-3,551951;-4,388894;3,101391;-2,263212;4,033063;-3,15329;5,077642;0,6416066;-1,348209;-4,521909;-1,267231;0,1345339;-1,331677;1,215479;-2,879924;3,912883
Index: 8 | Name: car 28 | Brain Type: TOP2 | Fitness: 1,939825 | BrainData : 1,033113;1,243085;4,191097;0,7550499;3,421021;-1,431472;4,303541;0,846119;-0,01401372;-1,02514;-3,525523;-4,355543;3,159609;-2,286419;4,009236;-3,190528;5,084724;0,6228462;-1,369584;-4,547971;-1,33406;0,1345339;-1,261428;1,241611;-2,829272;3,851222
Index: 9 | Name: car 25 | Brain Type: TOP2 | Fitness: 1,931677 | BrainData : 1,033113;1,273881;4,191097;0,7177456;3,421021;-1,38632;4,303541;0,8183926;0,01685718;-1,075982;-3,527202;-4,329897;3,146405;-2,305547;4,035364;-3,136401;5,063836;0,6228462;-1,364928;-4,547971;-1,33406;0,1283133;-1,261428;1,23114;-2,862244;3,851222
Index: 10 | Name: car 36 | Brain Type: TOP2 | Fitness: 1,929912 | BrainData : 1,064897;1,273881;4,191097;0,7550499;3,421021;-1,412892;4,320129;0,8813937;0,03977263;-1,032948;-3,527202;-4,329897;3,135203;-2,267531;4,027975;-3,141927;5,100921;0,6228462;-1,387846;-4,547971;-1,33406;0,1345339;-1,234132;1,216119;-2,827712;3,851222
Index: 11 | Name: car 14 | Brain Type: RandomParents | Fitness: 1,86868 | BrainData : 0,9881473;1,204299;4,111724;0,7011063;3,345644;-1,331752;4,231966;0,8363973;0,01309913;-1,027945;-3,519809;-4,371819;3,10296;-2,238094;4,057847;-3,15329;5,075771;0,6443395;-1,298704;-4,544434;-1,32258;0,1230599;-1,299755;1,176578;-2,91835;3,847279
Index: 12 | Name: car 29 | Brain Type: TOP2 | Fitness: 1,858526 | BrainData : 1,080753;1,262242;4,191097;0,7783482;3,421137;-1,385498;4,273778;0,8417901;0,01685718;-1,049247;-3,527202;-4,329897;3,150543;-2,222119;3,999853;-3,134594;5,084724;0,6670955;-1,387846;-4,547971;-1,33406;0,1345339;-1,261428;1,213677;-2,811281;3,851222
Index: 13 | Name: car 12 | Brain Type: RandomParents | Fitness: 1,85628 | BrainData : 0,9919296;1,188274;4,148014;0,7099226;3,400626;-1,331595;4,231966;0,7999545;0,0178753;-0,9551898;-3,527202;-4,371819;3,114296;-2,26933;4,030377;-3,177224;5,083361;0,6289918;-1,348209;-4,632108;-1,263795;0,09145777;-1,336696;1,215479;-2,879924;3,827345
Index: 14 | Name: car 32 | Brain Type: TOP2 | Fitness: 1,81189 | BrainData : 1,059575;1,273881;4,200827;0,766544;3,405075;-1,38632;4,310536;0,846119;0,06421692;-1,049247;-3,527202;-4,329897;3,159609;-2,236803;4,019804;-3,15906;5,03673;0,6236247;-1,387846;-4,547971;-1,33406;0,1345339;-1,262629;1,247488;-2,827712;3,851222
Index: 15 | Name: car 45 | Brain Type: TOP2 | Fitness: 1,801243 | BrainData : 1,033113;1,277399;4,214962;0,7550499;3,40993;-1,387886;4,303541;0,842737;0,03845981;-1,049247;-3,562398;-4,329897;3,119077;-2,267531;4,027975;-3,126277;5,119841;0,6228462;-1,387846;-4,547971;-1,33406;0,1345339;-1,261428;1,23114;-2,860038;3,851222
Index: 16 | Name: car 40 | Brain Type: TOP2 | Fitness: 1,773901 | BrainData : 1,033113;1,273881;4,191097;0,7976336;3,421021;-1,38632;4,303541;0,846119;0,02814816;-1,049247;-3,537266;-4,338195;3,128296;-2,267531;3,99784;-3,10957;5,084724;0,6228462;-1,376942;-4,547971;-1,365703;0,09304534;-1,24143;1,23114;-2,83438;3,846093
Index: 17 | Name: car 27 | Brain Type: TOP2 | Fitness: 1,773691 | BrainData : 1,024352;1,273881;4,19314;0,7966133;3,421021;-1,376972;4,303541;0,846119;-0,02376081;-1,049247;-3,495892;-4,308122;3,159609;-2,278841;4,027975;-3,141927;5,084724;0,6270466;-1,387846;-4,53526;-1,33406;0,1072528;-1,261428;1,23114;-2,827712;3,892282
Index: 18 | Name: car 48 | Brain Type: TOP2 | Fitness: 1,772829 | BrainData : 1,021405;1,273881;4,16667;0,7287712;3,431615;-1,42677;4,303541;0,838876;0,01685718;-1,032872;-3,550275;-4,329897;3,159609;-2,267531;4,030535;-3,141927;5,119854;0,6228462;-1,343634;-4,547971;-1,369395;0,1345339;-1,263745;1,1942;-2,827712;3,861898
Index: 19 | Name: car 42 | Brain Type: TOP2 | Fitness: 1,772814 | BrainData : 1,021164;1,273881;4,157631;0,7260545;3,419817;-1,38632;4,266201;0,846119;0,01685718;-1,087526;-3,527202;-4,329897;3,152157;-2,260369;4,049856;-3,141927;5,096306;0,6597032;-1,353056;-4,507583;-1,33406;0,09385771;-1,261428;1,23114;-2,827712;3,851222
Index: 20 | Name: car 44 | Brain Type: TOP2 | Fitness: 1,761269 | BrainData : 1,078657;1,299509;4,157808;0,7550499;3,421021;-1,348683;4,303541;0,846119;0,01685718;-1,049247;-3,530906;-4,329897;3,168972;-2,267531;4,027975;-3,100914;5,084724;0,6524441;-1,387846;-4,547971;-1,33406;0,1454095;-1,280991;1,244657;-2,827712;3,862232
Index: 21 | Name: car 13 | Brain Type: RandomParents | Fitness: 1,601578 | BrainData : 0,9699682;1,250335;4,150362;0,6786302;3,382351;-1,31337;4,24304;0,7900777;0,03906764;-0,9984146;-3,539672;-4,420198;3,114296;-2,379429;3,998133;-3,160136;5,034394;0,5793893;-1,393989;-4,571067;-1,33406;0,1483208;-1,302207;1,227164;-2,873405;3,858934
Index: 22 | Name: car 5 | Brain Type: RandomParents | Fitness: 1,596823 | BrainData : 0,9881473;1,23748;4,146254;0,7358673;3,447576;-1,36579;4,273305;0,7891049;0,007591158;-1,046834;-3,512411;-4,37397;3,097123;-2,321717;4,016396;-3,168278;5,093101;0,5934548;-1,289776;-4,571067;-1,252468;0,1345339;-1,297665;1,215479;-2,879924;3,789446
Index: 23 | Name: car 39 | Brain Type: TOP2 | Fitness: 1,444303 | BrainData : 1,043993;1,256362;4,191097;0,7926483;3,421021;-1,38877;4,342399;0,846119;0,04485997;-1,049247;-3,527202;-4,329897;3,159609;-2,253091;4,061521;-3,141927;5,084724;0,6648087;-1,387846;-4,560477;-1,318646;0,1345339;-1,261428;1,263781;-2,835407;3,851222
Index: 24 | Name: car 7 | Brain Type: RandomParents | Fitness: 1,441343 | BrainData : 0,9887256;1,258878;4,151152;0,6758497;3,428999;-1,352612;4,238028;0,831011;0,03906764;-0,9957588;-3,571786;-4,430511;3,11033;-2,382082;3,969081;-3,105611;4,986846;0,5978122;-1,414256;-4,571067;-1,33406;0,1456835;-1,332362;1,237144;-2,873405;3,858934
Index: 25 | Name: car 11 | Brain Type: RandomParents | Fitness: 1,335313 | BrainData : 0,9456549;1,28505;4,079194;0,7458466;3,400626;-1,358009;4,183606;0,8181525;0,03200925;-1,060976;-3,546208;-4,371819;3,076391;-2,285218;4,082132;-3,144104;5,048116;0,6301038;-1,34883;-4,57049;-1,301402;0,05900853;-1,348116;1,215479;-2,92366;3,87257
Index: 26 | Name: car 8 | Brain Type: RandomParents | Fitness: 1,317795 | BrainData : 0,948233;1,206259;4,148014;0,7596264;3,352469;-1,358009;4,269464;0,8274392;0,04177272;-1,026205;-3,501118;-4,357646;3,114296;-2,285218;3,974843;-3,149816;5,12394;0,6289918;-1,324105;-4,538232;-1,301402;0,1046045;-1,335015;1,158046;-2,94999;3,856577
Index: 27 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,232306 | BrainData : 0,9932083;1,237531;4,197872;0,7513301;3,421021;-1,382577;4,303541;0,846119;0,01685718;-1,043676;-3,517426;-4,329897;3,136323;-2,267531;4,027975;-3,141927;5,049752;0,6228462;-1,387846;-4,547971;-1,33406;0,1831637;-1,264732;1,23114;-2,810291;3,851222
Index: 28 | Name: car 37 | Brain Type: TOP2 | Fitness: 1,189677 | BrainData : 1,033113;1,314449;4,191097;0,7110264;3,454185;-1,38632;4,266815;0,846119;0,06416126;-1,049247;-3,527202;-4,329897;3,159609;-2,272448;4,022542;-3,141927;5,084724;0,6228462;-1,387846;-4,547971;-1,33406;0,1480245;-1,261428;1,260751;-2,827712;3,851222
Index: 29 | Name: car 34 | Brain Type: TOP2 | Fitness: 1,146479 | BrainData : 1,02254;1,286636;4,178646;0,7550499;3,41735;-1,38632;4,303541;0,8419015;0,01685718;-1,089991;-3,520506;-4,329897;3,183159;-2,252088;4,027975;-3,141927;5,084724;0,6228462;-1,382812;-4,509404;-1,33406;0,1085285;-1,306257;1,187001;-2,827712;3,851222
Index: 30 | Name: car 46 | Brain Type: TOP2 | Fitness: 1,126994 | BrainData : 1,06651;1,263691;4,191097;0,7744497;3,394333;-1,38632;4,325577;0,8552961;0,01318127;-1,049247;-3,528491;-4,329897;3,159609;-2,267531;4,027975;-3,141927;5,084724;0,6228462;-1,387846;-4,57117;-1,33406;0,166204;-1,261428;1,23114;-2,870256;3,851222
Index: 31 | Name: car 1 | Brain Type: RandomParents | Fitness: 1,054466 | BrainData : 1,011073;1,191754;4,130005;0,6792084;3,407583;-1,33673;4,193915;0,7927397;0,02986645;-1,020062;-3,555311;-4,36669;3,141525;-2,285218;4,010878;-3,19853;5,097612;0,6321732;-1,382906;-4,621966;-1,317751;0,1345339;-1,255424;1,148544;-2,875406;3,920271
Index: 32 | Name: car 35 | Brain Type: TOP2 | Fitness: 0,9892857 | BrainData : 1,049191;1,273881;4,191097;0,7679153;3,423523;-1,391554;4,303541;0,8574731;0,01685718;-1,046844;-3,559454;-4,329897;3,159609;-2,267531;4,045327;-3,141927;5,084724;0,6552541;-1,387846;-4,547971;-1,33406;0,1742513;-1,261428;1,240468;-2,864802;3,851222
Index: 33 | Name: car 41 | Brain Type: TOP2 | Fitness: 0,9610775 | BrainData : 1,033113;1,29751;4,191097;0,7866312;3,421021;-1,379534;4,303541;0,8235793;0,01685718;-1,049247;-3,527202;-4,289372;3,159609;-2,267531;4,041783;-3,141927;5,052446;0,6228462;-1,374314;-4,512179;-1,33406;0,1345339;-1,22491;1,278286;-2,870471;3,837237
Index: 34 | Name: car 30 | Brain Type: TOP2 | Fitness: 0,890823 | BrainData : 1,033113;1,273881;4,18543;0,7550499;3,421021;-1,38632;4,345451;0,8870817;0,01685718;-1,085385;-3,527338;-4,307861;3,135015;-2,267531;4,027975;-3,181591;5,036992;0,6228462;-1,359572;-4,547971;-1,33406;0,1834031;-1,261428;1,266703;-2,827712;3,82959
Index: 35 | Name: car 15 | Brain Type: TotallyRandom | Fitness: 0,7358196 | BrainData : 1,607563;1,930711;-0,7257848;-1,631922;-1,983275;-4,187233;0,2797799;-2,312567;-1,061347;-3,707985;0,5587559;1,549453;4,762421;4,503438;3,05517;0,08103895;1,962875;-0,3663058;2,013919;-0,9625669;1,67048;-0,2965875;-1,35303;-2,201941;3,263788;-4,889957
Index: 36 | Name: car 20 | Brain Type: TotallyRandom | Fitness: 0,6266297 | BrainData : -3,624562;0,2116637;3,75861;-3,387199;4,190002;0,3068166;3,354608;-1,695872;1,364729;-0,4969196;-3,503614;-0,6127162;2,432073;-4,391961;-4,409009;1,435974;-2,926736;-0,08075762;2,400788;4,118356;-1,353424;1,118322;0,2453251;0,7304387;2,494237;1,369623
Index: 37 | Name: car 23 | Brain Type: TotallyRandom | Fitness: 0,6253205 | BrainData : 3,828407;-3,070273;-0,2892752;-2,959017;1,805856;4,711513;-1,757311;4,239329;-1,656275;3,701446;-0,3412013;-0,2649493;4,82044;-3,535814;-0,8823495;-3,165348;-2,81966;1,907279;-3,811847;-1,658096;1,382472;0,4001708;-3,015239;-0,8362989;1,888089;3,516676
Index: 38 | Name: car 22 | Brain Type: TotallyRandom | Fitness: 0,6139972 | BrainData : 0,4271321;-0,3034015;1,326531;1,353073;1,038806;4,162826;1,223509;-0,05358505;-0,5432291;0,5546241;-3,123176;-2,307311;0,9638329;1,243946;-4,405317;3,995622;4,346141;-4,759098;4,932381;-4,214333;0,2614551;-2,534878;-0,1375823;3,65962;-0,3376169;0,5529814
Index: 39 | Name: car 4 | Brain Type: RandomParents | Fitness: 0,5899836 | BrainData : 0,9930711;0,02268744;-4,425446;4,782426;0,8747239;3,071214;3,931268;-2,62956;-4,166488;-1,720876;-4,697532;2,56973;-3,577105;2,666834;-2,390556;3,513454;-1,099594;3,813378;4,441949;2,009493;3,314781;-0,9889598;-4,250831;4,816272;2,451949;2,577646
Index: 40 | Name: car 3 | Brain Type: RandomParents | Fitness: 0,5889867 | BrainData : -0,7796211;-1,94585;2,04293;3,111031;0,6999416;-1,569788;1,332397;3,983168;2,747396;1,975584;-2,151748;0,8356981;-4,565495;2,102313;3,17378;4,660493;3,006611;2,775688;0,3899542;3,24835;0,6033893;-4,075987;3,557303;4,899509;2,4998;1,968013
Index: 41 | Name: car 50 | Brain Type: RandomParents | Fitness: 0,5881456 | BrainData : 3,0006;-2,044339;2,255335;3,940456;-4,504947;1,964923;3,719189;3,548904;-4,275466;1,82579;0,5646067;3,123814;-2,501433;4,20816;-3,027357;0,1143222;0,8029394;-2,131483;-4,939556;-2,09143;1,681758;-4,065267;-2,24658;4,659655;3,974474;1,505055
Index: 42 | Name: car 0 | Brain Type: RandomParents | Fitness: 0,5803761 | BrainData : -2,986703;2,502216;-0,7413726;3,25616;-1,120286;1,724006;1,793386;-4,925834;1,416798;-4,905439;4,131294;-1,374988;-4,283442;2,414896;-3,124828;2,343812;0,3469272;2,186051;2,590396;-0,04552174;-3,634697;-4,103986;4,97409;4,139217;3,84088;1,568947
Index: 43 | Name: car 24 | Brain Type: TotallyRandom | Fitness: 0,5510449 | BrainData : 1,806007;-4,978013;2,523213;4,320457;2,305372;-2,840083;-1,575362;-3,828641;-0,6131477;1,35267;3,14101;0,3257937;-2,396806;-3,262751;2,652305;1,717927;-3,291185;2,250718;-2,894688;-1,729931;-0,4478331;-4,418119;-2,12431;-4,436277;-3,93158;-1,413133
Index: 44 | Name: car 16 | Brain Type: TotallyRandom | Fitness: 0,5082047 | BrainData : -3,397887;1,005151;-1,376624;4,968905;3,471294;-3,786641;2,570954;-1,258057;-0,5589657;-2,069624;-1,493421;4,398395;-1,923261;-1,479401;-2,649976;-0,3498335;-0,5243988;-0,382741;4,16047;2,973176;-4,76388;-2,977259;-3,1791;-4,642259;4,147435;-2,728951
Index: 45 | Name: car 18 | Brain Type: TotallyRandom | Fitness: 0,4547777 | BrainData : -1,797575;-2,371881;-3,798536;-4,553756;-3,777467;-1,216354;-1,175501;-0,6210546;-2,665667;-4,857427;-2,387367;3,414589;-3,592336;-2,801734;-0,08274841;3,230971;1,665622;0,8452849;-1,205452;-0,7355337;2,812316;0,9142156;4,746937;3,904688;-0,8568482;4,962753
Index: 46 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 0,4253101 | BrainData : -0,1703959;-3,617861;-0,2199631;0,2521129;-4,187131;2,079681;-0,7602458;1,01123;3,192913;-3,836823;0,6142526;-0,01446676;-0,7164998;3,030207;-4,065954;4,019075;-1,558059;1,69234;-2,968371;-2,207737;-0,2131324;4,856802;1,150539;1,935483;-1,513972;1,074489
Index: 47 | Name: car 2 | Brain Type: RandomParents | Fitness: 0,4127969 | BrainData : -1,541655;2,260751;3,908337;2,672578;1,072441;-0,9424992;2,190465;4,35267;2,261914;-2,388285;1,222052;2,275073;-3,109895;-0,1033406;-4,76832;1,334553;2,787077;0,9941273;1,596588;-2,410496;2,171017;-4,951562;0,2616477;0,4558368;-4,749918;-2,742208
Index: 48 | Name: car 21 | Brain Type: TotallyRandom | Fitness: 0,4100003 | BrainData : 0,4121704;-1,223156;4,543911;-1,569852;-4,218143;-2,028389;2,94294;3,153329;0,4685135;1,452083;-4,594843;-0,2214532;-2,833931;0,6809406;-1,403921;2,948396;-1,912938;-1,40062;-1,279076;-3,205486;3,829748;0,38
