Generation: 634 | maxFitness: 3,670536 | maxFitnessGen: 2,088656 | maxFitnessGenBuf: 2,04178
N TotallyRandom: 10 | N RandomParents: 15 | N Top2: 25 | Min Mutation: 0,5

Index: 0 | Name: car 25 | Brain Type: TOP2 | Fitness: 2,04178 | BrainData : -2,227304;0,2445434;-1,9997;0,6388661;-3,429578;3,885596;-0,1456229;3,642664;1,875907;4,861851;1,508631;-4,988049;-4,374472;1,935116;-2,279675;-3,150102;-0,1648104;-5,098406;4,091525;0,03559339;-4,010402;-2,996349;2,017257;-2,540694;-2,109897;4,23994
Index: 1 | Name: car 33 | Brain Type: TOP2 | Fitness: 2,04178 | BrainData : -2,207654;0,2167785;-1,995741;0,608016;-3,429578;3,848012;-0,1393725;3,658442;1,87848;4,931107;1,543641;-4,955467;-4,343883;1,936191;-2,279675;-3,151661;-0,1973718;-5,077622;4,108729;0,03559339;-3,986686;-2,996349;2,017257;-2,540694;-2,109897;4,23994
Index: 2 | Name: car 34 | Brain Type: TOP2 | Fitness: 2,04178 | BrainData : -2,23423;0,26514;-2,01794;0,6388661;-3,466183;3,80424;-0,1393725;3,6793;1,794107;4,889959;1,558284;-4,988002;-4,343883;1,952355;-2,289814;-3,174739;-0,1973718;-5,059261;4,091525;0,03559339;-3,986686;-2,996349;2,017257;-2,540694;-2,109897;4,23994
Index: 3 | Name: car 35 | Brain Type: TOP2 | Fitness: 2,04178 | BrainData : -2,207654;0,2445434;-2,01794;0,6756672;-3,429578;3,886331;-0,1393725;3,642664;1,833637;4,889959;1,543641;-4,998286;-4,343883;1,936191;-2,279675;-3,2316;-0,1817511;-5,054241;4,078191;0,04902987;-3,952065;-3,006639;2,017257;-2,540694;-2,109897;4,23994
Index: 4 | Name: car 41 | Brain Type: TOP2 | Fitness: 2,041759 | BrainData : -2,207654;0,2445434;-2,03822;0,6388661;-3,384863;3,836036;-0,1393725;3,642664;1,833637;4,870994;1,498195;-4,988002;-4,375153;1,943238;-2,279675;-3,193089;-0,2133835;-5,077622;4,091525;0,03559339;-3,986686;-2,996349;2,017257;-2,540694;-2,126571;4,272979
Index: 5 | Name: car 36 | Brain Type: TOP2 | Fitness: 2,03964 | BrainData : -2,207654;0,2839471;-2,01794;0,6388661;-3,389698;3,832811;-0,1393725;3,642664;1,841268;4,913485;1,541948;-4,988002;-4,327692;1,936191;-2,279675;-3,196428;-0,1973718;-5,038109;4,091525;0,01910214;-3,982828;-2,956573;2,019704;-2,540694;-2,109897;4,23994
Index: 6 | Name: car 28 | Brain Type: TOP2 | Fitness: 2,033517 | BrainData : -2,207654;0,2445434;-2,01794;0,6388661;-3,429578;3,848012;-0,1393725;3,642035;1,853717;4,922719;1,519252;-4,988002;-4,343883;1,943984;-2,280246;-3,18252;-0,1973718;-5,077622;4,124064;-0,005159009;-3,949343;-2,951701;2,00491;-2,540694;-2,109897;4,232741
Index: 7 | Name: car 45 | Brain Type: TOP2 | Fitness: 2,032134 | BrainData : -2,207654;0,2445434;-1,984701;0,6821582;-3,416047;3,848012;-0,1393725;3,642664;1,880228;4,889959;1,543641;-5,01423;-4,386467;1,936191;-2,279675;-3,159429;-0,1973718;-5,042592;4,061803;-0,001749907;-3,986686;-2,978343;2,017257;-2,568697;-2,119044;4,276121
Index: 8 | Name: car 1 | Brain Type: RandomParents | Fitness: 2,021132 | BrainData : -2,194897;0,2445434;-2,014801;0,6523405;-3,3754;3,832451;-0,1393725;3,642664;1,836248;4,908516;1,574619;-5,06551;-4,350201;2,01681;-2,261163;-3,299155;-0,215383;-5,03765;4,087925;0,09077054;-4,008614;-3,044136;2,058595;-2,575082;-2,068475;4,249115
Index: 9 | Name: car 6 | Brain Type: RandomParents | Fitness: 2,021109 | BrainData : -2,207654;0,2538493;-1,963653;0,5969521;-3,417943;3,825163;-0,1003337;3,629355;1,854103;4,912026;1,527796;-4,939716;-4,366126;1,932474;-2,322597;-3,242815;-0,202828;-5,135685;4,086929;0,06535387;-4,011861;-3,007791;2,029744;-2,576673;-2,109897;4,273486
Index: 10 | Name: car 8 | Brain Type: RandomParents | Fitness: 2,020857 | BrainData : -2,158777;0,2782723;-2,01794;0,6388661;-3,436955;3,831976;-0,1072283;3,59995;1,727569;4,94518;1,60904;-4,983529;-4,304811;1,929198;-2,274775;-3,23345;-0,1833989;-5,066498;4,096858;0,0675305;-3,973069;-2,990148;2,017257;-2,550063;-2,10648;4,23994
Index: 11 | Name: car 17 | Brain Type: TotallyRandom | Fitness: 2,020566 | BrainData : -1,218629;4,139218;-2,786755;-1,853899;3,278031;-1,747056;3,734451;-2,465639;1,584611;-0,4174871;3,250798;-0,3678136;1,416534;4,798316;3,817898;3,004959;2,757888;-1,806218;-2,075449;-1,488681;-2,491329;-4,40133;-3,197485;0,6310182;-0,2358027;0,1390653
Index: 12 | Name: car 46 | Brain Type: TOP2 | Fitness: 2,017269 | BrainData : -2,196065;0,2032123;-2,01794;0,6450754;-3,429578;3,848012;-0,1432943;3,642664;1,833637;4,889959;1,577714;-5,027982;-4,343883;1,89202;-2,279675;-3,193089;-0,1973718;-5,077622;4,134555;0,002401818;-3,970612;-2,996349;2,017257;-2,508902;-2,109897;4,242009
Index: 13 | Name: car 37 | Brain Type: TOP2 | Fitness: 2,016781 | BrainData : -2,210638;0,2445434;-1,986272;0,6013257;-3,429578;3,848012;-0,1104351;3,642664;1,861028;4,938505;1,543641;-4,95869;-4,347081;1,914435;-2,246622;-3,193089;-0,1973718;-5,077622;4,093517;0,06139886;-4,000966;-2,996349;2,017257;-2,540694;-2,071161;4,190558
Index: 14 | Name: car 26 | Brain Type: TOP2 | Fitness: 1,97533 | BrainData : -2,207654;0,285317;-2,01794;0,6388661;-3,404581;3,83706;-0,1393725;3,692188;1,833637;4,939104;1,545068;-4,988002;-4,343883;1,936191;-2,261931;-3,201674;-0,1973718;-5,077622;4,091525;0,06699574;-3,986686;-2,996349;2,017257;-2,552576;-2,116339;4,23994
Index: 15 | Name: car 47 | Brain Type: TOP2 | Fitness: 1,967525 | BrainData : -2,207654;0,2445434;-2,01794;0,6388661;-3,429578;3,848012;-0,1393725;3,61186;1,798248;4,889959;1,543641;-4,988002;-4,343883;1,936191;-2,27481;-3,193089;-0,1973718;-5,077622;4,116249;0,03559339;-4,025699;-2,996349;2,017257;-2,540694;-2,109897;4,275729
